"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20201022.CR6","5131","FCRWaterLevel"
"TIMESTAMP","RECORD","Lvl_psi","wtr_pt_9"
"TS","RN","psi","deg C"
"","","Smp","Smp"
"2021-01-07 11:30:00",0,0.0225299,2.26312
"2021-01-07 11:40:00",1,5.054496,4.59436
"2021-01-07 11:50:00",2,13.32437,4.3286
"2021-01-07 12:00:00",3,13.32672,4.334273
"2021-01-07 12:10:00",4,13.32821,4.34035
"2021-01-07 12:20:00",5,13.32942,4.331909
"2021-01-07 12:30:00",6,13.32792,4.334496
"2021-01-07 12:40:00",7,13.32814,4.320706
"2021-01-07 12:50:00",8,13.32633,4.32671
"2021-01-07 13:00:00",9,13.32777,4.334829
"2021-01-07 13:10:00",10,13.32775,4.339794
"2021-01-07 13:20:00",11,13.32835,4.340045
"2021-01-07 13:30:00",12,13.32935,4.333022
"2021-01-07 13:40:00",13,13.32856,4.339238
"2021-01-07 13:50:00",14,13.3269,4.344677
"2021-01-07 14:00:00",15,13.32757,4.338807
"2021-01-07 14:10:00",16,13.32887,4.337193
"2021-01-07 14:20:00",17,13.33036,4.339752
"2021-01-07 14:30:00",18,13.32874,4.335858
"2021-01-07 14:40:00",19,13.32769,4.339446
"2021-01-07 14:50:00",20,13.32761,4.338765
"2021-01-07 15:00:00",21,13.32836,4.341658
"2021-01-07 15:10:00",22,13.32894,4.342186
"2021-01-07 15:20:00",23,13.32932,4.342173
"2021-01-07 15:30:00",24,13.32901,4.339363
"2021-01-07 15:40:00",25,13.32806,4.345539
"2021-01-07 15:50:00",26,13.32762,4.346513
"2021-01-07 16:00:00",27,13.32842,4.342311
"2021-01-07 16:10:00",28,13.32893,4.343689
"2021-01-07 16:20:00",29,13.32909,4.349282
"2021-01-07 16:30:00",30,13.32918,4.351731
"2021-01-07 16:40:00",31,13.3283,4.357994
"2021-01-07 16:50:00",32,13.32708,4.362839
"2021-01-07 17:00:00",33,13.32763,4.361252
"2021-01-07 17:10:00",34,13.32861,4.363925
"2021-01-07 17:20:00",35,13.32957,4.362324
"2021-01-07 17:30:00",36,13.32958,4.360625
"2021-01-07 17:40:00",37,13.32796,4.361099
"2021-01-07 17:50:00",38,13.32773,4.359205
"2021-01-07 18:00:00",39,13.32748,4.360027
"2021-01-07 18:10:00",40,13.3276,4.360946
"2021-01-07 18:20:00",41,13.3282,4.361126
"2021-01-07 18:30:00",42,13.3275,4.366515
"2021-01-07 18:40:00",43,13.32792,4.365847
"2021-01-07 18:50:00",44,13.32746,4.364775
"2021-01-07 19:00:00",45,13.32659,4.365317
"2021-01-07 19:10:00",46,13.32766,4.368242
"2021-01-07 19:20:00",47,13.32782,4.371613
"2021-01-07 19:30:00",48,13.32839,4.369482
"2021-01-07 19:40:00",49,13.32746,4.375625
"2021-01-07 19:50:00",50,13.32676,4.382062
"2021-01-07 20:00:00",51,13.32679,4.382564
"2021-01-07 20:10:00",52,13.3273,4.381212
"2021-01-07 20:20:00",53,13.32845,4.388167
"2021-01-07 20:30:00",54,13.32773,4.395626
"2021-01-07 20:40:00",55,13.32743,4.405055
"2021-01-07 20:50:00",56,13.3264,4.395375
"2021-01-07 21:00:00",57,13.3267,4.380459
"2021-01-07 21:10:00",58,13.32657,4.374051
"2021-01-07 21:20:00",59,13.32693,4.367323
"2021-01-07 21:30:00",60,13.32765,4.369704
"2021-01-07 21:40:00",61,13.32695,4.364078
"2021-01-07 21:50:00",62,13.32627,4.358398
"2021-01-07 22:00:00",63,13.32718,4.358342
"2021-01-07 22:10:00",64,13.3271,4.356213
"2021-01-07 22:20:00",65,13.32717,4.358315
"2021-01-07 22:30:00",66,13.32702,4.356143
"2021-01-07 22:40:00",67,13.32711,4.351299
"2021-01-07 22:50:00",68,13.32682,4.354765
"2021-01-07 23:00:00",69,13.32689,4.356129
"2021-01-07 23:10:00",70,13.32634,4.349769
"2021-01-07 23:20:00",71,13.32698,4.350659
