"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20201022.CR6","5131","FCRWaterLevel"
"TIMESTAMP","RECORD","Lvl_psi","wtr_pt_9"
"TS","RN","psi","deg C"
"","","Smp","Smp"
"2021-02-26 14:00:00",8,13.41196,4.33088
"2021-02-26 14:10:00",9,13.41221,4.311786
"2021-02-26 14:20:00",10,13.4115,4.329421
"2021-02-26 14:30:00",11,13.41156,4.318691
"2021-02-26 14:40:00",12,13.41115,4.31908
"2021-02-26 14:50:00",13,13.41025,4.319984
"2021-02-26 15:00:00",14,13.41218,4.322596
"2021-02-26 15:10:00",15,13.41277,4.327669
"2021-02-26 15:20:00",16,13.41059,4.332618
"2021-02-26 15:30:00",17,13.41134,4.336428
"2021-02-26 15:40:00",18,13.41239,4.359094
"2021-02-26 15:50:00",19,13.41116,4.438074
"2021-02-26 16:00:00",20,13.41292,4.552179
"2021-02-26 16:10:00",21,13.41178,4.471227
"2021-02-26 16:20:00",22,13.41438,4.464567
"2021-02-26 16:30:00",23,13.41369,4.450806
"2021-02-26 16:40:00",24,13.41528,4.545564
"2021-02-26 16:50:00",25,13.41606,4.463644
"2021-02-26 17:00:00",26,13.41645,4.426061
"2021-02-26 17:10:00",27,13.41652,4.424595
"2021-02-26 17:20:00",28,13.41686,4.413245
"2021-02-26 17:30:00",29,13.41893,4.409617
"2021-02-26 17:40:00",30,13.41858,4.466988
"2021-02-26 17:50:00",31,13.41895,4.464582
"2021-02-26 18:00:00",32,13.41983,4.439876
"2021-02-26 18:10:00",33,13.4191,4.450722
"2021-02-26 18:20:00",34,13.41906,4.391806
"2021-02-26 18:30:00",35,13.42085,4.398666
"2021-02-26 18:40:00",36,13.42147,4.366042
"2021-02-26 18:50:00",37,13.42025,4.349324
"2021-02-26 19:00:00",38,13.41872,4.351174
"2021-02-26 19:10:00",39,13.41964,4.360709
"2021-02-26 19:20:00",40,13.41992,4.358565
"2021-02-26 19:30:00",41,13.42235,4.399294
"2021-02-26 19:40:00",42,13.4251,4.406171
"2021-02-26 19:50:00",43,13.41892,4.366293
"2021-02-26 20:00:00",44,13.42197,4.373507
"2021-02-26 20:10:00",45,13.41816,4.396797
"2021-02-26 20:20:00",46,13.42194,4.437151
"2021-02-26 20:30:00",47,13.42233,4.470192
"2021-02-26 20:40:00",48,13.42447,4.408403
"2021-02-26 20:50:00",49,13.42281,4.412603
"2021-02-26 21:00:00",50,13.42312,4.372908
"2021-02-26 21:10:00",51,13.41956,4.360389
"2021-02-26 21:20:00",52,13.42142,4.36561
"2021-02-26 21:30:00",53,13.42246,4.383372
"2021-02-26 21:40:00",54,13.42354,4.389352
"2021-02-26 21:50:00",55,13.42386,4.364677
"2021-02-26 22:00:00",56,13.42246,4.351717
"2021-02-26 22:10:00",57,13.42238,4.348447
"2021-02-26 22:20:00",58,13.42338,4.347348
"2021-02-26 22:30:00",59,13.42439,4.340531
"2021-02-26 22:40:00",60,13.42455,4.338987
"2021-02-26 22:50:00",61,13.42372,4.330866
"2021-02-26 23:00:00",62,13.42291,4.324833
"2021-02-26 23:10:00",63,13.42266,4.320442
"2021-02-26 23:20:00",64,13.42316,4.316524
"2021-02-26 23:30:00",65,13.42361,4.319233
"2021-02-26 23:40:00",66,13.42404,4.320178
"2021-02-26 23:50:00",67,13.42453,4.312592
"2021-02-27 00:00:00",68,13.42297,4.309189
"2021-02-27 00:10:00",69,13.42259,4.305134
"2021-02-27 00:20:00",70,13.42248,4.306217
"2021-02-27 00:30:00",71,13.42378,4.307467
"2021-02-27 00:40:00",72,13.42388,4.321331
"2021-02-27 00:50:00",73,13.42397,4.325139
"2021-02-27 01:00:00",74,13.42353,4.325987
"2021-02-27 01:10:00",75,13.42381,4.326849
"2021-02-27 01:20:00",76,13.42358,4.316773
"2021-02-27 01:30:00",77,13.42325,4.306509
"2021-02-27 01:40:00",78,13.42343,4.305106
"2021-02-27 01:50:00",79,13.42323,4.309647
