"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20201022.CR6","5131","FCRWaterLevel"
"TIMESTAMP","RECORD","Lvl_psi","wtr_pt_9"
"TS","RN","psi","deg C"
"","","Smp","Smp"
"2021-02-08 13:20:00",4619,13.35381,2.770501
"2021-02-08 13:30:00",4620,13.35446,2.768212
"2021-02-08 13:40:00",4621,13.35651,2.773942
"2021-02-08 13:50:00",4622,13.35462,2.782896
"2021-02-08 14:00:00",4623,13.35452,2.800154
"2021-02-08 14:10:00",4624,13.35594,2.802201
"2021-02-08 14:20:00",4625,13.3544,2.797072
"2021-02-08 14:30:00",4626,0.0239546,3.735606
"2021-02-08 14:40:00",4627,12.6117,2.745216
"2021-02-08 14:50:00",4628,13.04957,2.78784
"2021-02-08 15:00:00",4629,13.04947,2.802408
"2021-02-08 15:10:00",4630,13.04989,2.800413
"2021-02-08 15:20:00",4631,13.05121,2.786766
"2021-02-08 15:30:00",4632,13.0489,2.798276
"2021-02-08 15:40:00",4633,13.05006,2.835465
"2021-02-08 15:50:00",4634,13.04817,2.855947
"2021-02-08 16:00:00",4635,13.0496,2.848754
"2021-02-08 16:10:00",4636,13.05146,2.847806
"2021-02-08 16:20:00",4637,13.05121,2.855739
"2021-02-08 16:30:00",4638,13.05007,2.847754
"2021-02-08 16:40:00",4639,13.05054,2.852869
"2021-02-08 16:50:00",4640,13.04822,2.85618
"2021-02-08 17:00:00",4641,13.04968,2.860752
"2021-02-08 17:10:00",4642,13.04943,2.848209
"2021-02-08 17:20:00",4643,13.0503,2.83636
"2021-02-08 17:30:00",4644,13.05028,2.829965
"2021-02-08 17:40:00",4645,13.05034,2.811646
"2021-02-08 17:50:00",4646,13.04923,2.804261
"2021-02-08 18:00:00",4647,13.0484,2.805025
"2021-02-08 18:10:00",4648,13.04954,2.812929
"2021-02-08 18:20:00",4649,13.04967,2.813033
"2021-02-08 18:30:00",4650,13.04944,2.825309
"2021-02-08 18:40:00",4651,13.04911,2.831768
"2021-02-08 18:50:00",4652,13.04965,2.831988
"2021-02-08 19:00:00",4653,13.04972,2.841576
"2021-02-08 19:10:00",4654,13.04968,2.83457
"2021-02-08 19:20:00",4655,13.05059,2.83409
"2021-02-08 19:30:00",4656,13.04977,2.837943
"2021-02-08 19:40:00",4657,13.04968,2.846404
"2021-02-08 19:50:00",4658,13.04941,2.848001
"2021-02-08 20:00:00",4659,13.04937,2.851623
"2021-02-08 20:10:00",4660,13.04864,2.844652
"2021-02-08 20:20:00",4661,13.04942,2.856713
"2021-02-08 20:30:00",4662,13.04949,2.875863
"2021-02-08 20:40:00",4663,13.04948,2.877085
"2021-02-08 20:50:00",4664,13.04974,2.854778
"2021-02-08 21:00:00",4665,13.0489,2.85705
"2021-02-08 21:10:00",4666,13.04949,2.866052
"2021-02-08 21:20:00",4667,13.04905,2.866026
"2021-02-08 21:30:00",4668,13.04946,2.848274
"2021-02-08 21:40:00",4669,13.05032,2.844951
"2021-02-08 21:50:00",4670,13.04952,2.847248
"2021-02-08 22:00:00",4671,13.04839,2.842147
"2021-02-08 22:10:00",4672,13.04909,2.836101
"2021-02-08 22:20:00",4673,13.04801,2.828097
"2021-02-08 22:30:00",4674,13.04986,2.81311
"2021-02-08 22:40:00",4675,13.04917,2.818541
"2021-02-08 22:50:00",4676,13.04908,2.818152
"2021-02-08 23:00:00",4677,13.04898,2.818295
"2021-02-08 23:10:00",4678,13.04938,2.819799
"2021-02-08 23:20:00",4679,13.04833,2.820278
"2021-02-08 23:30:00",4680,13.04973,2.81709
"2021-02-08 23:40:00",4681,13.04725,2.812113
"2021-02-08 23:50:00",4682,13.04824,2.809832
"2021-02-09 00:00:00",4683,13.04887,2.809547
"2021-02-09 00:10:00",4684,13.04797,2.890334
"2021-02-09 00:20:00",4685,13.04828,2.947781
"2021-02-09 00:30:00",4686,13.04827,2.997772
"2021-02-09 00:40:00",4687,13.05224,3.015634
