"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20200511.CR6","39329","FCRWaterLevel"
"TIMESTAMP","RECORD","Lvl_psi","wtr_pt_9"
"TS","RN","psi","deg C"
"","","Smp","Smp"
"2020-07-31 09:30:00",11053,13.37104,11.04918
"2020-07-31 09:40:00",11054,13.37069,11.04931
"2020-07-31 09:50:00",11055,13.37154,11.04735
"2020-07-31 10:00:00",11056,13.37296,11.04446
"2020-07-31 10:10:00",11057,13.37172,11.04337
"2020-07-31 10:20:00",11058,13.37119,11.04071
"2020-07-31 10:30:00",11059,13.37052,11.03951
"2020-07-31 10:40:00",11060,13.36978,11.04272
"2020-07-31 10:50:00",11061,13.37127,11.04213
"2020-07-31 11:00:00",11062,13.37072,11.0428
"2020-07-31 11:10:00",11063,13.37008,11.04383
"2020-07-31 11:20:00",11064,13.3709,11.04693
"2020-07-31 11:30:00",11065,13.36814,11.04901
"2020-07-31 11:40:00",11066,13.36857,11.05152
"2020-07-31 11:50:00",11067,13.36909,11.0514
"2020-07-31 12:00:00",11068,13.36988,11.05245
"2020-07-31 12:10:00",11069,13.36964,11.05199
"2020-07-31 12:20:00",11070,13.36798,11.05281
"2020-07-31 12:30:00",11071,13.36762,11.05146
"2020-07-31 12:40:00",11072,13.36742,11.05013
"2020-07-31 12:50:00",11073,13.36741,11.05177
"2020-07-31 13:00:00",11074,13.36603,11.05207
"2020-07-31 13:10:00",11075,13.36766,11.05495
"2020-07-31 13:20:00",11076,13.3672,11.05757
"2020-07-31 13:30:00",11077,13.36786,11.05999
"2020-07-31 13:40:00",11078,13.36763,11.06108
"2020-07-31 13:50:00",11079,13.3651,11.06018
"2020-07-31 14:00:00",11080,13.3686,11.05647
"2020-07-31 14:10:00",11081,13.36802,11.05474
"2020-07-31 14:20:00",11082,13.36707,11.05464
"2020-07-31 14:30:00",11083,13.36129,11.05409
"2020-07-31 14:40:00",11084,13.36529,11.05327
"2020-07-31 14:50:00",11085,13.36528,11.05272
"2020-07-31 15:00:00",11086,13.36783,11.05637
"2020-07-31 15:10:00",11087,13.36519,11.0542
"2020-07-31 15:20:00",11088,13.3643,11.05594
"2020-07-31 15:30:00",11089,13.36407,11.05752
"2020-07-31 15:40:00",11090,13.36499,11.06036
"2020-07-31 15:50:00",11091,13.36479,11.06163
"2020-07-31 16:00:00",11092,13.3642,11.06053
"2020-07-31 16:10:00",11093,13.36538,11.05872
"2020-07-31 16:20:00",11094,13.36405,11.0586
"2020-07-31 16:30:00",11095,13.36296,11.0586
"2020-07-31 16:40:00",11096,13.36451,11.05891
"2020-07-31 16:50:00",11097,13.36357,11.05748
"2020-07-31 17:00:00",11098,13.36396,11.05605
"2020-07-31 17:10:00",11099,13.36605,11.05683
"2020-07-31 17:20:00",11100,13.36202,11.05946
"2020-07-31 17:30:00",11101,13.36339,11.06131
"2020-07-31 17:40:00",11102,13.36118,11.06104
"2020-07-31 17:50:00",11103,13.3627,11.06074
"2020-07-31 18:00:00",11104,13.36312,11.06043
"2020-07-31 18:10:00",11105,13.36466,11.05982
"2020-07-31 18:20:00",11106,13.3618,11.0594
"2020-07-31 18:30:00",11107,13.36219,11.05702
"2020-07-31 18:40:00",11108,13.35988,11.05439
"2020-07-31 18:50:00",11109,13.36004,11.05516
"2020-07-31 19:00:00",11110,13.36259,11.05491
"2020-07-31 19:10:00",11111,13.36286,11.05472
"2020-07-31 19:20:00",11112,13.36079,11.05738
"2020-07-31 19:30:00",11113,13.36203,11.05557
"2020-07-31 19:40:00",11114,13.35921,11.05742
"2020-07-31 19:50:00",11115,13.36011,11.06222
"2020-07-31 20:00:00",11116,13.36156,11.06178
"2020-07-31 20:10:00",11117,13.36168,11.05851
"2020-07-31 20:20:00",11118,13.36132,11.05872
"2020-07-31 20:30:00",11119,13.36262,11.05799
"2020-07-31 20:40:00",11120,13.36026,11.05973
"2020-07-31 20:50:00",11121,13.35917,11.05714
