KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18D102222,18D102222,18C102992,17K100864,18C100625,18C100625,18C102992,18D101168,18D101168,18D101168,17K100864,18C102992,18C102992,18D102222,18D102222,18C102992,18D101236,18C102992,17K100864,18D103367,18D103367
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi g,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Wiper Position volt,Temp ¡C,Vertical Position m,Battery V,Cable Pwr V
8/9/18,13:10:00,0,FCR,1.78,7.21,38,0.849,15.72,5.22,36.4,114.6,114.6,9.1,1.201,0.02,36.5,0.36,0.41,24,1.18,27.157,0.848,5.97,0
8/9/18,13:20:00,0,FCR,1.91,7.73,38,0.844,16.07,5.34,36.3,115.8,115.8,9.22,1.195,0.02,36.5,0.24,0.29,24,1.179,27.09,0.844,5.96,0
8/9/18,13:30:00,0,FCR,1.78,7.23,38,0.839,15.99,5.31,36.4,115,115,9.15,1.188,0.02,36.5,0.3,0.36,24,1.179,27.069,0.839,5.96,0
8/9/18,13:40:00,0,FCR,1.76,7.13,38,0.837,16.1,5.35,36.4,115.8,115.8,9.2,1.184,0.02,36.5,0.35,0.4,24,1.179,27.172,0.836,5.97,0
8/9/18,13:50:00,0,FCR,1.75,7.12,38.2,0.834,15.79,5.24,36.4,116.9,116.9,9.27,1.18,0.02,36.6,0.14,0.2,24,1.179,27.276,0.833,5.96,0
8/9/18,14:00:00,0,FCR,1.82,7.38,38.2,0.828,15.93,5.29,36.3,117,117,9.26,1.171,0.02,36.5,0.17,0.23,24,1.179,27.38,0.827,5.96,0
8/9/18,14:10:00,0,FCR,1.73,7,38.3,0.826,15.9,5.28,36.5,117.7,117.7,9.32,1.17,0.02,36.7,0.26,0.31,24,1.179,27.362,0.826,5.96,0
8/9/18,14:20:00,0,FCR,1.98,8.02,38.1,0.823,16.19,5.38,36.4,117.9,117.9,9.35,1.165,0.02,36.6,0.27,0.32,24,1.181,27.257,0.823,5.96,0
8/9/18,14:30:00,0,FCR,1.7,6.89,38.2,0.82,16.21,5.38,36.4,118.3,118.3,9.38,1.16,0.02,36.6,0.25,0.3,24,1.181,27.284,0.819,5.97,0
8/9/18,14:40:00,0,FCR,1.77,7.16,38.4,0.818,16.01,5.32,36.5,118.6,118.6,9.37,1.158,0.02,36.7,0.29,0.35,24,1.181,27.484,0.817,5.96,0
8/9/18,14:50:00,0,FCR,1.71,6.92,38.5,0.812,15.95,5.3,36.5,119,119,9.4,1.15,0.02,36.7,0.35,0.41,24,1.181,27.491,0.812,5.96,0
8/9/18,15:00:00,0,FCR,1.86,7.55,38.4,0.808,16.1,5.35,36.5,119.6,119.6,9.45,1.144,0.02,36.6,0.22,0.27,24,1.181,27.479,0.808,5.96,0
8/9/18,15:10:00,0,FCR,1.82,7.37,38.5,0.807,16.09,5.35,36.5,119.4,119.4,9.43,1.142,0.02,36.7,0.23,0.28,24,1.181,27.524,0.806,5.96,0
8/9/18,15:20:00,0,FCR,2.15,8.68,38.3,0.802,16.27,5.4,36.5,120.4,120.4,9.53,1.136,0.02,36.7,0.28,0.34,24,1.179,27.385,0.802,5.96,0
8/9/18,15:30:00,0,FCR,2.05,8.29,38.4,0.804,16.19,5.38,36.5,120.7,120.7,9.54,1.138,0.02,36.6,0.36,0.42,24,1.179,27.442,0.804,5.96,0
8/9/18,15:40:00,0,FCR,2.25,9.08,38.4,0.802,16.32,5.42,36.5,121.6,121.6,9.61,1.135,0.02,36.7,0.31,0.36,24,1.179,27.47,0.802,5.96,0
8/9/18,15:50:00,0,FCR,2.04,8.28,38.5,0.803,16.32,5.42,36.5,122.2,122.2,9.65,1.137,0.02,36.7,0.44,0.49,24,1.179,27.512,0.803,5.96,0
8/9/18,16:00:00,0,FCR,2.29,9.27,38.3,0.801,16.51,5.49,36.5,121.8,121.8,9.65,1.134,0.02,36.7,0.38,0.43,24,1.179,27.327,0.801,5.96,0
8/9/18,16:10:00,0,FCR,2.19,8.87,38.4,0.803,16.45,5.46,36.5,122.1,122.1,9.67,1.137,0.02,36.7,0.26,0.31,24,1.179,27.359,0.803,5.97,0
8/9/18,16:20:00,0,FCR,2.19,8.87,38.4,0.799,16.46,5.47,36.5,122.7,122.7,9.7,1.131,0.02,36.7,0.28,0.33,24,1.18,27.444,0.798,5.96,0
8/9/18,16:30:00,0,FCR,2.16,8.72,38.5,0.795,16.53,5.49,36.6,123.1,123.1,9.74,1.125,0.02,36.8,0.29,0.35,24,1.18,27.418,0.794,5.96,0
8/9/18,16:40:00,0,FCR,2.06,8.35,38.6,0.793,16.48,5.47,36.6,124.2,124.2,9.8,1.122,0.02,36.8,0.21,0.26,24,1.18,27.551,0.793,5.95,0
8/9/18,16:50:00,0,FCR,2.36,9.55,38.5,0.789,16.77,5.57,36.6,124.1,124.1,9.82,1.117,0.02,36.8,0.34,0.39,24,1.18,27.399,0.788,5.96,0
8/9/18,17:00:00,0,FCR,2.17,8.78,38.5,0.788,16.62,5.52,36.6,124.6,124.6,9.85,1.116,0.02,36.8,0.3,0.36,24,1.18,27.42,0.788,5.96,0
8/9/18,17:10:00,0,FCR,2.24,9.06,38.5,0.786,16.62,5.52,36.6,124.9,124.9,9.88,1.112,0.02,36.8,0.23,0.28,24,1.18,27.45,0.786,5.96,0
8/9/18,17:20:00,0,FCR,2.39,9.64,38.5,0.783,16.61,5.52,36.6,124.7,124.7,9.86,1.108,0.02,36.8,0.4,0.45,24,1.18,27.399,0.782,5.96,0
8/9/18,17:30:00,0,FCR,2.48,10.03,38.6,0.782,16.76,5.57,36.6,125.7,125.7,9.93,1.107,0.02,36.8,0.31,0.36,24,1.18,27.476,0.782,5.95,0
8/9/18,17:40:00,0,FCR,2.15,8.71,38.7,0.781,16.61,5.52,36.7,125.6,125.6,9.91,1.105,0.02,36.9,0.31,0.36,24,1.18,27.559,0.781,5.96,0
8/9/18,17:50:00,0,FCR,2.11,8.52,38.8,0.779,16.5,5.48,36.7,126,126,9.91,1.103,0.02,36.9,0.42,0.47,24,1.18,27.704,0.779,5.96,0
8/9/18,18:00:00,0,FCR,2.2,8.91,38.8,0.777,16.49,5.48,36.7,126.2,126.2,9.92,1.099,0.02,36.9,0.27,0.32,24,1.18,27.745,0.777,5.96,0
8/9/18,18:10:00,0,FCR,2.34,9.47,38.8,0.779,16.44,5.46,36.6,125,125,9.81,1.103,0.02,36.8,0.27,0.32,24,1.18,27.87,0.779,5.96,0
8/9/18,18:20:00,0,FCR,2.47,9.99,38.9,0.776,16.4,5.45,36.7,126.2,126.2,9.91,1.098,0.02,36.9,0.24,0.3,24,1.178,27.82,0.776,5.95,0
8/9/18,18:30:00,0,FCR,2.09,8.45,38.7,0.776,16.28,5.41,36.4,124.6,124.6,9.75,1.099,0.02,36.6,0.24,0.3,24,1.178,28.003,0.776,5.96,0
8/9/18,18:40:00,0,FCR,2.12,8.59,38.8,0.773,16.26,5.4,36.5,124.4,124.4,9.73,1.094,0.02,36.7,0.18,0.24,24,1.178,28.055,0.772,5.96,0
8/9/18,18:50:00,0,FCR,2.24,9.05,39,0.772,16.01,5.32,36.5,125,125,9.75,1.093,0.02,36.7,0.43,0.49,24,1.178,28.173,0.772,5.95,0
8/9/18,19:00:00,0,FCR,1.99,8.06,38.9,0.775,16.13,5.36,36.5,124.5,124.5,9.71,1.097,0.02,36.7,0.29,0.34,24,1.178,28.202,0.775,5.96,0
8/9/18,19:10:00,0,FCR,2.46,9.92,39.1,0.775,15.8,5.25,36.6,124.2,124.2,9.67,1.097,0.02,36.8,0.37,0.43,24,1.178,28.301,0.775,5.95,0
8/9/18,19:20:00,0,FCR,2.32,9.38,39.1,0.774,15.92,5.29,36.6,124.7,124.7,9.72,1.096,0.02,36.8,0.32,0.38,24,1.177,28.217,0.774,5.96,0
8/9/18,19:30:00,0,FCR,2.15,8.71,39.5,0.777,13.61,4.52,36.8,115.9,115.9,9,1.099,0.02,37.1,0.37,0.42,24,1.177,28.467,0.776,5.96,0
8/9/18,19:40:00,0,FCR,2.44,9.86,39.4,0.783,14.24,4.73,36.6,116.9,116.9,9.04,1.108,0.02,36.9,0.36,0.42,24,1.177,28.636,0.783,5.95,0
8/9/18,19:50:00,0,FCR,2.54,10.26,39.3,0.781,14.29,4.74,36.8,118.6,118.6,9.26,1.105,0.02,37,0.38,0.44,24,1.177,28.176,0.78,5.96,0
8/9/18,20:00:00,0,FCR,2.68,10.83,38.9,0.78,14.94,4.96,36.6,116.3,116.3,9.11,1.104,0.02,36.8,0.3,0.35,24,1.177,28.01,0.78,5.95,0
8/9/18,20:10:00,0,FCR,2.78,11.21,39,0.781,14.73,4.89,36.6,116.5,116.5,9.11,1.105,0.02,36.9,0.37,0.43,24,1.177,28.037,0.781,5.96,0
8/9/18,20:20:00,0,FCR,2.97,11.98,39,0.782,14.73,4.89,36.7,116.5,116.5,9.12,1.107,0.02,36.9,0.41,0.46,24,1.179,28.018,0.782,5.96,0
8/9/18,20:30:00,0,FCR,2.83,11.42,38.9,0.784,15.44,5.13,36.5,116.1,116.1,9.08,1.11,0.02,36.8,0.43,0.49,24,1.179,28.019,0.784,5.95,0
8/9/18,20:40:00,0,FCR,2.69,10.87,39,0.787,15.06,5,36.6,117.5,117.5,9.19,1.114,0.02,36.9,0.41,0.46,24,1.179,28.056,0.787,5.96,0
8/9/18,20:50:00,0,FCR,2.7,10.89,39.1,0.79,14.72,4.89,36.7,116.7,116.7,9.11,1.118,0.02,36.9,0.51,0.56,24,1.179,28.18,0.79,5.95,0
8/9/18,21:00:00,0,FCR,2.72,10.97,39.1,0.794,14.75,4.9,36.6,116.9,116.9,9.11,1.123,0.02,36.8,0.6,0.65,24,1.179,28.259,0.793,5.95,0
8/9/18,21:10:00,0,FCR,2.63,10.62,39.1,0.796,14.62,4.85,36.5,117.8,117.8,9.16,1.127,0.02,36.8,0.48,0.53,24,1.179,28.373,0.796,5.96,0
8/9/18,21:20:00,0,FCR,2.67,10.79,39.1,0.799,14.83,4.93,36.5,118,118,9.18,1.13,0.02,36.8,0.61,0.66,24,1.179,28.345,0.798,5.95,0
8/9/18,21:30:00,0,FCR,2.39,9.67,39,0.801,14.92,4.95,36.5,117.9,117.9,9.18,1.133,0.02,36.7,0.51,0.56,24,1.179,28.307,0.801,5.95,0
8/9/18,21:40:00,0,FCR,2.49,10.07,39.1,0.804,14.74,4.9,36.5,117.4,117.4,9.14,1.138,0.02,36.8,0.43,0.48,24,1.179,28.31,0.804,5.95,0
8/9/18,21:50:00,0,FCR,2.32,9.37,39,0.808,14.83,4.92,36.5,117,117,9.11,1.144,0.02,36.7,0.47,0.52,24,1.179,28.252,0.808,5.95,0
8/9/18,22:00:00,0,FCR,2.45,9.89,38.9,0.813,14.77,4.91,36.5,116.4,116.4,9.08,1.15,0.02,36.7,0.44,0.5,24,1.179,28.177,0.812,5.96,0
8/9/18,22:10:00,0,FCR,2.39,9.66,38.9,0.815,14.79,4.91,36.5,115.8,115.8,9.05,1.154,0.02,36.7,0.46,0.52,24,1.179,28.116,0.815,5.95,0
8/9/18,22:20:00,0,FCR,2.34,9.46,38.8,0.818,14.84,4.93,36.4,115.5,115.5,9.03,1.158,0.02,36.6,0.46,0.51,24,1.179,28.067,0.818,5.95,0
8/9/18,22:30:00,0,FCR,2.47,9.99,38.7,0.821,14.87,4.94,36.4,114.9,114.9,9,1.162,0.02,36.6,0.49,0.54,24,1.179,28.006,0.821,5.95,0
8/9/18,22:40:00,0,FCR,2.35,9.52,38.7,0.823,14.86,4.94,36.4,114.3,114.3,8.95,1.164,0.02,36.6,0.47,0.52,24,1.179,27.963,0.822,5.95,0
8/9/18,22:50:00,0,FCR,2.72,10.96,38.7,0.823,14.95,4.96,36.4,114.7,114.7,8.99,1.164,0.02,36.7,0.44,0.49,24,1.179,27.93,0.823,5.95,0
8/9/18,23:00:00,0,FCR,2.45,9.88,38.7,0.825,14.96,4.97,36.4,114.4,114.4,8.97,1.167,0.02,36.6,0.47,0.52,24,1.179,27.915,0.825,5.95,0
8/9/18,23:10:00,0,FCR,2.22,8.96,38.7,0.825,14.82,4.92,36.4,114,114,8.94,1.168,0.02,36.7,0.44,0.49,24,1.179,27.894,0.825,5.95,0
8/9/18,23:20:00,0,FCR,2.25,9.1,38.6,0.827,14.87,4.94,36.4,113.6,113.6,8.91,1.171,0.02,36.6,0.47,0.52,24,1.178,27.866,0.827,5.94,0
8/9/18,23:30:00,0,FCR,2.32,9.36,38.6,0.828,14.92,4.95,36.4,113.3,113.3,8.89,1.172,0.02,36.6,0.46,0.51,24,1.178,27.832,0.828,5.95,0
8/9/18,23:40:00,0,FCR,2.65,10.68,38.6,0.829,14.94,4.96,36.4,112.9,112.9,8.87,1.173,0.02,36.6,0.48,0.53,24,1.178,27.82,0.829,5.96,0
8/9/18,23:50:00,0,FCR,2.48,10,38.6,0.829,14.94,4.96,36.4,112.7,112.7,8.86,1.174,0.02,36.6,0.44,0.49,24,1.178,27.782,0.829,5.95,0
8/10/18,00:00:00,0,FCR,2.77,11.16,38.5,0.829,15.03,4.99,36.4,112.6,112.6,8.85,1.174,0.02,36.6,0.45,0.5,24,1.178,27.756,0.829,5.95,0
8/10/18,00:10:00,0,FCR,2.73,11.03,38.4,0.832,15.19,5.04,36.4,112.2,112.2,8.84,1.177,0.02,36.6,0.47,0.53,24,1.178,27.673,0.832,5.95,0
8/10/18,00:20:00,0,FCR,2.73,11.01,38.4,0.833,15.21,5.05,36.3,112.1,112.1,8.83,1.179,0.02,36.5,0.51,0.57,24,1.178,27.634,0.833,5.94,0
8/10/18,00:30:00,0,FCR,2.53,10.23,38.4,0.836,15.21,5.05,36.4,111.7,111.7,8.81,1.183,0.02,36.6,0.5,0.55,24,1.178,27.606,0.836,5.95,0
8/10/18,00:40:00,0,FCR,2.64,10.66,38.3,0.837,15.14,5.03,36.3,111.5,111.5,8.79,1.185,0.02,36.5,0.39,0.45,24,1.178,27.591,0.837,5.94,0
8/10/18,00:50:00,0,FCR,2.56,10.33,38.3,0.837,15.13,5.02,36.4,111.3,111.3,8.78,1.184,0.02,36.6,0.45,0.5,24,1.178,27.552,0.836,5.95,0
8/10/18,01:00:00,0,FCR,2.87,11.59,38.4,0.838,15.12,5.02,36.4,111,111,8.76,1.186,0.02,36.6,0.4,0.45,24,1.178,27.516,0.838,5.94,0
8/10/18,01:10:00,0,FCR,2.59,10.45,38.2,0.839,15.09,5.01,36.3,110.7,110.7,8.75,1.187,0.02,36.5,0.46,0.51,24,1.178,27.481,0.839,5.94,0
8/10/18,01:20:00,0,FCR,2.49,10.04,38.2,0.838,15.2,5.05,36.4,110.4,110.4,8.73,1.187,0.02,36.5,0.5,0.56,24,1.178,27.434,0.838,5.95,0
8/10/18,01:30:00,0,FCR,2.58,10.43,38.3,0.839,15.13,5.02,36.4,110.1,110.1,8.71,1.187,0.02,36.6,0.45,0.5,24,1.178,27.417,0.838,5.94,0
8/10/18,01:40:00,0,FCR,2.6,10.51,38.2,0.839,15.16,5.04,36.3,109.7,109.7,8.68,1.187,0.02,36.5,0.46,0.51,24,1.178,27.382,0.838,5.95,0
8/10/18,01:50:00,0,FCR,2.7,10.9,38.2,0.84,15.21,5.05,36.3,109.6,109.6,8.68,1.189,0.02,36.5,0.34,0.4,24,1.178,27.345,0.839,5.94,0
8/10/18,02:00:00,0,FCR,2.74,11.04,38.2,0.841,15.2,5.05,36.4,109.1,109.1,8.64,1.19,0.02,36.5,0.49,0.54,24,1.178,27.322,0.841,5.94,0
8/10/18,02:10:00,0,FCR,2.69,10.86,38.1,0.841,15.3,5.08,36.3,109.2,109.2,8.65,1.191,0.02,36.5,0.36,0.42,24,1.178,27.301,0.841,5.95,0
8/10/18,02:20:00,0,FCR,2.51,10.15,38.2,0.841,15.2,5.05,36.4,108.9,108.9,8.64,1.191,0.02,36.6,0.38,0.43,24,1.178,27.286,0.841,5.94,0
8/10/18,02:30:00,0,FCR,2.57,10.37,38.1,0.842,15.29,5.08,36.4,108.9,108.9,8.63,1.192,0.02,36.6,0.47,0.53,24,1.178,27.259,0.842,5.95,0
8/10/18,02:40:00,0,FCR,2.71,10.93,38.1,0.843,15.31,5.08,36.4,108.7,108.7,8.62,1.193,0.02,36.6,0.43,0.49,24,1.178,27.235,0.842,5.94,0
8/10/18,02:50:00,0,FCR,2.46,9.94,38.1,0.844,15.24,5.06,36.4,108.5,108.5,8.61,1.194,0.02,36.6,0.34,0.4,24,1.178,27.214,0.843,5.94,0
8/10/18,03:00:00,0,FCR,2.74,11.07,38.1,0.845,15.32,5.09,36.4,108.2,108.2,8.59,1.196,0.02,36.5,0.5,0.55,24,1.178,27.171,0.845,5.95,0
8/10/18,03:10:00,0,FCR,2.58,10.42,38,0.846,15.33,5.09,36.4,108,108,8.59,1.197,0.02,36.5,0.31,0.36,24,1.178,27.135,0.846,5.94,0
8/10/18,03:20:00,0,FCR,2.76,11.13,38,0.846,15.26,5.07,36.3,107.6,107.6,8.56,1.198,0.02,36.5,0.4,0.46,24,1.178,27.106,0.846,5.94,0
8/10/18,03:30:00,0,FCR,2.74,11.06,38,0.847,15.33,5.09,36.4,107.5,107.5,8.55,1.199,0.02,36.5,0.39,0.44,24,1.178,27.073,0.847,5.94,0
8/10/18,03:40:00,0,FCR,2.78,11.23,38,0.847,15.32,5.09,36.4,107.2,107.2,8.53,1.2,0.02,36.5,0.51,0.56,24,1.178,27.055,0.847,5.94,0
8/10/18,03:50:00,0,FCR,2.7,10.92,37.9,0.848,15.27,5.07,36.4,107.2,107.2,8.54,1.201,0.02,36.5,0.49,0.54,24,1.178,27.02,0.848,5.95,0
8/10/18,04:00:00,0,FCR,2.56,10.32,37.9,0.849,15.56,5.17,36.3,106.8,106.8,8.51,1.201,0.02,36.5,0.49,0.54,24,1.178,27.009,0.848,5.94,0
8/10/18,04:10:00,0,FCR,2.61,10.54,37.8,0.85,15.35,5.1,36.3,106.6,106.6,8.5,1.203,0.02,36.5,0.37,0.43,24,1.178,26.98,0.85,5.94,0
8/10/18,04:20:00,0,FCR,2.63,10.61,37.8,0.851,15.37,5.1,36.3,106.3,106.3,8.48,1.205,0.02,36.5,0.42,0.47,24,1.177,26.951,0.851,5.93,0
8/10/18,04:30:00,0,FCR,2.61,10.55,37.9,0.852,15.26,5.07,36.4,106,106,8.46,1.207,0.02,36.5,0.39,0.45,24,1.177,26.924,0.852,5.94,0
8/10/18,04:40:00,0,FCR,2.42,9.79,37.9,0.853,15.35,5.1,36.4,105.6,105.6,8.43,1.207,0.02,36.5,0.37,0.42,24,1.177,26.898,0.853,5.94,0
8/10/18,04:50:00,0,FCR,2.69,10.88,37.7,0.853,15.33,5.09,36.3,105.7,105.7,8.44,1.208,0.02,36.4,0.37,0.42,24,1.177,26.875,0.853,5.93,0
8/10/18,05:00:00,0,FCR,2.62,10.56,37.8,0.855,15.4,5.11,36.3,105,105,8.39,1.21,0.02,36.5,0.34,0.39,24,1.177,26.85,0.855,5.94,0
8/10/18,05:10:00,0,FCR,2.66,10.75,37.8,0.857,15.39,5.11,36.4,104.8,104.8,8.38,1.213,0.02,36.5,0.37,0.42,24,1.177,26.806,0.857,5.93,0
8/10/18,05:20:00,0,FCR,2.53,10.24,37.8,0.857,15.45,5.13,36.4,104.9,104.9,8.39,1.214,0.02,36.5,0.36,0.41,24,1.178,26.786,0.857,5.94,0
8/10/18,05:30:00,0,FCR,2.79,11.28,37.7,0.859,15.43,5.13,36.4,104.4,104.4,8.36,1.215,0.02,36.5,0.5,0.56,24,1.178,26.733,0.858,5.95,0
8/10/18,05:40:00,0,FCR,2.59,10.45,37.6,0.86,15.33,5.09,36.3,104.6,104.6,8.37,1.218,0.02,36.4,0.39,0.45,24,1.178,26.737,0.86,5.94,0
8/10/18,05:50:00,0,FCR,2.5,10.09,37.7,0.862,15.48,5.14,36.4,104.4,104.4,8.36,1.22,0.02,36.5,0.45,0.5,24,1.178,26.72,0.861,5.94,0
8/10/18,06:00:00,0,FCR,2.52,10.2,37.6,0.864,15.48,5.14,36.3,104.2,104.2,8.35,1.223,0.02,36.4,0.38,0.43,24,1.178,26.698,0.864,5.93,0
8/10/18,06:10:00,0,FCR,2.77,11.17,37.7,0.865,15.39,5.11,36.4,104,104,8.33,1.224,0.02,36.5,0.32,0.37,24,1.178,26.685,0.865,5.93,0
8/10/18,06:20:00,0,FCR,2.82,11.39,37.7,0.866,15.52,5.15,36.4,104,104,8.33,1.226,0.02,36.5,0.43,0.48,24,1.176,26.665,0.866,5.94,0
8/10/18,06:30:00,0,FCR,3.02,12.16,37.6,0.869,15.5,5.15,36.4,103.7,103.7,8.32,1.231,0.02,36.5,0.38,0.43,24,1.176,26.65,0.869,5.93,0
8/10/18,06:40:00,0,FCR,2.76,11.14,37.5,0.87,15.61,5.18,36.3,103.8,103.8,8.33,1.232,0.02,36.4,0.39,0.44,24,1.176,26.611,0.87,5.94,0
8/10/18,06:50:00,0,FCR,2.97,11.97,37.6,0.871,15.59,5.18,36.3,103.1,103.1,8.27,1.233,0.02,36.4,0.4,0.46,24,1.176,26.585,0.871,5.93,0
8/10/18,07:00:00,0,FCR,3.13,12.61,37.5,0.872,15.58,5.18,36.3,103.1,103.1,8.28,1.235,0.02,36.5,0.34,0.39,24,1.176,26.564,0.872,5.93,0
8/10/18,07:10:00,0,FCR,3.18,12.8,37.5,0.873,15.66,5.2,36.3,103.1,103.1,8.29,1.237,0.02,36.4,0.35,0.4,24,1.176,26.537,0.873,5.94,0
8/10/18,07:20:00,0,FCR,2.8,11.31,37.5,0.874,15.55,5.16,36.3,102.8,102.8,8.26,1.237,0.02,36.4,0.34,0.39,24,1.178,26.511,0.874,5.93,0
8/10/18,07:30:00,0,FCR,2.7,10.88,37.4,0.875,15.65,5.2,36.3,102.9,102.9,8.28,1.239,0.02,36.4,0.28,0.33,24,1.178,26.489,0.875,5.94,0
8/10/18,07:40:00,0,FCR,2.83,11.44,37.5,0.877,15.7,5.21,36.3,102.7,102.7,8.26,1.242,0.02,36.4,0.28,0.34,24,1.178,26.472,0.877,5.93,0
8/10/18,07:50:00,0,FCR,2.6,10.49,37.4,0.878,15.68,5.21,36.3,102.8,102.8,8.28,1.243,0.02,36.4,0.32,0.37,24,1.178,26.447,0.878,5.93,0
8/10/18,08:00:00,0,FCR,2.79,11.25,37.4,0.879,15.66,5.2,36.3,102.8,102.8,8.27,1.245,0.02,36.4,0.25,0.31,24,1.178,26.426,0.879,5.94,0
8/10/18,08:10:00,0,FCR,2.92,11.76,37.4,0.881,15.79,5.24,36.3,103,103,8.3,1.247,0.02,36.4,0.31,0.36,24,1.178,26.399,0.881,5.93,0
8/10/18,08:20:00,0,FCR,2.71,10.93,37.4,0.882,15.67,5.2,36.3,102.9,102.9,8.29,1.248,0.02,36.4,0.24,0.29,24,1.176,26.385,0.882,5.93,0
8/10/18,08:30:00,0,FCR,2.61,10.55,37.4,0.883,15.74,5.23,36.3,102.9,102.9,8.29,1.25,0.02,36.4,0.42,0.48,24,1.176,26.376,0.882,5.93,0
8/10/18,08:40:00,0,FCR,2.5,10.09,37.4,0.884,15.82,5.25,36.3,103,103,8.3,1.251,0.02,36.4,0.32,0.37,24,1.176,26.36,0.883,5.93,0
8/10/18,08:50:00,0,FCR,3.21,12.92,37.4,0.884,15.81,5.25,36.3,102.6,102.6,8.27,1.252,0.02,36.4,0.38,0.43,24,1.176,26.362,0.884,5.94,0
8/10/18,09:00:00,0,FCR,2.6,10.51,37.4,0.884,15.72,5.22,36.3,103.3,103.3,8.33,1.252,0.02,36.4,0.22,0.27,24,1.176,26.372,0.884,5.93,0
8/10/18,09:10:00,0,FCR,2.41,9.73,37.4,0.884,15.77,5.24,36.4,103,103,8.3,1.252,0.02,36.5,0.17,0.23,24,1.176,26.343,0.884,5.94,0
8/10/18,09:20:00,0,FCR,2.53,10.2,37.4,0.883,15.67,5.21,36.3,103.7,103.7,8.35,1.25,0.02,36.4,0.26,0.32,24,1.178,26.403,0.883,5.92,0
8/10/18,09:30:00,0,FCR,2.59,10.46,37.4,0.883,15.76,5.23,36.3,105.5,105.5,8.48,1.25,0.02,36.4,0.24,0.3,24,1.178,26.469,0.882,5.93,0
8/10/18,09:40:00,0,FCR,2.16,8.73,37.5,0.882,15.69,5.21,36.3,105.6,105.6,8.49,1.249,0.02,36.4,0.28,0.34,24,1.178,26.491,0.882,5.94,0
8/10/18,09:50:00,0,FCR,3.15,12.7,37.5,0.881,15.72,5.22,36.3,106.3,106.3,8.55,1.248,0.02,36.4,0.32,0.37,24,1.178,26.519,0.881,5.93,0
8/10/18,10:00:00,0,FCR,2.48,10.03,37.5,0.88,15.66,5.2,36.3,106.4,106.4,8.55,1.246,0.02,36.4,0.27,0.32,24,1.178,26.524,0.88,5.93,0
8/10/18,10:10:00,0,FCR,2.51,10.15,37.5,0.879,15.64,5.19,36.3,106.5,106.5,8.56,1.245,0.02,36.4,0.27,0.32,24,1.178,26.55,0.879,5.93,0
8/10/18,10:20:00,0,FCR,2.41,9.73,37.6,0.878,15.58,5.17,36.3,107.4,107.4,8.62,1.243,0.02,36.5,0.31,0.36,24,1.176,26.59,0.878,5.93,0
8/10/18,10:30:00,0,FCR,2.25,9.11,37.6,0.878,15.54,5.16,36.4,107.8,107.8,8.64,1.243,0.02,36.5,0.29,0.35,24,1.176,26.646,0.877,5.93,0
8/10/18,10:40:00,0,FCR,2.42,9.8,37.6,0.877,15.63,5.19,36.3,108.4,108.4,8.69,1.241,0.02,36.5,0.32,0.37,24,1.176,26.682,0.877,5.93,0
8/10/18,10:50:00,0,FCR,2.18,8.82,37.7,0.875,15.5,5.15,36.3,108.9,108.9,8.72,1.238,0.02,36.5,0.29,0.34,24,1.176,26.737,0.874,5.93,0
8/10/18,11:00:00,0,FCR,2.42,9.78,37.7,0.875,15.54,5.16,36.3,109.4,109.4,8.75,1.238,0.02,36.5,0.32,0.37,24,1.176,26.771,0.874,5.93,0
8/10/18,11:10:00,0,FCR,2.25,9.1,37.8,0.873,15.53,5.16,36.4,109.7,109.7,8.77,1.236,0.02,36.6,0.26,0.31,24,1.176,26.819,0.873,5.93,0
8/10/18,11:20:00,0,FCR,2.44,9.85,37.9,0.871,15.54,5.16,36.4,110.2,110.2,8.8,1.233,0.02,36.6,0.29,0.34,24,1.177,26.885,0.87,5.93,0
8/10/18,11:30:00,0,FCR,2.34,9.47,37.9,0.867,15.46,5.13,36.4,110.5,110.5,8.82,1.228,0.02,36.6,0.28,0.33,24,1.177,26.915,0.867,5.92,0
8/10/18,11:40:00,0,FCR,2.35,9.49,38,0.865,15.36,5.1,36.4,110.7,110.7,8.82,1.224,0.02,36.6,0.35,0.4,24,1.177,27.019,0.865,5.93,0
8/10/18,11:50:00,0,FCR,2.3,9.29,38,0.861,15.38,5.11,36.4,110.9,110.9,8.82,1.22,0.02,36.6,0.26,0.31,24,1.177,27.096,0.861,5.93,0
8/10/18,12:00:00,0,FCR,1.86,7.55,38.1,0.859,15.35,5.1,36.4,111.3,111.3,8.85,1.216,0.02,36.6,0.26,0.32,24,1.177,27.158,0.859,5.93,0
8/10/18,12:10:00,0,FCR,2.36,9.54,38.1,0.855,15.3,5.08,36.4,111.4,111.4,8.84,1.211,0.02,36.6,0.27,0.33,24,1.177,27.234,0.855,5.93,0
8/10/18,12:20:00,0,FCR,2.43,9.81,38.2,0.852,15.31,5.08,36.4,111.9,111.9,8.87,1.206,0.02,36.6,0.29,0.34,24,1.178,27.259,0.851,5.92,0
