KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18D102222,18D102222,18C102992,17K100864,18C100625,18C100625,18C102992,18D101168,18D101168,18D101168,17K100864,18C102992,18C102992,18D102222,18D102222,18C102992,18D101236,18C102992,17K100864,18D103367,18D103367
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi g,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Wiper Position volt,Temp ¡C,Vertical Position m,Battery V,Cable Pwr V
8/19/18,02:10:00,0,FCR,2,8.09,37.4,0.886,15.36,5.1,36.6,106.2,106.2,8.61,1.255,0.02,36.6,0.16,0.22,24,1.178,26.05,0.886,5.7,0
8/19/18,02:20:00,0,FCR,2.12,8.58,37.4,0.886,15.58,5.18,36.6,106,106,8.59,1.255,0.02,36.7,0.19,0.24,24,1.178,26.025,0.886,5.69,0
8/19/18,02:30:00,0,FCR,1.93,7.82,37.4,0.885,15.5,5.15,36.6,105.9,105.9,8.59,1.253,0.02,36.6,0.13,0.18,24,1.178,26.019,0.885,5.7,0
8/19/18,02:40:00,0,FCR,1.99,8.04,37.3,0.885,15.48,5.14,36.6,105.7,105.7,8.57,1.253,0.02,36.6,0.13,0.18,24,1.178,25.998,0.885,5.7,0
8/19/18,02:50:00,0,FCR,1.83,7.42,37.4,0.885,15.49,5.14,36.6,105.5,105.5,8.57,1.253,0.02,36.7,0.1,0.15,24,1.178,25.98,0.885,5.69,0
8/19/18,03:00:00,0,FCR,1.94,7.86,37.3,0.885,15.39,5.11,36.6,105.1,105.1,8.53,1.254,0.02,36.6,0.1,0.16,24,1.178,25.963,0.885,5.7,0
8/19/18,03:10:00,0,FCR,1.94,7.85,37.3,0.886,15.47,5.14,36.6,105.3,105.3,8.55,1.254,0.02,36.7,0.13,0.18,24,1.178,25.953,0.885,5.69,0
8/19/18,03:20:00,0,FCR,2.15,8.71,37.3,0.884,15.52,5.15,36.6,105.1,105.1,8.53,1.252,0.02,36.6,0.13,0.18,24,1.178,25.947,0.884,5.69,0
8/19/18,03:30:00,0,FCR,1.87,7.58,37.3,0.885,15.57,5.17,36.6,105.3,105.3,8.56,1.254,0.02,36.6,0.19,0.25,24,1.178,25.926,0.885,5.7,0
8/19/18,03:40:00,0,FCR,1.89,7.66,37.3,0.886,15.6,5.18,36.6,105.1,105.1,8.54,1.255,0.02,36.6,0.2,0.25,24,1.178,25.913,0.886,5.69,0
8/19/18,03:50:00,0,FCR,1.95,7.89,37.2,0.887,15.63,5.19,36.5,104.9,104.9,8.53,1.256,0.02,36.6,0.09,0.15,24,1.178,25.901,0.887,5.7,0
8/19/18,04:00:00,0,FCR,2.05,8.29,37.2,0.888,15.66,5.2,36.5,105.2,105.2,8.55,1.257,0.02,36.6,0.19,0.25,24,1.178,25.901,0.888,5.69,0
8/19/18,04:10:00,0,FCR,1.98,8,37.2,0.888,15.64,5.2,36.5,105.1,105.1,8.55,1.257,0.02,36.6,0.08,0.14,24,1.178,25.888,0.888,5.69,0
8/19/18,04:20:00,0,FCR,1.97,7.98,37.2,0.89,15.62,5.19,36.6,104.7,104.7,8.51,1.26,0.02,36.6,0.15,0.2,24,1.179,25.874,0.89,5.7,0
8/19/18,04:30:00,0,FCR,2.09,8.46,37.2,0.891,15.6,5.18,36.6,104.4,104.4,8.5,1.261,0.02,36.6,0.12,0.17,24,1.179,25.866,0.89,5.69,0
8/19/18,04:40:00,0,FCR,2.26,9.13,37.2,0.891,15.68,5.21,36.5,104.5,104.5,8.5,1.262,0.02,36.6,0.16,0.22,24,1.179,25.854,0.891,5.7,0
8/19/18,04:50:00,0,FCR,1.93,7.83,37.2,0.892,15.68,5.21,36.5,104.5,104.5,8.5,1.263,0.02,36.6,0.12,0.18,24,1.179,25.839,0.892,5.69,0
8/19/18,05:00:00,0,FCR,2.27,9.18,37.2,0.893,15.71,5.22,36.6,103.7,103.7,8.44,1.264,0.02,36.6,0.16,0.21,24,1.179,25.807,0.893,5.69,0
8/19/18,05:10:00,0,FCR,2.12,8.56,37.2,0.895,15.76,5.23,36.6,103.9,103.9,8.46,1.267,0.02,36.6,0.2,0.25,24,1.179,25.804,0.895,5.7,0
8/19/18,05:20:00,0,FCR,1.96,7.95,37.1,0.895,15.73,5.23,36.5,103.9,103.9,8.46,1.267,0.02,36.6,0.15,0.2,24,1.178,25.789,0.895,5.69,0
8/19/18,05:30:00,0,FCR,2.11,8.55,37.2,0.896,15.79,5.25,36.6,103.7,103.7,8.44,1.269,0.02,36.6,0.17,0.22,24,1.178,25.783,0.896,5.7,0
8/19/18,05:40:00,0,FCR,2.45,9.91,37.2,0.895,15.76,5.24,36.6,103.3,103.3,8.42,1.268,0.02,36.6,0.16,0.21,24,1.178,25.764,0.895,5.69,0
8/19/18,05:50:00,0,FCR,2.31,9.32,37.2,0.896,15.73,5.22,36.6,103.2,103.2,8.41,1.268,0.02,36.6,0.18,0.23,24,1.178,25.752,0.895,5.69,0
8/19/18,06:00:00,0,FCR,2.05,8.29,37.1,0.897,15.71,5.22,36.6,102.9,102.9,8.39,1.27,0.02,36.6,0.19,0.25,24,1.178,25.739,0.897,5.7,0
8/19/18,06:10:00,0,FCR,2,8.1,37.1,0.898,15.79,5.25,36.6,103,103,8.39,1.271,0.02,36.6,0.1,0.15,24,1.178,25.728,0.898,5.69,0
8/19/18,06:20:00,0,FCR,1.91,7.76,37.1,0.9,15.77,5.24,36.6,102.7,102.7,8.37,1.275,0.02,36.6,0.09,0.15,24,1.181,25.727,0.9,5.69,0
8/19/18,06:30:00,0,FCR,2.03,8.21,37.1,0.901,15.82,5.26,36.5,102.9,102.9,8.39,1.277,0.02,36.6,0.17,0.22,24,1.181,25.721,0.901,5.69,0
8/19/18,06:40:00,0,FCR,2.06,8.33,37.1,0.904,15.88,5.27,36.6,103,103,8.4,1.28,0.02,36.6,0.13,0.18,24,1.181,25.717,0.903,5.69,0
8/19/18,06:50:00,0,FCR,2.23,9.02,37.1,0.906,15.85,5.26,36.6,102.9,102.9,8.4,1.283,0.02,36.6,0.13,0.18,24,1.181,25.712,0.905,5.7,0
8/19/18,07:00:00,0,FCR,1.98,8.03,37.1,0.906,15.88,5.28,36.6,102.8,102.8,8.38,1.283,0.02,36.6,0.15,0.2,24,1.181,25.699,0.906,5.69,0
8/19/18,07:10:00,0,FCR,2.31,9.33,37.1,0.908,15.87,5.27,36.6,102.6,102.6,8.37,1.285,0.02,36.6,0.14,0.19,24,1.181,25.692,0.908,5.69,0
8/19/18,07:20:00,0,FCR,2.23,9.03,37.1,0.908,15.81,5.25,36.6,102.1,102.1,8.33,1.286,0.02,36.6,0.14,0.19,24,1.18,25.689,0.908,5.68,0
8/19/18,07:30:00,0,FCR,1.97,7.97,37.1,0.91,15.86,5.27,36.6,102.5,102.5,8.37,1.289,0.02,36.6,0.16,0.21,24,1.18,25.669,0.91,5.69,0
8/19/18,07:40:00,0,FCR,2.27,9.19,37.1,0.911,15.83,5.26,36.6,102.4,102.4,8.36,1.29,0.02,36.6,0.1,0.16,24,1.18,25.666,0.911,5.7,0
8/19/18,07:50:00,0,FCR,2.23,9.01,37.1,0.911,15.86,5.27,36.6,102.6,102.6,8.38,1.29,0.02,36.6,0.16,0.21,24,1.18,25.669,0.91,5.69,0
8/19/18,08:00:00,0,FCR,1.76,7.15,37.1,0.911,15.86,5.27,36.6,102.4,102.4,8.36,1.29,0.02,36.6,0.08,0.13,24,1.18,25.66,0.911,5.7,0
8/19/18,08:10:00,0,FCR,1.82,7.39,37.1,0.912,15.86,5.27,36.6,102.5,102.5,8.37,1.292,0.02,36.6,0.15,0.2,24,1.18,25.65,0.912,5.69,0
8/19/18,08:20:00,0,FCR,1.91,7.73,37.1,0.914,15.86,5.27,36.6,102.2,102.2,8.35,1.294,0.02,36.6,0.16,0.22,24,1.179,25.656,0.914,5.69,0
8/19/18,08:30:00,0,FCR,1.91,7.72,37.1,0.916,15.83,5.26,36.6,102.1,102.1,8.34,1.297,0.02,36.6,0.11,0.16,24,1.179,25.654,0.916,5.7,0
8/19/18,08:40:00,0,FCR,2.18,8.8,37.1,0.918,15.77,5.24,36.6,102.3,102.3,8.36,1.299,0.02,36.6,0.14,0.19,24,1.179,25.649,0.917,5.69,0
8/19/18,08:50:00,0,FCR,1.66,6.72,37.1,0.918,15.84,5.26,36.6,102.9,102.9,8.4,1.3,0.02,36.6,0.08,0.14,24,1.179,25.661,0.918,5.69,0
8/19/18,09:00:00,0,FCR,1.56,6.34,37.1,0.919,15.85,5.26,36.6,103.3,103.3,8.43,1.301,0.02,36.6,0.13,0.18,24,1.179,25.666,0.919,5.68,0
8/19/18,09:10:00,0,FCR,1.62,6.59,37.1,0.918,15.86,5.27,36.6,103.7,103.7,8.46,1.299,0.02,36.6,0.1,0.16,24,1.179,25.687,0.917,5.69,0
8/19/18,09:20:00,0,FCR,2.12,8.56,37.1,0.915,15.87,5.27,36.6,103.6,103.6,8.45,1.296,0.02,36.6,0.1,0.15,24,1.178,25.688,0.915,5.69,0
8/19/18,09:30:00,0,FCR,1.85,7.49,37.1,0.916,15.92,5.29,36.6,103.9,103.9,8.48,1.297,0.02,36.6,0.16,0.21,24,1.178,25.687,0.916,5.69,0
8/19/18,09:40:00,0,FCR,1.79,7.24,37.1,0.916,15.95,5.3,36.6,104.3,104.3,8.51,1.297,0.02,36.6,0.15,0.2,24,1.178,25.69,0.916,5.69,0
8/19/18,09:50:00,0,FCR,1.86,7.54,37.1,0.916,15.9,5.28,36.6,104.6,104.6,8.54,1.297,0.02,36.6,0.11,0.17,24,1.178,25.704,0.916,5.68,0
8/19/18,10:00:00,0,FCR,1.79,7.27,37.1,0.916,15.97,5.3,36.6,105.1,105.1,8.57,1.297,0.02,36.6,0.08,0.13,24,1.178,25.72,0.916,5.69,0
8/19/18,10:10:00,0,FCR,1.89,7.64,37.2,0.915,15.86,5.27,36.6,105.1,105.1,8.57,1.295,0.02,36.6,0.04,0.09,24,1.178,25.749,0.914,5.7,0
8/19/18,10:20:00,0,FCR,1.63,6.61,37.2,0.914,15.61,5.19,36.6,106.4,106.4,8.66,1.294,0.02,36.6,0.1,0.15,24,1.178,25.818,0.913,5.68,0
8/19/18,10:30:00,0,FCR,1.61,6.55,37.2,0.912,15.56,5.17,36.6,106.6,106.6,8.67,1.291,0.02,36.6,0.13,0.18,24,1.178,25.872,0.911,5.69,0
8/19/18,10:40:00,0,FCR,1.59,6.45,37.3,0.91,15.53,5.16,36.6,107,107,8.69,1.289,0.02,36.7,0.06,0.12,24,1.178,25.913,0.91,5.68,0
8/19/18,10:50:00,0,FCR,1.5,6.11,37.4,0.908,15.45,5.13,36.6,107.1,107.1,8.69,1.286,0.02,36.7,0.08,0.13,24,1.178,25.994,0.908,5.69,0
8/19/18,11:00:00,0,FCR,1.54,6.27,37.4,0.906,15.39,5.11,36.6,108.1,108.1,8.76,1.282,0.02,36.7,0.12,0.18,24,1.178,26.052,0.905,5.7,0
8/19/18,11:10:00,0,FCR,1.68,6.8,37.3,0.905,15.69,5.21,36.6,107.5,107.5,8.74,1.282,0.02,36.6,0.08,0.13,24,1.178,25.888,0.905,5.69,0
8/19/18,11:20:00,0,FCR,1.62,6.57,37.2,0.904,15.79,5.24,36.6,107.6,107.6,8.75,1.28,0.02,36.6,0.12,0.17,24,1.178,25.872,0.904,5.69,0
8/19/18,11:30:00,0,FCR,1.63,6.62,37.3,0.902,15.73,5.23,36.6,107.8,107.8,8.76,1.278,0.02,36.6,0.14,0.2,24,1.178,25.901,0.902,5.68,0
8/19/18,11:40:00,0,FCR,1.66,6.73,37.3,0.901,15.74,5.23,36.6,108.1,108.1,8.79,1.275,0.02,36.6,0.14,0.19,24,1.178,25.921,0.9,5.69,0
8/19/18,11:50:00,0,FCR,1.65,6.68,37.3,0.901,15.78,5.24,36.6,109.2,109.2,8.87,1.276,0.02,36.6,0.09,0.14,24,1.178,25.919,0.901,5.69,0
8/19/18,12:00:00,0,FCR,1.8,7.31,37.3,0.902,15.86,5.27,36.6,109.2,109.2,8.87,1.277,0.02,36.6,0.1,0.15,24,1.178,25.92,0.902,5.68,0
8/19/18,12:10:00,0,FCR,1.87,7.58,37.3,0.903,15.89,5.28,36.6,109.4,109.4,8.89,1.279,0.02,36.6,0.12,0.18,24,1.178,25.915,0.903,5.69,0
8/19/18,12:20:00,0,FCR,1.69,6.85,37.3,0.903,16.09,5.34,36.6,108.9,108.9,8.86,1.278,0.02,36.7,0.09,0.14,24,1.179,25.871,0.903,5.68,0
8/19/18,12:30:00,0,FCR,2.08,8.42,37.3,0.903,16.11,5.35,36.6,109.2,109.2,8.88,1.279,0.02,36.7,0.19,0.24,24,1.179,25.884,0.903,5.69,0
8/19/18,12:40:00,0,FCR,1.77,7.16,37.3,0.902,16.04,5.33,36.6,109.2,109.2,8.88,1.277,0.02,36.7,0.11,0.16,24,1.179,25.877,0.902,5.69,0
8/19/18,12:50:00,0,FCR,1.65,6.71,37.3,0.903,16.07,5.34,36.6,109.2,109.2,8.88,1.279,0.02,36.7,0.07,0.12,24,1.179,25.871,0.903,5.68,0
8/19/18,13:00:00,0,FCR,1.87,7.56,37.3,0.903,15.93,5.29,36.6,109.7,109.7,8.92,1.278,0.02,36.7,0.14,0.19,24,1.179,25.888,0.902,5.69,0
8/19/18,13:10:00,0,FCR,1.75,7.11,37.3,0.902,16.13,5.36,36.6,109.9,109.9,8.93,1.277,0.02,36.7,0.05,0.1,24,1.179,25.895,0.902,5.68,0
8/19/18,13:20:00,0,FCR,1.69,6.85,37.3,0.901,16.01,5.32,36.6,110.2,110.2,8.96,1.275,0.02,36.7,0.14,0.19,24,1.178,25.901,0.901,5.68,0
8/19/18,13:30:00,0,FCR,1.5,6.11,37.3,0.899,16.22,5.39,36.6,110.1,110.1,8.95,1.273,0.02,36.7,0.11,0.17,24,1.178,25.911,0.899,5.7,0
8/19/18,13:40:00,0,FCR,1.57,6.38,37.3,0.898,16.02,5.32,36.6,110.4,110.4,8.96,1.271,0.02,36.7,0.13,0.18,24,1.178,25.941,0.898,5.68,0
8/19/18,13:50:00,0,FCR,1.56,6.32,37.4,0.896,16.12,5.36,36.6,111.8,111.8,9.08,1.269,0.02,36.7,0.09,0.14,24,1.178,25.967,0.896,5.69,0
8/19/18,14:00:00,0,FCR,1.85,7.51,37.4,0.896,16.14,5.36,36.6,112.2,112.2,9.1,1.269,0.02,36.7,0.13,0.19,24,1.178,26.005,0.896,5.68,0
8/19/18,14:10:00,0,FCR,1.72,6.98,37.5,0.894,16.14,5.36,36.7,112.1,112.1,9.09,1.266,0.02,36.7,0.07,0.12,24,1.178,26.046,0.894,5.69,0
8/19/18,14:20:00,0,FCR,2.04,8.27,37.5,0.892,16.2,5.38,36.7,111.9,111.9,9.07,1.263,0.02,36.7,0.14,0.2,24,1.18,26.018,0.892,5.69,0
8/19/18,14:30:00,0,FCR,1.66,6.74,37.4,0.891,16.25,5.4,36.7,112.7,112.7,9.14,1.262,0.02,36.7,0.07,0.13,24,1.18,26.014,0.891,5.68,0
8/19/18,14:40:00,0,FCR,1.75,7.09,37.5,0.89,16.19,5.38,36.7,113.4,113.4,9.2,1.261,0.02,36.7,0.11,0.17,24,1.18,26.028,0.89,5.69,0
8/19/18,14:50:00,0,FCR,1.55,6.3,37.5,0.887,16.16,5.37,36.7,113.4,113.4,9.19,1.256,0.02,36.7,0.16,0.21,24,1.18,26.061,0.887,5.68,0
8/19/18,15:00:00,0,FCR,1.78,7.2,37.5,0.884,16.22,5.39,36.7,113.4,113.4,9.19,1.251,0.02,36.7,0.08,0.14,24,1.18,26.065,0.883,5.69,0
8/19/18,15:10:00,0,FCR,1.9,7.71,37.5,0.883,16.26,5.4,36.7,113.8,113.8,9.22,1.25,0.02,36.7,0.09,0.15,24,1.18,26.082,0.883,5.7,0
8/19/18,15:20:00,0,FCR,1.57,6.39,37.6,0.882,16.25,5.4,36.7,113.4,113.4,9.18,1.249,0.02,36.8,0.06,0.11,24,1.178,26.102,0.882,5.68,0
8/19/18,15:30:00,0,FCR,1.52,6.17,37.6,0.884,16.19,5.38,36.7,115,115,9.31,1.252,0.02,36.8,0.05,0.11,24,1.178,26.14,0.884,5.69,0
8/19/18,15:40:00,0,FCR,1.32,5.4,37.6,0.88,16.07,5.34,36.7,115.2,115.2,9.32,1.245,0.02,36.8,0.07,0.12,24,1.178,26.158,0.879,5.68,0
8/19/18,15:50:00,0,FCR,1.77,7.19,37.6,0.877,16.17,5.37,36.7,114.6,114.6,9.27,1.242,0.02,36.8,0.13,0.19,24,1.178,26.163,0.877,5.69,0
8/19/18,16:00:00,0,FCR,1.56,6.33,37.6,0.878,16.1,5.35,36.7,114.7,114.7,9.29,1.243,0.02,36.8,0.08,0.13,24,1.178,26.115,0.877,5.69,0
8/19/18,16:10:00,0,FCR,1.96,7.94,37.6,0.879,16.17,5.37,36.7,112.6,112.6,9.12,1.245,0.02,36.8,0.11,0.16,24,1.178,26.083,0.879,5.68,0
8/19/18,16:20:00,0,FCR,1.97,8,37.5,0.879,16.27,5.4,36.7,113.1,113.1,9.17,1.245,0.02,36.8,0.12,0.17,24,1.179,26.06,0.879,5.69,0
8/19/18,16:30:00,0,FCR,1.93,7.8,37.6,0.879,16.23,5.39,36.7,113.4,113.4,9.19,1.245,0.02,36.8,0.08,0.13,24,1.179,26.083,0.879,5.68,0
8/19/18,16:40:00,0,FCR,1.59,6.45,37.6,0.878,16.16,5.37,36.7,113.9,113.9,9.22,1.243,0.02,36.8,0.06,0.12,24,1.179,26.162,0.877,5.69,0
8/19/18,16:50:00,0,FCR,1.81,7.33,37.6,0.876,16.19,5.38,36.7,114.9,114.9,9.3,1.24,0.02,36.8,0.07,0.12,24,1.179,26.152,0.876,5.69,0
8/19/18,17:00:00,0,FCR,1.91,7.75,37.6,0.883,16.26,5.4,36.7,115.5,115.5,9.35,1.25,0.02,36.8,0.12,0.17,24,1.179,26.143,0.883,5.68,0
8/19/18,17:10:00,0,FCR,1.95,7.91,37.5,0.89,16.26,5.4,36.7,113.8,113.8,9.23,1.26,0.02,36.8,0.15,0.21,24,1.179,26.031,0.89,5.69,0
8/19/18,17:20:00,0,FCR,1.98,8,37.5,0.892,16.2,5.38,36.7,112.9,112.9,9.17,1.262,0.02,36.8,0.18,0.24,24,1.178,25.963,0.891,5.68,0
8/19/18,17:30:00,0,FCR,1.9,7.7,37.4,0.894,16.21,5.38,36.7,112.4,112.4,9.12,1.265,0.02,36.8,0.15,0.2,24,1.178,25.967,0.893,5.68,0
8/19/18,17:40:00,0,FCR,2,8.09,37.4,0.897,16.23,5.39,36.7,111.8,111.8,9.08,1.27,0.02,36.8,0.14,0.19,24,1.178,25.972,0.897,5.69,0
8/19/18,17:50:00,0,FCR,1.76,7.13,37.5,0.897,16.31,5.42,36.8,113.3,113.3,9.19,1.27,0.02,36.8,0.09,0.15,24,1.178,26.008,0.897,5.68,0
8/19/18,18:00:00,0,FCR,1.97,7.98,37.5,0.899,16.31,5.42,36.7,112.9,112.9,9.16,1.274,0.02,36.8,0.13,0.19,24,1.178,26.003,0.899,5.69,0
8/19/18,18:10:00,0,FCR,1.9,7.68,37.6,0.901,16.34,5.43,36.8,114.2,114.2,9.26,1.276,0.02,36.9,0.08,0.13,24,1.178,26.034,0.901,5.68,0
8/19/18,18:20:00,0,FCR,1.81,7.35,37.6,0.9,16.31,5.42,36.8,114.5,114.5,9.28,1.275,0.02,36.8,0.07,0.13,24,1.178,26.069,0.9,5.68,0
8/19/18,18:30:00,0,FCR,2.34,9.45,37.6,0.901,16.31,5.42,36.8,114.7,114.7,9.29,1.275,0.02,36.8,0.13,0.19,24,1.178,26.062,0.901,5.69,0
8/19/18,18:40:00,0,FCR,2.26,9.14,37.6,0.898,16.32,5.42,36.8,114.2,114.2,9.26,1.272,0.02,36.9,0.1,0.16,24,1.178,26.044,0.898,5.68,0
8/19/18,18:50:00,0,FCR,2.03,8.23,37.6,0.897,16.28,5.41,36.8,114.7,114.7,9.29,1.27,0.02,36.9,0.08,0.13,24,1.178,26.079,0.897,5.69,0
8/19/18,19:00:00,0,FCR,1.84,7.44,37.6,0.895,16.23,5.39,36.8,114.5,114.5,9.27,1.268,0.02,36.8,0.08,0.14,24,1.178,26.134,0.895,5.68,0
8/19/18,19:10:00,0,FCR,1.8,7.3,37.7,0.893,15.98,5.31,36.8,117.2,117.2,9.46,1.265,0.02,36.9,0.12,0.18,24,1.178,26.254,0.893,5.68,0
8/19/18,19:20:00,0,FCR,2.1,8.51,37.8,0.891,16.03,5.32,36.7,116.7,116.7,9.42,1.262,0.02,36.8,0.07,0.12,24,1.178,26.304,0.891,5.69,0
8/19/18,19:30:00,0,FCR,2.23,9.02,37.7,0.894,16.18,5.37,36.8,116.6,116.6,9.42,1.265,0.02,36.9,0.12,0.17,24,1.178,26.228,0.894,5.68,0
8/19/18,19:40:00,0,FCR,2.4,9.69,37.7,0.893,16.17,5.37,36.8,117.1,117.1,9.46,1.265,0.02,36.8,0.11,0.16,24,1.178,26.247,0.893,5.68,0
8/19/18,19:50:00,0,FCR,2.43,9.82,37.6,0.892,16.21,5.38,36.7,115.6,115.6,9.36,1.264,0.02,36.8,0.08,0.13,24,1.178,26.134,0.892,5.68,0
8/19/18,20:00:00,0,FCR,2.31,9.33,37.6,0.891,16.22,5.39,36.7,115.7,115.7,9.36,1.262,0.02,36.8,0.14,0.19,24,1.178,26.152,0.891,5.68,0
8/19/18,20:10:00,0,FCR,2.23,9,37.6,0.891,16.13,5.36,36.7,115.6,115.6,9.35,1.262,0.02,36.8,0.11,0.17,24,1.178,26.159,0.891,5.69,0
8/19/18,20:20:00,0,FCR,2.18,8.83,37.6,0.892,16.13,5.36,36.7,114.9,114.9,9.29,1.263,0.02,36.8,0.17,0.22,24,1.18,26.158,0.892,5.68,0
8/19/18,20:30:00,0,FCR,1.99,8.08,37.6,0.894,16.21,5.38,36.7,115.2,115.2,9.32,1.265,0.02,36.8,0.09,0.14,24,1.18,26.171,0.893,5.68,0
8/19/18,20:40:00,0,FCR,2.22,8.99,37.7,0.897,16.18,5.37,36.7,114.6,114.6,9.27,1.27,0.02,36.8,0.16,0.21,24,1.18,26.186,0.897,5.68,0
8/19/18,20:50:00,0,FCR,2.12,8.59,37.8,0.898,16.03,5.33,36.8,115.2,115.2,9.29,1.272,0.02,36.9,0.13,0.18,24,1.18,26.307,0.898,5.68,0
8/19/18,21:00:00,0,FCR,2.19,8.84,37.7,0.899,15.77,5.24,36.6,115.3,115.3,9.29,1.273,0.02,36.7,0.22,0.27,24,1.18,26.408,0.899,5.69,0
8/19/18,21:10:00,0,FCR,1.86,7.54,37.8,0.9,15.65,5.2,36.7,115.7,115.7,9.32,1.274,0.02,36.8,0.11,0.16,24,1.18,26.406,0.9,5.68,0
8/19/18,21:20:00,0,FCR,2.34,9.44,37.9,0.9,15.3,5.08,36.8,112,112,9.01,1.275,0.02,36.9,0.13,0.18,24,1.178,26.444,0.9,5.68,0
8/19/18,21:30:00,0,FCR,1.96,7.93,37.4,0.903,14.8,4.91,36.2,112.8,112.8,9.07,1.279,0.02,36.4,0.12,0.17,24,1.178,26.46,0.903,5.68,0
8/19/18,21:40:00,0,FCR,1.84,7.46,37.4,0.906,14.86,4.93,36.3,112.8,112.8,9.08,1.282,0.02,36.4,0.1,0.16,24,1.178,26.447,0.906,5.68,0
8/19/18,21:50:00,0,FCR,1.77,7.18,37.4,0.907,14.87,4.94,36.3,112.8,112.8,9.08,1.285,0.02,36.4,0.07,0.13,24,1.178,26.423,0.907,5.69,0
8/19/18,22:00:00,0,FCR,1.8,7.29,37.3,0.908,14.83,4.93,36.3,112.2,112.2,9.04,1.286,0.02,36.4,0.12,0.17,24,1.178,26.404,0.908,5.68,0
8/19/18,22:10:00,0,FCR,2.1,8.51,37.4,0.91,15.06,5,36.4,112.3,112.3,9.05,1.288,0.02,36.5,0.13,0.19,24,1.178,26.371,0.909,5.68,0
8/19/18,22:20:00,0,FCR,1.82,7.39,37.5,0.913,15.49,5.14,36.4,111.7,111.7,9.01,1.293,0.02,36.5,0.09,0.15,24,1.181,26.309,0.913,5.67,0
8/19/18,22:30:00,0,FCR,2.12,8.56,37.4,0.913,15.79,5.24,36.4,112.8,112.8,9.1,1.293,0.02,36.5,0.17,0.23,24,1.181,26.271,0.913,5.68,0
8/19/18,22:40:00,0,FCR,2.04,8.27,37.5,0.915,16.25,5.4,36.7,112.5,112.5,9.1,1.295,0.02,36.7,0.2,0.26,24,1.181,26.142,0.915,5.69,0
8/19/18,22:50:00,0,FCR,2.26,9.14,37.5,0.917,16.24,5.4,36.6,112,112,9.06,1.299,0.02,36.7,0.12,0.18,24,1.181,26.15,0.917,5.68,0
8/19/18,23:00:00,0,FCR,1.99,8.05,37.5,0.917,16.26,5.4,36.7,112.3,112.3,9.1,1.298,0.02,36.8,0.13,0.18,24,1.181,26.106,0.917,5.69,0
8/19/18,23:10:00,0,FCR,2.01,8.14,37.3,0.92,15.52,5.15,36.4,112.6,112.6,9.11,1.303,0.02,36.5,0.14,0.19,24,1.181,26.184,0.92,5.68,0
8/19/18,23:20:00,0,FCR,2.42,9.78,37.5,0.919,16.28,5.41,36.7,112.3,112.3,9.1,1.301,0.02,36.8,0.18,0.23,24,1.18,26.09,0.918,5.68,0
8/19/18,23:30:00,0,FCR,2.27,9.19,37.4,0.917,15.93,5.29,36.5,112,112,9.06,1.299,0.02,36.6,0.16,0.22,24,1.18,26.154,0.917,5.69,0
8/19/18,23:40:00,0,FCR,2.12,8.57,37.2,0.916,15.07,5,36.3,110.9,110.9,8.96,1.296,0.02,36.4,0.19,0.25,24,1.18,26.221,0.915,5.68,0
8/19/18,23:50:00,0,FCR,1.85,7.52,37.2,0.917,15.02,4.99,36.3,110.5,110.5,8.93,1.298,0.02,36.4,0.1,0.16,24,1.18,26.211,0.917,5.68,0
8/20/18,00:00:00,0,FCR,2.01,8.13,37.2,0.918,15.1,5.01,36.3,110.5,110.5,8.93,1.3,0.02,36.4,0.12,0.18,24,1.18,26.198,0.918,5.67,0
8/20/18,00:10:00,0,FCR,1.75,7.08,37.2,0.919,15.11,5.02,36.3,109.9,109.9,8.89,1.301,0.02,36.4,0.11,0.17,24,1.18,26.184,0.918,5.68,0
8/20/18,00:20:00,0,FCR,1.93,7.82,37.3,0.916,15.15,5.03,36.4,110,110,8.89,1.298,0.02,36.4,0.1,0.16,24,1.181,26.168,0.916,5.68,0
8/20/18,00:30:00,0,FCR,2.05,8.29,37.3,0.915,15.38,5.11,36.4,111,111,8.98,1.296,0.02,36.5,0.1,0.16,24,1.181,26.163,0.915,5.67,0
8/20/18,00:40:00,0,FCR,2.11,8.54,37.4,0.917,15.64,5.19,36.5,111.2,111.2,9,1.298,0.02,36.6,0.12,0.18,24,1.181,26.144,0.917,5.68,0
8/20/18,00:50:00,0,FCR,2.26,9.13,37.4,0.915,15.51,5.15,36.5,110.9,110.9,8.98,1.296,0.02,36.6,0.16,0.22,24,1.181,26.137,0.915,5.67,0
8/20/18,01:00:00,0,FCR,1.95,7.89,37.3,0.916,15.51,5.15,36.5,110.7,110.7,8.96,1.298,0.02,36.5,0.13,0.18,24,1.181,26.118,0.916,5.68,0
8/20/18,01:10:00,0,FCR,1.77,7.18,37.2,0.918,15.41,5.12,36.4,110.2,110.2,8.92,1.3,0.02,36.5,0.13,0.18,24,1.181,26.114,0.918,5.69,0
