"DateTime","EXOChla_RFU_1","EXOCond_uScm_1","EXODepth_m_1","EXOfDOM_QSU_1","EXOfDOM_RFU_1","EXODOsat_percent_1","EXODO_mgL_1","EXOPressure_psi_1","EXOSpCond_uScm_1","EXOBGAPC_RFU_1","EXOTDS_mgL_1","EXOWiper_V_1","EXOTemp_C_1","EXOBattery_V_1","EXOCablepower_V_1"
2023-07-14 10:10:00,0.26,83.8,1.011,5.34,1.81,104.8,8.29,1.431,80.2,-0.34,52,1.202,27.378,6.08,0
2023-07-14 10:20:00,0.25,84.2,1.079,5.42,1.84,102.8,8.12,1.527,80.3,-0.23,52,1.202,27.513,6.06,0
2023-07-14 10:30:00,0.31,84.1,1.097,5.41,1.84,102.7,8.11,1.553,80.2,-0.34,52,1.202,27.53,6.07,0
2023-07-14 10:40:00,0.28,83.8,1.104,5.39,1.83,102.2,8.06,1.563,79.9,-0.44,52,1.202,27.534,6.06,0
2023-07-14 10:50:00,0.29,83.7,1.109,5.49,1.86,101.8,8.03,1.57,79.8,-0.37,52,1.202,27.535,6.07,0
2023-07-14 11:00:00,0.29,83.6,1.111,5.45,1.85,103.2,8.14,1.573,79.8,-0.38,52,1.197,27.528,6.08,0
2023-07-14 11:10:00,0.28,83.5,1.109,5.54,1.88,102.8,8.12,1.57,79.7,-0.38,52,1.197,27.512,6.08,0
2023-07-14 11:20:00,0.27,83.6,1.108,5.47,1.86,102.5,8.09,1.568,79.7,-0.37,52,1.197,27.517,6.08,0
2023-07-14 11:30:00,0.22,83.6,1.104,5.44,1.85,102.9,8.11,1.563,79.7,-0.39,52,1.197,27.56,6.08,0
2023-07-14 11:40:00,0.22,83.6,1.102,5.54,1.88,102.9,8.12,1.559,79.7,-0.42,52,1.197,27.551,6.08,0
2023-07-14 11:50:00,0.33,83.6,1.101,5.58,1.89,103,8.13,1.558,79.7,-0.39,52,1.197,27.545,6.08,0
2023-07-14 12:00:00,0.31,83.6,1.099,5.53,1.88,103.7,8.18,1.556,79.7,-0.37,52,1.193,27.522,6.08,0
2023-07-14 12:10:00,0.35,83.6,1.098,5.45,1.85,102.4,8.08,1.555,79.7,-0.39,52,1.193,27.528,6.09,0
2023-07-14 12:20:00,0.27,83.4,1.101,5.54,1.88,104.1,8.23,1.559,79.7,-0.39,52,1.193,27.399,6.15,0
2023-07-14 12:30:00,0.3,83.5,1.1,5.41,1.84,102.9,8.13,1.558,79.8,-0.36,52,1.193,27.463,6.15,0
2023-07-14 12:40:00,0.3,83.7,1.094,5.41,1.84,102.2,8.06,1.549,79.8,-0.4,52,1.193,27.587,6.15,0
2023-07-14 12:50:00,0.29,83.7,1.093,5.45,1.85,103.1,8.13,1.547,79.8,-0.41,52,1.193,27.56,6.15,0
2023-07-14 13:00:00,0.28,83.6,1.093,5.41,1.84,104.6,8.25,1.547,79.8,-0.41,52,1.205,27.54,6.15,0
2023-07-14 13:10:00,0.26,83.9,1.089,5.49,1.86,104,8.2,1.542,79.9,-0.39,52,1.205,27.567,6.15,0
2023-07-14 13:20:00,0.27,83.7,1.089,5.41,1.84,103.1,8.13,1.541,79.8,-0.38,52,1.205,27.578,6.15,0
2023-07-14 13:30:00,0.26,83.8,1.087,5.34,1.81,104.1,8.2,1.539,79.8,-0.41,52,1.205,27.622,6.15,0
2023-07-14 13:40:00,0.22,83.8,1.083,5.3,1.8,104,8.19,1.533,79.8,-0.45,52,1.205,27.634,6.15,0
2023-07-14 13:50:00,0.25,83.8,1.082,5.3,1.8,104.7,8.25,1.531,79.8,-0.4,52,1.205,27.648,6.15,0
2023-07-14 14:00:00,0.23,83.9,1.079,5.31,1.8,105.5,8.31,1.527,79.8,-0.41,52,1.203,27.667,6.15,0
2023-07-14 14:10:00,0.29,83.8,1.077,5.31,1.8,105.6,8.31,1.524,79.8,-0.43,52,1.203,27.666,6.15,0
2023-07-14 14:20:00,0.26,83.8,1.076,5.27,1.79,105.5,8.31,1.522,79.7,-0.43,52,1.203,27.676,6.14,0
2023-07-14 14:30:00,0.29,83.9,1.073,5.27,1.79,105.4,8.3,1.519,79.8,-0.43,52,1.203,27.705,6.15,0
2023-07-14 14:40:00,0.27,83.9,1.072,5.22,1.77,105.9,8.33,1.517,79.8,-0.39,52,1.203,27.73,6.15,0
2023-07-14 14:50:00,0.35,83.9,1.067,5.25,1.78,106,8.34,1.511,79.8,-0.4,52,1.203,27.716,6.14,0
2023-07-14 15:00:00,0.27,84,1.067,5.2,1.77,105.9,8.33,1.51,79.8,-0.43,52,1.198,27.751,6.15,0
2023-07-14 15:10:00,0.29,84.1,1.067,5.09,1.73,106.1,8.33,1.51,79.8,-0.42,52,1.198,27.817,6.15,0
2023-07-14 15:20:00,0.3,84.1,1.067,5.11,1.74,105.9,8.32,1.51,79.8,-0.4,52,1.198,27.824,6.14,0
2023-07-14 15:30:00,0.3,84.2,1.065,5.1,1.73,106,8.32,1.508,79.8,-0.45,52,1.198,27.839,6.15,0
2023-07-14 15:40:00,0.3,84.2,1.071,5.12,1.74,106.7,8.38,1.515,79.8,-0.39,52,1.198,27.842,6.14,0
2023-07-14 15:50:00,0.31,84.1,1.072,5.04,1.71,106.6,8.36,1.517,79.7,-0.45,52,1.198,27.899,6.14,0
2023-07-14 16:00:00,0.29,84,1.069,5.02,1.71,106.6,8.36,1.513,79.6,-0.41,52,1.193,27.914,6.14,0
2023-07-14 16:10:00,0.3,84.1,1.069,5.01,1.7,105.5,8.27,1.513,79.7,-0.44,52,1.193,27.924,6.14,0
2023-07-14 16:20:00,0.31,83.9,1.077,5.23,1.78,106.4,8.36,1.525,79.8,-0.39,52,1.193,27.741,6.13,0
2023-07-14 16:30:00,0.27,84,1.078,5.08,1.73,107,8.41,1.526,79.7,-0.44,52,1.193,27.816,6.13,0
2023-07-14 16:40:00,0.27,84.2,1.076,5.01,1.71,107.1,8.39,1.523,79.7,-0.44,52,1.193,27.946,6.13,0
2023-07-14 16:50:00,0.29,84.2,1.075,5,1.7,107.3,8.4,1.521,79.7,-0.45,52,1.193,27.952,6.13,0
2023-07-14 17:00:00,0.34,84.2,1.073,4.95,1.68,107.2,8.39,1.519,79.7,-0.46,52,1.187,27.974,6.13,0
2023-07-14 17:10:00,0.25,84.2,1.067,5.01,1.71,107.2,8.4,1.509,79.7,-0.44,52,1.187,27.988,6.13,0
2023-07-14 17:20:00,0.31,84.3,1.066,5.02,1.71,106.8,8.35,1.508,79.7,-0.43,52,1.187,28.013,6.13,0
2023-07-14 17:30:00,0.31,84.3,1.061,5.03,1.71,107.5,8.41,1.502,79.7,-0.44,52,1.187,28.038,6.13,0
2023-07-14 17:40:00,0.4,84.2,1.06,5.07,1.73,107.4,8.4,1.5,79.6,-0.36,52,1.187,28.046,6.12,0
2023-07-14 17:50:00,0.28,83.9,1.068,5.33,1.81,107.6,8.46,1.512,79.7,-0.44,52,1.187,27.783,6.06,0
2023-07-14 18:00:00,0.3,84.4,1.06,4.93,1.68,107.6,8.41,1.501,79.7,-0.44,52,1.199,28.041,6.06,0
2023-07-14 18:10:00,0.28,84.5,1.056,4.83,1.64,105.9,8.27,1.495,79.8,-0.44,52,1.199,28.085,6.06,0
2023-07-14 18:20:00,0.29,84.5,1.058,4.84,1.65,107.6,8.4,1.497,79.8,-0.43,52,1.199,28.106,6.06,0
2023-07-14 18:30:00,0.28,84.5,1.06,4.85,1.65,107.5,8.4,1.5,79.8,-0.43,52,1.199,28.101,6.06,0
2023-07-14 18:40:00,0.31,84.5,1.063,4.87,1.66,107.5,8.4,1.505,79.8,-0.46,52,1.199,28.105,6.06,0
2023-07-14 18:50:00,0.27,84.5,1.066,4.87,1.66,107.7,8.41,1.509,79.8,-0.46,52,1.199,28.102,6.06,0
2023-07-14 19:00:00,0.29,84.5,1.064,4.86,1.65,107.3,8.38,1.506,79.8,-0.46,52,1.197,28.102,6.06,0
2023-07-14 19:10:00,0.3,84.5,1.065,4.86,1.65,106.6,8.33,1.508,79.8,-0.42,52,1.197,28.093,6.06,0
2023-07-14 19:20:00,0.29,84.5,1.07,4.86,1.65,107.3,8.39,1.515,79.8,-0.43,52,1.197,28.088,6.06,0
2023-07-14 19:30:00,0.33,84.5,1.069,4.81,1.64,106.5,8.33,1.514,79.8,-0.43,52,1.197,28.074,6.06,0
2023-07-14 19:40:00,0.36,84.4,1.068,4.86,1.65,107.1,8.37,1.512,79.8,-0.44,52,1.197,28.064,6.06,0
2023-07-14 19:50:00,0.29,84.4,1.073,4.9,1.67,107.1,8.38,1.519,79.8,-0.43,52,1.197,28.036,6.06,0
2023-07-14 20:00:00,0.37,84.3,1.074,4.98,1.69,106.6,8.34,1.52,79.7,-0.46,52,1.195,28.026,6.06,0
2023-07-14 20:10:00,0.28,84.3,1.074,4.91,1.67,105.6,8.26,1.52,79.7,-0.46,52,1.195,28.033,6.06,0
2023-07-14 20:20:00,0.31,84.3,1.079,7.24,2.45,105.8,8.28,1.527,79.7,-0.44,52,1.195,28.042,6.05,0
2023-07-14 20:30:00,0.31,84.3,1.079,6,2.03,106.2,8.31,1.527,79.7,-0.42,52,1.195,28.021,6.06,0
2023-07-14 20:40:00,0.44,84.3,1.083,5.73,1.94,106.2,8.32,1.533,79.7,-0.26,52,1.195,27.981,6.05,0
2023-07-14 20:50:00,0.56,84.2,1.089,4.93,1.68,105.7,8.28,1.541,79.7,-0.19,52,1.195,27.938,6.05,0
2023-07-14 21:00:00,0.32,84.2,1.089,5.49,1.86,105.9,8.3,1.541,79.7,-0.44,52,1.194,27.936,6.05,0
2023-07-14 21:10:00,0.36,84.2,1.092,4.98,1.69,105.5,8.26,1.545,79.7,-0.41,52,1.194,27.941,6.06,0
2023-07-14 21:20:00,0.33,84,1.098,5.13,1.74,104.8,8.23,1.555,79.7,-0.4,52,1.194,27.822,6.06,0
2023-07-14 21:30:00,0.33,84,1.097,5.42,1.84,104.9,8.24,1.552,79.7,-0.39,52,1.194,27.835,6.06,0
2023-07-14 21:40:00,0.33,84.1,1.092,5.01,1.7,105,8.24,1.546,79.7,-0.44,52,1.194,27.897,6.06,0
2023-07-14 21:50:00,0.37,84.1,1.094,5.35,1.82,105.3,8.25,1.548,79.7,-0.4,52,1.194,27.899,6.06,0
2023-07-14 22:00:00,0.34,84.1,1.094,5.03,1.71,105.4,8.26,1.548,79.7,-0.38,52,1.194,27.905,6.06,0
2023-07-14 22:10:00,0.34,84.1,1.093,5.08,1.73,105.5,8.27,1.546,79.7,-0.4,52,1.194,27.916,6.06,0
2023-07-14 22:20:00,0.35,84.1,1.094,5.07,1.72,105.5,8.27,1.548,79.7,-0.41,52,1.194,27.904,6.06,0
2023-07-14 22:30:00,0.35,84.1,1.092,5.14,1.75,104.7,8.21,1.546,79.7,-0.41,52,1.194,27.891,6.06,0
2023-07-14 22:40:00,0.37,84.1,1.088,5.14,1.75,103.8,8.14,1.539,79.7,-0.42,52,1.194,27.901,6.06,0
2023-07-14 22:50:00,0.34,84.1,1.092,5.16,1.75,105.1,8.24,1.546,79.7,-0.4,52,1.194,27.886,6.06,0
2023-07-14 23:00:00,0.38,84.1,1.089,5.14,1.75,104.3,8.18,1.541,79.7,-0.39,52,1.195,27.883,6.06,0
2023-07-14 23:10:00,0.4,84.1,1.089,5.2,1.77,104.7,8.21,1.542,79.7,-0.37,52,1.195,27.875,6.06,0
2023-07-14 23:20:00,0.39,84.1,1.092,5.19,1.76,104.4,8.19,1.546,79.7,-0.37,52,1.195,27.867,6.06,0
2023-07-14 23:30:00,0.35,84,1.086,5.22,1.77,103.9,8.15,1.537,79.7,-0.38,52,1.195,27.858,6.05,0
2023-07-14 23:40:00,0.32,84,1.085,5.2,1.77,103.7,8.14,1.536,79.7,-0.41,52,1.195,27.841,6.05,0
2023-07-14 23:50:00,0.33,84,1.086,5.18,1.76,104.3,8.19,1.537,79.7,-0.4,52,1.195,27.838,6.05,0
2023-07-15,0.33,84,1.084,5.21,1.77,104.1,8.17,1.534,79.7,-0.39,52,1.193,27.824,6.05,0
2023-07-15 00:10:00,0.31,84,1.084,5.24,1.78,104,8.17,1.534,79.7,-0.37,52,1.193,27.804,6.05,0
2023-07-15 00:20:00,0.37,83.9,1.083,5.22,1.77,102.3,8.04,1.532,79.7,-0.14,52,1.193,27.778,6.05,0
2023-07-15 00:30:00,0.31,83.9,1.083,5.2,1.77,103.5,8.14,1.533,79.7,-0.37,52,1.193,27.772,6.05,0
2023-07-15 00:40:00,0.34,83.9,1.084,5.22,1.78,103.6,8.14,1.534,79.7,-0.36,52,1.193,27.766,6.05,0
2023-07-15 00:50:00,0.32,83.9,1.085,5.24,1.78,103.5,8.14,1.536,79.7,-0.41,52,1.193,27.753,6.05,0
2023-07-15 01:00:00,0.37,83.8,1.085,5.18,1.76,103.3,8.12,1.535,79.7,-0.37,52,1.194,27.737,6.05,0
2023-07-15 01:10:00,0.29,83.9,1.084,5.16,1.76,102.7,8.08,1.535,79.7,-0.39,52,1.194,27.726,6.05,0
2023-07-15 01:20:00,0.32,83.9,1.085,5.21,1.77,103.7,8.16,1.535,79.7,-0.37,52,1.194,27.721,6.05,0
2023-07-15 01:30:00,0.34,83.8,1.083,5.23,1.78,102.3,8.05,1.533,79.7,-0.37,52,1.194,27.699,6.05,0
2023-07-15 01:40:00,0.32,83.8,1.082,5.21,1.77,100,7.87,1.531,79.7,-0.41,52,1.194,27.698,6.05,0
2023-07-15 01:50:00,0.35,83.8,1.084,5.25,1.78,100.9,7.94,1.535,79.7,-0.37,52,1.194,27.678,6.05,0
2023-07-15 02:00:00,0.34,83.7,1.08,5.22,1.78,102.6,8.08,1.529,79.7,-0.38,52,1.193,27.665,6.05,0
2023-07-15 02:10:00,0.31,83.7,1.081,5.25,1.78,101.3,7.97,1.53,79.7,-0.37,52,1.193,27.655,6.05,0
2023-07-15 02:20:00,0.31,83.7,1.083,5.29,1.8,101.6,8,1.533,79.7,-0.38,52,1.193,27.636,6.05,0
2023-07-15 02:30:00,0.31,83.7,1.078,5.28,1.79,103.4,8.14,1.526,79.7,-0.36,52,1.193,27.648,6.05,0
2023-07-15 02:40:00,0.33,83.7,1.08,5.3,1.8,102.3,8.06,1.529,79.7,-0.4,52,1.193,27.627,6.05,0
2023-07-15 02:50:00,0.31,83.7,1.084,5.3,1.8,103,8.11,1.534,79.7,-0.38,52,1.193,27.632,6.05,0
2023-07-15 03:00:00,0.32,83.7,1.08,5.28,1.79,103,8.11,1.528,79.7,-0.34,52,1.194,27.618,6.05,0
2023-07-15 03:10:00,0.3,83.7,1.081,5.31,1.8,102.2,8.06,1.53,79.7,-0.35,52,1.194,27.609,6.05,0
2023-07-15 03:20:00,0.29,83.7,1.081,5.33,1.81,103,8.12,1.531,79.7,-0.36,52,1.194,27.611,6.05,0
2023-07-15 03:30:00,0.32,83.7,1.08,5.34,1.81,102.9,8.11,1.528,79.7,-0.35,52,1.194,27.594,6.05,0
2023-07-15 03:40:00,0.35,83.6,1.081,5.33,1.81,102.9,8.11,1.531,79.7,-0.35,52,1.194,27.593,6.05,0
2023-07-15 03:50:00,0.29,83.6,1.079,5.32,1.81,102.9,8.11,1.528,79.7,-0.37,52,1.194,27.583,6.05,0
2023-07-15 04:00:00,0.34,83.6,1.079,5.35,1.82,101.7,8.02,1.527,79.7,-0.37,52,1.192,27.567,6.05,0
2023-07-15 04:10:00,0.35,83.6,1.083,5.35,1.82,100.7,7.95,1.533,79.7,-0.3,52,1.192,27.556,6.05,0
2023-07-15 04:20:00,0.34,83.6,1.082,5.38,1.83,102.6,8.1,1.532,79.7,-0.35,52,1.192,27.553,6.05,0
2023-07-15 04:30:00,0.3,83,1.098,5.83,1.98,103.1,8.21,1.554,79.9,-0.28,52,1.192,27.037,5.97,0
2023-07-15 04:40:00,0.37,83.5,1.101,5.47,1.86,102,8.05,1.559,79.7,-0.37,52,1.192,27.504,5.97,0
2023-07-15 04:50:00,0.33,83.5,1.099,5.45,1.85,100.4,7.93,1.555,79.7,-0.35,52,1.192,27.489,5.97,0
2023-07-15 05:00:00,0.38,83.4,1.1,5.43,1.84,102.8,8.12,1.557,79.6,-0.35,52,1.194,27.501,5.97,0
2023-07-15 05:10:00,0.34,83.5,1.101,5.44,1.85,102.9,8.13,1.558,79.7,-0.38,52,1.194,27.493,5.98,0
2023-07-15 05:20:00,0.37,83.4,1.099,5.41,1.84,101.6,8.02,1.556,79.7,-0.36,52,1.194,27.492,5.97,0
2023-07-15 05:30:00,0.32,83.5,1.102,5.44,1.85,98.9,7.81,1.56,79.7,-0.37,52,1.194,27.49,5.98,0
2023-07-15 05:40:00,0.32,83.4,1.103,5.42,1.84,100.5,7.94,1.561,79.7,-0.38,52,1.194,27.485,5.98,0
2023-07-15 05:50:00,0.33,83.4,1.104,5.42,1.84,102.7,8.12,1.563,79.7,-0.37,52,1.194,27.454,5.98,0
2023-07-15 06:00:00,0.3,83.4,1.104,5.39,1.83,102.8,8.12,1.562,79.6,-0.35,52,1.193,27.472,5.98,0
2023-07-15 06:10:00,0.28,83.4,1.108,5.44,1.85,102.9,8.13,1.568,79.6,-0.35,52,1.193,27.462,5.98,0
2023-07-15 06:20:00,0.27,83.4,1.106,5.45,1.85,102.1,8.06,1.566,79.7,-0.37,52,1.193,27.46,5.98,0
2023-07-15 06:30:00,0.28,83.4,1.105,5.45,1.85,99.3,7.85,1.564,79.7,-0.38,52,1.193,27.459,5.98,0
2023-07-15 06:40:00,0.3,83.4,1.111,5.39,1.83,102.6,8.11,1.572,79.6,-0.36,52,1.193,27.447,5.98,0
2023-07-15 06:50:00,0.22,83.4,1.11,5.42,1.84,102.8,8.13,1.571,79.7,-0.39,52,1.193,27.452,5.98,0
2023-07-15 07:00:00,0.31,83.2,1.113,5.49,1.87,103.1,8.17,1.576,79.7,-0.31,52,1.195,27.312,5.92,0
2023-07-15 07:10:00,0.32,83.4,1.112,5.38,1.83,101.6,8.04,1.575,79.7,-0.35,52,1.195,27.423,5.93,0
2023-07-15 07:20:00,0.25,83.3,1.106,5.46,1.85,98.8,7.81,1.565,79.6,-0.36,52,1.195,27.433,5.94,0
2023-07-15 07:30:00,0.25,83.4,1.107,5.39,1.83,98.4,7.78,1.567,79.6,-0.36,52,1.195,27.449,5.94,0
2023-07-15 07:40:00,0.27,83.4,1.109,5.4,1.83,102.9,8.13,1.57,79.6,-0.36,52,1.195,27.453,5.94,0
2023-07-15 07:50:00,0.26,83.4,1.101,5.38,1.83,103,8.13,1.558,79.6,-0.38,52,1.195,27.479,5.93,0
2023-07-15 08:00:00,0.21,83.4,1.1,5.35,1.82,103.4,8.16,1.558,79.6,-0.38,52,1.192,27.508,5.94,0
2023-07-15 08:10:00,0.22,83.5,1.101,5.29,1.8,102.4,8.08,1.558,79.6,-0.41,52,1.192,27.528,5.94,0
2023-07-15 08:20:00,0.21,83.5,1.093,5.3,1.8,103.5,8.17,1.547,79.7,-0.38,52,1.192,27.548,5.94,0
2023-07-15 08:30:00,0.2,83.6,1.096,5.2,1.77,104,8.2,1.551,79.7,-0.38,52,1.192,27.582,5.94,0
2023-07-15 08:40:00,0.14,83.7,1.094,5.24,1.78,104.1,8.2,1.548,79.7,-0.42,52,1.192,27.607,5.94,0
2023-07-15 08:50:00,0.22,83.7,1.088,5.23,1.78,104.8,8.25,1.54,79.7,-0.42,52,1.192,27.647,5.94,0
2023-07-15 09:00:00,0.18,83.7,1.088,5.18,1.76,104.4,8.22,1.54,79.7,-0.37,52,1.194,27.656,5.94,0
2023-07-15 09:10:00,0.17,83.6,1.086,5.3,1.8,104.4,8.22,1.537,79.6,-0.41,52,1.194,27.63,5.94,0
2023-07-15 09:20:00,0.2,83.6,1.083,5.23,1.78,104.3,8.22,1.533,79.7,-0.42,52,1.194,27.604,5.95,0
2023-07-15 09:30:00,0.21,83.6,1.084,5.26,1.79,104.6,8.25,1.534,79.7,-0.41,52,1.194,27.602,5.96,0
2023-07-15 09:40:00,0.18,83.7,1.085,5.22,1.77,104.7,8.25,1.535,79.7,-0.41,52,1.194,27.605,5.97,0
2023-07-15 09:50:00,0.21,83.7,1.081,5.2,1.77,104.6,8.24,1.53,79.7,-0.42,52,1.194,27.642,5.97,0
2023-07-15 10:00:00,0.24,83.7,1.078,5.18,1.76,105,8.27,1.526,79.7,-0.42,52,1.193,27.645,5.97,0
2023-07-15 10:10:00,0.16,83.8,1.075,5.1,1.73,105.1,8.27,1.522,79.7,-0.42,52,1.193,27.69,5.96,0
2023-07-15 10:20:00,0.16,83.8,1.071,5.17,1.76,104.2,8.2,1.516,79.7,-0.41,52,1.193,27.699,5.95,0
2023-07-15 10:30:00,0.18,83.9,1.07,5.18,1.76,104.4,8.21,1.514,79.7,-0.38,52,1.193,27.728,5.94,0
2023-07-15 10:40:00,0.18,83.8,1.07,5.11,1.74,104.9,8.25,1.515,79.7,-0.42,52,1.193,27.713,5.94,0
2023-07-15 10:50:00,0.24,83.7,1.071,5.19,1.76,105,8.26,1.516,79.7,-0.41,52,1.193,27.676,5.94,0
2023-07-15 11:00:00,0.19,83.7,1.071,5.21,1.77,105.4,8.3,1.516,79.6,-0.41,52,1.195,27.646,5.94,0
2023-07-15 11:10:00,0.17,83.7,1.073,5.22,1.78,105.6,8.31,1.519,79.6,-0.44,52,1.195,27.656,5.94,0
2023-07-15 11:20:00,0.16,83.7,1.071,5.22,1.77,105.7,8.32,1.515,79.6,-0.44,52,1.195,27.675,5.94,0
2023-07-15 11:30:00,0.15,83.7,1.072,5.2,1.77,105.7,8.32,1.518,79.7,-0.42,52,1.195,27.664,5.94,0
2023-07-15 11:40:00,0.11,83.7,1.072,5.19,1.76,105.5,8.31,1.518,79.7,-0.4,52,1.195,27.654,5.94,0
2023-07-15 11:50:00,0.23,83.7,1.07,5.22,1.77,105.9,8.33,1.514,79.6,-0.4,52,1.195,27.686,5.94,0
2023-07-15 12:00:00,0.21,83.7,1.069,5.25,1.78,106,8.34,1.513,79.6,-0.39,52,1.193,27.694,5.93,0
2023-07-15 12:10:00,0.23,83.8,1.065,5.26,1.79,105.9,8.33,1.507,79.7,-0.42,52,1.193,27.73,5.94,0
2023-07-15 12:20:00,0.26,83.3,1.068,5.59,1.9,105,8.3,1.512,79.7,-0.33,52,1.193,27.422,5.98,0
2023-07-15 12:30:00,0.18,83.8,1.068,5.25,1.78,105.6,8.32,1.512,79.8,-0.4,52,1.193,27.614,5.98,0
2023-07-15 12:40:00,0.31,83.8,1.062,5.33,1.81,105.2,8.28,1.504,79.7,-0.42,52,1.193,27.698,5.99,0
2023-07-15 12:50:00,0.39,83.8,1.06,5.36,1.82,105,8.27,1.501,79.7,-0.41,52,1.193,27.661,5.99,0
2023-07-15 13:00:00,0.29,83.8,1.058,5.41,1.84,105.6,8.32,1.498,79.7,-0.41,52,1.194,27.659,5.99,0
2023-07-15 13:10:00,0.28,83.7,1.058,5.27,1.79,105.5,8.31,1.498,79.7,-0.41,52,1.194,27.642,5.98,0
2023-07-15 13:20:00,0.27,83.8,1.059,5.34,1.81,100.1,7.88,1.499,79.8,-0.43,52,1.194,27.648,5.99,0
2023-07-15 13:30:00,0.3,83.9,1.065,5.32,1.81,99.5,7.83,1.508,79.7,-0.41,52,1.194,27.704,5.99,0
2023-07-15 13:40:00,0.28,84,1.065,5.22,1.77,104.1,8.18,1.507,79.8,-0.45,52,1.194,27.76,5.98,0
2023-07-15 13:50:00,0.38,84,1.062,5.24,1.78,104.5,8.21,1.504,79.8,-0.45,52,1.194,27.776,5.98,0
2023-07-15 14:00:00,0.3,83.9,1.062,5.12,1.74,104.2,8.19,1.502,79.7,-0.43,52,1.192,27.808,5.97,0
2023-07-15 14:10:00,0.23,83.8,1.059,5.14,1.75,104.6,8.21,1.499,79.5,-0.44,52,1.192,27.825,5.98,0
2023-07-15 14:20:00,0.28,83.8,1.051,5.17,1.76,104.3,8.19,1.487,79.5,-0.4,52,1.192,27.833,5.98,0
2023-07-15 14:30:00,0.22,83.8,1.052,5.11,1.74,104.7,8.21,1.489,79.4,-0.42,52,1.192,27.888,5.98,0
2023-07-15 14:40:00,0.21,84,1.042,5.16,1.75,104.8,8.2,1.474,79.5,-0.44,52,1.192,27.971,5.98,0
2023-07-15 14:50:00,0.21,84,1.033,4.99,1.7,104,8.14,1.463,79.4,-0.46,52,1.192,27.977,5.97,0
2023-07-15 15:00:00,0.21,84,1.035,4.87,1.66,104.7,8.2,1.464,79.5,-0.44,52,1.194,27.938,5.97,0
2023-07-15 15:10:00,0.28,84,1.029,5,1.7,105.1,8.23,1.456,79.5,-0.42,52,1.194,27.958,5.98,0
2023-07-15 15:20:00,0.18,84.1,1.028,4.95,1.68,105.3,8.24,1.455,79.5,-0.44,52,1.194,27.979,5.98,0
2023-07-15 15:30:00,0.29,84.1,1.029,4.96,1.69,105.5,8.25,1.457,79.5,-0.42,52,1.194,28.004,5.98,0
2023-07-15 15:40:00,0.22,84.2,1.023,4.88,1.66,105.6,8.25,1.447,79.6,-0.43,52,1.194,28.082,5.99,0
2023-07-15 15:50:00,0.16,84.2,1.02,4.94,1.68,105.2,8.23,1.443,79.5,-0.46,52,1.194,28.062,5.98,0
2023-07-15 16:00:00,0.17,84.2,1.024,4.84,1.65,105.6,8.26,1.45,79.6,-0.44,52,1.193,28.078,5.97,0
2023-07-15 16:10:00,0.25,84.3,1.021,4.81,1.64,104.7,8.18,1.445,79.5,-0.44,52,1.193,28.097,5.97,0
2023-07-15 16:20:00,0.34,83.9,1.037,5.22,1.77,104.5,8.2,1.468,79.6,-0.42,52,1.193,27.803,5.91,0
2023-07-15 16:30:00,0.31,84.5,1.034,4.95,1.69,105.6,8.24,1.464,79.7,-0.44,52,1.193,28.159,5.9,0
2023-07-15 16:40:00,0.26,84.6,1.022,4.91,1.67,105.5,8.22,1.446,79.6,-0.44,52,1.193,28.252,5.9,0
2023-07-15 16:50:00,0.25,84.6,1.019,4.87,1.66,101.2,7.89,1.443,79.7,-0.45,52,1.193,28.213,5.9,0
2023-07-15 17:00:00,0.3,84.6,1.019,4.82,1.64,104.9,8.18,1.442,79.7,-0.44,52,1.194,28.217,5.9,0
2023-07-15 17:10:00,0.28,84.6,1.021,4.9,1.67,102.2,7.97,1.445,79.7,-0.43,52,1.194,28.197,5.9,0
2023-07-15 17:20:00,0.34,84.6,1.019,4.89,1.66,102.5,7.99,1.443,79.7,-0.45,52,1.194,28.225,5.91,0
2023-07-15 17:30:00,0.28,84.6,1.017,4.86,1.65,101,7.87,1.439,79.7,-0.45,52,1.194,28.224,5.91,0
2023-07-15 17:40:00,0.27,84.7,1.014,4.98,1.69,104.3,8.13,1.435,79.7,-0.47,52,1.194,28.269,5.91,0
2023-07-15 17:50:00,0.41,83.6,1.027,5.6,1.9,105,8.28,1.454,79.7,-0.28,52,1.194,27.572,5.81,0
2023-07-15 18:00:00,0.3,84.8,1.026,4.96,1.69,105.3,8.21,1.453,79.8,-0.44,52,1.193,28.236,5.83,0
2023-07-15 18:10:00,0.37,85.1,1.021,4.87,1.66,103.5,8.04,1.444,79.9,-0.43,52,1.193,28.444,5.83,0
2023-07-15 18:20:00,0.33,85.2,1.013,4.84,1.65,104.9,8.14,1.433,79.9,-0.46,52,1.193,28.469,5.83,0
2023-07-15 18:30:00,0.32,85.2,1.022,4.82,1.64,103.6,8.04,1.446,79.9,-0.49,52,1.193,28.484,5.84,0
2023-07-15 18:40:00,0.3,85.2,1.02,4.84,1.65,104.8,8.13,1.444,79.8,-0.51,52,1.193,28.504,5.84,0
2023-07-15 18:50:00,0.33,85.1,1.018,4.82,1.64,102,7.91,1.441,79.8,-0.47,52,1.193,28.504,5.84,0
2023-07-15 19:00:00,0.35,85.1,1.026,4.81,1.64,104.5,8.11,1.452,79.7,-0.51,52,1.195,28.496,5.84,0
