"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20210611.CR6","50388","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-11-28 10:10:00",66398,14.2,13.38,9.676508,14.0664,15.4327,16.79061,6.659204,6.492639,6.467554,6.485162,6.44494,6.466363,6.460931,6.480127,6.44787,11.10674,90.63327,6.619072,11.53234,93.86599,6.517166,221128,110802,6.487,26.43,40.89,26.58,90.45,11.12,0.74,2.94,0.28,0.28,4.64,14.6,6.44,0,3.41,2.403,6.35,12.76,1.17,11.80065,6.530176
"2022-11-28 10:20:00",66399,14.2,12.62,9.686914,14.57891,15.88821,16.07772,6.643304,6.524133,6.508386,6.520654,6.467889,6.482111,6.474023,6.495203,6.461023,11.12133,90.8127,6.645584,11.53824,93.95631,6.535088,221128,101757,6.542,26.48,40.89,26.58,90.61,11.13,0.53,2.09,0.28,0.28,4.62,14.54,6.43,0,3.4,2.396,6.36,12.74,1.17,11.80458,6.546062
"2022-11-28 10:30:00",66400,14.22,12.51,9.966913,14.04241,16.12902,17.07253,6.676813,6.540338,6.500665,6.518304,6.47204,6.498956,6.495142,6.510278,6.473474,11.10518,90.71729,6.661675,11.5547,94.10525,6.541435,221128,102758,6.537,26.47,40.89,26.58,90.62,11.13,0.66,2.63,0.29,0.29,4.64,14.59,6.44,0,3.4,2.396,6.36,12.73,1.17,11.80022,6.556453
"2022-11-28 10:40:00",66401,14.22,12.72,10.13442,14.17355,15.09329,12.24337,8.200068,6.528497,6.511743,6.525415,6.482294,6.516595,6.511896,6.515069,6.472406,11.11042,90.70907,6.639252,11.5421,94.00366,6.541924,221128,103758,6.534,26.47,40.89,26.58,90.65,11.13,0.68,2.7,0.31,0.31,4.64,14.6,7.01,0,2,1.409,6.36,12.74,1.16,11.78693,6.557085
"2022-11-28 10:50:00",66402,14.2,12.86,9.590784,12.50887,14.58712,15.68804,6.613489,6.565698,6.545618,6.555078,6.514307,6.542657,6.532098,6.548028,6.507013,11.12285,90.91786,6.686386,11.55272,94.19054,6.584419,221128,104758,6.563,26.49,40.89,26.58,90.87,11.15,0.64,2.54,0.24,0.24,4.64,14.59,6.39,0,3.42,2.405,6.36,12.76,1.18,11.77645,6.59212
"2022-11-28 11:00:00",66403,14.22,12.85,9.086298,10.13641,11.04543,11.72698,6.549524,6.572992,6.558252,6.572626,6.526666,6.559808,6.551752,6.572931,6.538324,11.13831,91.0069,6.669975,11.56884,94.38942,6.6129,221128,105758,6.586,26.5,40.88,26.57,90.87,11.15,0.71,2.82,0.27,0.27,4.63,14.57,6.34,0,3.42,2.411,6.35,12.69,1.17,11.77482,6.62152
"2022-11-28 11:10:00",66404,14.29,12.67,8.917414,9.52569,10.34274,10.62188,6.575494,6.571893,6.556879,6.576501,6.556756,6.584314,6.570642,6.583307,6.557336,11.12993,90.97022,6.683952,11.56908,94.43572,6.631599,221128,110758,6.58,26.5,40.89,26.58,90.85,11.14,0.7,2.79,0.27,0.27,4.63,14.55,6.34,0,3.43,2.413,6.36,12.5,1.17,11.76814,6.642551
"2022-11-28 11:20:00",66405,13.9,12.51,9.033533,9.473688,10.17599,10.68228,6.555597,6.601465,6.573114,6.586908,6.546381,6.583734,6.581933,6.599206,6.577417,11.13313,90.99848,6.684929,11.55812,94.37088,6.642006,221128,111758,6.593,26.51,40.89,26.58,90.94,11.15,0.7,2.8,0.28,0.28,4.63,14.55,6.33,0,3.43,2.414,6.36,12.39,1.17,11.77255,6.660937
