"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20210611.CR6","50388","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-03-22 12:30:00",30268,14.19,20.6,19.15917,17.2359,18.17993,11.75274,12.0068,14.83163,10.45208,15.9244,19.53842,13.56942,16.15432,19.89462,18.02355,"NAN","NAN","NAN","NAN","NAN","NAN",220322,132713,10.239,21.2,29.53,19.19,105.13,11.8,2.58,10.37,0.35,0.35,3.28,10.01,3.33,0,1.63,1.15,6.39,12.65,1.18,-0.0107521,17.95216
"2022-03-22 12:40:00",30269,14.21,20.69,19.11489,18.19097,18.80221,11.66625,11.15838,10.31384,10.10903,10.75799,12.25927,13.62109,17.36587,20.8601,20.76568,"NAN","NAN","NAN","NAN","NAN","NAN",220322,133713,10.266,21.22,29.52,19.19,105.04,11.78,2.81,11.31,0.35,0.35,3.29,10.05,3.39,0,1.64,1.151,6.39,12.66,1.16,-0.0041144,19.82389
"2022-03-22 12:50:00",30270,14.22,20.27,18.74203,17.02358,18.76367,11.62023,10.66448,10.10516,9.802698,9.33523,8.964441,8.431543,8.042261,7.480951,7.483301,10.2158,98.02314,13.49234,7.966429,72.17588,10.95903,220322,134714,10.205,21.19,29.54,19.2,105.18,11.82,2.78,11.2,0.38,0.38,3.29,10.03,3.33,0,1.69,1.187,6.39,12.66,1.17,13.30832,7.288962
"2022-03-22 13:00:00",30271,14.22,20.41,19.14944,17.62881,18.7398,11.15176,10.20559,9.912897,9.547907,9.035334,8.658289,8.316004,7.691919,7.353845,7.310449,10.77835,99.2863,11.68006,8.538089,73.44941,8.766701,220322,135714,10.111,21.12,29.52,19.19,104.2,11.73,2.69,10.82,0.35,0.35,3.26,9.93,3.45,0,1.76,1.236,6.39,12.65,1.16,14.01591,7.26794
"2022-03-22 13:10:00",30272,14.21,20.63,19.69509,18.38488,18.80792,11.11913,10.17346,9.897058,9.525599,9.061609,8.634912,8.166529,7.581018,7.291284,7.220514,11.13971,100.5097,10.78103,8.724137,73.54169,7.930817,220322,140714,10.12,21.14,29.53,19.2,104.69,11.78,2.66,10.71,0.37,0.37,3.27,9.95,3.3,0,1.76,1.237,6.4,12.64,1.17,14.01793,7.250043
"2022-03-22 13:20:00",30273,14.22,20.86,20.12869,18.26211,19.3421,10.95522,10.17449,9.872522,9.54812,9.104303,8.615198,8.18899,7.472772,7.237482,7.167078,11.31896,101.1843,10.38345,8.752203,73.09319,7.550934,220322,141714,10.188,21.18,29.54,19.2,105.08,11.81,2.61,10.49,0.34,0.34,3.28,9.99,3.39,0,1.76,1.241,6.39,12.65,1.16,14.01849,7.243657
"2022-03-22 13:30:00",30274,14.06,21.21,20.73895,18.77548,20.20007,10.94976,10.15222,9.901239,9.550714,9.13476,8.635309,8.199549,7.42254,7.237878,7.145746,11.4222,101.6092,10.17494,8.737897,72.67427,7.384346,220322,142714,10.17,21.17,29.53,19.2,104.94,11.8,2.24,9.01,0.35,0.35,3.27,9.98,3.37,0,1.76,1.242,6.39,12.59,1.17,14.01784,7.22637
"2022-03-22 13:40:00",30275,14.09,21.8,20.72155,18.68795,20.06735,10.94695,10.14565,9.863428,9.566523,9.15893,8.654566,8.187677,7.429071,7.236841,7.127435,11.42757,101.4853,10.1031,8.673498,71.98069,7.295677,220322,143714,10.197,21.18,29.53,19.2,105.21,11.82,2.41,9.71,0.35,0.35,3.27,9.97,3.44,0,1.76,1.24,6.39,12.62,1.16,14.01796,7.217445
