"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20210611.CR6","50388","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-12-16 11:30:00",68998,13.56,8.52,4.707178,5.520837,5.741235,5.936914,5.162317,5.18255,5.143548,5.157556,5.123651,5.129846,5.12005,5.147089,5.109247,11.84452,93.28083,5.220375,12.22011,96.09201,5.161034,221216,112809,5.299,21.52,34.51,22.43,92.89,11.77,1.2,3.14,2.51,1.46,4.6,13.69,6.34,0,2.5,1.759,3.33,11.99,1.19,12.20627,5.202597
"2022-12-16 11:40:00",68999,13.54,8.42,4.462915,5.037897,5.241083,5.421838,5.157983,5.175561,5.151392,5.180078,5.160944,5.182977,5.168298,5.184534,5.132745,11.84471,93.31198,5.232628,12.22299,96.1754,5.185562,221216,113809,5.31,21.57,34.57,22.47,93.16,11.8,1.09,2.76,2.52,1.48,4.62,13.74,6.33,0,2.52,1.777,3.35,11.9,1.2,12.20494,5.220238
"2022-12-16 11:50:00",69000,13.4,8.37,4.525201,5.093591,5.222803,5.293817,5.15307,5.202051,5.152185,5.189111,5.148462,5.184442,5.18255,5.200525,5.15838,11.84243,93.29664,5.233803,12.23871,96.36164,5.21077,221216,114809,5.313,21.55,34.53,22.45,93.11,11.8,1.16,2.98,2.55,1.5,4.61,13.73,6.25,0,2.55,1.792,3.36,11.81,1.19,12.20487,5.245044
"2022-12-16 12:00:00",69001,13.48,8.35,4.581506,4.910455,5.217371,5.31994,5.16192,5.208795,5.153284,5.173273,5.129907,5.167596,5.172723,5.204706,5.168725,11.85394,93.38838,5.234291,12.25776,96.53372,5.219711,221216,115809,5.312,21.84,35.01,22.75,93.01,11.78,1.04,2.61,2.49,1.44,4.75,14.14,6.21,0,2.56,1.8,3.37,11.89,1.09,12.20429,5.25166
"2022-12-16 12:10:00",69002,14.01,8.33,4.63067,5.263055,6.300317,6.513666,5.170129,5.228387,5.164392,5.179285,5.13302,5.178644,5.179498,5.203821,5.171411,11.84991,93.40904,5.255997,12.26557,96.59526,5.219711,221216,120809,5.327,21.54,34.5,22.43,93.18,11.8,0.98,2.43,2.51,1.47,4.61,13.74,6.23,0,2.57,1.807,3.38,12.12,1.2,12.2051,5.249875
"2022-12-16 12:20:00",69003,13.55,8.35,4.757135,5.263116,5.625177,5.762628,5.171228,5.211267,5.190362,5.207208,5.16662,5.195337,5.187585,5.200586,5.172876,11.8816,93.64878,5.251846,12.25434,96.53427,5.230804,221216,121809,5.342,21.84,34.98,22.73,93.12,11.79,1.16,2.99,2.44,1.38,4.74,14.12,6.03,0,2.57,1.81,3.39,12,1.05,12.20687,5.252632
"2022-12-16 12:30:00",69004,13.61,8.4,4.913538,5.445245,5.89779,6.067804,5.200952,5.258264,5.195032,5.210718,5.169031,5.197473,5.192987,5.212915,5.178857,11.89258,93.78072,5.270729,12.25695,96.5634,5.234291,221216,122809,5.354,21.57,34.52,22.44,93.31,11.81,1.03,2.58,2.5,1.46,4.61,13.73,6.21,0,2.57,1.812,3.4,12.12,1.19,12.20441,5.260136
"2022-12-16 12:40:00",69005,13.56,8.46,4.905511,5.391351,5.663507,5.803705,5.198846,5.23974,5.192651,5.208917,5.167169,5.197198,5.188074,5.208551,5.180292,11.88018,93.6782,5.268738,12.25331,96.53659,5.234962,221216,123809,5.335,21.54,34.49,22.42,93.3,11.81,1.2,3.12,2.55,1.5,4.62,13.76,6.31,0,2.58,1.815,3.41,12.02,1.22,12.20498,5.258249
