"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20210611.CR6","50388","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-09-06 14:30:00",54472,14.25,30.29,27.02178,27.46173,29.50137,30.36578,28.04199,26.29946,26.0144,22.55831,19.18514,13.41427,10.95757,10.38024,10.02346,8.763966,108.7648,26.37743,-0.111052,-0.987387,10.15308,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.16094,10.12684
"2022-09-06 14:40:00",54473,13.93,29.94,27.66323,27.52111,31.97393,33.37228,27.96606,26.33425,26.05056,22.68771,19.46438,13.19332,11.05404,10.37744,10.07342,8.784999,109.1169,26.42364,-0.111018,-0.988124,10.19788,220906,153803,25.833,33.61,33.08,21.5,105.58,8.59,2.98,11.98,0.16,0.16,4.68,14.72,3.47,0,2.13,1.501,6.36,12.42,1.17,11.15895,10.17616
"2022-09-06 14:50:00",54474,13.78,30.28,28.28311,27.88815,27.89385,28.2525,27.63717,26.35485,26.1694,22.7102,19.68395,13.10275,11.04403,10.39593,10.09329,8.786692,109.1397,26.42455,-0.110114,-0.98091,10.23424,220906,154803,25.898,33.66,33.09,21.51,106.32,8.64,2.55,10.27,0.18,0.19,4.67,14.7,3.5,0,2.11,1.492,6.37,12.64,1.18,11.15969,10.21026
"2022-09-06 15:00:00",54475,14.23,30.22,29.69857,28.25021,28.97259,29.28204,27.92144,26.45266,26.13812,22.66519,19.26962,13.19201,11.01095,10.43151,10.13934,8.813045,109.6069,26.49519,-0.109872,-0.978984,10.24422,220906,155803,25.918,33.66,33.08,21.5,106.77,8.68,2.48,9.97,0.11,0.11,4.67,14.71,3.39,0,2.11,1.487,6.37,12.6,1.18,11.1606,10.23979
"2022-09-06 15:10:00",54476,13.81,30.3,29.0595,28.12945,28.35824,28.81796,28.23986,26.42089,26.1701,22.69384,19.28839,13.09655,10.92901,10.43624,10.17529,8.884845,110.539,26.51488,-0.11077,-0.988003,10.28806,220906,160803,25.962,33.68,33.08,21.5,107.18,8.7,2.49,10.03,0.12,0.12,4.67,14.69,3.52,0,2.1,1.486,6.37,12.75,1.18,11.16035,10.26806
"2022-09-06 15:20:00",54477,13.96,30.35,28.49691,27.76675,27.44003,27.43524,27.85,26.46835,25.92565,22.7929,19.27844,12.85162,10.94161,10.50247,10.16104,8.850151,110.1513,26.53702,-0.11046,-0.985486,10.29897,220906,161803,25.958,33.68,33.07,21.5,107.36,8.72,2.52,10.13,0.12,0.12,4.68,14.73,3.29,0,2.1,1.486,6.37,12.47,1.17,11.15854,10.27135
"2022-09-06 15:30:00",54478,13.88,30.22,27.57797,26.81277,26.79101,26.65466,26.97674,26.53875,25.94042,22.77502,19.24047,12.77679,10.94311,10.50826,10.08502,8.876245,110.569,26.5836,-0.110697,-0.986745,10.26185,220906,162803,25.886,33.65,33.09,21.51,106.43,8.65,2.42,9.75,0.13,0.13,4.69,14.78,3.36,0,2.11,1.487,6.37,12.78,1.18,11.15979,10.22388
"2022-09-06 15:40:00",54479,13.82,30.03,28.92782,27.75253,28.50985,28.61486,26.96337,26.6846,26.01904,22.80795,19.32342,12.77346,10.9345,10.45083,10.0881,8.869346,110.6111,26.64791,-0.110563,-0.985079,10.24142,220906,163803,25.985,33.7,33.08,21.5,107.65,8.74,2.72,10.93,0.14,0.14,4.68,14.73,3.34,0,2.1,1.485,6.37,12.51,1.16,11.161,10.18553
