"TOA5","CR6_BVR","CR6","13030","CR6.Std.10.01 CR6-WIFI.05","CPU:BVR_Platform_20200625_realtimetemp.CR6","18883","BVRplatform"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-07-09 11:50:00",2006,13.83,32.19,31.24035,28.58163,28.0653,24.95522,20.81524,17.55026,15.31133,13.94991,12.51934,11.29156,10.19531,10.04641,9.759333,5.72352,60.08358,17.69725,-0.049291,-0.43193,9.53804,200709,124759,26.376,27.01,26.32,17.11,153.4,12.36,1.93,7.76,0.08,0.1,5.49,16.51,2.1,1.48,4.45,12.37,1.18,16.53138,9.527661
"2020-07-09 12:00:00",2007,13.85,31.96,29.79089,28.51263,28.07003,24.93423,20.75744,17.50414,15.33496,13.96331,12.54147,11.26794,10.19531,10.04641,9.759333,5.858761,61.4785,17.67763,-0.049317,-0.432164,9.53883,200709,125759,26.371,26.98,26.29,17.09,153.68,12.39,1.92,7.72,0.08,0.11,5.52,16.6,2.1,1.483,4.45,12.6,1.18,16.53357,9.531862
"2020-07-09 12:10:00",2008,14.05,31.79,29.89385,28.58361,28.12164,25.10751,20.81378,17.61251,15.39901,14.00054,12.55114,11.27807,10.19531,10.04641,9.759333,6.307828,66.34324,17.78928,-0.049237,-0.431598,9.55155,200709,130759,26.478,27.07,26.33,17.11,153.38,12.34,1.97,7.93,0.07,0.09,5.51,16.55,2.1,1.481,4.46,12.36,1.18,16.53397,9.543015
"2020-07-09 12:20:00",2009,13.78,31.89,28.38015,28.5812,28.09185,25.14013,20.89788,17.69274,15.5277,14.04077,12.53503,11.25097,10.19531,10.04641,9.759333,6.815689,71.79578,17.8645,-0.049291,-0.432184,9.56255,200709,131759,26.431,26.99,26.27,17.07,153.2,12.33,1.72,6.94,0.08,0.1,5.5,16.54,2.1,1.48,4.45,12.36,1.18,16.53279,9.570365
"2020-07-09 12:30:00",2010,13.99,31.68,29.51296,28.69238,28.09387,25.13815,20.83904,17.73535,15.47143,13.98693,12.48129,11.16644,10.19531,10.04641,9.759333,6.385627,67.22302,17.83373,-0.04951,-0.433846,9.53804,200709,132759,26.553,27.12,26.33,17.12,152.88,12.28,1.97,7.94,0.09,0.11,5.49,16.5,2.1,1.481,4.45,12.54,1.18,16.53019,9.542163
"2020-07-09 12:40:00",2011,13.83,31.44,28.18191,28.72598,28.16482,25.22393,20.92416,17.92459,15.55505,13.98174,12.46371,11.17697,10.19531,10.04641,9.759333,6.183576,65.27664,17.96853,-0.049298,-0.432698,9.60654,200709,133759,26.566,27.17,26.38,17.14,155.59,12.5,1.81,7.27,0.08,0.1,5.6,16.82,2.1,1.481,4.45,12.35,1.18,16.52993,9.626773
"2020-07-09 12:50:00",2012,13.83,31.55,31.20272,28.87164,28.18154,25.28524,21.01562,17.97958,15.71133,14.00546,12.47857,11.22882,10.19531,10.04641,9.759333,6.84793,72.47784,18.09512,-0.049525,-0.43472,9.60999,200709,134759,26.752,27.33,26.44,17.19,154.92,12.4,1.94,7.82,0.06,0.09,5.55,16.7,2.1,1.48,4.45,12.36,1.18,16.52969,9.655943
"2020-07-09 13:00:00",2013,13.84,31.74,29.04873,28.97225,28.19238,25.30139,21.0234,17.9591,15.64779,13.95288,12.44991,11.2329,10.19531,10.04641,9.759333,6.657728,70.28202,17.96853,-0.050251,-0.441081,9.60905,200709,135759,26.734,27.35,26.47,17.21,154.87,12.4,1.88,7.59,0.08,0.1,5.53,16.63,2.09,1.478,4.45,12.34,1.18,16.52993,9.628857
