"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20210611.CR6","50388","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"2022-01-26 15:50:00",22368,13.76,2.64,-0.5886596,-0.4526428,-0.1670593,2.715082,2.756799,2.750757,2.766901,2.782892,2.745935,2.782709,2.781183,2.808527,2.799585,13.49707,99.8305,2.834808,13.421,99.3282,2.85743,220126,154718,2.745,18.43,32.05,20.83,98.13,13.3,3.05,12.28,0.7,0.7,3.89,12.07,4.17,0,2.17,1.53,6.4,12.2,1.17,13.74075,2.877202
"2022-01-26 16:00:00",22369,13.55,2.528,-0.7764343,-0.6178344,-0.5268005,2.684656,2.740442,2.750818,2.765253,2.78219,2.756921,2.786859,2.783563,2.800745,2.80459,13.49216,99.7916,2.833801,13.42343,99.3811,2.870453,220126,155718,2.722,18.41,32.05,20.83,98.05,13.3,3.01,12.12,0.74,0.74,3.89,12.05,4.19,0,2.18,1.533,6.4,12.12,1.17,13.74356,2.887317
"2022-01-26 16:10:00",22370,13.43,2.432,-0.6718811,-0.5808166,-0.527716,2.684747,2.736749,2.733148,2.749597,2.75625,2.722955,2.75805,2.749902,2.802667,2.800622,13.49504,99.7534,2.811676,13.45725,99.6021,2.859489,220126,160718,2.717,18.4,32.04,20.83,98.13,13.31,2.92,11.75,0.69,0.69,3.89,12.07,4.14,0,2.18,1.537,6.4,11.96,1.17,13.73949,2.8729
"2022-01-26 16:20:00",22371,13.33,2.367,-0.7719787,-0.7112488,-0.6981262,2.674707,2.723352,2.730585,2.735315,2.759912,2.728265,2.758447,2.7828,2.840112,2.82287,13.50123,99.7956,2.810303,13.44157,99.5549,2.885185,220126,161718,2.704,18.4,32.04,20.83,98.21,13.33,3.05,12.28,0.69,0.69,3.89,12.06,4.13,0,2.19,1.54,6.4,11.91,1.17,13.73835,2.898438
"2022-01-26 16:30:00",22372,13.33,2.288,-0.8883117,-0.848822,-0.781958,2.667657,2.711267,2.71499,2.748254,2.760309,2.736047,2.773218,2.800195,2.843927,2.817377,13.50922,99.7814,2.783043,13.42687,99.4131,2.872856,220126,162718,2.692,18.39,32.04,20.83,98.2,13.33,2.85,11.48,0.71,0.71,3.9,12.11,4.11,0,2.19,1.541,6.4,11.88,1.18,13.74348,2.894757
"2022-01-26 16:40:00",22373,13.3,2.21,-0.8493103,-0.855841,-0.7367615,2.658441,2.705713,2.704248,2.735437,2.766321,2.744287,2.777734,2.785394,2.819665,2.803339,13.49292,99.6633,2.783897,13.43135,99.4196,2.862915,220126,163718,2.689,18.39,32.05,20.83,98.21,13.33,3.32,13.39,0.75,0.75,3.89,12.05,4.16,0,2.19,1.542,6.41,11.84,1.16,13.74289,2.887187
"2022-01-26 16:50:00",22374,13.28,2.148,-0.9649109,-0.9505676,-0.8816894,2.663965,2.688806,2.698297,2.730493,2.748682,2.718194,2.760797,2.757257,2.795831,2.789026,13.49643,99.6883,2.783562,13.41453,99.2613,2.850243,220126,164718,2.675,18.39,32.05,20.83,98.28,13.35,3.17,12.76,0.73,0.73,3.9,12.08,4.18,0,2.19,1.545,6.41,11.81,1.16,13.74017,2.872016
"2022-01-26 17:00:00",22375,13.27,2.067,-0.9601196,-0.9554504,-0.9684204,2.643396,2.676019,2.664941,2.684076,2.724451,2.712793,2.746759,2.74328,2.770319,2.770837,13.49963,99.6397,2.75663,13.40703,99.1514,2.829842,220126,165718,2.658,18.38,32.05,20.84,98.18,13.34,3.06,12.33,0.72,0.72,3.89,12.06,4.16,0,2.2,1.548,6.41,11.8,1.18,13.74094,2.853882
"2022-01-26 17:10:00",22376,13.22,1.99,-1.143805,-1.147406,-1.136816,2.634393,2.663141,2.670496,2.705072,2.749811,2.711359,2.7586,2.751794,2.779626,2.76159,13.4898,99.5671,2.75663,13.42778,99.2751,2.81871,220126,170718,2.65,18.37,32.06,20.84,98.28,13.35,3.42,13.75,0.73,0.73,3.9,12.08,4.11,0,2.2,1.549,6.4,11.77,1.16,13.74326,2.84595
"2022-01-26 17:20:00",22377,13.24,1.894,-1.479712,-1.506506,-1.419409,2.611108,2.653955,2.667779,2.702173,2.748071,2.718622,2.75567,2.740594,2.765192,2.748712,13.49713,99.5867,2.743767,13.39577,99.0138,2.809448,220126,171718,2.648,18.37,32.06,20.84,98.16,13.34,3.26,13.13,0.8,0.8,3.9,12.09,4.15,0,2.2,1.551,6.4,11.76,1.17,13.74185,2.836412
"2022-01-26 17:30:00",22378,13.19,1.76,-1.491919,-1.569495,-1.422217,2.626459,2.653223,2.65835,2.677331,2.707696,2.685632,2.739007,2.742334,2.759363,2.746912,13.49295,99.5241,2.731918,13.39067,98.97425,2.808769,220126,172718,2.652,18.37,32.05,20.83,98.2,13.34,3.2,12.89,0.77,0.77,3.89,12.07,4.12,0,2.21,1.553,6.4,11.73,1.17,13.74025,2.829018
"2022-01-26 17:40:00",22379,13.14,1.62,-1.723273,-1.772101,-1.70896,2.626031,2.66604,2.658441,2.67312,2.716913,2.690118,2.746057,2.747522,2.775934,2.752618,13.50072,99.5792,2.731056,13.36407,98.77538,2.807907,220126,173718,2.65,18.38,32.07,20.85,98.2,13.34,3.72,14.98,0.89,0.89,3.9,12.09,4.03,0,2.21,1.554,6.4,11.71,1.17,13.73958,2.830653
"2022-01-26 17:50:00",22380,13.16,1.456,-2.090186,-2.17179,-2.124518,2.603326,2.652154,2.651178,2.670312,2.715875,2.701684,2.748682,2.756464,2.782465,2.764734,13.48551,99.4554,2.726769,13.35635,98.72189,2.809273,220126,174718,2.642,18.37,32.05,20.84,98.17,13.34,3.6,14.5,0.81,0.81,3.9,12.09,4.29,0,2.21,1.556,6.4,11.69,1.17,13.7408,2.83819
"2022-01-26 18:00:00",22381,13.12,1.235,-2.2078,-2.253821,-2.297034,2.571985,2.655145,2.662988,2.659662,2.686883,2.703546,2.75152,2.75686,2.786981,2.770532,13.49329,99.4824,2.715439,13.35928,98.74577,2.810127,220126,175718,2.644,18.37,32.06,20.84,98.1,13.33,4.28,17.23,1,1,3.89,12.08,4.16,0,2.21,1.557,6.41,11.67,1.17,13.74062,2.842057
"2022-01-26 18:10:00",22382,13.1,1.031,-2.295752,-2.160254,-2.487677,2.567682,2.64483,2.66311,2.6466,2.726984,2.703699,2.747919,2.747919,2.785425,2.765405,13.47828,99.3599,2.710976,13.3597,98.77456,2.819725,220126,180718,2.637,18.37,32.06,20.84,98.02,13.32,2.49,10.01,0.8,0.8,3.9,12.09,4.02,0,2.21,1.559,6.41,11.66,1.17,13.73934,2.846885
"2022-01-26 18:20:00",22383,13.12,0.813,-2.291388,-2.300604,-2.46015,2.574884,2.624322,2.650781,2.659662,2.750268,2.71557,2.750879,2.751764,2.78512,2.75744,13.46947,99.2789,2.704964,13.3241,98.52851,2.826241,220126,181718,2.614,18.34,32.04,20.83,98.1,13.34,3.62,14.56,0.81,0.82,3.9,12.08,4.17,0,2.22,1.56,6.41,11.65,1.17,13.74028,2.846041
"2022-01-26 18:30:00",22384,12.87,0.774,-2.289435,-2.183203,-2.458472,2.534296,2.609582,2.647638,2.669672,2.730066,2.722375,2.756555,2.754022,2.782495,2.75805,13.47938,99.3448,2.702393,13.32473,98.55324,2.833801,220126,182718,2.603,18.35,32.06,20.84,97.95,13.33,3.01,12.12,0.78,0.78,3.9,12.1,4.29,0,2.22,1.562,6.4,11.44,1.17,13.74114,2.838514
"2022-01-26 18:40:00",22385,13.04,0.89,-2.637274,-2.655035,-2.652228,2.498834,2.600427,2.643365,2.671808,2.70202,2.716486,2.750452,2.714502,2.759515,2.7604,13.48017,99.2918,2.680405,13.30451,98.39224,2.829514,220126,183718,2.598,18.35,32.07,20.84,97.93,13.33,2.88,11.59,0.84,0.84,3.9,12.09,4.13,0,2.22,1.562,6.41,11.56,1.17,13.73842,2.839617
"2022-01-26 18:50:00",22386,13.09,0.805,-3.157965,-3.13468,-3.065039,2.518243,2.592676,2.640008,2.63479,2.685754,2.676599,2.734277,2.719934,2.747125,2.754419,13.45987,99.1374,2.67852,13.30163,98.32154,2.810814,220126,184718,2.581,18.34,32.07,20.84,97.85,13.32,4.08,16.42,0.93,0.93,3.89,12.07,4.12,0,2.22,1.564,6.41,11.62,1.17,13.73982,2.831937
"2022-01-26 19:00:00",22387,13.06,0.591,-3.33277,-3.350379,-3.277411,2.529748,2.612115,2.638452,2.655359,2.686151,2.668176,2.721094,2.718133,2.766656,2.745386,13.47785,99.2803,2.682472,13.30591,98.35395,2.811165,220126,185718,2.6,18.35,32.07,20.85,98.03,13.34,3.65,14.71,1.03,1.03,3.89,12.08,4.02,0,2.23,1.567,6.41,11.62,1.18,13.74092,2.827358
"2022-01-26 19:10:00",22388,13.07,0.319,-3.177313,-3.091162,-3.32807,2.502313,2.599786,2.654596,2.647943,2.691247,2.682153,2.738702,2.771387,2.803857,2.811456,13.47216,99.2338,2.68074,13.31815,98.5726,2.859489,220126,190718,2.619,18.36,32.07,20.85,98.15,13.35,4.08,16.43,0.88,0.89,3.89,12.07,4.18,0,2.23,1.569,6.41,11.61,1.18,13.73965,2.88945
"2022-01-26 19:20:00",22389,13.07,0.096,-2.974494,-2.822791,-3.083838,2.404047,2.587091,2.642328,2.607873,2.666437,2.668024,2.737054,2.751794,2.78222,2.815301,13.47285,99.2452,2.683151,13.28575,98.35731,2.868736,220126,191718,2.57,18.34,32.08,20.85,97.65,13.3,3.3,13.31,0.83,0.83,3.92,12.15,4.21,0,2.23,1.57,6.41,11.6,1.16,13.73941,2.882922
"2022-01-26 19:30:00",22390,13.05,-0.029,-2.853888,-2.791785,-3.020758,2.405298,2.592096,2.619012,2.626886,2.695795,2.65722,2.718805,2.726526,2.777002,2.784875,13.47924,99.2776,2.677658,13.29784,98.44317,2.867371,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.74083,2.888045
"2022-01-26 19:40:00",22391,13.05,-0.122,-3.3888,-3.341803,-3.411444,2.38067,2.561151,2.634637,2.662012,2.690423,2.670526,2.722681,2.749536,2.786157,2.842157,13.49122,99.3751,2.681099,13.299,98.49975,2.885529,220126,193718,2.556,18.32,32.06,20.84,97.79,13.32,5.16,20.79,0.97,0.97,3.9,12.11,4.03,0,2.23,1.571,6.41,11.59,1.18,13.73973,2.911128
"2022-01-26 19:50:00",22392,13.04,-0.304,-3.920844,-3.954382,-3.789191,2.393701,2.571405,2.654199,2.654657,2.713037,2.684106,2.747705,2.75152,2.798669,2.855951,13.47586,99.3791,2.724884,13.29797,98.52378,2.897507,220126,194718,2.574,18.33,32.06,20.84,97.82,13.32,4.5,18.14,1.02,1.02,3.91,12.13,4.06,0,2.23,1.572,6.41,11.57,1.17,13.74025,2.930456
"2022-01-26 20:00:00",22393,13.06,-0.576,-4.489172,-4.295935,-4.192664,2.433618,2.564783,2.636346,2.658411,2.718927,2.701044,2.757165,2.76156,2.835687,2.859674,13.47215,99.2649,2.692436,13.31906,98.71733,2.911545,220126,195718,2.548,18.32,32.08,20.85,97.71,13.31,3.6,14.5,0.86,0.86,3.89,12.07,4.02,0,2.23,1.573,6.41,11.57,1.17,13.74006,2.937663
"2022-01-26 20:10:00",22394,12.88,-0.842,-3.783728,-3.726813,-3.813178,2.427789,2.552637,2.62536,2.659387,2.72146,2.699335,2.741968,2.752679,2.814416,2.865961,13.4456,99.0354,2.679726,13.2923,98.53063,2.916,220126,200718,2.564,18.33,32.07,20.85,97.71,13.31,4.57,18.42,1.02,1.02,3.9,12.09,4.19,0,2.24,1.575,6.4,11.56,1.17,13.74071,2.941913
"2022-01-26 20:20:00",22395,12.81,-0.782,-3.602515,-3.613532,-3.625281,2.333978,2.569116,2.609064,2.655725,2.720697,2.694086,2.72085,2.741815,2.810205,2.851495,13.43912,98.93387,2.659615,13.26725,98.33473,2.912064,220126,201718,2.549,18.33,32.09,20.86,97.6,13.3,4.11,16.56,0.85,0.85,3.91,12.13,4.2,0,2.24,1.576,6.41,11.34,1.17,13.73965,2.933688
"2022-01-26 20:30:00",22396,12.79,-0.529,-3.755286,-3.775855,-3.662116,2.342584,2.551599,2.610406,2.662439,2.723108,2.689783,2.722711,2.752222,2.793298,2.849725,13.43313,98.89305,2.660835,13.28431,98.45218,2.908653,220126,202718,2.562,18.33,32.08,20.85,97.75,13.31,3.66,14.76,0.93,0.93,3.91,12.13,4.14,0,2.24,1.577,6.41,11.33,1.16,13.73914,2.930235
"2022-01-26 20:40:00",22397,12.92,-0.322,-3.678168,-3.709204,-3.60752,2.33645,2.512689,2.612939,2.675378,2.721216,2.689264,2.734735,2.751581,2.81991,2.858575,13.45727,99.0766,2.663055,13.29036,98.50116,2.910179,220126,203718,2.553,18.33,32.08,20.85,97.65,13.3,4.06,16.34,0.87,0.87,3.91,12.12,4.15,0,2.24,1.577,6.41,11.45,1.16,13.73975,2.937976
"2022-01-26 20:50:00",22398,12.99,-0.309,-3.99079,-4.030066,-3.958228,2.346704,2.51159,2.629938,2.682977,2.720056,2.692407,2.736383,2.748285,2.833642,2.857965,13.46771,99.1996,2.680237,13.295,98.5409,2.912231,220126,204718,2.515,18.31,32.08,20.85,97.48,13.29,3.42,13.78,0.82,0.82,3.92,12.15,4.12,0,2.24,1.58,6.41,11.49,1.17,13.74048,2.938185
"2022-01-26 21:00:00",22399,12.96,-0.412,-3.953497,-3.954138,-3.868323,2.345117,2.492944,2.647821,2.688562,2.730035,2.689935,2.738946,2.750543,2.823389,2.852502,13.45906,99.1962,2.702728,13.28919,98.49639,2.91172,220126,205718,2.501,18.3,32.08,20.85,97.37,13.28,4.28,17.23,0.95,0.95,3.92,12.16,4.08,0,2.25,1.581,6.41,11.5,1.18,13.73944,2.939032
"2022-01-26 21:10:00",22400,12.96,-0.557,-4.279334,-4.285742,-4.31806,2.284753,2.488672,2.63421,2.691034,2.739801,2.707819,2.763513,2.785211,2.886102,2.876428,13.44453,98.94496,2.648796,13.28747,98.5632,2.941841,220126,210718,2.472,18.28,32.09,20.86,97.32,13.29,3.77,15.19,0.97,0.98,3.91,12.13,4.1,0,2.25,1.583,6.41,11.5,1.17,13.73911,2.954928
"2022-01-26 21:20:00",22401,12.98,-0.79,-4.587164,-4.564917,-4.524298,2.256677,2.469263,2.573999,2.692407,2.751642,2.7156,2.778162,2.843591,2.975488,2.983942,13.41947,98.64145,2.604103,13.17508,98.30732,3.161873,220126,211718,2.48,18.29,32.09,20.86,97.37,13.29,3.38,13.62,0.86,0.86,3.91,12.12,4.2,0,2.25,1.583,6.41,11.49,1.16,13.73905,3.046987
"2022-01-26 21:30:00",22402,12.93,-1.068,-4.73963,-4.826849,-4.669592,2.256006,2.405786,2.524713,2.691278,2.750085,2.720514,2.79046,2.886194,3.021905,3.232019,13.44616,98.75816,2.574356,12.96445,97.05577,3.285599,220126,212718,2.404,18.24,32.1,20.86,97.2,13.3,4.31,17.38,1.02,1.02,3.92,12.17,4.02,0,2.25,1.585,6.41,11.49,1.17,13.73992,3.33423
"2022-01-26 21:40:00",22403,12.95,-1.286,-4.717261,-4.773718,-4.57807,2.223505,2.407098,2.499383,2.692895,2.765314,2.724451,2.797571,2.915491,3.091211,3.33761,13.41631,98.49395,2.557487,12.96361,97.29572,3.380699,220126,213718,2.416,18.25,32.1,20.86,97.23,13.3,3.86,15.55,0.87,0.87,3.91,12.14,4.15,0,2.25,1.587,6.41,11.48,1.16,13.73941,3.406903
"2022-01-26 21:50:00",22404,12.95,-1.454,-4.571875,-4.644446,-4.454718,2.20318,2.388391,2.488428,2.713708,2.767175,2.728082,2.80874,2.987512,3.1336,3.352472,13.38268,98.21289,2.544571,13.01415,97.72283,3.399063,220126,214718,2.382,18.23,32.1,20.86,97.12,13.29,3.54,14.27,0.91,0.91,3.91,12.12,4.17,0,2.26,1.588,6.41,11.47,1.17,13.74015,3.426106
"2022-01-26 22:00:00",22405,12.94,-1.548,-4.784216,-4.837317,-4.738348,2.200067,2.351312,2.474298,2.721429,2.77514,2.764398,2.852899,3.018213,3.191919,3.359582,13.3977,98.27317,2.525818,13.08965,98.34931,3.421822,220126,215718,2.355,18.22,32.11,20.87,97.13,13.3,4.63,18.67,0.94,0.94,3.91,12.13,4.13,0,2.26,1.589,6.41,11.47,1.16,13.73936,3.436948
"2022-01-26 22:10:00",22406,12.96,-1.653,-4.880469,-4.893866,-4.80036,2.194757,2.312158,2.447168,2.744226,2.781152,2.8211,3.021722,3.137475,3.315912,3.363519,13.39629,98.22615,2.512039,13.13184,98.67645,3.425728,220126,220718,2.321,18.2,32.11,20.87,97.24,13.33,3.21,12.94,0.98,0.98,3.92,12.18,4.22,0,2.26,1.591,6.41,11.46,1.16,13.7385,3.43987
"2022-01-26 22:20:00",22407,12.96,-1.784,-4.974921,-4.989935,-4.860907,2.195398,2.291772,2.43548,2.759698,2.782159,2.844751,3.122736,3.271966,3.393548,3.389184,13.40356,98.24986,2.500854,13.0698,98.27371,3.450035,220126,221718,2.282,18.17,32.1,20.86,97.13,13.33,4.55,18.33,0.94,0.94,3.92,12.15,4.16,0,2.26,1.593,6.41,11.46,1.18,13.73848,3.463108
"2022-01-26 22:30:00",22408,12.94,-1.935,-5.527472,-5.530249,-5.35932,2.099573,2.283472,2.407953,2.707361,2.764276,2.775537,3.148553,3.344659,3.417902,3.396326,13.38725,98.08776,2.48484,12.93536,97.26959,3.452583,220126,222718,2.318,18.2,32.12,20.87,97.23,13.33,3.05,12.29,0.81,0.81,3.92,12.15,4.05,0,2.26,1.594,6.41,11.46,1.18,13.73875,3.473742
"2022-01-26 22:40:00",22409,12.94,-2.158,-5.850928,-5.84635,-5.685553,2.098657,2.28631,2.400812,2.709283,2.746545,2.750452,2.981073,3.269586,3.407709,3.413019,13.42854,98.36225,2.474327,12.85513,96.73166,3.478065,220126,223718,2.286,18.18,32.1,20.87,97.16,13.33,4.29,17.29,0.98,0.98,3.92,12.16,4.1,0,2.26,1.594,6.41,11.45,1.18,13.73927,3.488297
"2022-01-26 22:50:00",22410,12.9,-2.4,-6.236182,-6.23078,-6.028327,2.053277,2.280389,2.397089,2.724786,2.749322,2.836969,3.131128,3.165887,3.374322,3.390924,13.43012,98.34326,2.462784,12.89169,96.92707,3.447136,220126,224718,2.3,18.18,32.1,20.87,97.16,13.33,3.91,15.74,0.84,0.84,3.92,12.15,3.99,0,2.27,1.595,6.4,11.46,1.18,13.73964,3.476561
"2022-01-26 23:00:00",22411,12.91,-2.676,-6.368262,-6.376441,-6.160254,2.065118,2.286981,2.370508,2.710565,2.727533,2.906244,3.169397,3.196161,3.380731,3.385156,13.41598,98.19914,2.447609,13.01122,97.82571,3.447136,220126,225718,2.32,18.2,32.11,20.87,97.2,13.33,2.98,11.99,0.74,0.74,3.94,12.22,4.08,0,2.27,1.595,6.41,11.45,1.17,13.73935,3.462935
"2022-01-26 23:10:00",22412,12.91,-2.936,-6.823493,-6.760291,-6.531439,2.020776,2.303308,2.383295,2.679285,2.710779,2.93963,3.162836,3.33706,3.435785,3.429742,13.43143,98.29175,2.439865,13.04439,98.20957,3.498756,220126,230718,2.329,18.2,32.1,20.87,97.21,13.32,4.1,16.5,0.89,0.89,3.92,12.15,4.23,0,2.27,1.595,6.41,11.45,1.17,13.73877,3.492135
"2022-01-26 23:20:00",22413,12.88,-3.197,-7.120184,-7.068244,-6.821814,1.954492,2.309473,2.381341,2.653039,2.780725,3.033502,3.258203,3.36413,3.452905,3.450983,13.47485,98.63008,2.447609,12.91974,97.31559,3.515907,220126,231718,2.322,18.18,32.08,20.85,97.02,13.3,3.93,15.84,0.86,0.87,3.91,12.14,4.22,0,2.27,1.595,6.41,11.44,1.18,13.73817,3.51784
"2022-01-26 23:30:00",22414,12.9,-3.468,-7.280493,-7.170691,-6.940283,1.779443,2.26214,2.367059,2.644647,2.783807,3.096094,3.231592,3.376306,3.459619,3.460962,13.49277,98.80594,2.464325,12.8661,96.9178,3.51828,220126,232718,2.246,18.15,32.1,20.86,96.96,13.32,4.09,16.49,0.86,0.86,3.93,12.18,4.23,0,2.27,1.597,6.41,11.44,1.17,13.73781,3.531179
"2022-01-26 23:40:00",22415,12.91,-3.703,-7.211829,-6.987372,-6.920081,1.868372,2.205438,2.51983,2.634424,3.072168,3.125116,3.215356,3.350275,3.43316,3.460016,13.49096,99.1319,2.591034,12.86529,96.92414,3.523193,220126,233717,2.202,18.13,32.12,20.88,96.93,13.33,3.57,14.38,1.05,1.05,3.92,12.18,4.1,0,2.27,1.598,6.41,11.44,1.18,13.73744,3.538281
"2022-01-26 23:50:00",22416,12.88,-3.873,-7.116705,-7.182837,-6.984534,1.839258,2.212183,2.539423,2.6466,2.939996,3.121728,3.275903,3.353662,3.477258,3.454278,13.46775,98.99394,2.603241,12.83516,96.69675,3.523033,220126,234717,2.228,18.15,32.12,20.88,97.05,13.34,4.55,18.33,1.01,1.01,3.93,12.18,4.29,0,2.27,1.6,6.41,11.43,1.17,13.73264,3.531126
"2022-01-27 00:00:00",22417,12.92,-4.006,-7.1677,-7.214148,-7.139014,1.810358,2.129785,2.54342,2.680475,3.0711,3.099664,3.226953,3.405328,3.482629,3.446649,13.43822,98.81956,2.619225,12.81108,96.4811,3.509636,220126,235717,2.156,18.11,32.13,20.88,96.79,13.33,3.39,13.67,0.85,0.85,3.93,12.21,4.12,0,2.27,1.601,6.41,11.43,1.18,13.73328,3.524884
"2022-01-27 00:10:00",22418,12.9,-4.131,-7.321051,-7.40116,-7.227423,1.791681,2.104181,2.540063,2.727746,3.030389,3.091424,3.21441,3.36413,3.463342,3.447168,13.44771,98.87928,2.615456,12.77201,96.19022,3.510979,220127,717,2.1,18.08,32.13,20.89,96.67,13.33,3.54,14.25,0.87,0.87,3.93,12.2,4.09,0,2.28,1.604,6.41,11.43,1.16,13.73571,3.523343
"2022-01-27 00:20:00",22419,12.86,-4.268,-7.290778,-7.136817,-6.8534,1.728967,2.074579,2.562128,2.774469,3.038904,3.074426,3.119714,3.290582,3.46499,3.4367,13.42746,98.72541,2.613556,12.80077,96.37992,3.500458,220127,1717,2.067,18.07,32.15,20.9,96.64,13.34,4.64,18.7,1.05,1.05,3.92,12.18,4.02,0,2.28,1.605,6.41,11.42,1.18,13.73414,3.512311
