"TOA5","CR6_BVR","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_20200813_bjorn.CR6","7440","BVRplatform"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-09-16 11:30:00",4896,14.19,20.19,18.58358,15.83004,16.58877,18.06426,17.11984,17.93655,16.77148,18.49334,15.55483,15.64889,10.86135,10.44106,10.28613,8.579931,89.99587,17.6577,8.522963,87.00827,16.35905,200916,122818,19.21,0.31,0.34,0.22,104.76,9.68,24.33,97.36,18.27,18.29,-0.17,-0.48,-0.11,-0.078,4.39,12.63,1.18,-0.0005872,20.61147
"2020-09-16 11:40:00",4897,14.22,20.08,19.64001,17.04272,22.53582,22.36144,22.40246,22.28323,19.30151,15.71585,13.33187,11.93054,10.86135,10.44106,10.28613,7.204604,82.17335,21.85558,0.37006,3.355137,10.98985,200916,123818,22.651,27.48,28.77,18.7,98.58,8.51,3.26,13.11,0.48,0.5,4.22,12.69,2.07,1.46,4.39,12.68,1.18,15.2499,10.00873
"2020-09-16 11:50:00",4898,14.2,20.35,22.38909,20.40988,19.57781,22.30584,20.61398,21.50433,19.93072,23.20498,17.50262,18.60931,10.86135,10.44106,10.28613,7.66912,89.94803,23.31804,7.805832,85.65711,19.88481,200916,124900,21.37,0.06,0.07,0.05,105.95,9.37,-0.51,-1.97,-0.66,-0.64,-0.06,-0.16,-0.11,-0.079,4.39,12.61,1.18,0.0101256,22.54184
"2020-09-16 12:00:00",4899,14.22,20.93,20.63281,19.96481,18.01959,22.33233,20.57778,19.4941,19.41754,21.0165,17.38684,18.06933,10.86135,10.44106,10.28613,7.520157,87.96687,23.17743,7.929743,85.55329,19.03849,200916,125900,21.808,0.08,0.09,0.06,99.2,8.7,0,0.05,0.24,0.26,-0.16,-0.46,-0.05,-0.036,4.39,12.68,1.18,-0.0007523,21.31198
"2020-09-16 12:10:00",4900,14.11,21.09,20.57635,19.57159,17.8572,22.35629,21.98434,19.60616,21.48797,19.8276,18.25372,18.68322,10.86135,10.44106,10.28613,7.412532,86.0251,22.76088,6.882535,80.28294,23.02943,200916,130900,17.819,0.11,0.13,0.09,98.76,9.38,0.06,0.28,0.56,0.58,-0.28,-0.82,-0.12,-0.083,4.39,12.65,1.18,-0.0009361,19.95199
"2020-09-16 12:20:00",4901,14.22,21.45,20.08691,19.22143,18.89736,22.59115,22.81005,19.76959,20.62078,19.36361,20.41671,19.97668,10.86135,10.44106,10.28613,7.29198,85.31731,23.18954,7.575288,84.69354,20.82956,200916,131900,22.677,27.51,28.79,18.71,91.85,7.93,2.84,11.4,0.45,0.47,4.22,12.69,2.12,1.498,4.39,12.68,1.18,0.0019982,21.62716
"2020-09-16 12:30:00",4902,14.22,21.73,21.29586,20.76132,17.8272,22.75683,22.82498,19.56979,20.81463,19.60592,22.28652,20.25439,10.86135,10.44106,10.28613,7.323086,85.75083,23.23246,7.605656,85.35784,21.02414,200916,132900,22.7,27.5,28.77,18.7,91.56,7.9,2.89,11.6,0.49,0.51,4.24,12.74,2.13,1.501,4.39,12.66,1.18,0.0012407,21.13198
"2020-09-16 12:40:00",4903,14.21,21.22,20.11578,19.79229,17.27835,22.55865,22.68054,21.15725,19.68469,17.26754,22.087,20.39559,10.86135,10.44106,10.28613,"NAN","NAN","NAN","NAN","NAN","NAN",200916,133859,22.704,27.51,28.77,18.7,91.68,7.91,2.99,12.01,0.49,0.51,4.24,12.74,2.04,1.442,4.39,12.67,1.18,-0.0002451,19.62512
