:886&1609941882-1.9.0-281&17:296&32:194&33:213&18:105
&886&1609942240&17:10000,22.8&32:0.0,0.0,0,0.00&33:207.0,18.2,1029,20.12&18:10000,16.2&0:39.5
&886&1609942580&17:10000,22.9&32:0.0,0.0,0,0.00&33:207.1,18.2,1029,20.13&18:10000,16.2&0:39.7
&886&1609942880&17:10000,22.8&32:0.0,0.0,0,0.00&33:207.5,18.2,1029,20.16&18:10000,16.1&0:39.0
&886&1609943180&17:10000,22.8&32:0.0,0.0,0,0.00&33:207.2,18.2,1029,20.13&18:10000,16.1&0:38.8
&886&1609943480&17:10000,22.8&32:0.0,0.0,0,0.00&33:207.5,18.2,1029,20.17&18:10000,16.2&0:38.8
&886&1609943780&17:10000,22.8&32:0.0,0.0,0,0.00&33:207.8,18.2,1029,20.19&18:10000,16.2&0:38.9
&886&1609944080&17:10000,22.7&32:0.0,0.0,0,0.00&33:207.8,18.2,1029,20.19&18:10000,16.2&0:38.9
&886&1609944380&17:10000,22.7&32:0.0,0.0,0,0.00&33:207.3,18.1,1029,20.15&18:10000,16.1&0:38.7
&886&1609944680&17:10000,22.6&32:0.0,0.0,0,0.00&33:207.6,18.1,1029,20.18&18:10000,16.1&0:38.4
&886&1609944980&17:10000,22.6&32:0.0,0.0,0,0.00&33:207.4,18.1,1029,20.15&18:10000,16.1&0:38.0
&886&1609945280&17:10000,22.5&32:0.0,0.0,0,0.00&33:207.6,18.2,1029,20.18&18:10000,16.1&0:38.1
&886&1609945580&17:10000,22.5&32:0.0,0.0,0,0.00&33:1.0,207.4,1030,20.13&18:10000,16.2&0:37.2
&886&1609945880&17:10000,22.5&32:0.0,0.0,0,0.00&33:207.8,18.1,1030,20.18&18:10000,16.1&0:37.1
&886&1609946180&17:10000,22.5&32:0.0,0.0,0,0.00&33:1.0,207.9,1030,20.19&18:10000,16.1&0:36.4
&886&1609946480&17:10000,22.4&32:0.0,0.0,0,0.00&33:208.0,18.1,1029,20.22&18:10000,16.0&0:36.1
&886&1609946780&17:10000,22.4&32:0.0,0.0,0,0.00&33:208.0,18.0,1029,20.21&18:10000,16.0&0:35.6
&886&1609947080&17:10000,22.3&32:0.0,0.0,0,0.00&33:207.9,18.0,1029,20.21&18:10000,16.0&0:35.1
&886&1609947380&17:10000,22.3&32:0.0,0.0,0,0.00&33:1.0,207.9,1029,20.20&18:10000,16.0&0:35.1
&886&1609947680&17:10000,22.3&32:0.0,0.0,0,0.00&33:208.0,18.1,1029,20.21&18:10000,16.1&0:34.5
&886&1609947980&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:208.3,18.0,1029,20.24&18:10000,16.0&0:34.3
&886&1609948280&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:208.1,18.0,1029,20.22&18:10000,16.0&0:34.0
&886&1609948580&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:208.0,18.0,1029,20.21&18:10000,16.0&0:33.6
&886&1609948880&17:10000,22.1&32:-1.0,-1.0,-1,-1.00&33:207.9,18.1,1029,20.20&18:10000,16.0&0:33.3
&886&1609949180&17:10000,22.1&32:0.0,0.0,0,0.00&33:208.0,18.0,1030,20.19&18:10000,16.0&0:32.8
&886&1609949480&17:10000,22.0&32:0.0,0.0,0,0.00&33:1.0,208.0,1030,20.19&18:10000,16.1&0:32.6
&886&1609949780&17:10000,22.0&32:0.0,0.0,0,0.00&33:208.5,18.1,1030,20.24&18:10000,16.1&0:32.4
&886&1609950080&17:10000,22.0&32:0.0,0.0,0,0.00&33:1.0,208.1,1030,20.21&18:10000,16.1&0:32.1
&886&1609950380&17:10000,22.0&32:0.0,0.0,0,0.00&33:208.4,18.2,1030,20.24&18:10000,16.2&0:31.8
&886&1609950680&17:10000,21.9&32:0.0,0.0,0,0.00&33:208.2,18.2,1030,20.21&18:10000,16.1&0:31.6
&886&1609950980&17:10000,21.9&32:0.0,0.0,0,0.00&33:1.0,208.1,1031,20.19&18:10000,16.2&0:31.2
&886&1609951280&17:10000,21.9&32:0.0,0.0,0,0.00&33:1.0,208.3,1031,20.20&18:10000,16.2&0:30.9
&886&1609951580&17:10000,21.9&32:0.0,0.0,0,0.00&33:1.0,208.3,1031,20.21&18:10000,16.2&0:30.6
