"","DateTime","Status","Valve","Measurement time","correctvalve_a","logtime_a","wavelength","absorbance","Depth"
"2524",2020-05-29 13:59:59,"Ok",2,"20/5/29 14:1",2,1590775109,"500nm",5.6315,"1.6"
"2525",2020-05-29 13:59:59,"Ok",2,"20/5/29 14:1",2,1590775109,"600nm",4.9135,"1.6"
"2526",2020-05-29 13:59:59,"Ok",2,"20/5/29 14:1",2,1590775109,"700nm",4.5831,"1.6"
"2527",2020-05-29 15:30:59,"Ok",2,"20/5/29 15:32",2,1590780569,"200nm",20.3863,"1.6"
"2528",2020-05-29 15:30:59,"Ok",2,"20/5/29 15:32",2,1590780569,"300nm",12.6376,"1.6"
"2529",2020-05-29 15:30:59,"Ok",2,"20/5/29 15:32",2,1590780569,"400nm",8.135,"1.6"
"2530",2020-05-29 15:30:59,"Ok",2,"20/5/29 15:32",2,1590780569,"500nm",5.8458,"1.6"
"2531",2020-05-29 15:30:59,"Ok",2,"20/5/29 15:32",2,1590780569,"600nm",5.127,"1.6"
"2532",2020-05-29 15:30:59,"Ok",2,"20/5/29 15:32",2,1590780569,"700nm",4.8015,"1.6"
"2533",2020-05-29 17:01:59,"Ok",2,"20/5/29 17:3",2,1590786029,"200nm",20.3395,"1.6"
"2534",2020-05-29 17:01:59,"Ok",2,"20/5/29 17:3",2,1590786029,"300nm",12.4343,"1.6"
"2535",2020-05-29 17:01:59,"Ok",2,"20/5/29 17:3",2,1590786029,"400nm",7.8632,"1.6"
"2536",2020-05-29 17:01:59,"Ok",2,"20/5/29 17:3",2,1590786029,"500nm",5.5579,"1.6"
"2537",2020-05-29 17:01:59,"Ok",2,"20/5/29 17:3",2,1590786029,"600nm",4.8248,"1.6"
"2538",2020-05-29 17:01:59,"Ok",2,"20/5/29 17:3",2,1590786029,"700nm",4.5087,"1.6"
"2539",2020-05-29 18:32:59,"Ok",2,"20/5/29 18:34",2,1590791490,"200nm",20.2399,"1.6"
"2540",2020-05-29 18:32:59,"Ok",2,"20/5/29 18:34",2,1590791490,"300nm",12.4584,"1.6"
"2541",2020-05-29 18:32:59,"Ok",2,"20/5/29 18:34",2,1590791490,"400nm",8.0137,"1.6"
"2542",2020-05-29 18:32:59,"Ok",2,"20/5/29 18:34",2,1590791490,"500nm",5.747,"1.6"
"2543",2020-05-29 18:32:59,"Ok",2,"20/5/29 18:34",2,1590791490,"600nm",5.0285,"1.6"
"2544",2020-05-29 18:32:59,"Ok",2,"20/5/29 18:34",2,1590791490,"700nm",4.7127,"1.6"
"2545",2020-05-29 20:03:59,"Ok",2,"20/5/29 20:5",2,1590796950,"200nm",20.2279,"1.6"
"2546",2020-05-29 20:03:59,"Ok",2,"20/5/29 20:5",2,1590796950,"300nm",12.4031,"1.6"
"2547",2020-05-29 20:03:59,"Ok",2,"20/5/29 20:5",2,1590796950,"400nm",7.8315,"1.6"
"2548",2020-05-29 20:03:59,"Ok",2,"20/5/29 20:5",2,1590796950,"500nm",5.5237,"1.6"
"2549",2020-05-29 20:03:59,"Ok",2,"20/5/29 20:5",2,1590796950,"600nm",4.8025,"1.6"
"2550",2020-05-29 20:03:59,"Ok",2,"20/5/29 20:5",2,1590796950,"700nm",4.4849,"1.6"
"2551",2020-05-29 21:34:59,"Ok",2,"20/5/29 21:36",2,1590802410,"200nm",20.5375,"1.6"
"2552",2020-05-29 21:34:59,"Ok",2,"20/5/29 21:36",2,1590802410,"300nm",12.7398,"1.6"
"2553",2020-05-29 21:34:59,"Ok",2,"20/5/29 21:36",2,1590802410,"400nm",8.2671,"1.6"
"2554",2020-05-29 21:34:59,"Ok",2,"20/5/29 21:36",2,1590802410,"500nm",5.9997,"1.6"
"2555",2020-05-29 21:34:59,"Ok",2,"20/5/29 21:36",2,1590802410,"600nm",5.29,"1.6"
"2556",2020-05-29 21:34:59,"Ok",2,"20/5/29 21:36",2,1590802410,"700nm",4.958,"1.6"
"2557",2020-05-29 23:05:59,"Ok",2,"20/5/29 23:7",2,1590807870,"200nm",20.5034,"1.6"
"2558",2020-05-29 23:05:59,"Ok",2,"20/5/29 23:7",2,1590807870,"300nm",12.5356,"1.6"
"2559",2020-05-29 23:05:59,"Ok",2,"20/5/29 23:7",2,1590807870,"400nm",7.9631,"1.6"
"2560",2020-05-29 23:05:59,"Ok",2,"20/5/29 23:7",2,1590807870,"500nm",5.6413,"1.6"
"2561",2020-05-29 23:05:59,"Ok",2,"20/5/29 23:7",2,1590807870,"600nm",4.9216,"1.6"
"2562",2020-05-29 23:05:59,"Ok",2,"20/5/29 23:7",2,1590807870,"700nm",4.5803,"1.6"
"2563",2020-05-30 00:20:59,"Ok",2,"20/5/30 0:22",2,1590812367,"200nm",20.7629,"1.6"
"2564",2020-05-30 00:20:59,"Ok",2,"20/5/30 0:22",2,1590812367,"300nm",12.8838,"1.6"
"2565",2020-05-30 00:20:59,"Ok",2,"20/5/30 0:22",2,1590812367,"400nm",8.1382,"1.6"
"2566",2020-05-30 00:20:59,"Ok",2,"20/5/30 0:22",2,1590812367,"500nm",5.6846,"1.6"
"2567",2020-05-30 00:20:59,"Ok",2,"20/5/30 0:22",2,1590812367,"600nm",4.9124,"1.6"
"2568",2020-05-30 00:20:59,"Ok",2,"20/5/30 0:22",2,1590812367,"700nm",4.567,"1.6"
"2569",2020-05-30 01:51:59,"Ok",2,"20/5/30 1:53",2,1590817828,"200nm",20.7273,"1.6"
"2570",2020-05-30 01:51:59,"Ok",2,"20/5/30 1:53",2,1590817828,"300nm",12.7614,"1.6"
"2571",2020-05-30 01:51:59,"Ok",2,"20/5/30 1:53",2,1590817828,"400nm",8.1438,"1.6"
"2572",2020-05-30 01:51:59,"Ok",2,"20/5/30 1:53",2,1590817828,"500nm",5.7786,"1.6"
"2573",2020-05-30 01:51:59,"Ok",2,"20/5/30 1:53",2,1590817828,"600nm",5.047,"1.6"
"2574",2020-05-30 01:51:59,"Ok",2,"20/5/30 1:53",2,1590817828,"700nm",4.7076,"1.6"
"2575",2020-05-30 03:22:59,"Ok",2,"20/5/30 3:24",2,1590823288,"200nm",21.0072,"1.6"
"2576",2020-05-30 03:22:59,"Ok",2,"20/5/30 3:24",2,1590823288,"300nm",12.9602,"1.6"
"2577",2020-05-30 03:22:59,"Ok",2,"20/5/30 3:24",2,1590823288,"400nm",8.3195,"1.6"
"2578",2020-05-30 03:22:59,"Ok",2,"20/5/30 3:24",2,1590823288,"500nm",5.9505,"1.6"
"2579",2020-05-30 03:22:59,"Ok",2,"20/5/30 3:24",2,1590823288,"600nm",5.2296,"1.6"
"2580",2020-05-30 03:22:59,"Ok",2,"20/5/30 3:24",2,1590823288,"700nm",4.8798,"1.6"
"2581",2020-05-30 04:53:59,"Ok",2,"20/5/30 4:55",2,1590828748,"200nm",20.8521,"1.6"
"2582",2020-05-30 04:53:59,"Ok",2,"20/5/30 4:55",2,1590828748,"300nm",12.8358,"1.6"
"2583",2020-05-30 04:53:59,"Ok",2,"20/5/30 4:55",2,1590828748,"400nm",8.1988,"1.6"
"2584",2020-05-30 04:53:59,"Ok",2,"20/5/30 4:55",2,1590828748,"500nm",5.8274,"1.6"
"2585",2020-05-30 04:53:59,"Ok",2,"20/5/30 4:55",2,1590828748,"600nm",5.0946,"1.6"
"2586",2020-05-30 04:53:59,"Ok",2,"20/5/30 4:55",2,1590828748,"700nm",4.7592,"1.6"
"2587",2020-05-30 06:24:59,"Ok",2,"20/5/30 6:26",2,1590834208,"200nm",20.6874,"1.6"
"2588",2020-05-30 06:24:59,"Ok",2,"20/5/30 6:26",2,1590834208,"300nm",12.6953,"1.6"
"2589",2020-05-30 06:24:59,"Ok",2,"20/5/30 6:26",2,1590834208,"400nm",8.0016,"1.6"
"2590",2020-05-30 06:24:59,"Ok",2,"20/5/30 6:26",2,1590834208,"500nm",5.6064,"1.6"
"2591",2020-05-30 06:24:59,"Ok",2,"20/5/30 6:26",2,1590834208,"600nm",4.8705,"1.6"
"2592",2020-05-30 06:24:59,"Ok",2,"20/5/30 6:26",2,1590834208,"700nm",4.5339,"1.6"
"2593",2020-05-30 07:55:59,"Ok",2,"20/5/30 7:57",2,1590839668,"200nm",20.716,"1.6"
"2594",2020-05-30 07:55:59,"Ok",2,"20/5/30 7:57",2,1590839668,"300nm",12.7331,"1.6"
"2595",2020-05-30 07:55:59,"Ok",2,"20/5/30 7:57",2,1590839668,"400nm",8.0419,"1.6"
"2596",2020-05-30 07:55:59,"Ok",2,"20/5/30 7:57",2,1590839668,"500nm",5.6469,"1.6"
"2597",2020-05-30 07:55:59,"Ok",2,"20/5/30 7:57",2,1590839668,"600nm",4.9049,"1.6"
"2598",2020-05-30 07:55:59,"Ok",2,"20/5/30 7:57",2,1590839668,"700nm",4.5687,"1.6"
"2599",2020-05-30 09:26:59,"Ok",2,"20/5/30 9:28",2,1590845128,"200nm",20.5851,"1.6"
"2600",2020-05-30 09:26:59,"Ok",2,"20/5/30 9:28",2,1590845128,"300nm",12.6657,"1.6"
"2601",2020-05-30 09:26:59,"Ok",2,"20/5/30 9:28",2,1590845128,"400nm",8.0307,"1.6"
"2602",2020-05-30 09:26:59,"Ok",2,"20/5/30 9:28",2,1590845128,"500nm",5.6422,"1.6"
"2603",2020-05-30 09:26:59,"Ok",2,"20/5/30 9:28",2,1590845128,"600nm",4.8868,"1.6"
"2604",2020-05-30 09:26:59,"Ok",2,"20/5/30 9:28",2,1590845128,"700nm",4.5706,"1.6"
"2605",2020-05-30 10:57:59,"Ok",2,"20/5/30 10:59",2,1590850588,"200nm",20.6502,"1.6"
"2606",2020-05-30 10:57:59,"Ok",2,"20/5/30 10:59",2,1590850588,"300nm",12.7014,"1.6"
"2607",2020-05-30 10:57:59,"Ok",2,"20/5/30 10:59",2,1590850588,"400nm",8.0405,"1.6"
"2608",2020-05-30 10:57:59,"Ok",2,"20/5/30 10:59",2,1590850588,"500nm",5.6392,"1.6"
"2609",2020-05-30 10:57:59,"Ok",2,"20/5/30 10:59",2,1590850588,"600nm",4.8883,"1.6"
"2610",2020-05-30 10:57:59,"Ok",2,"20/5/30 10:59",2,1590850588,"700nm",4.5753,"1.6"
"2611",2020-05-30 12:28:59,"Ok",2,"20/5/30 12:30",2,1590856049,"200nm",20.8146,"1.6"
"2612",2020-05-30 12:28:59,"Ok",2,"20/5/30 12:30",2,1590856049,"300nm",12.7536,"1.6"
"2613",2020-05-30 12:28:59,"Ok",2,"20/5/30 12:30",2,1590856049,"400nm",8.0692,"1.6"
"2614",2020-05-30 12:28:59,"Ok",2,"20/5/30 12:30",2,1590856049,"500nm",5.6535,"1.6"
"2615",2020-05-30 12:28:59,"Ok",2,"20/5/30 12:30",2,1590856049,"600nm",4.8967,"1.6"
"2616",2020-05-30 12:28:59,"Ok",2,"20/5/30 12:30",2,1590856049,"700nm",4.5845,"1.6"
"2617",2020-05-30 13:59:59,"Ok",2,"20/5/30 14:1",2,1590861509,"200nm",20.9689,"1.6"
"2618",2020-05-30 13:59:59,"Ok",2,"20/5/30 14:1",2,1590861509,"300nm",12.8994,"1.6"
"2619",2020-05-30 13:59:59,"Ok",2,"20/5/30 14:1",2,1590861509,"400nm",8.1392,"1.6"
"2620",2020-05-30 13:59:59,"Ok",2,"20/5/30 14:1",2,1590861509,"500nm",5.7085,"1.6"
"2621",2020-05-30 13:59:59,"Ok",2,"20/5/30 14:1",2,1590861509,"600nm",4.9435,"1.6"
"2622",2020-05-30 13:59:59,"Ok",2,"20/5/30 14:1",2,1590861509,"700nm",4.6457,"1.6"
"2623",2020-05-30 15:30:59,"Ok",2,"20/5/30 15:32",2,1590866969,"200nm",22.0769,"1.6"
"2624",2020-05-30 15:30:59,"Ok",2,"20/5/30 15:32",2,1590866969,"300nm",13.8115,"1.6"
"2625",2020-05-30 15:30:59,"Ok",2,"20/5/30 15:32",2,1590866969,"400nm",8.9332,"1.6"
"2626",2020-05-30 15:30:59,"Ok",2,"20/5/30 15:32",2,1590866969,"500nm",6.3847,"1.6"
"2627",2020-05-30 15:30:59,"Ok",2,"20/5/30 15:32",2,1590866969,"600nm",5.5553,"1.6"
"2628",2020-05-30 15:30:59,"Ok",2,"20/5/30 15:32",2,1590866969,"700nm",5.1886,"1.6"
"2629",2020-05-30 17:01:59,"Ok",2,"20/5/30 17:3",2,1590872429,"200nm",20.69,"1.6"
"2630",2020-05-30 17:01:59,"Ok",2,"20/5/30 17:3",2,1590872429,"300nm",12.6723,"1.6"
"2631",2020-05-30 17:01:59,"Ok",2,"20/5/30 17:3",2,1590872429,"400nm",7.941,"1.6"
"2632",2020-05-30 17:01:59,"Ok",2,"20/5/30 17:3",2,1590872429,"500nm",5.5205,"1.6"
"2633",2020-05-30 17:01:59,"Ok",2,"20/5/30 17:3",2,1590872429,"600nm",4.7571,"1.6"
"2634",2020-05-30 17:01:59,"Ok",2,"20/5/30 17:3",2,1590872429,"700nm",4.4333,"1.6"
"2635",2020-05-30 18:32:59,"Ok",2,"20/5/30 18:34",2,1590877889,"200nm",20.9943,"1.6"
"2636",2020-05-30 18:32:59,"Ok",2,"20/5/30 18:34",2,1590877889,"300nm",12.9955,"1.6"
"2637",2020-05-30 18:32:59,"Ok",2,"20/5/30 18:34",2,1590877889,"400nm",8.2129,"1.6"
"2638",2020-05-30 18:32:59,"Ok",2,"20/5/30 18:34",2,1590877889,"500nm",5.7513,"1.6"
"2639",2020-05-30 18:32:59,"Ok",2,"20/5/30 18:34",2,1590877889,"600nm",4.9747,"1.6"
"2640",2020-05-30 18:32:59,"Ok",2,"20/5/30 18:34",2,1590877889,"700nm",4.6496,"1.6"
"2641",2020-05-30 20:03:59,"Ok",2,"20/5/30 20:5",2,1590883350,"200nm",20.7884,"1.6"
"2642",2020-05-30 20:03:59,"Ok",2,"20/5/30 20:5",2,1590883350,"300nm",12.6944,"1.6"
"2643",2020-05-30 20:03:59,"Ok",2,"20/5/30 20:5",2,1590883350,"400nm",7.9802,"1.6"
"2644",2020-05-30 20:03:59,"Ok",2,"20/5/30 20:5",2,1590883350,"500nm",5.5633,"1.6"
"2645",2020-05-30 20:03:59,"Ok",2,"20/5/30 20:5",2,1590883350,"600nm",4.8037,"1.6"
"2646",2020-05-30 20:03:59,"Ok",2,"20/5/30 20:5",2,1590883350,"700nm",4.4885,"1.6"
"2647",2020-05-30 21:34:59,"Ok",2,"20/5/30 21:36",2,1590888810,"200nm",20.9372,"1.6"
"2648",2020-05-30 21:34:59,"Ok",2,"20/5/30 21:36",2,1590888810,"300nm",12.7918,"1.6"
"2649",2020-05-30 21:34:59,"Ok",2,"20/5/30 21:36",2,1590888810,"400nm",8.0054,"1.6"
"2650",2020-05-30 21:34:59,"Ok",2,"20/5/30 21:36",2,1590888810,"500nm",5.5479,"1.6"
"2651",2020-05-30 21:34:59,"Ok",2,"20/5/30 21:36",2,1590888810,"600nm",4.7873,"1.6"
"2652",2020-05-30 21:34:59,"Ok",2,"20/5/30 21:36",2,1590888810,"700nm",4.4561,"1.6"
"2653",2020-05-30 23:05:59,"Ok",2,"20/5/30 23:7",2,1590894270,"200nm",20.9047,"1.6"
"2654",2020-05-30 23:05:59,"Ok",2,"20/5/30 23:7",2,1590894270,"300nm",12.8819,"1.6"
"2655",2020-05-30 23:05:59,"Ok",2,"20/5/30 23:7",2,1590894270,"400nm",8.2031,"1.6"
"2656",2020-05-30 23:05:59,"Ok",2,"20/5/30 23:7",2,1590894270,"500nm",5.7887,"1.6"
"2657",2020-05-30 23:05:59,"Ok",2,"20/5/30 23:7",2,1590894270,"600nm",5.0498,"1.6"
"2658",2020-05-30 23:05:59,"Ok",2,"20/5/30 23:7",2,1590894270,"700nm",4.7138,"1.6"
"2659",2020-05-31 00:20:59,"Ok",2,"20/5/31 0:22",2,1590898767,"200nm",21.5486,"1.6"
"2660",2020-05-31 00:20:59,"Ok",2,"20/5/31 0:22",2,1590898767,"300nm",13.3999,"1.6"
"2661",2020-05-31 00:20:59,"Ok",2,"20/5/31 0:22",2,1590898767,"400nm",8.4485,"1.6"
"2662",2020-05-31 00:20:59,"Ok",2,"20/5/31 0:22",2,1590898767,"500nm",5.8634,"1.6"
"2663",2020-05-31 00:20:59,"Ok",2,"20/5/31 0:22",2,1590898767,"600nm",5.0766,"1.6"
"2664",2020-05-31 00:20:59,"Ok",2,"20/5/31 0:22",2,1590898767,"700nm",4.7121,"1.6"
"2665",2020-05-31 01:51:59,"Ok",2,"20/5/31 1:53",2,1590904228,"200nm",21.369,"1.6"
"2666",2020-05-31 01:51:59,"Ok",2,"20/5/31 1:53",2,1590904228,"300nm",13.0646,"1.6"
"2667",2020-05-31 01:51:59,"Ok",2,"20/5/31 1:53",2,1590904228,"400nm",8.1862,"1.6"
"2668",2020-05-31 01:51:59,"Ok",2,"20/5/31 1:53",2,1590904228,"500nm",5.6726,"1.6"
"2669",2020-05-31 01:51:59,"Ok",2,"20/5/31 1:53",2,1590904228,"600nm",4.9244,"1.6"
"2670",2020-05-31 01:51:59,"Ok",2,"20/5/31 1:53",2,1590904228,"700nm",4.5675,"1.6"
"2671",2020-05-31 03:22:59,"Ok",2,"20/5/31 3:24",2,1590909688,"200nm",21.3129,"1.6"
"2672",2020-05-31 03:22:59,"Ok",2,"20/5/31 3:24",2,1590909688,"300nm",13.0343,"1.6"
"2673",2020-05-31 03:22:59,"Ok",2,"20/5/31 3:24",2,1590909688,"400nm",8.181,"1.6"
"2674",2020-05-31 03:22:59,"Ok",2,"20/5/31 3:24",2,1590909688,"500nm",5.6676,"1.6"
"2675",2020-05-31 03:22:59,"Ok",2,"20/5/31 3:24",2,1590909688,"600nm",4.9215,"1.6"
"2676",2020-05-31 03:22:59,"Ok",2,"20/5/31 3:24",2,1590909688,"700nm",4.5672,"1.6"
"2677",2020-05-31 04:53:59,"Ok",2,"20/5/31 4:55",2,1590915148,"200nm",21.2933,"1.6"
"2678",2020-05-31 04:53:59,"Ok",2,"20/5/31 4:55",2,1590915148,"300nm",12.9918,"1.6"
"2679",2020-05-31 04:53:59,"Ok",2,"20/5/31 4:55",2,1590915148,"400nm",8.0898,"1.6"
"2680",2020-05-31 04:53:59,"Ok",2,"20/5/31 4:55",2,1590915148,"500nm",5.5605,"1.6"
"2681",2020-05-31 04:53:59,"Ok",2,"20/5/31 4:55",2,1590915148,"600nm",4.8016,"1.6"
"2682",2020-05-31 04:53:59,"Ok",2,"20/5/31 4:55",2,1590915148,"700nm",4.4536,"1.6"
"2683",2020-05-31 06:24:59,"Ok",2,"20/5/31 6:26",2,1590920608,"200nm",21.4672,"1.6"
"2684",2020-05-31 06:24:59,"Ok",2,"20/5/31 6:26",2,1590920608,"300nm",13.1864,"1.6"
"2685",2020-05-31 06:24:59,"Ok",2,"20/5/31 6:26",2,1590920608,"400nm",8.2436,"1.6"
"2686",2020-05-31 06:24:59,"Ok",2,"20/5/31 6:26",2,1590920608,"500nm",5.6915,"1.6"
"2687",2020-05-31 06:24:59,"Ok",2,"20/5/31 6:26",2,1590920608,"600nm",4.9308,"1.6"
"2688",2020-05-31 06:24:59,"Ok",2,"20/5/31 6:26",2,1590920608,"700nm",4.5768,"1.6"
"2689",2020-05-31 07:55:59,"Ok",2,"20/5/31 7:57",2,1590926068,"200nm",21.5191,"1.6"
"2690",2020-05-31 07:55:59,"Ok",2,"20/5/31 7:57",2,1590926068,"300nm",13.0588,"1.6"
"2691",2020-05-31 07:55:59,"Ok",2,"20/5/31 7:57",2,1590926068,"400nm",8.2038,"1.6"
"2692",2020-05-31 07:55:59,"Ok",2,"20/5/31 7:57",2,1590926068,"500nm",5.6862,"1.6"
"2693",2020-05-31 07:55:59,"Ok",2,"20/5/31 7:57",2,1590926068,"600nm",4.9404,"1.6"
"2694",2020-05-31 07:55:59,"Ok",2,"20/5/31 7:57",2,1590926068,"700nm",4.5697,"1.6"
"2695",2020-05-31 09:26:59,"Ok",2,"20/5/31 9:28",2,1590931528,"200nm",21.6651,"1.6"
"2696",2020-05-31 09:26:59,"Ok",2,"20/5/31 9:28",2,1590931528,"300nm",13.3415,"1.6"
"2697",2020-05-31 09:26:59,"Ok",2,"20/5/31 9:28",2,1590931528,"400nm",8.4163,"1.6"
"2698",2020-05-31 09:26:59,"Ok",2,"20/5/31 9:28",2,1590931528,"500nm",5.8574,"1.6"
"2699",2020-05-31 09:26:59,"Ok",2,"20/5/31 9:28",2,1590931528,"600nm",5.0897,"1.6"
"2700",2020-05-31 09:26:59,"Ok",2,"20/5/31 9:28",2,1590931528,"700nm",4.7549,"1.6"
"2701",2020-05-31 10:57:59,"Ok",2,"20/5/31 10:59",2,1590936988,"200nm",21.5846,"1.6"
"2702",2020-05-31 10:57:59,"Ok",2,"20/5/31 10:59",2,1590936988,"300nm",13.2118,"1.6"
"2703",2020-05-31 10:57:59,"Ok",2,"20/5/31 10:59",2,1590936988,"400nm",8.2874,"1.6"
"2704",2020-05-31 10:57:59,"Ok",2,"20/5/31 10:59",2,1590936988,"500nm",5.7277,"1.6"
"2705",2020-05-31 10:57:59,"Ok",2,"20/5/31 10:59",2,1590936988,"600nm",4.9301,"1.6"
"2706",2020-05-31 10:57:59,"Ok",2,"20/5/31 10:59",2,1590936988,"700nm",4.6063,"1.6"
"2707",2020-05-31 12:28:59,"Ok",2,"20/5/31 12:30",2,1590942448,"200nm",21.5049,"1.6"
"2708",2020-05-31 12:28:59,"Ok",2,"20/5/31 12:30",2,1590942448,"300nm",13.1476,"1.6"
"2709",2020-05-31 12:28:59,"Ok",2,"20/5/31 12:30",2,1590942448,"400nm",8.2393,"1.6"
"2710",2020-05-31 12:28:59,"Ok",2,"20/5/31 12:30",2,1590942448,"500nm",5.6888,"1.6"
"2711",2020-05-31 12:28:59,"Ok",2,"20/5/31 12:30",2,1590942448,"600nm",4.8954,"1.6"
"2712",2020-05-31 12:28:59,"Ok",2,"20/5/31 12:30",2,1590942448,"700nm",4.567,"1.6"
"2713",2020-05-31 13:59:59,"Ok",2,"20/5/31 14:1",2,1590947908,"200nm",22.0261,"1.6"
"2714",2020-05-31 13:59:59,"Ok",2,"20/5/31 14:1",2,1590947908,"300nm",13.5341,"1.6"
"2715",2020-05-31 13:59:59,"Ok",2,"20/5/31 14:1",2,1590947908,"400nm",8.628,"1.6"
"2716",2020-05-31 13:59:59,"Ok",2,"20/5/31 14:1",2,1590947908,"500nm",6.0618,"1.6"
"2717",2020-05-31 13:59:59,"Ok",2,"20/5/31 14:1",2,1590947908,"600nm",5.2489,"1.6"
"2718",2020-05-31 13:59:59,"Ok",2,"20/5/31 14:1",2,1590947908,"700nm",4.9152,"1.6"
"2719",2020-05-31 15:30:59,"Ok",2,"20/5/31 15:32",2,1590953369,"200nm",21.8169,"1.6"
"2720",2020-05-31 15:30:59,"Ok",2,"20/5/31 15:32",2,1590953369,"300nm",13.3761,"1.6"
"2721",2020-05-31 15:30:59,"Ok",2,"20/5/31 15:32",2,1590953369,"400nm",8.5267,"1.6"
"2722",2020-05-31 15:30:59,"Ok",2,"20/5/31 15:32",2,1590953369,"500nm",6.0199,"1.6"
"2723",2020-05-31 15:30:59,"Ok",2,"20/5/31 15:32",2,1590953369,"600nm",5.2294,"1.6"
"2724",2020-05-31 15:30:59,"Ok",2,"20/5/31 15:32",2,1590953369,"700nm",4.9175,"1.6"
"2725",2020-05-31 17:01:59,"Ok",2,"20/5/31 17:3",2,1590958829,"200nm",21.5652,"1.6"
"2726",2020-05-31 17:01:59,"Ok",2,"20/5/31 17:3",2,1590958829,"300nm",13.3921,"1.6"
"2727",2020-05-31 17:01:59,"Ok",2,"20/5/31 17:3",2,1590958829,"400nm",8.548,"1.6"
"2728",2020-05-31 17:01:59,"Ok",2,"20/5/31 17:3",2,1590958829,"500nm",6.0515,"1.6"
"2729",2020-05-31 17:01:59,"Ok",2,"20/5/31 17:3",2,1590958829,"600nm",5.2663,"1.6"
"2730",2020-05-31 17:01:59,"Ok",2,"20/5/31 17:3",2,1590958829,"700nm",4.9403,"1.6"
"2731",2020-05-31 18:32:59,"Ok",2,"20/5/31 18:34",2,1590964289,"200nm",21.0172,"1.6"
"2732",2020-05-31 18:32:59,"Ok",2,"20/5/31 18:34",2,1590964289,"300nm",12.9451,"1.6"
"2733",2020-05-31 18:32:59,"Ok",2,"20/5/31 18:34",2,1590964289,"400nm",8.1223,"1.6"
"2734",2020-05-31 18:32:59,"Ok",2,"20/5/31 18:34",2,1590964289,"500nm",5.6157,"1.6"
"2735",2020-05-31 18:32:59,"Ok",2,"20/5/31 18:34",2,1590964289,"600nm",4.8286,"1.6"
"2736",2020-05-31 18:32:59,"Ok",2,"20/5/31 18:34",2,1590964289,"700nm",4.4824,"1.6"
"2737",2020-05-31 20:03:59,"Ok",2,"20/5/31 20:5",2,1590969749,"200nm",21.2427,"1.6"
"2738",2020-05-31 20:03:59,"Ok",2,"20/5/31 20:5",2,1590969749,"300nm",13.024,"1.6"
"2739",2020-05-31 20:03:59,"Ok",2,"20/5/31 20:5",2,1590969749,"400nm",8.1944,"1.6"
"2740",2020-05-31 20:03:59,"Ok",2,"20/5/31 20:5",2,1590969749,"500nm",5.6791,"1.6"
"2741",2020-05-31 20:03:59,"Ok",2,"20/5/31 20:5",2,1590969749,"600nm",4.9012,"1.6"
"2742",2020-05-31 20:03:59,"Ok",2,"20/5/31 20:5",2,1590969749,"700nm",4.5512,"1.6"
"2743",2020-05-31 21:34:59,"Ok",2,"20/5/31 21:36",2,1590975209,"200nm",21.5712,"1.6"
"2744",2020-05-31 21:34:59,"Ok",2,"20/5/31 21:36",2,1590975209,"300nm",13.1385,"1.6"
"2745",2020-05-31 21:34:59,"Ok",2,"20/5/31 21:36",2,1590975209,"400nm",8.2466,"1.6"
"2746",2020-05-31 21:34:59,"Ok",2,"20/5/31 21:36",2,1590975209,"500nm",5.6862,"1.6"
"2747",2020-05-31 21:34:59,"Ok",2,"20/5/31 21:36",2,1590975209,"600nm",4.8894,"1.6"
"2748",2020-05-31 21:34:59,"Ok",2,"20/5/31 21:36",2,1590975209,"700nm",4.5233,"1.6"
"2749",2020-05-31 23:05:59,"Ok",2,"20/5/31 23:7",2,1590980670,"200nm",21.5471,"1.6"
"2750",2020-05-31 23:05:59,"Ok",2,"20/5/31 23:7",2,1590980670,"300nm",13.1765,"1.6"
"2751",2020-05-31 23:05:59,"Ok",2,"20/5/31 23:7",2,1590980670,"400nm",8.2472,"1.6"
"2752",2020-05-31 23:05:59,"Ok",2,"20/5/31 23:7",2,1590980670,"500nm",5.6831,"1.6"
"2753",2020-05-31 23:05:59,"Ok",2,"20/5/31 23:7",2,1590980670,"600nm",4.9081,"1.6"
"2754",2020-05-31 23:05:59,"Ok",2,"20/5/31 23:7",2,1590980670,"700nm",4.5491,"1.6"
"2755",2020-06-01 00:20:59,"Ok",2,"20/6/1 0:22",2,1590985168,"200nm",21.3619,"1.6"
"2756",2020-06-01 00:20:59,"Ok",2,"20/6/1 0:22",2,1590985168,"300nm",13.3778,"1.6"
"2757",2020-06-01 00:20:59,"Ok",2,"20/6/1 0:22",2,1590985168,"400nm",8.3686,"1.6"
"2758",2020-06-01 00:20:59,"Ok",2,"20/6/1 0:22",2,1590985168,"500nm",5.6738,"1.6"
"2759",2020-06-01 00:20:59,"Ok",2,"20/6/1 0:22",2,1590985168,"600nm",4.8729,"1.6"
"2760",2020-06-01 00:20:59,"Ok",2,"20/6/1 0:22",2,1590985168,"700nm",4.4686,"1.6"
"2761",2020-06-01 01:51:59,"Ok",2,"20/6/1 1:53",2,1590990628,"200nm",25.8245,"1.6"
"2762",2020-06-01 01:51:59,"Ok",2,"20/6/1 1:53",2,1590990628,"300nm",16.6926,"1.6"
"2763",2020-06-01 01:51:59,"Ok",2,"20/6/1 1:53",2,1590990628,"400nm",11.1382,"1.6"
