Time, Valve, Pump Dir, Pump Time, Measure Time, Purge Time, Notes
2021/5/10 17:17:12, 12, Forward, 30, 30, 30, Automatic
2021/5/10 17:18:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/10 17:20:12, 10, Forward, 10, 50, 5, Automatic
2021/5/10 17:21:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/10 17:23:12, 12, Forward, 30, 30, 30, Automatic
2021/5/10 17:24:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/10 17:26:12, 10, Forward, 10, 50, 5, Automatic
2021/5/10 17:27:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/10 17:29:12, 12, Forward, 30, 30, 30, Automatic
2021/5/10 17:30:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/10 17:32:12, 10, Forward, 10, 50, 5, Automatic
2021/5/10 17:33:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/10 17:35:12, 12, Forward, 30, 30, 30, Automatic
2021/5/10 17:36:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/10 17:38:12, 10, Forward, 10, 50, 5, Automatic
2021/5/10 17:39:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/10 17:41:12, 12, Forward, 30, 30, 30, Automatic
2021/5/10 17:42:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/10 17:44:12, 10, Forward, 10, 50, 5, Automatic
2021/5/10 17:45:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 11:32:13, 12, Forward, 30, 30, 30, Automatic - Start!
2021/5/13 11:33:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 11:35:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 11:36:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 11:38:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 11:39:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 11:41:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 11:42:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 11:44:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 11:45:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 11:47:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 11:48:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 11:50:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 11:51:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 11:53:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 11:54:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 11:56:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 11:57:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 11:59:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:00:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:02:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 12:03:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 12:05:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:06:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:08:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 12:09:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 12:11:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:12:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:14:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 12:15:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 12:17:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:18:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:20:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 12:21:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 12:23:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:24:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:26:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 12:27:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 12:29:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:30:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:32:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 12:33:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 12:35:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:36:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:38:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 12:39:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 12:41:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 12:42:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 12:59:13, 12, Forward, 30, 30, 30, Automatic - Start!
2021/5/13 13:00:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:02:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:03:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:05:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:06:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:08:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:09:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:11:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:12:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:14:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:15:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:17:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:18:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:20:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:21:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:23:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:24:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:26:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:27:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:29:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:30:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:32:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:33:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:35:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:36:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:38:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:39:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:41:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:42:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:44:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:45:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:47:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:48:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:50:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:51:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:53:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 13:54:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 13:56:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 13:57:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 13:59:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 14:00:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:02:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 14:03:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 14:05:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 14:06:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:07:04, 12, Forward, 156686, NA, NA, Manual
2021/5/13 14:09:47, 12, Reverse, 28557, NA, NA, Manual
2021/5/13 14:26:13, 12, Forward, 30, 30, 30, Automatic - Start!
2021/5/13 14:27:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:29:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 14:30:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 14:32:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 14:33:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:35:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 14:36:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 14:38:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 14:39:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:41:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 14:42:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 14:44:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 14:45:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:47:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 14:48:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 14:50:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 14:51:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:53:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 14:54:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 14:56:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 14:57:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 14:59:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 15:00:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 15:02:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 15:03:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 15:05:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 15:06:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 15:08:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 15:09:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 15:11:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 15:12:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 15:14:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 15:15:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 15:17:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 15:18:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 15:20:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 15:21:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 15:23:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 15:24:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 15:26:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 15:27:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 15:29:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 15:30:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 15:32:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 15:33:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 15:35:12, 10, Forward, 10, 50, 5, Automatic
2021/5/13 15:36:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/13 15:38:12, 12, Forward, 30, 30, 30, Automatic
2021/5/13 15:39:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/13 16:00:22, 12, Forward, 3211, NA, NA, Manual - Start!
2021/5/13 16:00:36, 12, Reverse, 20376, NA, NA, Manual
2021/5/13 16:19:00, 12, Forward, 132486, NA, NA, Manual - Start!
2021/5/13 16:22:00, 12, Forward, 36621, NA, NA, Manual
2021/5/13 16:23:03, 12, Forward, 1598, NA, NA, Manual
2021/5/13 16:23:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 13:30:21, 12, Forward, 2288, NA, NA, Manual - Start!
2021/5/14 13:30:43, 12, Forward, 2519, NA, NA, Manual
2021/5/14 13:30:56, 12, Reverse, 10006, NA, NA, Manual
2021/5/14 13:31:09, 12, Forward, 73029, NA, NA, Manual
2021/5/14 13:32:35, 12, Forward, 38234, NA, NA, Manual
2021/5/14 13:44:13, 12, Forward, 30, 30, 30, Automatic - Start!
2021/5/14 13:45:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 13:47:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 13:48:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 13:50:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 13:51:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 13:53:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 13:54:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 13:56:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 13:57:12, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 13:59:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:00:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:02:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:03:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:05:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:06:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:08:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:09:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:11:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:12:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:14:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:15:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:17:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:18:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:20:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:21:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:23:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:24:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:26:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:27:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:29:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:30:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:32:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:33:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:35:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:36:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:38:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:39:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:41:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:42:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:44:12, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:45:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:47:12, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:48:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:50:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:51:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:53:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 14:54:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 14:56:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 14:57:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 14:59:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 15:00:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 15:02:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 15:03:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 15:32:13, 12, Forward, 30, 30, 30, Automatic - Start!
2021/5/14 15:33:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 15:35:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 15:36:12, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 15:38:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 15:39:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 15:41:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 15:42:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 15:44:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 15:45:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 15:47:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 15:48:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 15:50:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 15:51:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 15:53:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 15:54:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 15:56:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 15:57:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 15:59:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 16:00:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 16:02:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 16:03:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 16:05:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 16:06:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 16:08:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 16:09:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 16:11:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 16:12:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 16:14:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 16:15:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 16:17:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 16:18:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 16:20:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 16:21:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 16:23:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 16:24:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/14 16:26:13, 12, Forward, 30, 30, 30, Automatic
2021/5/14 16:27:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/14 16:29:13, 10, Forward, 10, 50, 5, Automatic
2021/5/14 16:30:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:06:57, 12, Forward, 104598, NA, NA, Manual - Start!
2021/5/18 12:08:58, 12, Reverse, 2288, NA, NA, Manual
2021/5/18 12:11:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:12:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:14:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:15:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:17:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:18:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:20:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:21:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:23:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:24:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:26:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:27:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:29:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:30:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:32:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:33:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:35:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:36:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:38:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:39:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:41:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:42:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:44:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:45:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:47:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:48:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:50:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:51:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:53:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 12:54:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 12:56:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 12:57:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 12:59:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 13:00:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:02:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:03:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:05:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 13:06:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:08:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:09:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:11:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 13:12:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:14:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:15:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:17:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 13:18:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:20:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:21:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:23:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 13:24:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:26:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:27:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:41:13, 12, Forward, 30, 30, 30, Automatic - Start!
2021/5/18 13:42:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:44:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:45:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:47:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 13:48:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:50:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:51:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:53:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 13:54:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 13:56:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 13:57:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 13:59:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:00:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:02:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:03:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 14:05:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:06:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:08:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:09:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 14:11:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:12:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:14:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:15:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 14:17:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:18:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:20:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:21:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 14:23:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:24:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:26:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:27:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 14:29:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:30:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:32:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:33:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 14:35:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:36:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:38:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:39:13, 10, Reverse, 10, 50, 5, Automatic
2021/5/18 14:41:13, 12, Forward, 30, 30, 30, Automatic
2021/5/18 14:42:13, 8, Reverse, 30, 30, 30, Automatic
2021/5/18 14:44:13, 10, Forward, 10, 50, 5, Automatic
2021/5/18 14:45:13, 10, Reverse, 10, 50, 5, Automatic
