Time, Valve, Pump Dir, Pump Time, Measure Time, Purge Time, Notes
2020/7/1 0:08:13, 12, Forward, 20, 5, 15, Automatic - Start!
2020/7/1 0:08:38, 12, Reverse, 20, 5, 15, Automatic
2020/7/1 0:08:54, 10, Forward, 10, 120, 5, Automatic
2020/7/1 0:11:04, 10, Reverse, 10, 120, 5, Automatic
2020/7/1 0:17:58, 1, Forward, 30, 120, 15, Automatic
2020/7/1 0:20:28, 8, Reverse, 30, 120, 15, Automatic
2020/7/1 0:20:43, 10, Forward, 1, 1, 1, Automatic
2020/7/1 0:20:45, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 0:27:43, 2, Forward, 35, 120, 15, Automatic
2020/7/1 0:30:18, 8, Reverse, 35, 120, 15, Automatic
2020/7/1 0:30:34, 10, Forward, 1, 1, 1, Automatic
2020/7/1 0:30:36, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 0:37:28, 3, Forward, 40, 120, 15, Automatic
2020/7/1 0:40:08, 8, Reverse, 40, 120, 15, Automatic
2020/7/1 0:40:23, 12, Forward, 12, 5, 15, Automatic
2020/7/1 0:40:40, 12, Reverse, 12, 5, 15, Automatic
2020/7/1 0:47:13, 4, Forward, 42, 120, 15, Automatic
2020/7/1 0:49:55, 8, Reverse, 42, 120, 15, Automatic
2020/7/1 0:50:10, 10, Forward, 1, 1, 1, Automatic
2020/7/1 0:50:13, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 0:56:58, 5, Forward, 45, 120, 15, Automatic
2020/7/1 0:59:43, 8, Reverse, 45, 120, 15, Automatic
2020/7/1 0:59:58, 12, Forward, 12, 1, 15, Automatic
2020/7/1 1:00:11, 12, Reverse, 12, 1, 15, Automatic
2020/7/1 1:06:43, 6, Forward, 50, 120, 15, Automatic
2020/7/1 1:09:33, 8, Reverse, 50, 120, 15, Automatic
2020/7/1 1:09:49, 12, Forward, 12, 5, 15, Automatic
2020/7/1 1:10:06, 12, Reverse, 12, 5, 15, Automatic
2020/7/1 1:16:28, 7, Forward, 52, 120, 15, Automatic
2020/7/1 1:19:20, 8, Reverse, 52, 120, 15, Automatic
2020/7/1 1:19:35, 9, Forward, 7, 20, 15, Automatic
2020/7/1 1:20:02, 9, Reverse, 7, 20, 15, Automatic
2020/7/1 1:26:13, 12, Forward, 20, 5, 15, Automatic
2020/7/1 1:26:38, 12, Reverse, 20, 5, 15, Automatic
2020/7/1 1:26:53, 10, Forward, 10, 120, 5, Automatic
2020/7/1 1:29:04, 10, Reverse, 10, 120, 5, Automatic
2020/7/1 1:35:58, 1, Forward, 30, 120, 15, Automatic
2020/7/1 1:38:28, 8, Reverse, 30, 120, 15, Automatic
2020/7/1 1:38:43, 10, Forward, 1, 1, 1, Automatic
2020/7/1 1:38:46, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 1:45:43, 2, Forward, 35, 120, 15, Automatic
2020/7/1 1:48:18, 8, Reverse, 35, 120, 15, Automatic
2020/7/1 1:48:34, 10, Forward, 1, 1, 1, Automatic
2020/7/1 1:48:36, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 1:55:28, 3, Forward, 40, 120, 15, Automatic
2020/7/1 1:58:08, 8, Reverse, 40, 120, 15, Automatic
2020/7/1 1:58:24, 12, Forward, 12, 5, 15, Automatic
2020/7/1 1:58:41, 12, Reverse, 12, 5, 15, Automatic
2020/7/1 2:05:13, 4, Forward, 42, 120, 15, Automatic
2020/7/1 2:07:55, 8, Reverse, 42, 120, 15, Automatic
2020/7/1 2:08:11, 10, Forward, 1, 1, 1, Automatic
2020/7/1 2:08:13, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 2:14:58, 5, Forward, 45, 120, 15, Automatic
2020/7/1 2:17:43, 8, Reverse, 45, 120, 15, Automatic
2020/7/1 2:17:59, 12, Forward, 12, 1, 15, Automatic
2020/7/1 2:18:12, 12, Reverse, 12, 1, 15, Automatic
2020/7/1 2:24:43, 6, Forward, 50, 120, 15, Automatic
2020/7/1 2:27:33, 8, Reverse, 50, 120, 15, Automatic
2020/7/1 2:27:49, 12, Forward, 12, 5, 15, Automatic
2020/7/1 2:28:06, 12, Reverse, 12, 5, 15, Automatic
2020/7/1 2:34:28, 7, Forward, 52, 120, 15, Automatic
2020/7/1 2:37:20, 8, Reverse, 52, 120, 15, Automatic
2020/7/1 2:37:36, 9, Forward, 7, 20, 15, Automatic
2020/7/1 2:38:03, 9, Reverse, 7, 20, 15, Automatic
2020/7/1 2:44:13, 12, Forward, 20, 5, 15, Automatic
2020/7/1 2:44:38, 12, Reverse, 20, 5, 15, Automatic
2020/7/1 2:44:54, 10, Forward, 10, 120, 5, Automatic
2020/7/1 2:47:04, 10, Reverse, 10, 120, 5, Automatic
2020/7/1 2:53:58, 1, Forward, 30, 120, 15, Automatic
2020/7/1 2:56:28, 8, Reverse, 30, 120, 15, Automatic
2020/7/1 2:56:44, 10, Forward, 1, 1, 1, Automatic
2020/7/1 2:56:46, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 3:03:43, 2, Forward, 35, 120, 15, Automatic
2020/7/1 3:06:18, 8, Reverse, 35, 120, 15, Automatic
2020/7/1 3:06:34, 10, Forward, 1, 1, 1, Automatic
2020/7/1 3:06:36, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 3:13:28, 3, Forward, 40, 120, 15, Automatic
2020/7/1 3:16:08, 8, Reverse, 40, 120, 15, Automatic
2020/7/1 3:16:24, 12, Forward, 12, 5, 15, Automatic
2020/7/1 3:16:41, 12, Reverse, 12, 5, 15, Automatic
2020/7/1 3:23:13, 4, Forward, 42, 120, 15, Automatic
2020/7/1 3:25:55, 8, Reverse, 42, 120, 15, Automatic
2020/7/1 3:26:11, 10, Forward, 1, 1, 1, Automatic
2020/7/1 3:26:13, 10, Reverse, 1, 1, 1, Automatic
2020/7/1 3:32:58, 5, Forward, 45, 120, 15, Automatic
2020/7/1 3:35:43, 8, Reverse, 45, 120, 15, Automatic
