:492&1606645639-1.9.0-281&17:296&32:194&33:213&18:105
&492&1606645820&17:0,0.0&32:145.8,2.3,937,15.56&33:176.4,3.4,934,18.89&18:10000,1.8&0:12.5
&492&1606646156&17:567,1.4&32:145.7,2.2,937,15.55&33:176.0,3.4,934,18.85&18:10000,1.8&0:12.2
&492&1606646462&17:65535,655.3&32:145.8,2.2,937,15.57&33:176.3,3.5,934,18.88&18:65535,655.3&0:11.9
&492&1606646762&17:65535,655.3&32:145.5,2.3,937,15.53&33:176.4,3.4,934,18.89&18:65535,655.3&0:11.4
&492&1606647062&17:65535,655.3&32:145.9,2.2,937,15.58&33:176.8,3.4,934,18.93&18:65535,655.3&0:11.1
&492&1606647362&17:65535,655.3&32:145.8,2.2,937,15.56&33:176.5,3.4,934,18.90&18:65535,655.3&0:10.9
&492&1606647662&17:65535,655.3&32:146.0,2.1,937,15.59&33:176.6,3.4,934,18.90&18:65535,655.3&0:10.7
&492&1606647962&17:65535,655.3&32:145.7,2.1,937,15.54&33:176.5,3.4,934,18.90&18:65535,655.3&0:10.6
&492&1606648262&17:65535,655.3&32:145.9,2.2,937,15.57&33:176.6,3.5,934,18.91&18:65535,655.3&0:10.5
&492&1606648562&17:65535,655.3&32:145.8,2.1,937,15.56&33:176.5,3.4,934,18.89&18:65535,655.3&0:10.4
&492&1606648862&17:65535,655.3&32:145.9,2.1,937,15.57&33:176.6,3.4,934,18.91&18:65535,655.3&0:10.4
&492&1606649162&17:65535,655.3&32:145.9,2.1,937,15.57&33:176.5,3.4,934,18.90&18:65535,655.3&0:10.5
&492&1606649462&17:65535,655.3&32:146.0,2.2,937,15.58&33:176.7,3.4,934,18.92&18:65535,655.3&0:10.5
&492&1606649762&17:65535,655.3&32:145.9,2.1,937,15.57&33:176.6,3.5,934,18.91&18:65535,655.3&0:10.5
&492&1606650062&17:65535,655.3&32:145.9,2.1,937,15.57&33:176.6,3.4,934,18.90&18:65535,655.3&0:10.6
&492&1606650362&17:65535,655.3&32:145.9,2.1,937,15.58&33:176.7,3.5,934,18.91&18:65535,655.3&0:10.7
&492&1606650662&17:65535,655.3&32:145.6,2.2,937,15.54&33:176.3,3.5,934,18.88&18:65535,655.3&0:10.7
&492&1606650962&17:65535,655.3&32:145.9,2.2,937,15.57&33:176.7,3.5,934,18.92&18:65535,655.3&0:10.7
&492&1606651262&17:65535,655.3&32:146.0,2.1,937,15.58&33:176.8,3.5,934,18.93&18:65535,655.3&0:10.8
&492&1606651562&17:65535,655.3&32:145.9,2.1,937,15.57&33:176.8,3.5,934,18.93&18:65535,655.3&0:10.9
&492&1606651862&17:65535,655.3&32:145.6,2.1,937,15.54&33:176.8,3.5,934,18.93&18:65535,655.3&0:11.0
&492&1606652162&17:65535,655.3&32:145.7,2.2,937,15.55&33:176.9,3.5,934,18.94&18:65535,655.3&0:11.1
&492&1606652462&17:65535,655.3&32:145.8,2.1,937,15.56&33:176.8,3.4,934,18.93&18:65535,655.3&0:11.4
&492&1606652762&17:65535,655.3&32:145.8,2.2,937,15.56&33:177.3,3.5,934,18.98&18:65535,655.3&0:11.9
&492&1606653062&17:65535,655.3&32:146.1,2.2,937,15.59&33:176.5,3.5,934,18.90&18:65535,655.3&0:12.3
