:502&1607522628-1.9.0-281&17:296&32:194&33:213&18:105
&502&1607522700&17:536,0.8&32:147.8,1.5,947,15.60&33:181.5,2.8,945,19.20&18:10000,1.1&0:22.2
&502&1607523008&17:529,0.8&32:147.8,1.5,947,15.60&33:181.0,2.9,945,19.16&18:10000,1.1&0:22.0
&502&1607523315&17:65535,655.3&32:147.8,1.6,947,15.61&33:181.2,2.8,945,19.17&18:65535,655.3&0:22.1
&502&1607523615&17:65535,655.3&32:147.8,1.6,947,15.60&33:181.1,2.8,945,19.16&18:65535,655.3&0:21.9
&502&1607523915&17:0,0.0&32:148.1,1.6,947,15.64&33:181.1,2.8,945,19.16&18:65535,655.3&0:21.7
&502&1607524215&17:65535,655.3&32:148.1,1.5,947,15.64&33:181.1,2.8,945,19.16&18:65535,655.3&0:21.9
&502&1607524515&17:525,0.8&32:148.1,1.6,947,15.64&33:181.1,2.8,945,19.16&18:65535,655.3&0:22.1
&502&1607524815&17:65535,655.3&32:148.0,1.6,947,15.63&33:181.2,2.8,945,19.18&18:65535,655.3&0:22.1
&502&1607525115&17:65535,655.3&32:148.1,1.5,947,15.63&33:181.2,2.8,945,19.18&18:65535,655.3&0:21.6
&502&1607525415&17:65535,655.3&32:148.1,1.5,947,15.63&33:181.3,2.9,945,19.18&18:65535,655.3&0:20.9
&502&1607525715&17:65535,655.3&32:148.0,1.5,947,15.63&33:180.8,2.8,945,19.13&18:65535,655.3&0:20.5
&502&1607526015&17:65535,655.3&32:148.1,1.5,947,15.64&33:181.1,2.8,945,19.17&18:65535,655.3&0:20.2
&502&1607526315&17:65535,655.3&32:148.0,1.6,947,15.63&33:181.1,2.8,945,19.17&18:65535,655.3&0:20.0
&502&1607526615&17:65535,655.3&32:148.3,1.6,947,15.66&33:181.1,2.8,945,19.16&18:65535,655.3&0:20.0
&502&1607526915&17:0,0.0&32:148.0,1.6,947,15.63&33:181.1,2.8,945,19.17&18:65535,655.3&0:19.8
&502&1607527215&17:65535,655.3&32:148.1,1.5,947,15.64&33:181.2,2.8,945,19.17&18:65535,655.3&0:19.7
&502&1607527515&17:65535,655.3&32:147.8,1.6,947,15.60&33:181.2,2.8,945,19.17&18:65535,655.3&0:19.6
&502&1607527815&17:65535,655.3&32:148.1,1.5,947,15.64&33:181.2,2.8,945,19.18&18:65535,655.3&0:19.5
&502&1607528115&17:65535,655.3&32:147.9,1.5,947,15.62&33:181.3,2.9,945,19.18&18:65535,655.3&0:19.4
&502&1607528415&17:65535,655.3&32:148.2,1.5,947,15.65&33:181.3,2.8,945,19.19&18:65535,655.3&0:19.3
&502&1607528715&17:65535,655.3&32:148.1,1.5,947,15.64&33:181.2,2.9,945,19.17&18:65535,655.3&0:19.3
&502&1607529015&17:65535,655.3&32:147.9,1.4,946,15.64&33:181.0,2.8,945,19.16&18:65535,655.3&0:19.2
&502&1607529315&17:0,0.0&32:147.9,1.4,946,15.64&33:181.0,2.8,945,19.15&18:65535,655.3&0:19.1
&502&1607529615&17:65535,655.3&32:148.3,1.4,946,15.68&33:180.9,2.8,944,19.17&18:65535,655.3&0:19.0
