"TOA5","CR300Series_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20231017.CR300","14822","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2023-10-17 12:45:00",0,11.95,15.84,15.33,"NAN","NAN"
"2023-10-17 13:00:00",1,12,16.41,15.7,0.217,10.96
"2023-10-17 13:15:00",2,11.81,17.5,18.07,0.216,11.02
"2023-10-17 13:30:00",3,11.84,17.91,19.05,0.216,11.05
"2023-10-17 13:45:00",4,11.84,16.08,17.04,0.216,11.08
"2023-10-17 14:00:00",5,12,16.1,16.88,0.216,11.13
"2023-10-17 14:15:00",6,11.95,15.95,15.88,0.216,11.19
"2023-10-17 14:30:00",7,12,15.69,15.34,0.216,11.23
"2023-10-17 14:45:00",8,11.96,15.4,14.95,0.216,11.26
"2023-10-17 15:00:00",9,11.95,15.26,14.78,0.216,11.26
"2023-10-17 15:15:00",10,11.98,14.94,14.47,0.216,11.28
"2023-10-17 15:30:00",11,11.94,14.79,14.32,0.215,11.29
"2023-10-17 15:45:00",12,12.05,14.65,14.18,0.216,11.29
"2023-10-17 16:00:00",13,11.93,14.52,14.06,0.216,11.3
"2023-10-17 16:15:00",14,11.97,14.38,13.93,0.215,11.26
"2023-10-17 16:30:00",15,11.92,14.28,13.84,0.215,11.27
"2023-10-17 16:45:00",16,11.95,14.21,13.77,0.216,11.25
"2023-10-17 17:00:00",17,11.97,14.14,13.69,0.215,11.24
"2023-10-17 17:15:00",18,12.02,14.05,13.6,0.216,11.23
"2023-10-17 17:30:00",19,11.97,13.87,13.42,0.216,11.2
"2023-10-17 17:45:00",20,11.96,13.76,13.3,0.215,11.2
"2023-10-17 18:00:00",21,11.94,13.55,13.1,0.215,11.17
"2023-10-17 18:15:00",22,11.95,13.37,12.95,0.215,11.16
"2023-10-17 18:30:00",23,11.81,15.29,16.07,0.215,11.11
"2023-10-17 18:45:00",24,11.81,15.77,17.1,0.215,11.11
"2023-10-17 19:00:00",25,11.95,14.36,15.41,0.216,11.08
"2023-10-17 19:15:00",26,11.93,14.1,14.14,0.215,11.05
"2023-10-17 19:30:00",27,11.92,13.77,13.5,0.215,11.03
"2023-10-17 19:45:00",28,11.94,13.4,13.03,0.214,10.99
"2023-10-17 20:00:00",29,12.01,13.16,12.77,0.215,10.95
"2023-10-17 20:15:00",30,11.96,12.92,12.5,0.215,10.92
"2023-10-17 20:30:00",31,11.96,12.59,12.13,0.215,10.88
"2023-10-17 20:45:00",32,11.97,12.25,11.79,0.215,10.85
"2023-10-17 21:00:00",33,12.01,11.86,11.37,0.214,10.82
"2023-10-17 21:15:00",34,12.02,11.44,10.96,0.214,10.74
"2023-10-17 21:30:00",35,12.03,11.14,10.65,0.214,10.66
"2023-10-17 21:45:00",36,11.93,10.64,10.16,0.215,10.62
"2023-10-17 22:00:00",37,11.99,10.33,9.86,0.215,10.55
"2023-10-17 22:15:00",38,11.95,10.07,9.62,0.214,10.49
"2023-10-17 22:30:00",39,11.96,9.87,9.43,0.214,10.46
"2023-10-17 22:45:00",40,11.97,9.81,9.36,0.214,10.4
"2023-10-17 23:00:00",41,11.99,9.5,9.06,0.214,10.3
"2023-10-17 23:15:00",42,11.94,9.31,8.87,0.213,10.25
"2023-10-17 23:30:00",43,11.99,9.16,8.74,0.214,10.18
"2023-10-17 23:45:00",44,11.98,9.08,8.67,0.214,10.12
"2023-10-18 00:00:00",45,11.92,9.07,8.68,0.213,10.06
