"TOA5","CR1000_CO2_Sensor","CR1000","21725","CR1000.Std.32.05","CPU:FCR_CO2_20201110.CR1","48381","FCR_CO2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","CO2_1_Avg","CO2_2_Avg"
"TS","RN","Volts","degC","ppm","ppm"
"","","Min","Smp","Avg","Avg"
"2021-08-16 09:54:00",393019,14.22,22.95,10058.45,445.8413
"2021-08-16 09:55:00",393020,14.21,22.9,10058.83,439.0832
"2021-08-16 09:56:00",393021,14.23,22.9,10058.37,480.964
"2021-08-16 09:57:00",393022,14.22,22.9,10060.16,454.8643
"2021-08-16 09:58:00",393023,14.23,22.92,10059.64,467.4713
"2021-08-16 09:59:00",393024,14.21,22.9,10059.27,426.9427
"2021-08-16 10:00:00",393025,14.21,22.87,10059.58,462.0639
"2021-08-16 10:01:00",393026,14.2,22.9,10059.96,530.9641
"2021-08-16 10:02:00",393027,14.21,22.95,10059.18,458.4643
"2021-08-16 10:03:00",393028,14.21,23.01,10060.22,455.3168
"2021-08-16 10:04:00",393029,14.21,23.07,10060.18,544.0611
"2021-08-16 10:05:00",393030,14.2,23.12,10057.89,480.0835
"2021-08-16 10:06:00",393031,14.21,23.18,10059.17,483.2113
"2021-08-16 10:07:00",393032,14.2,23.24,10058.46,500.334
"2021-08-16 10:08:00",393033,14.23,23.32,10057.27,502.5708
"2021-08-16 10:09:00",393034,14.21,23.41,10057.86,517.416
"2021-08-16 10:10:00",393035,14.21,23.5,10057.41,520.5917
"2021-08-16 10:11:00",393036,14.2,23.55,10058.97,468.7909
"2021-08-16 10:12:00",393037,14.22,23.61,10058.33,503.4797
"2021-08-16 10:13:00",393038,14.22,23.67,10059.29,499.8798
"2021-08-16 10:14:00",393039,14.24,23.72,10059.31,491.7747
"2021-08-16 10:15:00",393040,14.22,23.78,10057.99,417.9194
"2021-08-16 10:16:00",393041,14.22,23.84,10059.37,493.5566
"2021-08-16 10:17:00",393042,14.22,23.9,10059.31,499.8813
"2021-08-16 10:18:00",393043,14.21,23.96,10057.22,478.2506
"2021-08-16 10:19:00",393044,14.21,23.99,10061.05,470.6267
"2021-08-16 10:20:00",393045,14.22,24.04,10058.85,473.7818
"2021-08-16 10:21:00",393046,14.22,24.07,10057.57,450.7962
"2021-08-16 10:22:00",393047,14.22,24.13,10057.64,442.6733
"2021-08-16 10:23:00",393048,14.22,24.16,10056.01,359.8027
"2021-08-16 10:24:00",393049,14.22,24.19,10057.83,343.6075
"2021-08-16 10:25:00",393050,14.22,24.25,10058.6,335.0758
"2021-08-16 10:26:00",393051,14.22,24.28,10059.57,391.8439
"2021-08-16 10:27:00",393052,14.22,24.3,10056.9,359.4002
"2021-08-16 10:28:00",393053,14.22,24.36,10058.27,373.3786
"2021-08-16 10:29:00",393054,14.22,24.39,10059.75,385.0772
"2021-08-16 10:30:00",393055,14.22,24.42,10057.63,418.8234
"2021-08-16 10:31:00",393056,14.22,24.45,10056.67,346.7655
"2021-08-16 10:32:00",393057,14.22,24.48,10058.3,326.9451
"2021-08-16 10:33:00",393058,14.21,24.51,10057.53,358.4577
"2021-08-16 10:34:00",393059,14.22,24.54,10056.82,364.7695
"2021-08-16 10:35:00",393060,14.22,24.57,10059.18,353.0641
"2021-08-16 10:36:00",393061,14.22,24.6,10058.65,365.2526
"2021-08-16 10:37:00",393062,14.22,24.63,10057.39,316.1657
"2021-08-16 10:38:00",393063,14.21,24.66,10059.27,310.7491
"2021-08-16 10:39:00",393064,14.22,24.66,10056.12,319.7425
"2021-08-16 10:40:00",393065,14.22,24.69,10056.38,336.8646
"2021-08-16 10:41:00",393066,14.22,24.72,10057.49,335.9851
"2021-08-16 10:42:00",393067,14.22,24.75,10056.88,357.1472
"2021-08-16 10:43:00",393068,14.23,24.75,10057.84,376.0489
"2021-08-16 10:44:00",393069,14.21,24.78,10057.7,334.1908
"2021-08-16 10:45:00",393070,14.23,24.81,10059.02,397.2259
"2021-08-16 10:46:00",393071,14.22,24.84,10059.83,387.3329
"2021-08-16 10:47:00",393072,14.22,24.84,10057.61,405.3314
"2021-08-16 10:48:00",393073,14.22,24.87,10059.76,445.8586
