"TOA5","CR1000_CO2_Sensor","CR1000","21725","CR1000.Std.32.05","CPU:FCR_CO2_20201110.CR1","48381","FCR_CO2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","CO2_1_Avg","CO2_2_Avg"
"TS","RN","Volts","degC","ppm","ppm"
"","","Min","Smp","Avg","Avg"
"2021-06-21 10:52:00",320859,14.23,34.5,10057.89,124.7774
"2021-06-21 10:53:00",320860,14.21,34.27,10057.29,123.4299
"2021-06-21 10:54:00",320861,14.21,33.92,10057.07,106.3096
"2021-06-21 10:55:00",320862,14.22,33.43,10058.31,125.6781
"2021-06-21 10:56:00",320863,14.23,33.03,10057.33,90.9921
"2021-06-21 10:57:00",320864,14.21,32.66,10058.64,119.8207
"2021-06-21 10:58:00",320865,14.22,32.48,10058.61,166.6674
"2021-06-21 10:59:00",320866,14.21,32.48,10057.24,119.8202
"2021-06-21 11:00:00",320867,14.22,32.55,10057.23,81.98214
"2021-06-21 11:01:00",320868,14.22,32.62,10059.47,81.98206
"2021-06-21 11:02:00",320869,14.22,32.73,10057.66,102.2523
"2021-06-21 11:03:00",320870,14.21,32.81,10057.21,98.64868
"2021-06-21 11:04:00",320871,14.22,32.95,10058.45,103.6028
"2021-06-21 11:05:00",320872,14.21,33.03,10056.66,65.76236
"2021-06-21 11:06:00",320873,14.21,33.14,10056.87,82.42968
"2021-06-21 11:07:00",320874,14.22,33.25,10058.34,110.358
"2021-06-21 11:08:00",320875,14.22,33.32,10057.98,101.35
"2021-06-21 11:09:00",320876,14.23,33.43,10059.38,131.9809
"2021-06-21 11:10:00",320877,14.23,33.51,10057.16,111.7111
"2021-06-21 11:11:00",320878,14.22,33.62,10058.53,148.6481
"2021-06-21 11:12:00",320879,14.23,33.7,10056.74,122.0718
"2021-06-21 11:13:00",320880,14.23,33.77,10056.74,170.7205
"2021-06-21 11:14:00",320881,14.23,33.81,10060.58,121.6241
"2021-06-21 11:15:00",320882,14.23,33.89,10057.69,131.9884
"2021-06-21 11:16:00",320883,14.23,33.96,10056.91,86.93444
"2021-06-21 11:17:00",320884,14.24,34.04,10057.81,97.29038
"2021-06-21 11:18:00",320885,14.25,34.11,10056.28,127.9219
"2021-06-21 11:19:00",320886,14.23,34.19,10058.71,89.18656
"2021-06-21 11:20:00",320887,14.19,34.23,10058.38,91.43973
"2021-06-21 11:21:00",320888,14.25,34.31,10056.57,138.7295
"2021-06-21 11:22:00",320889,14.23,34.34,10056.3,132.4263
"2021-06-21 11:23:00",320890,14.23,34.38,10057.36,93.69088
"2021-06-21 11:24:00",320891,14.24,34.42,10057.93,76.57526
"2021-06-21 11:25:00",320892,14.22,34.46,10056.53,57.2053
"2021-06-21 11:26:00",320893,14.22,34.5,10056.58,117.5603
"2021-06-21 11:27:00",320894,14.23,34.54,10059.08,145.9402
"2021-06-21 11:28:00",320895,14.24,34.58,10055.99,84.67867
"2021-06-21 11:29:00",320896,14.23,34.61,10056.22,119.8134
"2021-06-21 11:30:00",320897,14.23,34.65,10057.76,116.6627
"2021-06-21 11:31:00",320898,14.22,34.69,10057,69.81846
"2021-06-21 11:32:00",320899,14.23,34.69,10057.96,96.40006
"2021-06-21 11:33:00",320900,14.23,34.77,10059.6,98.65442
"2021-06-21 11:34:00",320901,14.22,34.81,10057.51,141.4526
"2021-06-21 11:35:00",320902,14.23,34.81,10058.14,109.4645
"2021-06-21 11:36:00",320903,14.23,34.81,10058.39,200.4562
"2021-06-21 11:37:00",320904,14.23,34.85,10057.84,75.22659
"2021-06-21 11:38:00",320905,14.23,34.85,10056.87,108.5598
"2021-06-21 11:39:00",320906,14.22,34.85,10057.28,130.1811
"2021-06-21 11:40:00",320907,14.23,34.81,10058.15,72.52279
"2021-06-21 11:41:00",320908,14.23,34.81,10056.78,134.2346
"2021-06-21 11:42:00",320909,14.23,34.77,10056.77,137.8381
"2021-06-21 11:43:00",320910,14.22,34.81,10058.57,93.69378
"2021-06-21 11:44:00",320911,14.23,34.81,10056.76,158.5586
"2021-06-21 11:45:00",320912,14.22,34.81,10057.21,87.38741
"2021-06-21 11:46:00",320913,14.23,34.85,10059.01,70.27028
