"TOA5","CR1000_CO2_Sensor","CR1000","21725","CR1000.Std.32.05","CPU:FCR_CO2_20201110.CR1","48381","FCR_CO2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","CO2_1_Avg","CO2_2_Avg"
"TS","RN","Volts","degC","ppm","ppm"
"","","Min","Smp","Avg","Avg"
"2020-12-02 13:53:00",31601,14.19,10.29,10063.27,908.252
"2020-12-02 13:54:00",31602,14.19,10.11,10064.17,943.8256
"2020-12-02 13:55:00",31603,14.2,9.97,10064.17,931.2173
"2020-12-02 13:56:00",31604,14.18,9.84,10063.27,955.5334
"2020-12-02 13:57:00",31605,14.22,9.71,10064.17,500.7319
"2020-12-02 13:58:00",31606,14.21,9.64,10064.17,478.6673
"2020-12-02 13:59:00",31607,14.18,9.57,10063.27,928.5154
"2020-12-02 14:00:00",31608,14.2,9.55,10064.17,931.2173
"2020-12-02 14:01:00",31609,14.2,9.57,10064.17,959.1358
"2020-12-02 14:02:00",31610,14.19,9.59,10062.82,900.1467
"2020-12-02 14:03:00",31611,14.2,9.64,10063.72,981.6507
"2020-12-02 14:04:00",31612,14.2,9.73,10063.27,973.5453
"2020-12-02 14:05:00",31613,14.2,9.79,10062.37,1001.464
"2020-12-02 14:06:00",31614,14.2,9.84,10064.17,1000.563
"2020-12-02 14:07:00",31615,14.2,9.91,10063.27,1057.301
"2020-12-02 14:08:00",31616,14.21,9.97,10062.37,1002.364
"2020-12-02 14:09:00",31617,14.21,10.04,10064.17,1042.441
"2020-12-02 14:10:00",31618,14.2,10.11,10064.17,1032.534
"2020-12-02 14:11:00",31619,14.23,10.18,10063.72,1083.418
"2020-12-02 14:12:00",31620,14.21,10.22,10063.72,1119.442
"2020-12-02 14:13:00",31621,14.22,10.29,10064.17,1105.032
"2020-12-02 14:14:00",31622,14.22,10.36,10063.72,1141.056
"2020-12-02 14:15:00",31623,14.2,10.4,10063.72,1142.858
"2020-12-02 14:16:00",31624,14.2,10.45,10064.17,1137.454
"2020-12-02 14:17:00",31625,14.21,10.49,10063.27,1119.892
"2020-12-02 14:18:00",31626,14.19,10.54,10063.27,1145.559
"2020-12-02 14:19:00",31627,14.21,10.58,10063.27,1154.565
"2020-12-02 14:20:00",31628,14.21,10.63,10062.82,1151.864
"2020-12-02 14:21:00",31629,14.21,10.65,10062.82,1205.899
"2020-12-02 14:22:00",31630,14.21,10.7,10063.27,1220.759
"2020-12-02 14:23:00",31631,14.22,10.72,10063.72,1184.285
"2020-12-02 14:24:00",31632,14.21,10.77,10062.37,1192.39
"2020-12-02 14:25:00",31633,14.21,10.79,10064.17,1244.625
"2020-12-02 14:26:00",31634,14.2,10.81,10064.17,1231.116
"2020-12-02 14:27:00",31635,14.21,10.86,10063.27,1246.426
"2020-12-02 14:28:00",31636,14.22,10.88,10064.17,1192.841
"2020-12-02 14:29:00",31637,14.21,10.9,10064.17,1237.87
"2020-12-02 14:30:00",31638,14.2,10.93,10063.27,1275.245
"2020-12-02 14:31:00",31639,14.2,10.95,10064.62,1270.742
"2020-12-02 14:32:00",31640,14.21,10.99,10064.17,1255.432
"2020-12-02 14:33:00",31641,14.21,10.99,10062.37,1272.093
"2020-12-02 14:34:00",31642,14.21,11.02,10063.72,1285.152
"2020-12-02 14:35:00",31643,14.22,11.06,10063.27,1234.719
"2020-12-02 14:36:00",31644,14.22,11.08,10062.37,1225.262
"2020-12-02 14:37:00",31645,14.21,11.11,10063.72,1256.333
"2020-12-02 14:38:00",31646,14.2,11.13,10063.27,1254.081
"2020-12-02 14:39:00",31647,14.23,11.15,10062.82,1255.432
"2020-12-02 14:40:00",31648,14.21,11.18,10063.72,1358.1
"2020-12-02 14:41:00",31649,14.18,11.18,10064.17,1288.754
"2020-12-02 14:42:00",31650,14.21,11.2,10063.72,1311.719
"2020-12-02 14:43:00",31651,14.21,11.22,10063.72,1305.866
"2020-12-02 14:44:00",31652,14.2,11.24,10064.17,1350.896
"2020-12-02 14:45:00",31653,14.21,11.27,10064.17,1327.48
"2020-12-02 14:46:00",31654,14.21,11.27,10063.27,1286.052
"2020-12-02 14:47:00",31655,14.21,11.29,10064.17,1337.837
