"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20201022.CR6","5131","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-02-26 14:00:00",8,13.27,8.91,5.420251,5.321466,5.180139,5.063776,5.009027,4.984766,4.998529,4.812585,4.434625,4.343103,13.47146,105.3914,4.962746,16.06336,123.7807,4.380249,210226,135846,5.257,19.8,31.79,20.66,106.62,13.53,6.36,25.68,0.63,0.53,4.76,14.24,2.56,1.605,5.78,12.24,1.21
"2021-02-26 14:10:00",9,13.29,9.79,5.435602,5.340784,5.159723,5.068567,4.982263,4.98855,4.869379,4.756525,4.41311,4.333551,13.45468,105.251,4.959419,17.45015,134.3897,4.358284,210226,140846,5.224,19.79,31.8,20.67,106.49,13.52,6.52,26.29,0.63,0.53,4.76,14.23,2.56,1.605,5.78,12.25,1.2
"2021-02-26 14:20:00",10,13.24,10.49,5.437433,5.334161,5.198968,5.066797,4.980585,4.988092,4.930536,4.660181,4.391504,4.342401,13.45215,105.2816,4.977898,17.33665,133.5302,4.36248,210226,141846,5.343,19.86,31.8,20.67,107.5,13.61,5.99,24.16,0.86,0.76,4.74,14.16,2.56,1.605,5.78,12.21,1.21
"2021-02-26 14:30:00",11,13.22,10.9,5.424921,5.342096,5.192987,5.068353,4.993402,4.993341,4.927057,4.571283,4.389032,4.335016,13.43853,105.1996,4.98703,16.54597,127.4297,4.359299,210226,142846,5.319,19.86,31.82,20.68,107.34,13.6,6.21,25.05,0.62,0.52,4.74,14.16,2.56,1.606,5.78,12.17,1.2
"2021-02-26 14:40:00",12,13.24,11.19,5.420923,5.353296,5.196069,5.075891,5.000513,5.000787,4.856287,4.51922,4.401849,4.338129,13.44418,105.2421,4.986351,15.5829,120.0113,4.358955,210226,143846,5.242,19.8,31.8,20.67,106.64,13.53,5.79,23.35,0.54,0.44,4.77,14.27,2.56,1.606,5.78,12.19,1.2
"2021-02-26 14:50:00",13,13.24,11.32,5.410181,5.351129,5.19198,5.071039,5.008539,5.000268,4.83706,4.511926,4.408014,4.338647,13.42519,105.0917,4.985695,15.43745,118.8955,4.360291,210226,144846,5.216,19.79,31.8,20.67,106.34,13.51,6.91,27.87,0.65,0.55,4.78,14.3,2.56,1.606,5.77,12.19,1.21
"2021-02-26 15:00:00",14,13.23,11.37,5.397974,5.346246,5.142511,5.078424,5.014429,5.020502,4.833337,4.566339,4.41427,4.340692,13.41824,105.0972,5.007805,14.50417,111.7047,4.359299,210226,145846,5.193,19.78,31.81,20.68,106.26,13.5,6.31,25.44,0.57,0.47,4.78,14.29,2.57,1.608,5.77,12.18,1.21
"2021-02-26 15:10:00",15,13.2,11.35,5.400476,5.351007,5.186273,5.087915,5.017969,5.022943,4.832422,4.667749,4.40838,4.34295,13.41659,105.0834,5.007462,13.73672,105.7997,4.361305,210226,150846,5.233,19.8,31.8,20.67,106.55,13.53,7.74,31.26,0.68,0.58,4.75,14.21,2.57,1.613,5.78,12.16,1.2
