"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20201022.CR6","5131","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-01-07 11:30:00",0,13.94,5.724,3.691888,3.963769,3.663873,3.644678,4.164972,5.746118,11.85961,3.693475,3.590875,3.677942,13.28841,99.5125,3.297501,13.7241,99.7556,2.190498,210107,112900,4.483,21.04,34.59,22.48,101.38,13.12,2.38,9.57,0.49,0.39,6.11,18.3,0.42,0.097,5.76,12.93,1.21
"2021-01-07 11:40:00",1,13.94,6.607,4.113977,5.224573,4.289514,5.013666,6.129144,5.319452,4.646387,4.531244,4.405969,4.470697,13.33171,102.7779,4.397682,13.22895,101.9611,4.388451,210107,113901,4.448,20.81,34.26,22.27,101.65,13.17,0.9,3.57,0.42,0.32,6.09,18.24,2.41,1.497,5.76,12.92,1.2
"2021-01-07 11:50:00",2,13.94,7.411,4.767511,4.763391,4.48562,4.508783,4.527399,4.481714,4.543024,4.440973,4.365961,4.4143,13.27947,102.582,4.475067,13.06144,100.5908,4.358284,210107,114901,4.446,20.8,34.25,22.26,101.71,13.18,1.64,6.56,0.5,0.4,6.1,18.25,2.91,1.85,5.76,12.92,1.2
"2021-01-07 12:00:00",3,13.94,8.66,5.031946,4.991907,4.509241,4.513757,4.632135,4.489801,4.477533,4.440362,4.391626,4.372217,13.28456,102.5072,4.432373,13.0486,100.4968,4.36013,210107,115901,4.522,20.85,34.25,22.26,101.86,13.17,2.59,10.42,0.67,0.57,6.08,18.21,2.91,1.853,5.77,12.93,1.21
"2021-01-07 12:10:00",4,13.95,9.9,5.03985,5.061395,4.525354,4.522974,4.682855,4.441034,4.457788,4.458917,4.412164,4.356958,13.31115,102.6499,4.40908,13.05173,100.5209,4.36013,210107,120901,4.569,20.88,34.24,22.26,102.04,13.18,2.29,9.21,1.9,1.81,6.06,18.14,2.91,1.853,5.77,12.93,1.2
"2021-01-07 12:20:00",5,13.9,10.86,4.981653,5.004266,4.547998,4.49566,4.638269,4.421808,4.433221,4.423639,4.378534,4.35061,13.31441,102.6445,4.397682,13.01733,100.2678,4.364655,210107,121901,4.54,20.86,34.24,22.25,102.11,13.2,2.39,9.58,0.47,0.37,6.09,18.22,2.91,1.851,5.77,12.91,1.21
"2021-01-07 12:30:00",6,13.95,11.48,5.003442,5.112024,4.510553,4.428003,4.556238,4.373285,4.404321,4.393671,4.373865,4.353052,13.30508,102.5048,4.372368,13.03291,100.3887,4.36499,210107,122901,4.517,20.85,34.25,22.26,102.09,13.2,1.67,6.66,0.37,0.26,6.1,18.27,2.91,1.853,5.77,12.91,1.2
"2021-01-07 12:40:00",7,13.9,11.87,5.048028,4.938562,4.525629,4.510919,4.672876,4.369318,4.403924,4.411035,4.379877,4.341699,13.29782,102.4716,4.380928,13.03782,100.4145,4.360466,210107,123901,4.527,20.85,34.23,22.25,102.29,13.22,2.02,8.08,0.41,0.31,6.09,18.23,2.91,1.851,5.77,12.9,1.2
