"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20180828.CR6","52416","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2019-11-21 17:50:00",26672,12.5,13.67,7.480493,7.475885,7.325708,7.284051,7.194604,7.165094,7.144372,7.0906,7.053461,7.00979,10.41219,86.15133,7.174774,10.46713,86.29822,7.031517,191121,185302,7.438,26.96,40.57,26.37,107.12,12.86,1.52,6.17,2.62,2.67,6.25,18.79,3.21,2.259,5.92,11.48,1.18
"2019-11-21 18:00:00",26673,12.5,14.13,7.487756,7.47677,7.349115,7.3117,7.219354,7.163721,7.152551,7.090478,7.04754,7.017602,10.44561,86.42472,7.173325,10.43703,86.08266,7.046722,191121,190302,7.475,26.99,40.57,26.37,107.84,12.94,1.94,7.86,3.34,3.39,6.25,18.8,3.21,2.257,5.93,11.48,1.18
"2019-11-21 18:10:00",26674,12.5,14.46,7.483392,7.450983,7.359308,7.332178,7.24209,7.163629,7.154443,7.098199,7.053491,7.015619,10.4712,86.6344,7.17234,10.40692,85.84425,7.051414,191121,191302,7.427,26.96,40.58,26.38,106.29,12.77,1.96,7.92,3.01,3.06,6.25,18.8,3.21,2.259,5.92,11.47,1.18
"2019-11-21 18:20:00",26675,12.49,14.66,7.471246,7.456018,7.400568,7.319604,7.246515,7.162927,7.144525,7.108453,7.048639,7.018182,10.49062,86.79685,7.173157,10.38134,85.6344,7.051903,191121,192302,7.455,26.98,40.57,26.37,107.35,12.88,1.03,4.21,2.81,2.86,6.25,18.82,3.21,2.258,5.92,11.46,1.18
"2019-11-21 18:30:00",26676,12.47,14.77,7.457574,7.460779,7.413049,7.317194,7.242944,7.161859,7.14187,7.098505,7.060236,7.02392,10.48044,86.69575,7.16539,10.37926,85.62235,7.054329,191121,193302,7.462,26.98,40.57,26.37,107.57,12.91,1.6,6.5,2.85,2.91,6.26,18.84,3.21,2.257,5.92,11.46,1.18
"2019-11-21 18:40:00",26677,12.48,14.82,7.45553,7.454553,7.416131,7.327081,7.238061,7.17309,7.144495,7.101038,7.064752,7.030328,10.45257,86.4845,7.174286,10.3718,85.55628,7.052223,191121,194302,7.45,26.98,40.58,26.38,107.18,12.86,0.85,3.48,2.46,2.52,6.24,18.77,3.21,2.257,5.92,11.46,1.18
"2019-11-21 18:50:00",26678,12.46,14.82,7.446374,7.44314,7.428491,7.367425,7.239221,7.174341,7.136743,7.109369,7.070032,7.039148,10.4322,86.3148,7.17379,10.34892,85.37519,7.055786,191121,195302,7.446,26.98,40.58,26.38,107.25,12.88,2.12,8.6,3.43,3.48,6.26,18.84,3.2,2.255,5.92,11.46,1.18
"2019-11-21 19:00:00",26679,12.47,14.77,7.442102,7.427515,7.428888,7.395959,7.251306,7.161035,7.141809,7.121393,7.080713,7.034173,10.42194,86.21606,7.167335,10.29845,84.99813,7.074387,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
