:498&1607171833-1.9.0-281&17:296&32:194&33:213&18:105
&498&1607172015&17:523,0.8&32:146.9,1.6,945,15.54&33:180.0,3.0,942,19.11&18:10000,1.3&0:14.1
&498&1607172350&17:516,0.8&32:146.7,1.6,945,15.52&33:180.1,2.9,942,19.12&18:10000,1.3&0:13.8
&498&1607172657&17:65535,655.3&32:146.8,1.6,945,15.54&33:180.0,2.9,942,19.11&18:65535,655.3&0:13.3
&498&1607172957&17:65535,655.3&32:146.9,1.6,945,15.54&33:179.9,2.9,942,19.10&18:65535,655.3&0:12.5
&498&1607173257&17:65535,655.3&32:147.2,1.6,945,15.58&33:180.4,2.9,942,19.15&18:65535,655.3&0:12.1
&498&1607173557&17:65535,655.3&32:146.9,1.6,945,15.54&33:180.4,2.9,942,19.15&18:65535,655.3&0:12.0
&498&1607173857&17:65535,655.3&32:147.3,1.6,945,15.59&33:180.5,2.9,942,19.16&18:65535,655.3&0:11.9
&498&1607174157&17:65535,655.3&32:147.3,1.7,945,15.59&33:180.4,2.9,942,19.15&18:65535,655.3&0:11.8
&498&1607174457&17:65535,655.3&32:146.9,1.6,945,15.55&33:180.0,2.8,942,19.11&18:65535,655.3&0:11.7
&498&1607174757&17:65535,655.3&32:146.8,1.6,945,15.53&33:179.9,2.9,942,19.10&18:65535,655.3&0:11.6
&498&1607175057&17:65535,655.3&32:146.9,1.6,945,15.54&33:180.0,2.9,942,19.11&18:65535,655.3&0:11.6
&498&1607175357&17:65535,655.3&32:147.1,1.6,945,15.56&33:180.0,2.9,942,19.10&18:65535,655.3&0:11.5
&498&1607175657&17:65535,655.3&32:147.0,1.6,944,15.58&33:180.0,3.0,942,19.11&18:65535,655.3&0:11.2
&498&1607175957&17:65535,655.3&32:146.8,1.4,944,15.56&33:180.2,3.0,942,19.13&18:65535,655.3&0:10.9
&498&1607176257&17:65535,655.3&32:147.0,1.5,944,15.57&33:180.1,2.9,942,19.12&18:65535,655.3&0:10.6
&498&1607176557&17:0,0.0&32:146.9,1.3,944,15.56&33:180.2,2.9,942,19.13&18:65535,655.3&0:10.4
&498&1607176857&17:65535,655.3&32:147.0,1.4,944,15.58&33:180.2,3.0,942,19.13&18:65535,655.3&0:10.3
&498&1607177157&17:65535,655.3&32:147.1,1.3,944,15.58&33:180.1,2.9,942,19.12&18:65535,655.3&0:10.3
&498&1607177457&17:65535,655.3&32:146.9,1.4,944,15.56&33:180.6,3.0,942,19.18&18:65535,655.3&0:10.2
&498&1607177757&17:65535,655.3&32:147.1,1.5,944,15.58&33:180.2,3.0,942,19.13&18:65535,655.3&0:10.2
&498&1607178057&17:65535,655.3&32:147.0,1.4,944,15.57&33:179.8,2.9,942,19.09&18:65535,655.3&0:10.2
&498&1607178357&17:528,0.6&32:147.1,1.4,944,15.58&33:180.2,2.9,942,19.12&18:65535,655.3&0:10.2
&498&1607178657&17:0,0.0&32:146.9,1.3,944,15.56&33:180.2,3.0,942,19.13&18:65535,655.3&0:10.2
&498&1607178957&17:65535,655.3&32:147.0,1.3,943,15.59&33:180.2,3.0,942,19.13&18:65535,655.3&0:10.2
&498&1607179257&17:65535,655.3&32:146.8,1.4,944,15.55&33:180.3,3.0,942,19.14&18:65535,655.3&0:10.2
&498&1607179557&17:65535,655.3&32:146.9,1.6,944,15.56&33:180.3,3.0,942,19.14&18:65535,655.3&0:10.2
&498&1607179857&17:65535,655.3&32:147.2,1.6,945,15.58&33:180.0,3.0,942,19.10&18:65535,655.3&0:10.2
&498&1607180157&17:65535,655.3&32:147.1,1.6,945,15.57&33:180.1,3.0,942,19.12&18:65535,655.3&0:10.2
&498&1607180457&17:65535,655.3&32:147.0,1.6,945,15.56&33:179.9,3.0,942,19.10&18:65535,655.3&0:10.3
&498&1607180757&17:65535,655.3&32:147.0,1.6,945,15.56&33:180.4,3.0,942,19.15&18:65535,655.3&0:10.5
&498&1607181057&17:65535,655.3&32:147.1,1.4,944,15.58&33:180.8,3.0,942,19.19&18:65535,655.3&0:10.7
&498&1607181357&17:529,0.6&32:146.8,1.4,944,15.55&33:180.3,3.0,942,19.14&18:65535,655.3&0:10.8
&498&1607181657&17:527,0.6&32:146.9,1.3,944,15.56&33:180.2,2.9,942,19.13&18:65535,655.3&0:10.9
&498&1607181957&17:65535,655.3&32:147.1,1.3,944,15.58&33:180.1,2.9,942,19.12&18:65535,655.3&0:11.0
&498&1607182257&17:65535,655.3&32:147.0,1.3,944,15.58&33:180.2,2.9,942,19.13&18:65535,655.3&0:11.1
&498&1607182557&17:65535,655.3&32:147.0,1.3,944,15.57&33:180.2,2.9,942,19.13&18:65535,655.3&0:11.3
&498&1607182857&17:65535,655.3&32:147.1,1.3,944,15.58&33:180.6,2.9,942,19.17&18:65535,655.3&0:11.4
&498&1607183157&17:65535,655.3&32:147.2,1.4,944,15.59&33:180.2,2.9,942,19.13&18:65535,655.3&0:11.4
&498&1607183457&17:0,0.0&32:147.2,1.3,944,15.59&33:180.3,3.0,942,19.14&18:65535,655.3&0:11.5
&498&1607183757&17:526,0.6&32:147.2,1.3,944,15.60&33:179.8,2.9,942,19.09&18:65535,655.3&0:11.6
&498&1607184057&17:65535,655.3&32:147.1,1.4,944,15.58&33:180.6,2.8,942,19.17&18:65535,655.3&0:11.5
&498&1607184357&17:65535,655.3&32:147.0,1.4,944,15.58&33:180.0,2.8,941,19.12&18:65535,655.3&0:11.6
&498&1607184657&17:65535,655.3&32:147.1,1.4,944,15.58&33:180.4,2.8,941,19.17&18:65535,655.3&0:11.6
&498&1607184957&17:65535,655.3&32:147.1,1.5,944,15.58&33:180.4,2.8,941,19.17&18:65535,655.3&0:11.6
&498&1607185257&17:65535,655.3&32:147.1,1.4,944,15.58&33:180.3,2.8,941,19.16&18:65535,655.3&0:11.5
&498&1607185557&17:65535,655.3&32:147.1,1.4,944,15.59&33:179.8,2.8,941,19.11&18:65535,655.3&0:11.3
&498&1607185857&17:65535,655.3&32:147.1,1.4,944,15.58&33:180.3,2.8,941,19.16&18:65535,655.3&0:11.3
&498&1607186157&17:65535,655.3&32:147.0,1.4,944,15.57&33:180.2,2.8,941,19.15&18:65535,655.3&0:11.2
&498&1607186457&17:65535,655.3&32:146.9,1.4,944,15.56&33:180.3,2.8,941,19.16&18:65535,655.3&0:11.1
&498&1607186757&17:65535,655.3&32:146.9,1.3,944,15.57&33:180.3,2.8,942,19.15&18:65535,655.3&0:10.9
&498&1607187057&17:65535,655.3&32:147.2,1.3,944,15.59&33:180.4,2.8,942,19.15&18:65535,655.3&0:10.8
&498&1607187357&17:65535,655.3&32:147.2,1.3,944,15.59&33:180.0,2.8,942,19.11&18:65535,655.3&0:10.7
&498&1607187657&17:65535,655.3&32:147.5,1.3,944,15.62&33:179.9,2.8,942,19.10&18:65535,655.3&0:10.4
&498&1607187957&17:65535,655.3&32:147.0,1.3,944,15.57&33:180.0,2.8,942,19.11&18:65535,655.3&0:10.3
&498&1607188257&17:0,0.0&32:147.3,1.3,944,15.60&33:180.3,2.8,942,19.14&18:65535,655.3&0:10.1
