:470&1604933687-1.9.0-281&17:296&32:194&33:213&18:105
&470&1604934045&17:752,2.2&32:163.2,2.9,915,17.83&33:161.6,4.2,903,17.90&18:10000,2.5&0:18.5
&470&1604934385&17:128,0.0&32:163.1,3.0,915,17.82&33:161.6,4.2,903,17.90&18:65535,655.3&0:18.5
&470&1604934685&17:65535,655.3&32:163.3,2.9,915,17.85&33:161.5,4.2,903,17.89&18:65535,655.3&0:17.5
&470&1604934985&17:65535,655.3&32:163.3,2.9,915,17.85&33:161.6,4.1,903,17.90&18:65535,655.3&0:16.9
&470&1604935285&17:0,0.0&32:163.3,2.9,915,17.85&33:161.4,4.1,903,17.88&18:65535,655.3&0:16.4
&470&1604935585&17:65535,655.3&32:163.2,2.9,915,17.83&33:161.6,4.1,903,17.90&18:65535,655.3&0:16.1
&470&1604935885&17:65535,655.3&32:163.1,2.9,915,17.83&33:161.5,4.1,903,17.89&18:65535,655.3&0:15.9
&470&1604936185&17:65535,655.3&32:163.2,2.9,915,17.83&33:161.5,4.2,903,17.88&18:65535,655.3&0:15.7
&470&1604936485&17:65535,655.3&32:163.4,2.9,915,17.85&33:161.2,4.2,903,17.85&18:65535,655.3&0:15.5
&470&1604936785&17:65535,655.3&32:163.0,2.8,915,17.82&33:161.2,4.1,903,17.85&18:65535,655.3&0:15.4
&470&1604937085&17:65535,655.3&32:163.4,2.8,915,17.86&33:161.5,4.2,903,17.88&18:65535,655.3&0:15.3
&470&1604937385&17:65535,655.3&32:163.3,2.8,915,17.85&33:161.5,4.1,903,17.88&18:65535,655.3&0:15.1
&470&1604937685&17:65535,655.3&32:163.3,2.8,914,17.87&33:161.5,4.2,903,17.88&18:65535,655.3&0:15.0
&470&1604937985&17:65535,655.3&32:163.6,2.8,914,17.90&33:161.5,4.1,903,17.89&18:65535,655.3&0:14.9
&470&1604938285&17:65535,655.3&32:163.3,2.8,914,17.86&33:161.5,4.2,903,17.88&18:65535,655.3&0:14.8
&470&1604938585&17:0,0.0&32:163.2,2.7,914,17.86&33:161.6,4.2,903,17.90&18:65535,655.3&0:14.7
&470&1604938885&17:65535,655.3&32:163.2,2.8,914,17.86&33:161.6,4.2,903,17.89&18:65535,655.3&0:14.6
&470&1604939185&17:65535,655.3&32:163.6,2.8,914,17.90&33:161.5,4.1,903,17.89&18:65535,655.3&0:14.5
&470&1604939485&17:65535,655.3&32:163.2,2.8,914,17.86&33:161.5,4.1,903,17.89&18:65535,655.3&0:14.3
&470&1604939785&17:0,0.0&32:163.3,2.8,914,17.86&33:161.4,4.1,903,17.88&18:65535,655.3&0:14.2
&470&1604940085&17:65535,655.3&32:163.5,2.8,914,17.89&33:161.5,4.2,903,17.89&18:65535,655.3&0:14.1
&470&1604940385&17:65535,655.3&32:163.5,2.7,914,17.89&33:161.4,4.2,903,17.87&18:65535,655.3&0:14.0
&470&1604940685&17:65535,655.3&32:163.6,2.8,914,17.89&33:161.5,4.2,903,17.89&18:65535,655.3&0:13.9
&470&1604940985&17:65535,655.3&32:163.1,2.8,914,17.85&33:161.4,4.1,903,17.88&18:65535,655.3&0:13.8
&470&1604941285&17:0,0.0&32:163.2,2.7,914,17.85&33:161.5,4.2,903,17.89&18:65535,655.3&0:13.8
&470&1604941585&17:0,0.0&32:163.6,2.8,914,17.90&33:161.5,4.2,903,17.88&18:65535,655.3&0:13.7
&470&1604941885&17:0,0.0&32:163.6,2.8,914,17.90&33:161.6,4.2,903,17.89&18:65535,655.3&0:13.7
&470&1604942185&17:0,0.0&32:163.6,2.8,914,17.90&33:161.5,4.1,903,17.89&18:65535,655.3&0:13.6
&470&1604942485&17:65535,655.3&32:163.6,2.8,914,17.90&33:161.5,4.1,902,17.90&18:65535,655.3&0:13.5
&470&1604942785&17:65535,655.3&32:163.5,2.8,914,17.89&33:161.4,4.2,903,17.87&18:65535,655.3&0:13.4
&470&1604943085&17:0,0.0&32:163.0,2.7,914,17.83&33:161.0,4.1,903,17.83&18:65535,655.3&0:13.3
&470&1604943385&17:65535,655.3&32:163.1,2.8,914,17.85&33:161.8,4.1,903,17.92&18:65535,655.3&0:13.2
