:414&1602773740-1.9.0-281&17:296&32:194&33:213&18:105
&414&1602774002&17:803,15.4&32:211.2,15.9,1005,21.01&33:151.9,14.5,917,16.56&18:10000,13.1&0:17.9
&414&1602774312&17:813,15.4&32:210.9,15.9,1005,20.97&33:152.2,14.5,917,16.61&18:10000,13.1&0:17.6
&414&1602774621&17:806,15.3&32:212.4,15.9,1005,21.14&33:152.0,14.6,917,16.58&18:10000,13.1&0:17.1
&414&1602774921&17:0,0.0&32:211.1,16.0,1005,21.00&33:152.0,14.6,918,16.55&18:65535,655.3&0:16.4
&414&1602775221&17:794,15.3&32:211.5,15.9,1005,21.05&33:152.2,14.6,917,16.60&18:65535,655.3&0:16.1
&414&1602775521&17:0,0.0&32:211.3,15.9,1005,21.02&33:151.7,14.6,917,16.54&18:0,0.0&0:16.0
&414&1602775821&17:0,0.0&32:211.9,15.9,1005,21.09&33:152.4,14.7,917,16.63&18:0,0.0&0:15.9
&414&1602776121&17:0,0.0&32:212.3,15.9,1005,21.12&33:151.7,14.7,917,16.54&18:0,0.0&0:15.7
&414&1602776421&17:804,15.3&32:211.0,15.9,1005,21.00&33:151.5,14.7,917,16.51&18:0,0.0&0:15.6
&414&1602776721&17:0,0.0&32:211.0,15.9,1005,21.00&33:151.6,14.7,917,16.54&18:0,0.0&0:15.5
&414&1602777021&17:0,0.0&32:211.8,15.9,1005,21.08&33:151.3,14.7,917,16.50&18:0,0.0&0:15.5
&414&1602777321&17:800,15.3&32:211.6,15.8,1005,21.06&33:151.7,14.7,917,16.55&18:0,0.0&0:15.5
&414&1602777621&17:0,0.0&32:211.6,15.8,1005,21.06&33:152.4,14.7,918,16.60&18:0,0.0&0:15.5
&414&1602777921&17:0,0.0&32:211.5,15.8,1005,21.04&33:151.9,14.7,918,16.55&18:0,0.0&0:15.6
&414&1602778221&17:789,15.3&32:211.0,15.8,1004,21.02&33:151.2,14.7,918,16.48&18:0,0.0&0:15.5
&414&1602778521&17:787,15.3&32:211.1,15.8,1004,21.03&33:151.9,14.7,917,16.57&18:0,0.0&0:15.5
&414&1602778821&17:796,15.3&32:212.2,15.8,1004,21.14&33:151.7,14.7,917,16.55&18:0,0.0&0:15.5
&414&1602779121&17:0,0.0&32:212.2,15.8,1004,21.14&33:151.7,14.7,917,16.55&18:0,0.0&0:15.5
&414&1602779421&17:778,15.2&32:210.9,15.8,1004,21.01&33:151.6,14.7,917,16.53&18:0,0.0&0:15.5
&414&1602779721&17:795,15.2&32:210.9,15.8,1004,21.01&33:151.6,14.7,917,16.53&18:0,0.0&0:15.3
&414&1602780021&17:0,0.0&32:211.5,15.8,1004,21.06&33:151.5,14.7,917,16.52&18:0,0.0&0:15.3
&414&1602780321&17:0,0.0&32:211.5,15.8,1004,21.07&33:151.0,14.6,917,16.47&18:0,0.0&0:15.1
&414&1602780621&17:0,0.0&32:211.1,15.8,1004,21.02&33:151.2,14.6,917,16.49&18:0,0.0&0:15.0
&414&1602780921&17:0,0.0&32:211.9,15.8,1004,21.10&33:151.0,14.6,917,16.47&18:65535,655.3&0:14.8
&414&1602781221&17:0,0.0&32:210.9,15.7,1004,21.00&33:151.5,14.7,917,16.52&18:0,0.0&0:14.8
&414&1602781521&17:0,0.0&32:211.8,15.8,1004,21.09&33:151.8,14.7,917,16.55&18:0,0.0&0:14.9
&414&1602781821&17:0,0.0&32:211.7,15.7,1004,21.09&33:151.5,14.7,917,16.53&18:0,0.0&0:14.9
&414&1602782121&17:0,0.0&32:211.0,15.7,1004,21.01&33:151.0,14.7,917,16.47&18:0,0.0&0:14.8
&414&1602782421&17:0,0.0&32:212.1,15.7,1004,21.12&33:151.4,14.7,917,16.51&18:0,0.0&0:14.7
&414&1602782721&17:785,15.1&32:211.6,15.8,1004,21.08&33:151.1,14.7,917,16.48&18:0,0.0&0:14.7
&414&1602783021&17:0,0.0&32:212.3,15.7,1004,21.15&33:151.1,14.7,917,16.48&18:0,0.0&0:14.6
&414&1602783321&17:798,15.1&32:210.8,15.7,1004,21.00&33:151.2,14.7,917,16.50&18:0,0.0&0:14.7
&414&1602783621&17:0,0.0&32:211.2,15.7,1004,21.03&33:150.6,14.7,917,16.42&18:0,0.0&0:14.7
&414&1602783921&17:0,0.0&32:211.5,15.7,1003,21.09&33:151.1,14.7,917,16.48&18:0,0.0&0:14.7
&414&1602784221&17:0,0.0&32:211.9,15.6,1003,21.12&33:151.8,14.7,917,16.56&18:0,0.0&0:14.7
&414&1602784521&17:0,0.0&32:211.1,15.7,1003,21.04&33:151.0,14.7,917,16.47&18:0,0.0&0:14.8
&414&1602784821&17:0,0.0&32:210.8,15.7,1003,21.01&33:150.7,14.8,917,16.44&18:0,0.0&0:14.9
&414&1602785121&17:0,0.0&32:211.6,15.7,1003,21.10&33:151.1,14.8,917,16.49&18:0,0.0&0:14.8
&414&1602785421&17:0,0.0&32:211.3,15.6,1003,21.07&33:150.3,14.8,917,16.39&18:0,0.0&0:14.8
&414&1602785721&17:790,15.0&32:211.1,15.6,1003,21.05&33:150.6,14.8,917,16.42&18:0,0.0&0:14.8
&414&1602786021&17:0,0.0&32:210.9,15.6,1003,21.03&33:151.0,14.8,917,16.46&18:0,0.0&0:14.8
&414&1602786321&17:0,0.0&32:210.9,15.6,1003,21.03&33:150.5,14.8,917,16.42&18:0,0.0&0:14.9
&414&1602786621&17:0,0.0&32:211.6,15.6,1003,21.10&33:150.4,14.8,917,16.40&18:0,0.0&0:14.9
&414&1602786921&17:0,0.0&32:210.8,15.6,1003,21.01&33:150.7,14.8,917,16.44&18:0,0.0&0:14.9
&414&1602787221&17:0,0.0&32:211.2,15.5,1003,21.06&33:150.8,14.8,917,16.44&18:0,0.0&0:15.0
&414&1602787521&17:797,15.0&32:210.8,15.6,1003,21.01&33:150.2,14.8,917,16.37&18:0,0.0&0:14.9
&414&1602787821&17:0,0.0&32:211.1,15.5,1003,21.05&33:150.3,14.8,917,16.38&18:0,0.0&0:14.9
&414&1602788121&17:0,0.0&32:212.3,15.5,1003,21.17&33:150.7,14.8,917,16.44&18:0,0.0&0:14.9
