:468&1604758294-1.9.0-281&17:296&32:194&33:213&18:105
&468&1604758499&17:0,0.0&32:165.3,3.3,918,18.01&33:162.0,4.6,906,17.88&18:10000,3.0&0:11.6
&468&1604758815&17:913,2.5&32:165.1,3.3,918,17.98&33:161.9,4.6,905,17.90&18:10000,3.0&0:11.9
&468&1604759123&17:65535,655.3&32:165.1,3.3,918,17.98&33:162.0,4.6,906,17.89&18:65535,655.3&0:11.8
&468&1604759423&17:65535,655.3&32:165.1,3.4,918,17.98&33:161.6,4.6,906,17.84&18:65535,655.3&0:10.8
&468&1604759723&17:65535,655.3&32:165.3,3.3,918,18.00&33:162.0,4.6,906,17.88&18:65535,655.3&0:10.4
&468&1604760023&17:65535,655.3&32:165.0,3.3,918,17.98&33:162.0,4.6,905,17.90&18:65535,655.3&0:10.2
&468&1604760323&17:65535,655.3&32:165.0,3.4,918,17.98&33:161.9,4.6,906,17.87&18:65535,655.3&0:9.9
&468&1604760623&17:65535,655.3&32:165.4,3.2,918,18.02&33:162.0,4.6,906,17.88&18:65535,655.3&0:9.7
&468&1604760923&17:65535,655.3&32:164.9,3.3,918,17.96&33:161.6,4.6,906,17.84&18:65535,655.3&0:9.4
&468&1604761223&17:65535,655.3&32:165.3,3.2,918,18.01&33:162.0,4.6,906,17.88&18:65535,655.3&0:9.4
&468&1604761523&17:65535,655.3&32:165.2,3.2,918,18.00&33:162.0,4.6,906,17.88&18:65535,655.3&0:9.3
&468&1604761823&17:65535,655.3&32:165.2,3.3,918,18.00&33:162.1,4.6,906,17.89&18:65535,655.3&0:9.1
&468&1604762123&17:65535,655.3&32:165.1,3.3,917,18.01&33:161.9,4.6,905,17.89&18:65535,655.3&0:8.8
&468&1604762423&17:65535,655.3&32:165.2,3.2,917,18.02&33:161.9,4.6,905,17.89&18:65535,655.3&0:8.7
&468&1604762723&17:65535,655.3&32:165.2,3.2,917,18.01&33:161.9,4.6,905,17.89&18:65535,655.3&0:8.5
&468&1604763023&17:65535,655.3&32:165.3,3.3,917,18.02&33:161.8,4.6,905,17.88&18:65535,655.3&0:8.4
&468&1604763323&17:65535,655.3&32:165.3,3.3,918,18.01&33:162.0,4.6,906,17.88&18:65535,655.3&0:8.4
&468&1604763623&17:65535,655.3&32:165.2,3.3,918,18.00&33:161.9,4.6,905,17.89&18:65535,655.3&0:8.3
&468&1604763923&17:65535,655.3&32:165.3,3.2,917,18.02&33:161.9,4.6,906,17.88&18:65535,655.3&0:8.2
&468&1604764223&17:65535,655.3&32:165.2,3.2,917,18.01&33:162.0,4.6,905,17.90&18:65535,655.3&0:8.2
&468&1604764523&17:65535,655.3&32:165.2,3.3,917,18.02&33:161.9,4.6,906,17.87&18:65535,655.3&0:8.1
&468&1604764823&17:65535,655.3&32:165.5,3.2,917,18.05&33:161.8,4.6,906,17.86&18:65535,655.3&0:8.1
&468&1604765123&17:65535,655.3&32:165.5,3.2,917,18.05&33:161.9,4.6,905,17.89&18:65535,655.3&0:8.0
&468&1604765423&17:65535,655.3&32:164.9,3.3,918,17.96&33:161.9,4.6,906,17.87&18:65535,655.3&0:8.0
&468&1604765723&17:65535,655.3&32:165.4,3.3,918,18.02&33:162.0,4.6,906,17.88&18:65535,655.3&0:8.0
&468&1604766023&17:65535,655.3&32:165.0,3.3,918,17.98&33:162.4,4.6,906,17.92&18:65535,655.3&0:7.9
&468&1604766323&17:65535,655.3&32:165.3,3.3,918,18.00&33:161.9,4.6,906,17.87&18:65535,655.3&0:7.7
&468&1604766623&17:65535,655.3&32:165.3,3.3,918,18.01&33:162.3,4.6,905,17.94&18:65535,655.3&0:7.8
&468&1604766923&17:65535,655.3&32:165.2,3.3,917,18.02&33:161.8,4.6,906,17.86&18:65535,655.3&0:7.7
&468&1604767223&17:65535,655.3&32:165.2,3.2,917,18.02&33:162.0,4.6,906,17.88&18:65535,655.3&0:7.7
&468&1604767523&17:65535,655.3&32:165.2,3.3,917,18.02&33:161.9,4.6,905,17.89&18:65535,655.3&0:7.5
&468&1604767823&17:65535,655.3&32:165.3,3.2,917,18.02&33:161.8,4.6,905,17.88&18:65535,655.3&0:7.5
&468&1604768123&17:65535,655.3&32:165.7,3.2,917,18.07&33:161.8,4.6,905,17.87&18:65535,655.3&0:7.4
&468&1604768423&17:65535,655.3&32:165.3,3.3,917,18.03&33:162.2,4.6,905,17.93&18:65535,655.3&0:7.4
&468&1604768723&17:65535,655.3&32:165.6,3.2,917,18.06&33:162.2,4.5,905,17.92&18:65535,655.3&0:7.3
&468&1604769023&17:65535,655.3&32:165.2,3.2,917,18.01&33:161.7,4.5,905,17.86&18:65535,655.3&0:7.2
&468&1604769323&17:65535,655.3&32:165.6,3.2,917,18.06&33:162.3,4.6,905,17.93&18:65535,655.3&0:7.2
&468&1604769623&17:65535,655.3&32:165.4,3.2,917,18.04&33:162.1,4.6,905,17.91&18:65535,655.3&0:7.0
&468&1604769923&17:65535,655.3&32:165.1,3.2,917,18.01&33:162.2,4.6,905,17.92&18:65535,655.3&0:6.9
&468&1604770223&17:65535,655.3&32:165.5,3.1,917,18.05&33:162.1,4.6,905,17.91&18:65535,655.3&0:6.8
&468&1604770523&17:65535,655.3&32:165.4,3.2,917,18.04&33:161.9,4.5,905,17.88&18:65535,655.3&0:6.8
&468&1604770823&17:65535,655.3&32:165.5,3.2,917,18.05&33:162.0,4.6,905,17.90&18:65535,655.3&0:6.8
&468&1604771123&17:65535,655.3&32:165.4,3.2,917,18.04&33:161.9,4.6,905,17.89&18:65535,655.3&0:6.6
&468&1604771423&17:0,0.0&32:165.0,3.1,917,18.00&33:162.0,4.6,905,17.90&18:65535,655.3&0:6.6
&468&1604771723&17:65535,655.3&32:165.3,3.1,917,18.02&33:162.0,4.5,905,17.90&18:65535,655.3&0:6.6
&468&1604772023&17:65535,655.3&32:165.6,3.1,917,18.06&33:162.0,4.6,905,17.90&18:65535,655.3&0:6.6
&468&1604772323&17:65535,655.3&32:165.4,3.2,917,18.03&33:161.8,4.5,905,17.88&18:65535,655.3&0:6.6
&468&1604772623&17:65535,655.3&32:165.5,3.1,917,18.05&33:161.5,4.5,905,17.85&18:65535,655.3&0:6.6
&468&1604772923&17:65535,655.3&32:165.5,3.1,917,18.04&33:161.9,4.6,905,17.89&18:65535,655.3&0:6.6
&468&1604773223&17:65535,655.3&32:165.0,3.1,917,17.99&33:162.0,4.5,905,17.90&18:65535,655.3&0:6.6
&468&1604773523&17:65535,655.3&32:165.3,3.1,917,18.02&33:161.8,4.5,905,17.88&18:65535,655.3&0:6.6
&468&1604773823&17:65535,655.3&32:165.5,3.1,917,18.04&33:161.8,4.5,905,17.88&18:65535,655.3&0:6.6
&468&1604774123&17:65535,655.3&32:165.2,3.1,917,18.02&33:162.0,4.5,905,17.90&18:65535,655.3&0:6.6
&468&1604774423&17:908,2.3&32:165.3,3.1,917,18.02&33:161.8,4.5,905,17.88&18:65535,655.3&0:6.6
&468&1604774723&17:65535,655.3&32:165.1,3.1,917,18.01&33:161.9,4.5,905,17.89&18:65535,655.3&0:6.5
&468&1604775023&17:65535,655.3&32:165.6,3.1,917,18.06&33:161.7,4.5,905,17.87&18:65535,655.3&0:6.5
&468&1604775323&17:65535,655.3&32:165.2,3.1,917,18.02&33:161.7,4.5,905,17.87&18:65535,655.3&0:6.4
&468&1604775623&17:65535,655.3&32:165.2,3.1,917,18.02&33:161.8,4.5,905,17.88&18:65535,655.3&0:6.3
&468&1604775923&17:65535,655.3&32:165.4,3.1,917,18.04&33:162.1,4.5,905,17.91&18:65535,655.3&0:6.3
&468&1604776223&17:65535,655.3&32:165.5,3.1,917,18.05&33:161.9,4.5,905,17.89&18:65535,655.3&0:6.3
&468&1604776523&17:65535,655.3&32:165.3,3.1,917,18.03&33:161.8,4.5,905,17.87&18:65535,655.3&0:6.1
&468&1604776823&17:65535,655.3&32:165.4,3.1,917,18.04&33:162.2,4.5,905,17.92&18:65535,655.3&0:6.1
&468&1604777123&17:65535,655.3&32:165.2,3.1,917,18.02&33:161.9,4.5,905,17.89&18:65535,655.3&0:6.1
&468&1604777423&17:65535,655.3&32:165.3,3.0,917,18.02&33:161.7,4.5,905,17.87&18:65535,655.3&0:6.0
&468&1604777723&17:65535,655.3&32:165.6,3.0,917,18.06&33:161.7,4.5,905,17.87&18:65535,655.3&0:6.1
&468&1604778023&17:65535,655.3&32:165.6,3.1,917,18.06&33:161.7,4.5,905,17.86&18:65535,655.3&0:6.0
&468&1604778323&17:65535,655.3&32:165.6,3.0,917,18.06&33:161.8,4.5,905,17.88&18:65535,655.3&0:6.0
&468&1604778623&17:65535,655.3&32:165.5,3.1,917,18.05&33:161.7,4.5,905,17.87&18:65535,655.3&0:6.0
&468&1604778923&17:65535,655.3&32:165.4,3.1,917,18.04&33:162.1,4.6,905,17.91&18:65535,655.3&0:6.0
&468&1604779223&17:65535,655.3&32:165.2,3.1,917,18.01&33:0.0,0.0,0,0.00&18:65535,655.3&0:6.0
&468&1604779523&17:65535,655.3&32:165.0,3.1,917,17.99&33:161.8,4.5,905,17.88&18:65535,655.3&0:6.0
&468&1604779823&17:65535,655.3&32:165.4,3.0,917,18.04&33:161.7,4.6,905,17.87&18:65535,655.3&0:6.0
&468&1604780123&17:65535,655.3&32:165.3,3.0,917,18.03&33:161.6,4.5,905,17.85&18:65535,655.3&0:5.9
&468&1604780423&17:65535,655.3&32:165.4,3.0,917,18.03&33:161.9,4.6,905,17.89&18:65535,655.3&0:5.8
&468&1604780723&17:65535,655.3&32:165.6,3.0,917,18.06&33:162.2,4.5,905,17.92&18:65535,655.3&0:5.8
&468&1604781023&17:65535,655.3&32:165.6,3.0,917,18.06&33:161.7,4.5,905,17.86&18:65535,655.3&0:5.8
