:453&1603461056-1.9.0-281&17:296&32:194&33:213&18:105
&453&1603461301&17:1682,6.1&32:160.4,6.9,920,17.44&33:155.2,7.1,909,17.07&18:10000,5.5&0:20.6
&453&1603461609&17:1693,6.1&32:160.5,6.9,920,17.45&33:155.4,7.0,909,17.10&18:10000,5.5&0:21.2
&453&1603461916&17:0,0.0&32:160.3,6.9,920,17.43&33:155.3,7.0,909,17.09&18:10000,5.5&0:21.4
&453&1603462216&17:0,0.0&32:160.2,6.9,921,17.39&33:155.2,7.0,909,17.08&18:10000,5.4&0:21.7
&453&1603462516&17:1680,6.2&32:160.3,7.0,921,17.40&33:155.5,7.0,909,17.11&18:10000,5.4&0:22.2
&453&1603462816&17:0,0.0&32:160.1,6.9,921,17.39&33:155.6,7.0,909,17.12&18:10000,5.4&0:22.2
&453&1603463116&17:1683,6.1&32:160.5,6.9,920,17.45&33:155.6,7.0,909,17.11&18:10000,5.4&0:21.7
&453&1603463416&17:1658,5.9&32:160.3,6.8,920,17.42&33:155.2,7.0,909,17.08&18:10000,5.4&0:21.4
&453&1603463716&17:1669,5.7&32:160.2,6.7,919,17.43&33:155.6,7.0,909,17.11&18:10000,5.4&0:21.2
&453&1603464016&17:0,0.0&32:160.2,6.6,919,17.43&33:155.2,7.0,909,17.07&18:10000,5.4&0:21.4
&453&1603464316&17:0,0.0&32:159.9,6.5,919,17.40&33:155.3,7.0,909,17.08&18:10000,5.4&0:21.8
&453&1603464616&17:1649,5.6&32:159.9,6.4,919,17.40&33:155.3,7.0,909,17.08&18:10000,5.5&0:22.1
&453&1603464916&17:0,0.0&32:159.8,6.4,919,17.39&33:155.4,7.0,909,17.09&18:0,0.0&0:22.1
&453&1603465216&17:1669,5.7&32:160.1,6.6,919,17.43&33:155.5,7.0,909,17.11&18:10000,5.5&0:21.7
&453&1603465516&17:1686,5.7&32:160.0,6.7,920,17.39&33:155.6,7.1,909,17.11&18:10000,5.6&0:20.8
&453&1603465816&17:0,0.0&32:160.3,6.8,920,17.42&33:155.6,7.1,909,17.11&18:10000,5.5&0:19.8
