"TOA5","CR3000","CR3000","10344","CR3000.Std.27.04","CPU:CR3000_6Sensors_10JUL15.CR3","15161","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01Up_Avg","IR01Dn_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg"
"2016-05-23 12:03:00",453575,13.53,16.28,412.2,24.72939,101.7,15.59,74.34,0,2.667,345,202.7,8.44,-24.3,2.893,0.042
"2016-05-23 12:04:00",453576,13.54,16.27,347.5,20.84771,101.7,15.45,74.7,0,2.986,21.94,170.9,6.701,-24.16,3.29,0.039
"2016-05-23 12:05:00",453577,13.54,16.25,277.6,16.65618,101.7,15.41,74.44,0,1.624,1.149,136.3,5.227,-23.62,3.149,0.038
"2016-05-23 12:06:00",453578,13.53,16.23,223.9,13.43495,101.7,15.43,75.06,0,1.137,40.11,110.2,4.523,-23.04,3.115,0.041
"2016-05-23 12:07:00",453579,13.54,16.21,186.2,11.17243,101.7,15.46,74.89,0,1.093,10.1,92,3.866,-22.74,2.925,0.042
"2016-05-23 12:08:00",453580,13.54,16.2,166.6,9.994667,101.7,15.48,76.78,0,1.349,13.95,81.7,3.473,-21.69,3.21,0.043
"2016-05-23 12:09:00",453581,13.52,16.19,174.5,10.47212,101.7,15.46,75.48,0,1.927,327.8,84.3,3.347,-21.19,3.485,0.04
"2016-05-23 12:10:00",453582,13.53,16.17,207.7,12.46252,101.7,15.42,76.91,0,2.053,330.9,99.4,3.982,-20.93,3.951,0.04
"2016-05-23 12:11:00",453583,13.54,16.15,239.9,14.39196,101.7,15.41,76.05,0,1.63,345.8,114.7,4.732,-21.29,4.299,0.041
"2016-05-23 12:12:00",453584,13.53,16.13,276.6,16.59484,101.7,15.43,76.12,0,1.418,332.8,132,6,-21.86,4.234,0.045
"2016-05-23 12:13:00",453585,13.53,16.12,298.9,17.93545,101.7,15.43,74.94,0,1.614,339,143.1,6.969,-22.3,4.146,0.049
"2016-05-23 12:14:00",453586,13.54,16.12,304.6,18.27362,101.7,15.39,75,0,1.762,0.445,146.5,7.362,-22.56,4.193,0.05
"2016-05-23 12:15:00",453587,13.54,16.11,309.1,18.54529,101.7,15.38,74.75,0,2.538,336.7,149.5,7.709,-22.58,4.509,0.052
"2016-05-23 12:16:00",453588,13.53,16.11,300.7,18.03904,101.7,15.37,74.15,0,1.896,326.9,147.1,7.56,-22.74,5.079,0.051
"2016-05-23 12:17:00",453589,13.54,16.12,292.8,17.56713,101.7,15.39,74.43,0,1.285,322.1,144.5,7.58,-22.76,5.18,0.052
"2016-05-23 12:18:00",453590,13.54,16.14,299,17.94291,101.7,15.4,75.19,0,1.689,323.6,148.6,8.06,-22.7,5.112,0.054
"2016-05-23 12:19:00",453591,13.54,16.17,318.1,19.08678,101.7,15.4,75.06,0,2.319,349.2,159.1,8.77,-22.89,5.285,0.055
"2016-05-23 12:20:00",453592,13.53,16.19,357.1,21.42896,101.7,15.45,76.25,0,2.043,2.901,178.7,10.01,-23.48,5.419,0.056
"2016-05-23 12:21:00",453593,13.54,16.21,425.1,25.50875,101.7,15.51,75.17,0,1.705,333.8,212,12.38,-24.25,5.128,0.058
"2016-05-23 12:22:00",453594,13.54,16.24,519.7,31.18328,101.7,15.51,76.68,0,2.066,326.3,260.1,14.93,-25.19,5.215,0.057
"2016-05-23 12:23:00",453595,13.55,16.28,636.9,38.21468,101.7,15.53,73.96,0,2.257,329.4,319.3,17.81,-26.45,5.13,0.056
"2016-05-23 12:24:00",453596,13.54,16.35,746.1,44.76778,101.7,15.55,73.92,0,2.264,346.5,374.9,20.57,-27.57,4.998,0.055
"2016-05-23 12:25:00",453597,13.54,16.42,807,48.43345,101.7,15.55,73.26,0,1.643,337.8,406.4,22.5,-28.35,4.769,0.055
"2016-05-23 12:26:00",453598,13.54,16.51,830,49.80592,101.7,15.63,73.19,0,1.78,348.9,418,23.17,-28.98,4.402,0.055
"2016-05-23 12:27:00",453599,13.54,16.6,830,49.80218,101.7,15.63,73.11,0,1.264,303.8,418.1,23.04,-29.81,3.965,0.055
"2016-05-23 12:28:00",453600,13.54,16.71,820,49.18769,101.7,15.69,72.71,0,1.151,304.9,411.6,22.68,-30.46,3.445,0.055
"2016-05-23 12:29:00",453601,13.54,16.83,802,48.12257,101.7,15.72,72.59,0,1.803,286.7,402.6,22.12,-30.98,3.102,0.055
"2016-05-23 12:30:00",453602,13.53,16.95,777.9,46.67101,101.7,15.74,72.91,0,1.249,340.4,390.3,21.19,-31.6,3.053,0.054
"2016-05-23 12:31:00",453603,13.54,17.08,761.9,45.71252,101.7,15.77,72.71,0,0.601,5.146,381.5,20.72,-32.46,2.508,0.054
"2016-05-23 12:32:00",453604,13.55,17.2,766.6,45.99519,101.7,15.92,73.15,0,0.219,328.7,383.5,20.91,-33.14,2.116,0.055
"2016-05-23 12:33:00",453605,13.53,17.33,793.4,47.60201,101.7,16.13,72.33,0,2.016,322.3,397.9,21.22,-34.08,1.607,0.053
"2016-05-23 12:34:00",453606,13.53,17.45,842,50.54947,101.7,16.05,70.1,0,2.889,348.4,423.2,21.63,-35.65,1.777,0.051
"2016-05-23 12:35:00",453607,13.54,17.53,921,55.26395,101.7,15.98,69.5,0,2.666,319.5,461.4,22.72,-37.53,2.057,0.049
"2016-05-23 12:36:00",453608,13.53,17.62,1063,63.753,101.7,15.96,69.61,0,1.39,0.604,530.1,25.61,-39.58,1.8,0.048
"2016-05-23 12:37:00",453609,13.54,17.72,1208,72.45976,101.7,16.01,69.38,0,0.586,3.007,605.3,29.14,-41.2,1.298,0.048
"2016-05-23 12:38:00",453610,13.54,17.86,1334,80.02306,101.7,16.23,70.06,0,0.583,351.4,664.7,31.78,-42.08,0.706,0.048
"2016-05-23 12:39:00",453611,13.53,17.99,1536,92.14561,101.7,16.39,70.53,0,1.052,351.1,769.8,35.89,-42.5,0.161,0.047
"2016-05-23 12:40:00",453612,13.53,18.11,1535,92.09723,101.7,16.56,66.9,0,1.285,295.5,779.6,35.79,-42.99,-0.628,0.046
"2016-05-23 12:41:00",453613,13.53,18.24,1375,82.50697,101.7,16.81,68.24,0,1.114,332.5,701.2,31.96,-44.08,-0.97,0.046
"2016-05-23 12:42:00",453614,13.54,18.36,1289,77.32932,101.7,16.91,67.31,0,2.357,344.5,655.3,29.16,-46.17,-1.479,0.044
"2016-05-23 12:43:00",453615,13.54,18.45,1207,72.42966,101.7,16.81,68.59,0,2.339,324.2,612.8,26.91,-50.21,-1.322,0.044
"2016-05-23 12:44:00",453616,13.54,18.53,1830,109.8022,101.7,16.89,66.93,0,3.507,333.9,898,39.61,-54.19,-1.083,0.044
"2016-05-23 12:45:00",453617,13.54,18.56,2619,157.1187,101.7,16.9,68.76,0,4.145,339,1368,58.86,-55.21,-0.852,0.043
"2016-05-23 12:46:00",453618,13.55,18.61,2558,153.4916,101.7,16.89,67.94,0,3.053,344.9,1339,56.18,-56.99,-1.351,0.042
"2016-05-23 12:47:00",453619,13.55,18.68,2506,150.3658,101.7,16.92,66.7,0,2.728,337.2,1327,54.97,-57.73,-1.815,0.041
"2016-05-23 12:48:00",453620,13.54,18.78,2022,121.3024,101.7,16.91,66.19,0,2.512,327.5,1049,42.68,-60.4,-2.311,0.041
"2016-05-23 12:49:00",453621,13.55,18.88,1820,109.2036,101.7,17.2,64.04,0,3.139,56.78,925,38.63,-63.33,-2.483,0.042
"2016-05-23 12:50:00",453622,13.54,18.94,2336,140.1337,101.7,18.3,66.72,0,0.893,128.6,1200,51.9,-64.8,-2.737,0.043
"2016-05-23 12:51:00",453623,13.55,19,2447,146.8179,101.7,18.82,64.31,0,2.457,331.1,1280,55.05,-65.39,-2.996,0.043
"2016-05-23 12:52:00",453624,13.54,19.06,2088,125.2793,101.7,18.52,66,0,3.933,323.5,1067,43.93,-66.94,-3.407,0.041
"2016-05-23 12:53:00",453625,13.55,19.12,2376,142.5648,101.7,18.53,67.75,0,4.167,336.9,1270,51.9,-65.66,-3.248,0.041
"2016-05-23 12:54:00",453626,13.55,19.18,2440,146.4166,101.7,18.5,66.36,0,2.069,337.6,1272,52.26,-65.45,-3.611,0.041
"2016-05-23 12:55:00",453627,13.54,19.25,1957,117.4012,101.7,17.96,64.6,0,1.344,340.5,1034,43.18,-66.52,-4.222,0.042
"2016-05-23 12:56:00",453628,13.51,19.34,2144,128.6437,101.7,17.86,65.02,0,2.344,348.5,1094,46.87,-66.77,-4.664,0.043
"2016-05-23 12:57:00",453629,13.52,19.39,2456,147.361,101.6,17.84,63.49,0,4.446,0.088,1283,55.03,-65.24,-4.612,0.043
"2016-05-23 12:58:00",453630,13.52,19.39,2498,149.9083,101.6,17.73,65.21,0,3.864,337.8,1307,56.23,-65.66,-4.823,0.043
"2016-05-23 12:59:00",453631,13.52,19.4,2472,148.318,101.6,17.56,64.31,0,3.976,324.2,1289,54.99,-65.09,-4.574,0.043
"2016-05-23 13:00:00",453632,13.52,19.44,2467,148.0347,101.6,17.48,65.79,0,3.304,341.2,1284,54.69,-65.09,-4.375,0.043
"2016-05-23 13:01:00",453633,13.52,19.5,2471,148.2756,101.6,17.55,64.61,0,4.137,335,1287,55.41,-65.06,-4.148,0.043
"2016-05-23 13:02:00",453634,13.53,19.57,2217,133.0225,101.6,17.67,63.75,0,3.775,330.6,1149,49.6,-66.52,-4.196,0.043
"2016-05-23 13:03:00",453635,13.52,19.63,2182,130.9246,101.6,17.69,64.54,0,3.556,338.8,1179,51.4,-66.85,-3.835,0.044
"2016-05-23 13:04:00",453636,13.52,19.67,2354,141.2559,101.6,17.8,63.56,0,2.834,315,1196,53.08,-68.27,-4.041,0.044
"2016-05-23 13:05:00",453637,13.53,19.71,2332,139.9054,101.6,17.94,62.47,0,2.167,317,1214,54.6,-69.8,-4.435,0.045
"2016-05-23 13:06:00",453638,13.53,19.76,2023,121.4008,101.6,17.78,63.16,0,1.344,340.2,1038,45.79,-73.35,-4.951,0.044
"2016-05-23 13:07:00",453639,13.53,19.81,1692,101.5303,101.6,17.63,61.72,0,2.943,341.2,877,38.12,-76.17,-5.341,0.043
"2016-05-23 13:08:00",453640,13.53,19.83,2225,133.5026,101.6,17.51,62.24,0,4.335,342.3,1158,50.83,-75.91,-4.911,0.044
"2016-05-23 13:09:00",453641,13.53,19.84,2179,130.764,101.6,17.5,61.02,0,5.815,346.5,1135,49.59,-77.39,-4.958,0.044
"2016-05-23 13:10:00",453642,13.53,19.84,2146,128.7563,101.6,17.4,61.04,0,4.472,350.5,1114,47.82,-79.66,-4.978,0.043
"2016-05-23 13:11:00",453643,13.54,19.84,2138,128.2545,101.6,17.32,62.31,0,4.296,0.094,1106,47.73,-79.33,-4.639,0.043
"2016-05-23 13:12:00",453644,13.53,19.84,2164,129.8275,101.6,17.26,62.6,0,3.486,311.8,1120,47.83,-77.47,-4.404,0.043
"2016-05-23 13:13:00",453645,13.53,19.83,2204,132.2147,101.6,17.23,61.75,0,3.912,347.7,1142,48.67,-74.59,-3.868,0.043
"2016-05-23 13:14:00",453646,13.53,19.82,2207,132.4488,101.6,17.39,62.6,0,2.228,0.082,1147,49.77,-72.02,-4.252,0.043
"2016-05-23 13:15:00",453647,13.53,19.81,2240,134.3886,101.6,17.56,63.54,0,2.724,345,1160,50.57,-69.62,-4.162,0.044
"2016-05-23 13:16:00",453648,13.53,19.8,2267,136.0485,101.6,17.62,62.15,0,3.729,304.6,1179,51.89,-68.21,-4.001,0.044
"2016-05-23 13:17:00",453649,13.53,19.79,1819,109.1356,101.6,17.55,62.55,0,3.487,321.9,984,41.7,-66.06,-3.962,0.042
"2016-05-23 13:18:00",453650,13.53,19.79,1412,84.73842,101.6,17.61,62.27,0,2.269,13.51,727.4,29.59,-64.41,-4.433,0.04
"2016-05-23 13:19:00",453651,13.5,19.78,768.8,46.12742,101.6,17.63,62.86,0,1.967,42.59,382.5,12.86,-63.8,-4.87,0.034
"2016-05-23 13:20:00",453652,13.5,19.77,1496,89.76482,101.6,17.87,61.98,0,2.424,66.23,720.1,31.21,-61.21,-4.601,0.041
"2016-05-23 13:21:00",453653,13.49,19.76,2349,140.9461,101.6,18.2,62.83,0,2.654,343.4,1219,56.65,-58.25,-3.754,0.046
"2016-05-23 13:22:00",453654,13.5,19.75,2594,155.6142,101.6,18.42,64.51,0,3.108,353.7,1336,61.4,-58.01,-4.294,0.046
"2016-05-23 13:23:00",453655,13.5,19.74,2579,154.7328,101.6,18.35,64.8,0,3.361,346.9,1344,60.94,-55.49,-4.547,0.045
"2016-05-23 13:24:00",453656,13.49,19.73,1463,87.77762,101.6,18.5,65.77,0,1.955,325.5,773.5,30.99,-57.84,-5.444,0.038
"2016-05-23 13:25:00",453657,13.49,19.73,849,50.92301,101.6,18.49,63.11,0,2.832,334.2,422,13.96,-61.94,-5.599,0.033
"2016-05-23 13:26:00",453658,13.49,19.73,1815,108.8974,101.6,18.84,61.38,0,2.016,343.6,889,39.79,-63.97,-5.5,0.044
"2016-05-23 13:27:00",453659,13.49,19.73,1691,101.4427,101.6,18.98,62.12,0,2.754,344.9,897,40.18,-66.9,-6.045,0.045
"2016-05-23 13:28:00",453660,13.5,19.73,1392,83.50432,101.6,18.77,63.59,0,4.497,350,664.4,27.82,-71.12,-5.603,0.04
"2016-05-23 13:29:00",453661,13.5,19.73,2111,126.6464,101.6,18.53,63.81,0,3.76,350.9,1099,49,-69.38,-4.816,0.044
"2016-05-23 13:30:00",453662,13.49,19.72,1924,115.4691,101.6,18.42,64.92,0,3.52,324.4,1043,44.94,-68.21,-4.628,0.042
"2016-05-23 13:31:00",453663,13.5,19.72,899,53.93444,101.6,18.4,66.46,0,3.1,339.2,391.8,11.93,-72.35,-4.792,0.026
"2016-05-23 13:32:00",453664,13.49,19.71,1473,88.38718,101.6,18.45,64.47,0,3.352,341.2,792.8,35.01,-71.86,-4.072,0.042
"2016-05-23 13:33:00",453665,13.5,19.7,1778,106.6898,101.6,18.44,64.34,0,4.111,343.7,954,43.28,-73.43,-3.62,0.045
"2016-05-23 13:34:00",453666,13.49,19.69,2019,121.1453,101.6,18.37,64.49,0,4.921,350,1065,49.19,-75.73,-3.044,0.046
"2016-05-23 13:35:00",453667,13.49,19.67,2113,126.7785,101.6,18.51,63.8,0,2.238,17.7,1099,50.33,-78.64,-3.698,0.046
"2016-05-23 13:36:00",453668,13.5,19.65,2069,124.1389,101.6,18.55,62.66,0,3.407,342.9,1098,51.53,-79.91,-3.969,0.047
"2016-05-23 13:37:00",453669,13.5,19.64,2053,123.1798,101.6,18.35,62.67,0,3.936,335.7,1057,49.34,-81.4,-3.537,0.047
"2016-05-23 13:38:00",453670,13.5,19.63,2058,123.4964,101.6,18.37,63.01,0,2.238,341.9,1066,50,-82.5,-3.418,0.047
"2016-05-23 13:39:00",453671,13.5,19.61,2065,123.8929,101.6,18.43,62.09,0,1.627,314.2,1067,50.33,-82.9,-3.326,0.047
"2016-05-23 13:40:00",453672,13.49,19.6,2082,124.9187,101.6,18.6,63.87,0,2.167,23.19,1075,51.14,-82.2,-3.248,0.048
"2016-05-23 13:41:00",453673,13.5,19.59,2107,126.4476,101.6,18.79,61.89,0,1.109,48.41,1089,51.48,-82,-3.747,0.047
"2016-05-23 13:42:00",453674,13.5,19.58,2170,130.1824,101.6,19.02,61.82,0,1.777,354.5,1117,52.93,-80.1,-4.068,0.047
"2016-05-23 13:43:00",453675,13.49,19.58,2159,129.5612,101.6,18.92,62.67,0,4.893,338.5,1127,53.36,-78.48,-3.826,0.047
"2016-05-23 13:44:00",453676,13.5,19.59,1654,99.24584,101.6,18.75,62.61,0,4.701,332.4,871,39.4,-79.27,-4.173,0.044
"2016-05-23 13:45:00",453677,13.5,19.59,1777,106.6499,101.6,18.61,63.23,0,3.655,354.5,894,41.94,-78.96,-4.072,0.045
"2016-05-23 13:46:00",453678,13.49,19.59,2191,131.4838,101.6,18.74,63.37,0,2.86,340.7,1126,55.01,-77.04,-4.411,0.049
"2016-05-23 13:47:00",453679,13.49,19.59,2184,131.0461,101.6,18.8,62.37,0,2.086,325.2,1131,55.45,-76.67,-4.671,0.049
"2016-05-23 13:48:00",453680,13.49,19.59,2172,130.3164,101.6,18.92,63.68,0,1.439,302.4,1113,54.73,-75.63,-4.756,0.049
"2016-05-23 13:49:00",453681,13.49,19.59,2308,138.5067,101.6,19.11,61.74,0,2.029,333.5,1203,60.25,-72.26,-4.579,0.05
"2016-05-23 13:50:00",453682,13.49,19.6,2332,139.905,101.6,19.41,64.27,0,1.88,340.8,1207,59.56,-68,-5.038,0.049
"2016-05-23 13:51:00",453683,13.5,19.61,1563,93.79499,101.6,19.85,59.04,0,3.143,321.4,835,39.34,-63.29,-5.238,0.047
"2016-05-23 13:52:00",453684,13.5,19.62,1347,80.82817,101.6,19.71,59.33,0,4.123,348.2,659.8,30.78,-60.61,-4.964,0.045
"2016-05-23 13:53:00",453685,13.5,19.63,1118,67.05523,101.6,19.77,58.99,0,4.175,303.8,561.8,26,-63.7,-5.016,0.045
"2016-05-23 13:54:00",453686,13.5,19.65,2050,123.0192,101.6,19.85,57.5,0,4.911,338.7,1069,55.76,-64.52,-4.485,0.052
"2016-05-23 13:55:00",453687,13.5,19.66,1244,74.6178,101.6,19.73,58.54,0,4.484,319.6,642.2,31.57,-68.16,-4.673,0.048
"2016-05-23 13:56:00",453688,13.5,19.66,1999,119.9693,101.6,19.84,59.69,0,3.324,338.1,1017,53.44,-67.28,-4.422,0.052
"2016-05-23 13:57:00",453689,13.5,19.66,2361,141.6571,101.6,19.96,57.04,0,5.41,322.2,1234,66.21,-64.84,-4.207,0.054
"2016-05-23 13:58:00",453690,13.5,19.67,2359,141.5603,101.6,19.92,58.64,0,4.611,318.6,1235,64.49,-62.47,-4.059,0.052
"2016-05-23 13:59:00",453691,13.49,19.67,2374,142.4683,101.6,20.54,59.42,0,2.205,242.1,1246,65.54,-60.26,-4.173,0.053
"2016-05-23 14:00:00",453692,13.5,19.67,2404,144.2652,101.6,20.66,57.1,0,3.009,331.2,1262,67,-58.62,-4.473,0.053
"2016-05-23 14:01:00",453693,13.5,19.68,1963,117.7787,101.6,20.55,57.25,0,1.993,276.7,1057,54.56,-58.66,-5.283,0.051
"2016-05-23 14:02:00",453694,13.5,19.69,1838,110.2547,101.6,20.48,56.66,0,1.741,353.8,908,46.38,-58.64,-5.935,0.05
"2016-05-23 14:03:00",453695,13.5,19.71,2446,146.7863,101.6,20.43,56,0,3.221,9.11,1282,66.95,-52.38,-5.437,0.052
"2016-05-23 14:04:00",453696,13.5,19.74,1531,91.87141,101.6,20.33,55.46,0,1.601,229.9,834,40.73,-51.15,-6.849,0.047
"2016-05-23 14:05:00",453697,13.5,19.76,903,54.15196,101.6,20.2,55.4,0,1.008,300.2,476.9,20.39,-48.43,-7.51,0.042
"2016-05-23 14:06:00",453698,13.5,19.79,758.8,45.52518,101.6,20.04,57.38,0,3.992,12.27,391.7,16.11,-44.01,-6.715,0.041
"2016-05-23 14:07:00",453699,13.5,19.82,644.7,38.6845,101.6,19.86,57.66,0,2.401,5.169,336.3,13.43,-41.54,-7.058,0.04
"2016-05-23 14:08:00",453700,13.5,19.84,561.1,33.66422,101.6,19.85,56.43,0,2.612,15.09,293.2,12.19,-39.15,-7.141,0.042
"2016-05-23 14:09:00",453701,13.5,19.86,516,30.96295,101.6,19.8,57.88,0,2.857,315.8,269.4,11.44,-38.38,-7.116,0.042
"2016-05-23 14:10:00",453702,13.49,19.88,521.9,31.31262,101.6,19.69,58.95,0,2.225,342.8,270.2,11.19,-38.04,-6.267,0.041
"2016-05-23 14:11:00",453703,13.5,19.89,590.9,35.45223,101.6,19.6,58.68,0,2.251,1.793,302.1,12.32,-39.33,-5.794,0.041
"2016-05-23 14:12:00",453704,13.5,19.9,698.5,41.91188,101.6,19.71,60.21,0,2.608,342.7,356.2,15.88,-41.21,-5.65,0.045
"2016-05-23 14:13:00",453705,13.5,19.9,856,51.36094,101.6,19.63,59.23,0,3.633,303.4,435.9,20.9,-42.68,-4.951,0.048
"2016-05-23 14:14:00",453706,13.5,19.9,979,58.73128,101.6,19.5,60.13,0,2.452,306.6,496.2,24.38,-44.81,-4.487,0.049
"2016-05-23 14:15:00",453707,13.49,19.9,726.5,43.59156,101.6,19.48,59.02,0,1.669,354.5,375.4,17.81,-48.61,-4.536,0.047
"2016-05-23 14:16:00",453708,13.5,19.89,653.1,39.18621,101.6,19.53,60.34,0,2.176,331.7,328.3,15.09,-53.54,-4.749,0.046
"2016-05-23 14:17:00",453709,13.5,19.89,700,42.00021,101.6,19.57,58.22,0,3.419,343.6,348.5,15.71,-59.15,-4.084,0.045
"2016-05-23 14:18:00",453710,13.5,19.87,769.5,46.17237,101.6,19.48,58.67,0,2.437,321.7,377.1,16.74,-65.9,-3.989,0.044
"2016-05-23 14:19:00",453711,13.5,19.86,1736,104.1435,101.6,19.57,58.44,0,2.084,313,843,45.19,-70.07,-3.483,0.053
"2016-05-23 14:20:00",453712,13.49,19.84,2209,132.5137,101.6,19.78,58.29,0,1.379,3.522,1154,63.99,-73.51,-3.286,0.055
"2016-05-23 14:21:00",453713,13.5,19.83,1892,113.4929,101.6,19.83,58.2,0,1.321,348.9,970,52.11,-78.94,-4.308,0.053
"2016-05-23 14:22:00",453714,13.5,19.82,2079,124.7491,101.6,19.92,56.97,0,3.242,338.4,1081,58.18,-80.2,-4.46,0.054
"2016-05-23 14:23:00",453715,13.5,19.81,2065,123.9213,101.6,19.98,58.23,0,4.818,329.7,1073,57.49,-81.2,-4.529,0.054
"2016-05-23 14:24:00",453716,13.49,19.81,2066,123.9847,101.6,20.05,55.83,0,3.891,349.8,1076,57.98,-83.1,-5.139,0.054
"2016-05-23 14:25:00",453717,13.5,19.81,2076,124.556,101.6,19.93,56.98,0,4.498,336.1,1079,58.48,-84.3,-5.435,0.054
"2016-05-23 14:26:00",453718,13.5,19.81,2038,122.2591,101.6,19.89,56.48,0,4.789,339.5,1057,57.2,-84.9,-5.401,0.054
"2016-05-23 14:27:00",453719,13.5,19.8,2007,120.4306,101.5,19.9,56.24,0,4.144,39.79,1039,56.94,-84.9,-5.498,0.055
"2016-05-23 14:28:00",453720,13.5,19.8,1983,118.9942,101.6,20.05,55.86,0,3.232,341.2,1025,56.29,-86.2,-6.04,0.055
"2016-05-23 14:29:00",453721,13.49,19.8,2002,120.1345,101.5,19.96,56.79,0,4.799,334.5,1033,57.15,-85.6,-6.02,0.055
"2016-05-23 14:30:00",453722,13.5,19.8,2002,120.132,101.5,19.85,55.76,0,6.052,340.2,1034,57.37,-83.7,-5.388,0.055
"2016-05-23 14:31:00",453723,13.5,19.8,2007,120.3987,101.5,19.91,55.24,0,4.985,338.6,1037,57.29,-81.6,-5.623,0.055
"2016-05-23 14:32:00",453724,13.5,19.8,2039,122.3206,101.5,19.84,54.56,0,3.979,23.62,1054,58.03,-78.91,-5.572,0.055
"2016-05-23 14:33:00",453725,13.5,19.8,2078,124.6655,101.5,20.01,54.37,0,2.765,330.4,1076,58.69,-76.89,-6.009,0.055
"2016-05-23 14:34:00",453726,13.5,19.8,1967,118.0079,101.5,20.01,55.19,0,3.201,354.5,1020,55.55,-74.09,-5.843,0.054
"2016-05-23 14:35:00",453727,13.5,19.8,2082,124.9204,101.6,20.14,55.08,0,2.587,302.5,1107,61.18,-71.59,-6.036,0.055
"2016-05-23 14:36:00",453728,13.5,19.8,1423,85.35558,101.6,20.27,54.21,0,2.762,339.6,719.7,37.53,-74.23,-6.885,0.051
"2016-05-23 14:37:00",453729,13.49,19.81,1593,95.573,101.5,20.27,53.74,0,1.473,143.9,759.7,41.19,-76.25,-7.132,0.05
"2016-05-23 14:38:00",453730,13.5,19.82,2215,132.9231,101.5,20.75,53.44,0,1.671,85.4,1150,65.84,-72.83,-7.02,0.057
"2016-05-23 14:39:00",453731,13.5,19.83,2242,134.5193,101.5,21.84,57.99,0,0.622,278.4,1165,65.17,-69.88,-7.811,0.056
"2016-05-23 14:40:00",453732,13.5,19.84,2338,140.2986,101.5,24.68,57.36,0,1.519,303.2,1215,67.65,-64.49,-7.627,0.056
"2016-05-23 14:41:00",453733,13.5,19.86,2284,137.0428,101.5,24.05,56.95,0,3.363,338.1,1175,63.88,-58.71,-7.84,0.054
"2016-05-23 14:42:00",453734,13.5,19.89,1509,90.53075,101.5,24.01,59.26,0,2.164,322,802,39.76,-55.54,-8.92,0.049
"2016-05-23 14:43:00",453735,13.49,19.92,933,56.00341,101.5,23.69,58.33,0,5.107,349.3,469.6,19.74,-52.19,-8.89,0.042
"2016-05-23 14:44:00",453736,13.5,19.96,953,57.15732,101.5,23.07,58.15,0,3.709,348.9,476,20.03,-48.69,-8.91,0.042
"2016-05-23 14:45:00",453737,13.5,19.99,1044,62.66132,101.5,22.71,57.94,0,2.024,310,529.1,23.59,-46.56,-8.79,0.045
"2016-05-23 14:46:00",453738,13.5,20.01,1116,66.94214,101.5,22.59,57.81,0,2.164,330.2,566.2,26.96,-43.79,-8.43,0.047
"2016-05-23 14:47:00",453739,13.5,20.03,941,56.44047,101.5,22.61,60.17,0,3.49,348.4,477.4,22.37,-41.92,-7.963,0.047
"2016-05-23 14:48:00",453740,13.5,20.05,1124,67.43621,101.5,22.63,59.69,0,4.722,329.7,573.1,29.86,-39.57,-7.179,0.051
"2016-05-23 14:49:00",453741,13.5,20.07,678.3,40.69918,101.5,22.38,58.75,0,4.645,340.3,351.5,15.72,-38.83,-6.455,0.044
"2016-05-23 14:50:00",453742,13.49,20.08,554.8,33.28762,101.5,22.19,60.17,0,4.699,341.1,276.8,11.22,-37.75,-5.986,0.041
"2016-05-23 14:51:00",453743,13.5,20.09,511.2,30.67191,101.5,22.19,59.51,0,4.219,346.1,253.7,10.44,-36.31,-5.439,0.041
"2016-05-23 14:52:00",453744,13.5,20.09,491.1,29.46421,101.5,22.06,59.41,0,2.706,350.4,242.2,9.68,-35.61,-4.857,0.04
"2016-05-23 14:53:00",453745,13.5,20.09,483.8,29.0259,101.6,22.04,60.17,0,3.294,17.81,237.6,9.47,-34.89,-4.245,0.04
"2016-05-23 14:54:00",453746,13.5,20.08,477,28.62006,101.6,21.98,58.98,0,2.901,330.9,233.3,9.46,-34.47,-4.023,0.041
"2016-05-23 14:55:00",453747,13.49,20.07,463.9,27.83668,101.6,21.9,58.91,0,1.601,10.26,226.5,9.25,-34.14,-4.086,0.041
"2016-05-23 14:56:00",453748,13.49,20.06,443.4,26.60449,101.6,21.85,59.29,0,1.534,314.7,215.7,8.97,-33.74,-3.884,0.042
"2016-05-23 14:57:00",453749,13.5,20.04,418.1,25.08729,101.6,21.82,59.23,0,2.697,1.723,203,8.75,-33.19,-3.653,0.043
"2016-05-23 14:58:00",453750,13.5,20.02,397.1,23.82735,101.6,21.8,60.11,0,3.974,343.1,191.3,7.992,-32.59,-2.584,0.042
"2016-05-23 14:59:00",453751,13.5,20,391.8,23.50941,101.6,21.63,60.11,0,3.499,332,187.2,7.748,-31.93,-2.109,0.041
"2016-05-23 15:00:00",453752,13.5,19.98,400.5,24.03106,101.6,21.52,61.64,0,3.796,348,190.8,8.22,-31.49,-1.775,0.043
"2016-05-23 15:01:00",453753,13.49,19.96,406.4,24.38288,101.6,21.41,61.44,0,2.672,331.5,193.3,8.76,-31.37,-1.701,0.045
