"TOA5","CR3000","CR3000","10344","CR3000.Std.27.04","CPU:CR3000_6Sensors_25JUL16.CR3","47280","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2017-06-12 09:33:00",463620,13.44,26.4,1205,72.2739,102.4,27.99,69.22,0,0.74,15.37,602,30.75,383.5,446.8,299.5,0.051
"2017-06-12 09:34:00",463621,13.43,26.7,1216,72.93357,102.4,28.01,66.68,0,0.564,341.3,609.2,30.75,384.9,447.9,299.7,0.05
"2017-06-12 09:35:00",463622,13.44,27.09,1211,72.65585,102.4,27.96,68.14,0,0.581,352.1,607.4,29.98,386.8,449.9,300.1,0.049
"2017-06-12 09:36:00",463623,13.44,27.54,1211,72.64866,102.4,27.99,68.74,0,0.818,352.7,607,28.88,389.2,452.1,300.5,0.048
"2017-06-12 09:37:00",463624,13.4,27.98,1226,73.55428,102.4,28.01,72.15,0,0.621,0.088,617,29.98,392.1,454.5,300.9,0.049
"2017-06-12 09:38:00",463625,13.41,28.45,1224,73.46085,102.4,29.49,75.67,0,0.127,287.8,617.2,29.78,394.2,457,301.4,0.048
"2017-06-12 09:39:00",463626,13.4,28.95,1238,74.26803,102.4,36.11,81.8,0,0,189.9,625.7,30.09,397,459.8,301.9,0.048
"2017-06-12 09:40:00",463627,13.41,29.49,1226,73.53083,102.4,40.68,74.85,0,0.145,162.9,618.3,29.13,400.5,463,302.4,0.047
"2017-06-12 09:41:00",463628,13.41,30.03,1226,73.58781,102.4,35.68,70.49,0,0.407,353.3,618.8,29.62,403.8,465.3,302.9,0.048
"2017-06-12 09:42:00",463629,13.4,30.49,1231,73.83651,102.4,33.45,69.04,0,0.926,350,620.1,28.14,406.1,467.8,303.4,0.045
"2017-06-12 09:43:00",463630,13.42,30.84,1240,74.40502,102.4,33.17,70.13,0,0.363,350.2,624.5,27.62,408,469.7,303.8,0.044
"2017-06-12 09:44:00",463631,13.42,31.14,1268,76.07616,102.4,32.9,68.44,0,0.394,335.4,640.4,27.98,409.9,471.6,304.2,0.044
"2017-06-12 09:45:00",463632,13.42,31.42,1271,76.24767,102.4,32.87,71.52,0,0.315,0.088,642.9,27.42,410.8,472.8,304.4,0.043
"2017-06-12 09:46:00",463633,13.42,31.68,1288,77.25718,102.4,32.77,69.91,0,0.328,0.651,649.8,27.56,411.6,473.9,304.7,0.042
"2017-06-12 09:47:00",463634,13.42,31.98,1316,78.97237,102.3,33.23,74.36,0,0.108,225.6,665.9,28.55,413.3,475.4,305,0.043
"2017-06-12 09:48:00",463635,13.41,32.3,1337,80.19164,102.4,37.48,76.28,0,0.482,337.2,675.8,28.58,414.9,476.4,305.3,0.042
"2017-06-12 09:49:00",463636,13.42,32.58,1346,80.74317,102.4,37.17,69.89,0,0.735,2.35,680.8,28.09,417,478,305.6,0.041
"2017-06-12 09:50:00",463637,13.42,32.79,1281,76.85503,102.4,37.32,74.77,0,1.238,0.211,682.4,27.82,417.9,478.7,305.9,0.041
"2017-06-12 09:51:00",463638,13.42,32.91,1362,81.74552,102.4,37.08,70.39,0,1.018,52.01,688.5,28.3,419.2,480,306,0.041
"2017-06-12 09:52:00",463639,13.41,33.01,1381,82.86314,102.4,37.78,70.54,0,0.884,339.5,698.8,29.21,419.1,480.1,306.1,0.042
"2017-06-12 09:53:00",463640,13.41,33.1,1398,83.87054,102.4,37.39,69.01,0,0.928,334.6,706.7,28.91,419.4,480,306.2,0.041
"2017-06-12 09:54:00",463641,13.41,33.22,1423,85.40855,102.4,36.03,74.83,0,1.196,4.214,719.5,28.29,419.2,479.8,306.3,0.039
"2017-06-12 09:55:00",463642,13.41,33.29,1450,86.98538,102.4,35.78,72.6,0,0.983,23.35,732.3,28.44,419.8,480.6,306.4,0.039
"2017-06-12 09:56:00",463643,13.41,33.37,1469,88.16702,102.4,35.65,66.48,0,0.59,1.207,743.7,29.44,420.4,481,306.5,0.04
"2017-06-12 09:57:00",463644,13.42,33.47,1465,87.88488,102.4,35.93,66.99,0,1.106,348.3,741.8,29.17,420.7,480.6,306.6,0.039
"2017-06-12 09:58:00",463645,13.41,33.58,1476,88.56709,102.4,36.1,68.31,0,1.782,4.137,747.1,28.94,421.7,481.1,306.7,0.039
"2017-06-12 09:59:00",463646,13.42,33.62,1457,87.4205,102.4,33.67,64.74,0,2.012,319.1,738.4,28.39,422.3,481.4,306.8,0.038
"2017-06-12 10:00:00",463647,13.41,33.66,1477,88.61936,102.4,33.12,61.65,0,1.638,329.7,751.2,28.44,422.5,481.6,306.8,0.038
