"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_24SEP18.CR3","13993","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-09-24 10:50:00",0,13.43,19.13,311.1,3.11085,79.47,16.75,96.7,0,0.657,262.5,145.6,7.438,405.6,429.6,292.3,0.051
"2018-09-24 10:51:00",1,13.43,19.08,294.5,17.6686,102.6,16.74,96.6,0,0.737,307.1,137,6.823,405.3,429.4,292.2,0.05
"2018-09-24 10:52:00",2,13.43,19.05,290.4,17.42623,102.6,16.8,96.8,0,2.633,340.8,134.7,6.655,405.6,429.8,292.2,0.049
"2018-09-24 10:53:00",3,13.42,19.02,283.5,17.00809,102.6,16.87,96.7,0,2.086,60.77,131.4,6.344,405.4,430.3,292.2,0.048
"2018-09-24 10:54:00",4,13.42,19,276,16.5591,102.6,16.79,96.7,0,0.8,225.7,127.9,6.364,405,429.7,292.2,0.05
"2018-09-24 10:55:00",5,13.43,19,265.6,15.93517,102.6,16.78,96.7,0,1.098,8.45,122.6,6.202,405,429.5,292.2,0.051
"2018-09-24 10:56:00",6,13.43,19,270.3,16.22024,102.6,16.74,96.7,0,0.815,342.3,124.2,6.287,404.8,429.2,292.2,0.051
"2018-09-24 10:57:00",7,13.43,19.02,259.6,15.57785,102.6,16.71,96.7,0,0.235,304.8,119.8,6.327,405,429,292.2,0.053
"2018-09-24 10:58:00",8,13.44,19.03,265.1,15.9058,102.6,16.74,96.6,0,1.989,339,121.6,6.32,405.2,428.9,292.2,0.052
"2018-09-24 10:59:00",9,13.43,19.04,257.4,15.44573,102.6,16.7,96.6,0,1.383,186.7,119.3,6.132,405.2,429.7,292.2,0.051
"2018-09-24 11:00:00",10,13.43,19.06,246.6,14.79828,102.6,16.73,96.7,0,0.529,58.52,113.6,5.894,405.5,429.9,292.2,0.052
"2018-09-24 11:01:00",11,13.42,19.08,241.2,14.47064,102.6,16.85,96.9,0,0.653,12.46,112.1,6.135,405.8,430,292.2,0.055
"2018-09-24 11:02:00",12,13.43,19.1,228,13.68084,102.6,17.02,96.9,0,0.593,20.95,104.9,5.854,405.7,429.8,292.2,0.056
"2018-09-24 11:03:00",13,13.43,19.11,238.9,14.33336,102.7,16.99,96.9,0,0.381,351.6,109.7,6.082,405.4,430,292.3,0.055
"2018-09-24 11:04:00",14,13.42,19.13,215.5,12.92826,102.7,16.99,96.8,0,0.653,313.7,99.5,5.712,405.5,430.1,292.3,0.057
"2018-09-24 11:05:00",15,13.41,19.15,192.3,11.53607,102.6,16.89,96.6,0,2.02,327,88.3,4.833,405.7,429.7,292.3,0.055
"2018-09-24 11:06:00",16,13.4,19.17,180.9,10.85477,102.7,16.82,96.5,0,0.668,114.3,82.4,4.139,405.7,430.1,292.3,0.05
"2018-09-24 11:07:00",17,13.4,19.18,185.9,11.15406,102.7,16.87,96.6,0,1.145,304.4,84.4,4.393,406,430.3,292.3,0.052
"2018-09-24 11:08:00",18,13.4,19.2,182.7,10.96413,102.7,16.91,96.5,0,2.051,326,83.8,4.525,406.3,430.5,292.3,0.054
"2018-09-24 11:09:00",19,13.39,19.22,178.5,10.71026,102.7,16.88,96.3,0,1.911,313.7,81.8,4.142,406.5,431,292.4,0.051
"2018-09-24 11:10:00",20,13.38,19.23,173.5,10.40924,102.7,16.88,96.2,0,2.048,14.63,79.66,4.066,406.6,431.5,292.4,0.051
"2018-09-24 11:11:00",21,13.39,19.25,178.8,10.73083,102.7,16.93,96.4,0,0.653,53.83,81.5,4.301,406.6,431.4,292.4,0.053
"2018-09-24 11:12:00",22,13.39,19.26,195.8,11.75086,102.7,16.97,96.4,0,0.286,41.55,90,5.111,406.5,431,292.4,0.057
"2018-09-24 11:13:00",23,13.39,19.28,195.1,11.70584,102.7,17.03,96.4,0,0.724,350.1,90.4,5.458,406.6,431,292.4,0.06
"2018-09-24 11:14:00",24,13.4,19.29,198.5,11.90822,102.6,17.09,96.4,0,1.027,279.2,92.2,5.435,406.6,431,292.4,0.059
"2018-09-24 11:15:00",25,13.4,19.31,194.3,11.65694,102.6,17.08,96.1,0,1.338,160.9,90.8,5.279,406.7,430.7,292.4,0.058
"2018-09-24 11:16:00",26,13.4,19.32,195.6,11.73753,102.6,16.97,96.2,0,0.093,340.9,90.8,4.995,406.5,431,292.5,0.055
"2018-09-24 11:17:00",27,13.4,19.33,203.3,12.19629,102.6,17,96.1,0,0.906,340.5,94.8,5.401,406.7,431.1,292.5,0.057
