"TOA5","CR1000_CO2_Sensor","CR1000","21725","CR1000.Std.32.05","CPU:FCR_CO2_20201110.CR1","48381","FCR_CO2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","CO2_1_Avg","CO2_2_Avg"
"TS","RN","Volts","degC","ppm","ppm"
"","","Min","Smp","Avg","Avg"
"2021-08-23 13:36:00",403321,14.22,34.61,10055.65,162.6675
"2021-08-23 13:37:00",403322,14.21,34.58,10054.75,192.8579
"2021-08-23 13:38:00",403323,14.22,34.58,10053.84,212.6844
"2021-08-23 13:39:00",403324,14.24,34.58,10056.1,182.0434
"2021-08-23 13:40:00",403325,14.22,34.54,10057,213.135
"2021-08-23 13:41:00",403326,14.22,34.54,10057,173.9326
"2021-08-23 13:42:00",403327,14.22,34.42,10057.45,161.3157
"2021-08-23 13:43:00",403328,14.23,34.42,10056.1,221.6964
"2021-08-23 13:44:00",403329,14.2,34.38,10055.65,195.5615
"2021-08-23 13:45:00",403330,14.22,34.34,10057.45,203.6723
"2021-08-23 13:46:00",403331,14.2,34.31,10057,217.1904
"2021-08-23 13:47:00",403332,14.21,34.27,10054.75,160.4145
"2021-08-23 13:48:00",403333,14.21,34.34,10054.29,186.0988
"2021-08-23 13:49:00",403334,14.21,34.5,10055.65,213.5856
"2021-08-23 13:50:00",403335,14.21,34.65,10055.2,222.5976
"2021-08-23 13:51:00",403336,14.21,34.85,10055.65,157.2603
"2021-08-23 13:52:00",403337,14.21,35.04,10056.55,228.9061
"2021-08-23 13:53:00",403338,14.21,35.2,10057,179.3398
"2021-08-23 13:54:00",403339,14.21,35.4,10056.1,160.8651
"2021-08-23 13:55:00",403340,14.21,35.56,10057.9,245.1278
"2021-08-23 13:56:00",403341,14.21,35.75,10055.65,189.2531
"2021-08-23 13:57:00",403342,14.21,35.92,10054.75,175.2844
"2021-08-23 13:58:00",403343,14.22,36.04,10057.45,192.8579
"2021-08-23 13:59:00",403344,14.21,36.2,10057.45,168.976
"2021-08-23 14:00:00",403345,14.22,36.36,10055.65,197.3639
"2021-08-23 14:01:00",403346,14.21,36.48,10056.1,188.8024
"2021-08-23 14:02:00",403347,14.21,36.61,10055.65,170.3277
"2021-08-23 14:03:00",403348,14.21,36.77,10055.2,128.8723
"2021-08-23 14:04:00",403349,14.21,36.9,10053.84,188.8024
"2021-08-23 14:05:00",403350,14.22,37.02,10056.1,199.1663
"2021-08-23 14:06:00",403351,14.21,37.14,10055.65,152.3036
"2021-08-23 14:07:00",403352,14.21,37.27,10053.84,197.3639
"2021-08-23 14:08:00",403353,14.23,37.35,10057,134.2796
"2021-08-23 14:09:00",403354,14.21,37.48,10054.75,200.9687
"2021-08-23 14:10:00",403355,14.21,37.61,10053.84,192.4073
"2021-08-23 14:11:00",403356,14.21,37.74,10057,169.8772
"2021-08-23 14:12:00",403357,14.21,37.82,10054.75,179.3398
"2021-08-23 14:13:00",403358,14.21,37.91,10054.75,213.5856
"2021-08-23 14:14:00",403359,14.21,37.99,10055.2,161.3157
"2021-08-23 14:15:00",403360,14.21,38.12,10055.2,157.7109
"2021-08-23 14:16:00",403361,14.23,38.21,10052.94,157.2603
"2021-08-23 14:17:00",403362,14.22,38.29,10052.04,159.5133
"2021-08-23 14:18:00",403363,14.21,38.38,10053.39,191.0555
"2021-08-23 14:19:00",403364,14.21,38.51,10053.84,223.4988
"2021-08-23 14:20:00",403365,14.23,38.6,10054.29,208.1784
"2021-08-23 14:21:00",403366,14.21,38.68,10054.75,218.5422
"2021-08-23 14:22:00",403367,14.23,38.77,10053.39,204.5735
"2021-08-23 14:23:00",403368,14.21,38.9,10054.29,173.9326
"2021-08-23 14:24:00",403369,14.23,38.99,10057.9,218.5422
"2021-08-23 14:25:00",403370,14.21,39.04,10056.55,214.4868
"2021-08-23 14:26:00",403371,14.23,39.13,10053.84,170.7783
"2021-08-23 14:27:00",403372,14.21,39.22,10054.29,172.1301
"2021-08-23 14:28:00",403373,14.23,39.3,10054.29,208.1784
"2021-08-23 14:29:00",403374,14.21,39.35,10053.84,234.7639
"2021-08-23 14:30:00",403375,14.22,39.44,10053.84,215.388
