"TOA5","TEST","CR6","15331","CR6.Std.10.02 CR6-WIFI.05","CPU:FCR_CO2_20211008_forCR6.CR6","47560","FCR_CO2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","CO2_1_Avg","CO2_2_Avg"
"TS","RN","Volts","degC","ppm","ppm"
"","","Min","Smp","Avg","Avg"
"2021-10-25 14:41:00",18713,14.87,27.99,10058.87,267.6046
"2021-10-25 14:42:00",18714,14.88,27.86,10058.87,227.8795
"2021-10-25 14:43:00",18715,14.87,27.74,10058.75,251.6226
"2021-10-25 14:44:00",18716,14.87,27.62,10057.92,162.5104
"2021-10-25 14:45:00",18717,14.87,27.53,10058.24,190.6584
"2021-10-25 14:46:00",18718,14.87,27.46,10058.23,221.9872
"2021-10-25 14:47:00",18719,14.88,27.41,10057.33,223.1542
"2021-10-25 14:48:00",18720,14.88,27.38,10058.57,251.8307
"2021-10-25 14:49:00",18721,14.88,27.35,10057.2,179.267
"2021-10-25 14:50:00",18722,14.88,27.34,10056.35,192.9157
"2021-10-25 14:51:00",18723,14.88,27.33,10060.2,271.5863
"2021-10-25 14:52:00",18724,14.88,27.32,10058.14,191.802
"2021-10-25 14:53:00",18725,14.87,27.31,10057.67,233.0603
"2021-10-25 14:54:00",18726,14.87,27.3,10059.47,207.1911
"2021-10-25 14:55:00",18727,14.88,27.29,10058.43,239.7201
"2021-10-25 14:56:00",18728,14.88,27.28,10058.84,223.7438
"2021-10-25 14:57:00",18729,14.86,27.28,10058.99,240.923
"2021-10-25 14:58:00",18730,14.87,27.27,10058.45,208.0481
"2021-10-25 14:59:00",18731,14.88,27.26,10058.1,241.7629
"2021-10-25 15:00:00",18732,14.88,27.24,10058.04,220.0812
"2021-10-25 15:01:00",18733,14.87,27.23,10058.7,249.451
"2021-10-25 15:02:00",18734,14.88,27.21,10057.92,223.3615
"2021-10-25 15:03:00",18735,14.87,27.19,10057.28,212.9789
"2021-10-25 15:04:00",18736,14.87,27.17,10058.69,204.3071
"2021-10-25 15:05:00",18737,14.88,27.14,10057.95,194.116
"2021-10-25 15:06:00",18738,14.88,27.12,10057.28,250.3538
"2021-10-25 15:07:00",18739,14.87,27.09,10059.21,223.8521
"2021-10-25 15:08:00",18740,14.87,27.07,10058.14,223.1644
"2021-10-25 15:09:00",18741,14.87,27.04,10057.59,212.1806
"2021-10-25 15:10:00",18742,14.87,27.02,10059.83,212.6721
"2021-10-25 15:11:00",18743,14.87,26.99,10058.58,225.7973
"2021-10-25 15:12:00",18744,14.88,26.96,10058.19,251.6859
"2021-10-25 15:13:00",18745,14.88,26.93,10059.41,236.0082
"2021-10-25 15:14:00",18746,14.87,26.9,10058.47,241.6164
"2021-10-25 15:15:00",18747,14.87,26.87,10058.47,277.8019
"2021-10-25 15:16:00",18748,14.87,26.84,10058.29,216.9851
"2021-10-25 15:17:00",18749,14.88,26.81,10058.15,326.7605
"2021-10-25 15:18:00",18750,14.87,26.78,10058.1,300.1747
"2021-10-25 15:19:00",18751,14.88,26.74,10057.63,232.0959
"2021-10-25 15:20:00",18752,14.86,26.71,10058.9,231.2583
"2021-10-25 15:21:00",18753,14.88,26.67,10058.16,273.0232
"2021-10-25 15:22:00",18754,14.87,26.63,10057.03,212.8293
"2021-10-25 15:23:00",18755,14.88,26.6,10059.94,251.6338
"2021-10-25 15:24:00",18756,14.87,26.56,10058.1,255.2081
"2021-10-25 15:25:00",18757,14.88,26.51,10057.7,243.3831
"2021-10-25 15:26:00",18758,14.87,26.47,10059.38,306.6874
"2021-10-25 15:27:00",18759,14.87,26.43,10058.51,266.004
"2021-10-25 15:28:00",18760,14.87,26.38,10058.67,307.4341
"2021-10-25 15:29:00",18761,14.87,26.33,10059.47,292.8148
"2021-10-25 15:30:00",18762,14.88,26.28,10058.16,269.3243
"2021-10-25 15:31:00",18763,14.88,26.24,10057.57,297.7908
"2021-10-25 15:32:00",18764,14.88,26.19,10058.52,267.0335
"2021-10-25 15:33:00",18765,14.88,26.14,10057.57,264.1726
"2021-10-25 15:34:00",18766,14.88,26.08,10057.71,285.7322
"2021-10-25 15:35:00",18767,14.87,26.03,10057.66,305.5003
