"TOA5","CR1000_CO2_Sensor","CR1000","21725","CR1000.Std.32.05","CPU:FCR_CO2_2020.CR1","47309","FCR_CO2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","CO2_1_Avg","CO2_2_Avg"
"TS","RN","Volts","degC","ppm","ppm"
"","","Min","Smp","Avg","Avg"
"2020-11-01 17:59:00",33699,14.22,17.21,10061.92,5965.552
"2020-11-01 18:00:00",33700,14.2,17.19,10062.82,5979.061
"2020-11-01 18:01:00",33701,14.2,17.16,10063.72,5989.418
"2020-11-01 18:02:00",33702,14.2,17.14,10063.72,5969.154
"2020-11-01 18:03:00",33703,14.21,17.11,10062.82,6000.676
"2020-11-01 18:04:00",33704,14.21,17.09,10061.47,6028.594
"2020-11-01 18:05:00",33705,14.2,17.09,10063.72,6088.484
"2020-11-01 18:06:00",33706,14.21,17.06,10061.47,6086.232
"2020-11-01 18:07:00",33707,14.2,17.06,10061.92,6043.003
"2020-11-01 18:08:00",33708,14.2,17.06,10063.27,6011.033
"2020-11-01 18:09:00",33709,14.2,17.06,10062.37,6000.676
"2020-11-01 18:10:00",33710,14.21,17.06,10061.47,6055.612
"2020-11-01 18:11:00",33711,14.21,17.06,10063.72,6057.414
"2020-11-01 18:12:00",33712,14.2,17.06,10062.37,6006.079
"2020-11-01 18:13:00",33713,14.21,17.06,10061.92,6025.442
"2020-11-01 18:14:00",33714,14.21,17.06,10063.72,5981.763
"2020-11-01 18:15:00",33715,14.22,17.06,10061.92,6060.115
"2020-11-01 18:16:00",33716,14.21,17.06,10063.27,6101.092
"2020-11-01 18:17:00",33717,14.23,17.06,10063.72,6140.268
"2020-11-01 18:18:00",33718,14.2,17.06,10062.37,6141.168
"2020-11-01 18:19:00",33719,14.23,17.06,10062.82,6161.882
"2020-11-01 18:20:00",33720,14.21,17.06,10063.27,6108.748
"2020-11-01 18:21:00",33721,14.22,17.06,10063.27,6152.876
"2020-11-01 18:22:00",33722,14.22,17.06,10061.47,6118.654
"2020-11-01 18:23:00",33723,14.22,17.04,10062.82,6246.539
"2020-11-01 18:24:00",33724,14.2,17.04,10062.82,6184.397
"2020-11-01 18:25:00",33725,14.22,17.01,10063.27,6189.801
"2020-11-01 18:26:00",33726,14.23,17.01,10062.37,6157.379
"2020-11-01 18:27:00",33727,14.22,16.98,10062.82,6153.777
"2020-11-01 18:28:00",33728,14.23,16.96,10063.27,6212.316
"2020-11-01 18:29:00",33729,14.2,16.94,10061.92,6241.135
"2020-11-01 18:30:00",33730,14.22,16.91,10063.72,6210.965
"2020-11-01 18:31:00",33731,14.22,16.86,10063.27,6232.129
"2020-11-01 18:32:00",33732,14.21,16.84,10061.92,6239.784
"2020-11-01 18:33:00",33733,14.23,16.79,10063.72,6255.544
"2020-11-01 18:34:00",33734,14.22,16.76,10062.37,6261.848
"2020-11-01 18:35:00",33735,14.22,16.71,10062.82,6206.012
"2020-11-01 18:36:00",33736,14.22,16.66,10063.27,6204.21
"2020-11-01 18:37:00",33737,14.21,16.64,10062.37,6261.398
"2020-11-01 18:38:00",33738,14.22,16.59,10062.37,6175.391
"2020-11-01 18:39:00",33739,14.22,16.54,10063.27,6298.773
"2020-11-01 18:40:00",33740,14.23,16.49,10062.82,6215.918
"2020-11-01 18:41:00",33741,14.23,16.46,10061.92,6271.305
"2020-11-01 18:42:00",33742,14.23,16.41,10062.82,6271.755
"2020-11-01 18:43:00",33743,14.23,16.36,10062.37,6237.533
"2020-11-01 18:44:00",33744,14.22,16.32,10063.27,6242.035
"2020-11-01 18:45:00",33745,14.22,16.27,10062.82,6237.533
"2020-11-01 18:46:00",33746,14.22,16.24,10063.72,6239.784
"2020-11-01 18:47:00",33747,14.23,16.19,10063.72,6274.907
"2020-11-01 18:48:00",33748,14.23,16.14,10062.82,6278.51
"2020-11-01 18:49:00",33749,14.22,16.09,10064.17,6266.352
"2020-11-01 18:50:00",33750,14.23,16.07,10062.37,6310.931
"2020-11-01 18:51:00",33751,14.22,16.02,10061.92,6332.996
"2020-11-01 18:52:00",33752,14.19,15.97,10063.27,6341.551
"2020-11-01 18:53:00",33753,14.23,15.92,10062.82,6286.165
