:891&1610359438-1.9.0-281&17:296&32:194&33:213&18:105
&891&1610359500&17:10000,19.5&32:-1.0,-1.0,-1,-1.00&33:250.6,19.3,1088,23.03&18:10000,17.3&0:37.4
&891&1610359812&17:10000,19.4&32:-1.0,-1.0,-1,-1.00&33:250.7,19.3,1088,23.04&18:10000,17.3&0:37.2
&891&1610360135&17:10000,19.4&32:-1.0,-1.0,-1,-1.00&33:250.2,19.3,1088,23.00&18:10000,17.3&0:37.4
&891&1610360435&17:10000,19.4&32:-1.0,-1.0,-1,-1.00&33:250.9,19.3,1089,23.04&18:10000,17.3&0:36.9
&891&1610360735&17:10000,19.7&32:-1.0,-1.0,-1,-1.00&33:250.8,19.3,1088,23.05&18:10000,17.3&0:37.0
&891&1610361035&17:10000,19.8&32:-1.0,-1.0,-1,-1.00&33:250.9,19.3,1089,23.04&18:10000,17.3&0:37.6
&891&1610361335&17:10000,19.8&32:-1.0,-1.0,-1,-1.00&33:251.0,19.4,1089,23.05&18:10000,17.4&0:37.5
&891&1610361635&17:10000,20.0&32:-1.0,-1.0,-1,-1.00&33:-1.0,-1.0,-1,-1.00&18:10000,17.5&0:37.6
&891&1610361935&17:10000,20.1&32:-1.0,-1.0,-1,-1.00&33:250.9,19.6,1090,23.02&18:10000,17.5&0:38.3
&891&1610362235&17:10000,20.4&32:-1.0,-1.0,-1,-1.00&33:251.0,19.5,1090,23.03&18:10000,17.5&0:38.5
&891&1610362535&17:10000,20.5&32:-1.0,-1.0,-1,-1.00&33:251.2,19.7,1090,23.05&18:10000,17.6&0:38.7
&891&1610362835&17:10000,20.7&32:-1.0,-1.0,-1,-1.00&33:251.1,19.7,1091,23.01&18:10000,17.7&0:39.3
&891&1610363135&17:10000,20.8&32:-1.0,-1.0,-1,-1.00&33:251.0,19.6,1091,23.01&18:10000,17.6&0:39.4
&891&1610363435&17:10000,20.7&32:-1.0,-1.0,-1,-1.00&33:251.4,19.7,1091,23.04&18:10000,17.6&0:39.7
&891&1610363735&17:10000,20.9&32:-1.0,-1.0,-1,-1.00&33:251.4,19.6,1091,23.04&18:10000,17.6&0:40.0
&891&1610364035&17:10000,20.9&32:-1.0,-1.0,-1,-1.00&33:251.5,19.6,1091,23.05&18:10000,17.6&0:40.0
&891&1610364335&17:10000,21.1&32:-1.0,-1.0,-1,-1.00&33:251.2,19.6,1091,23.02&18:10000,17.7&0:39.8
&891&1610364635&17:10000,21.4&32:-1.0,-1.0,-1,-1.00&33:251.5,19.7,1091,23.05&18:10000,17.7&0:39.6
&891&1610364935&17:10000,21.4&32:-1.0,-1.0,-1,-1.00&33:251.4,19.7,1091,23.05&18:10000,17.6&0:39.3
&891&1610365235&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:251.1,19.7,1091,23.02&18:10000,17.7&0:38.9
&891&1610365535&17:10000,21.6&32:-1.0,-1.0,-1,-1.00&33:251.3,19.7,1092,23.02&18:10000,17.7&0:38.8
&891&1610365835&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:251.6,19.7,1092,23.04&18:10000,17.7&0:38.3
&891&1610366135&17:10000,21.3&32:-1.0,-1.0,-1,-1.00&33:0.0,0.0,0,0.00&18:10000,17.8&0:38.2
&891&1610366435&17:10000,21.8&32:-1.0,-1.0,-1,-1.00&33:251.8,19.8,1093,23.04&18:10000,17.8&0:38.4
&891&1610366735&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:251.7,19.8,1093,23.02&18:10000,17.8&0:37.8
&891&1610367035&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:251.9,19.8,1093,23.05&18:10000,17.9&0:37.7
&891&1610367335&17:10000,22.3&32:-1.0,-1.0,-1,-1.00&33:252.2,19.9,1093,23.07&18:10000,17.9&0:35.8
&891&1610367635&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:251.9,19.9,1094,23.02&18:10000,18.0&0:36.5
&891&1610367935&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:0.0,0.0,0,0.00&18:10000,18.0&0:37.2
&891&1610368235&17:10000,22.3&32:-1.0,-1.0,-1,-1.00&33:252.2,20.0,1094,23.05&18:10000,18.0&0:38.0
&891&1610368535&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:252.0,19.9,1094,23.03&18:10000,17.9&0:38.8
&891&1610368835&17:10000,22.5&32:-1.0,-1.0,-1,-1.00&33:252.1,19.8,1093,23.06&18:10000,17.8&0:39.6
&891&1610369135&17:10000,22.6&32:-1.0,-1.0,-1,-1.00&33:252.1,19.7,1093,23.06&18:10000,17.7&0:40.0
&891&1610369435&17:10000,22.6&32:-1.0,-1.0,-1,-1.00&33:252.2,19.7,1093,23.08&18:10000,17.5&0:40.4
&891&1610369735&17:10000,22.8&32:-1.0,-1.0,-1,-1.00&33:252.3,19.6,1092,23.10&18:10000,17.4&0:40.6
&891&1610370035&17:10000,22.8&32:-1.0,-1.0,-1,-1.00&33:252.3,19.7,1092,23.11&18:10000,17.4&0:40.9
&891&1610370335&17:10000,22.8&32:-1.0,-1.0,-1,-1.00&33:252.9,19.5,1092,23.16&18:10000,17.2&0:41.1
&891&1610370635&17:10000,22.8&32:-1.0,-1.0,-1,-1.00&33:252.6,19.5,1092,23.13&18:10000,17.3&0:41.1
&891&1610370935&17:10000,22.8&32:-1.0,-1.0,-1,-1.00&33:252.3,19.6,1092,23.10&18:10000,17.4&0:40.6
&891&1610371235&17:10000,22.7&32:-1.0,-1.0,-1,-1.00&33:252.7,19.7,1093,23.12&18:10000,17.5&0:40.5
&891&1610371535&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:252.6,19.6,1093,23.11&18:10000,17.4&0:40.4
&891&1610371835&17:10000,22.5&32:-1.0,-1.0,-1,-1.00&33:252.6,19.6,1092,23.13&18:10000,17.4&0:40.3
&891&1610372135&17:10000,22.6&32:-1.0,-1.0,-1,-1.00&33:252.8,19.5,1092,23.15&18:10000,17.3&0:40.4
&891&1610372435&17:10000,22.6&32:-1.0,-1.0,-1,-1.00&33:252.8,19.4,1092,23.15&18:10000,17.3&0:40.1
&891&1610372735&17:10000,22.6&32:-1.0,-1.0,-1,-1.00&33:252.6,19.4,1091,23.15&18:10000,17.3&0:39.9
&891&1610373035&17:10000,22.5&32:-1.0,-1.0,-1,-1.00&33:252.6,19.4,1091,23.15&18:10000,17.3&0:39.6
&891&1610373335&17:10000,22.6&32:-1.0,-1.0,-1,-1.00&33:252.7,19.3,1091,23.16&18:10000,17.2&0:39.3
&891&1610373635&17:10000,22.7&32:-1.0,-1.0,-1,-1.00&33:252.9,19.3,1091,23.18&18:10000,17.2&0:39.2
&891&1610373935&17:10000,22.7&32:-1.0,-1.0,-1,-1.00&33:0.0,0.0,0,0.00&18:10000,17.2&0:39.0
&891&1610374235&17:10000,22.5&32:-1.0,-1.0,-1,-1.00&33:0.0,0.0,0,0.00&18:10000,17.2&0:38.3
&891&1610374535&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:252.6,19.3,1091,23.16&18:10000,17.2&0:37.9
&891&1610374835&17:10000,22.3&32:-1.0,-1.0,-1,-1.00&33:252.8,19.3,1091,23.17&18:10000,17.1&0:37.0
&891&1610375135&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:252.7,19.3,1091,23.16&18:10000,17.1&0:36.7
&891&1610375435&17:10000,22.3&32:-1.0,-1.0,-1,-1.00&33:253.1,19.1,1090,23.22&18:10000,16.9&0:36.2
&891&1610375735&17:10000,22.3&32:-1.0,-1.0,-1,-1.00&33:253.0,18.8,1089,23.23&18:10000,16.7&0:35.8
&891&1610376035&17:10000,22.0&32:-1.0,-1.0,-1,-1.00&33:252.8,18.8,1088,23.24&18:10000,16.6&0:37.6
&891&1610376335&17:10000,21.9&32:-1.0,-1.0,-1,-1.00&33:252.6,18.8,1088,23.22&18:10000,16.6&0:37.1
&891&1610376635&17:10000,21.7&32:-1.0,-1.0,-1,-1.00&33:252.9,18.7,1088,23.24&18:10000,16.6&0:36.6
&891&1610376935&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:253.0,18.8,1088,23.25&18:10000,16.6&0:36.2
&891&1610377235&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:252.7,18.9,1089,23.21&18:10000,16.8&0:35.8
&891&1610377535&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:252.9,18.9,1089,23.22&18:10000,16.7&0:35.8
&891&1610377835&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:253.0,18.8,1088,23.25&18:10000,16.6&0:35.6
&891&1610378135&17:10000,21.6&32:-1.0,-1.0,-1,-1.00&33:252.9,18.6,1087,23.26&18:10000,16.4&0:35.4
&891&1610378435&17:10000,21.6&32:-1.0,-1.0,-1,-1.00&33:253.0,18.4,1087,23.28&18:10000,16.4&0:35.1
&891&1610378735&17:10000,21.6&32:-1.0,-1.0,-1,-1.00&33:253.0,18.5,1087,23.28&18:10000,16.4&0:34.8
&891&1610379035&17:10000,21.6&32:-1.0,-1.0,-1,-1.00&33:252.8,18.5,1087,23.25&18:10000,16.5&0:34.4
&891&1610379335&17:10000,21.8&32:-1.0,-1.0,-1,-1.00&33:252.8,18.6,1088,23.23&18:10000,16.5&0:34.2
&891&1610379635&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:252.9,18.7,1088,23.25&18:10000,16.5&0:33.9
&891&1610379935&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:253.1,18.7,1088,23.26&18:10000,16.5&0:33.8
&891&1610380235&17:10000,22.5&32:-1.0,-1.0,-1,-1.00&33:253.2,18.7,1087,23.29&18:10000,16.5&0:33.7
&891&1610380535&17:10000,22.5&32:-1.0,-1.0,-1,-1.00&33:0.0,0.0,0,0.00&18:10000,16.5&0:33.4
&891&1610380835&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:252.8,18.8,1088,23.24&18:10000,16.6&0:33.7
&891&1610381135&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:253.0,18.7,1088,23.26&18:10000,16.6&0:33.5
&891&1610381435&17:10000,22.4&32:-1.0,-1.0,-1,-1.00&33:252.9,18.8,1088,23.25&18:10000,16.6&0:33.2
&891&1610381735&17:10000,22.3&32:-1.0,-1.0,-1,-1.00&33:253.0,18.8,1088,23.25&18:10000,16.7&0:33.1
&891&1610382035&17:10000,22.2&32:-1.0,-1.0,-1,-1.00&33:252.8,18.8,1088,23.23&18:10000,16.7&0:33.0
&891&1610382335&17:10000,22.1&32:-1.0,-1.0,-1,-1.00&33:252.6,18.8,1088,23.21&18:10000,16.7&0:33.0
&891&1610382635&17:10000,21.8&32:-1.0,-1.0,-1,-1.00&33:252.4,18.9,1089,23.18&18:10000,16.8&0:33.1
&891&1610382935&17:10000,21.6&32:-1.0,-1.0,-1,-1.00&33:252.9,19.0,1089,23.22&18:10000,16.9&0:33.1
&891&1610383235&17:10000,21.6&32:-1.0,-1.0,-1,-1.00&33:252.8,19.0,1089,23.22&18:10000,16.9&0:32.9
&891&1610383535&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:252.9,19.0,1089,23.22&18:10000,16.9&0:33.0
&891&1610383835&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:253.2,19.0,1090,23.23&18:10000,17.0&0:32.7
&891&1610384135&17:10000,21.4&32:-1.0,-1.0,-1,-1.00&33:0.0,0.0,0,0.00&18:10000,17.0&0:32.4
&891&1610384435&17:10000,21.3&32:-1.0,-1.0,-1,-1.00&33:253.0,19.2,1090,23.21&18:10000,17.0&0:32.7
&891&1610384735&17:10000,21.1&32:-1.0,-1.0,-1,-1.00&33:252.5,19.1,1090,23.17&18:10000,17.0&0:32.6
&891&1610385035&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:253.1,19.0,1090,23.22&18:10000,16.9&0:32.6
&891&1610385335&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:253.1,18.9,1089,23.24&18:10000,16.8&0:32.4
&891&1610385635&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:253.2,18.9,1089,23.25&18:10000,16.8&0:32.5
&891&1610385935&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:253.1,19.0,1090,23.22&18:10000,16.9&0:32.2
&891&1610386235&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:253.2,19.1,1090,23.22&18:10000,17.0&0:32.2
&891&1610386535&17:10000,20.8&32:-1.0,-1.0,-1,-1.00&33:253.2,19.2,1091,23.21&18:10000,17.1&0:32.1
&891&1610386835&17:10000,20.7&32:-1.0,-1.0,-1,-1.00&33:253.6,19.3,1091,23.24&18:10000,17.1&0:32.1
&891&1610387135&17:10000,20.7&32:-1.0,-1.0,-1,-1.00&33:252.9,19.3,1091,23.18&18:10000,17.2&0:32.1
&891&1610387435&17:10000,20.9&32:-1.0,-1.0,-1,-1.00&33:253.3,19.3,1092,23.20&18:10000,17.2&0:32.0
&891&1610387735&17:10000,20.9&32:-1.0,-1.0,-1,-1.00&33:253.4,19.3,1092,23.21&18:10000,17.2&0:31.9
&891&1610388035&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:252.8,19.3,1092,23.15&18:10000,17.2&0:31.9
&891&1610388335&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:253.3,19.3,1091,23.22&18:10000,17.0&0:31.9
&891&1610388635&17:10000,21.2&32:-1.0,-1.0,-1,-1.00&33:0.0,0.0,0,0.00&18:10000,17.0&0:31.7
&891&1610388935&17:10000,21.4&32:-1.0,-1.0,-1,-1.00&33:253.0,19.1,1090,23.22&18:10000,16.9&0:31.9
&891&1610389235&17:10000,21.5&32:-1.0,-1.0,-1,-1.00&33:253.5,19.0,1090,23.25&18:10000,16.8&0:31.9
&891&1610389535&17:10000,21.4&32:-1.0,-1.0,-1,-1.00&33:253.6,18.9,1090,23.27&18:10000,16.8&0:31.9
&891&1610389835&17:10000,21.2&32:-1.0,-1.0,-1,-1.00&33:253.1,18.9,1090,23.22&18:10000,16.8&0:32.0
&891&1610390135&17:10000,21.1&32:-1.0,-1.0,-1,-1.00&33:253.6,18.9,1090,23.27&18:10000,16.9&0:31.9
&891&1610390435&17:10000,21.0&32:-1.0,-1.0,-1,-1.00&33:253.6,19.1,1091,23.25&18:10000,17.0&0:32.0
&891&1610390735&17:10000,21.1&32:-1.0,-1.0,-1,-1.00&33:253.1,19.1,1091,23.20&18:10000,17.0&0:32.0
&891&1610391035&17:10000,21.3&32:-1.0,-1.0,-1,-1.00&33:253.5,19.1,1090,23.25&18:10000,17.0&0:32.0
&891&1610391335&17:10000,21.3&32:-1.0,-1.0,-1,-1.00&33:-1.0,-1.0,-1,-1.00&18:10000,16.9&0:32.1
&891&1610391635&17:10000,21.3&32:-1.0,-1.0,-1,-1.00&33:253.6,19.0,1090,23.27&18:10000,16.9&0:31.9
