:466&1604582895-1.9.0-281&17:296&32:194&33:213&18:105
&466&1604582999&17:1045,3.0&32:165.8,3.7,920,18.02&33:162.8,5.1,909,17.91&18:10000,3.5&0:9.2
&466&1604583307&17:0,0.0&32:165.8,3.8,920,18.02&33:162.9,5.1,909,17.92&18:10000,3.5&0:8.9
&466&1604583614&17:65535,655.3&32:165.8,3.7,920,18.02&33:162.5,5.1,909,17.87&18:65535,655.3&0:8.9
&466&1604583914&17:65535,655.3&32:165.8,3.7,920,18.02&33:162.5,5.1,909,17.88&18:65535,655.3&0:8.0
&466&1604584214&17:65535,655.3&32:165.7,3.7,920,18.01&33:162.4,5.1,909,17.86&18:65535,655.3&0:7.7
&466&1604584514&17:65535,655.3&32:165.8,3.7,920,18.02&33:162.5,5.1,909,17.87&18:65535,655.3&0:7.6
&466&1604584814&17:65535,655.3&32:166.1,3.7,920,18.06&33:162.9,5.1,909,17.92&18:65535,655.3&0:7.5
&466&1604585114&17:65535,655.3&32:165.9,3.7,920,18.03&33:162.5,5.1,909,17.88&18:65535,655.3&0:7.5
&466&1604585414&17:65535,655.3&32:166.0,3.8,920,18.04&33:162.5,5.1,909,17.88&18:65535,655.3&0:7.5
&466&1604585714&17:65535,655.3&32:166.0,3.8,920,18.05&33:162.9,5.1,909,17.92&18:65535,655.3&0:7.5
&466&1604586014&17:65535,655.3&32:165.7,3.8,920,18.01&33:163.0,5.1,909,17.93&18:65535,655.3&0:7.6
&466&1604586314&17:65535,655.3&32:165.5,3.7,920,17.99&33:162.6,5.1,909,17.88&18:65535,655.3&0:7.6
&466&1604586614&17:65535,655.3&32:165.9,3.8,920,18.03&33:162.5,5.1,909,17.88&18:65535,655.3&0:7.6
&466&1604586914&17:65535,655.3&32:166.0,3.8,920,18.04&33:162.4,5.1,909,17.86&18:65535,655.3&0:7.6
&466&1604587214&17:65535,655.3&32:165.9,3.7,920,18.03&33:162.5,5.1,909,17.88&18:65535,655.3&0:7.6
&466&1604587514&17:65535,655.3&32:165.6,3.7,920,18.01&33:162.6,5.1,909,17.89&18:65535,655.3&0:7.6
&466&1604587814&17:65535,655.3&32:165.7,3.7,920,18.01&33:162.8,5.1,909,17.91&18:65535,655.3&0:7.7
&466&1604588114&17:65535,655.3&32:165.9,3.7,920,18.04&33:162.5,5.1,909,17.88&18:65535,655.3&0:7.6
&466&1604588414&17:65535,655.3&32:165.7,3.7,920,18.01&33:162.5,5.1,909,17.88&18:65535,655.3&0:7.6
&466&1604588714&17:65535,655.3&32:165.8,3.7,920,18.02&33:162.4,5.1,909,17.87&18:65535,655.3&0:7.7
&466&1604589014&17:65535,655.3&32:165.8,3.8,920,18.02&33:162.5,5.1,909,17.88&18:65535,655.3&0:7.6
