:504&1607698025-1.9.0-281&17:296&32:194&33:213&18:105
&504&1607698205&17:0,0.0&32:148.1,1.5,946,15.65&33:181.7,2.8,946,19.21&18:10000,1.1&0:22.7
&504&1607698540&17:555,0.7&32:148.4,1.4,946,15.68&33:181.7,2.8,946,19.21&18:10000,1.1&0:21.7
&504&1607698850&17:0,0.0&32:148.3,1.4,946,15.68&33:181.8,2.8,946,19.22&18:65535,655.3&0:21.7
&504&1607699150&17:558,0.7&32:148.4,1.5,946,15.69&33:181.7,2.8,946,19.20&18:65535,655.3&0:21.4
&504&1607699450&17:568,0.6&32:148.4,1.4,947,15.67&33:181.8,2.8,946,19.22&18:65535,655.3&0:21.3
&504&1607699750&17:65535,655.3&32:148.4,1.4,946,15.69&33:181.8,2.8,946,19.22&18:65535,655.3&0:21.0
&504&1607700050&17:0,0.0&32:148.3,1.4,946,15.68&33:181.8,2.8,946,19.22&18:65535,655.3&0:20.6
&504&1607700350&17:0,0.0&32:148.6,1.4,946,15.71&33:181.7,2.8,946,19.20&18:65535,655.3&0:19.7
&504&1607700650&17:65535,655.3&32:148.3,1.4,946,15.67&33:181.6,2.8,946,19.20&18:65535,655.3&0:18.8
&504&1607700950&17:65535,655.3&32:148.3,1.3,946,15.68&33:181.6,2.8,946,19.20&18:65535,655.3&0:18.2
&504&1607701250&17:65535,655.3&32:148.2,1.4,946,15.67&33:182.0,2.8,946,19.24&18:65535,655.3&0:17.8
&504&1607701550&17:65535,655.3&32:148.3,1.4,946,15.68&33:181.2,2.8,946,19.16&18:65535,655.3&0:17.5
&504&1607701850&17:65535,655.3&32:148.3,1.4,946,15.68&33:182.1,2.8,946,19.26&18:65535,655.3&0:17.2
&504&1607702150&17:65535,655.3&32:148.5,1.4,946,15.70&33:181.7,2.8,946,19.20&18:65535,655.3&0:17.0
&504&1607702450&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.6,2.8,946,19.20&18:65535,655.3&0:16.8
&504&1607702750&17:0,0.0&32:148.5,1.3,946,15.69&33:181.9,2.8,946,19.23&18:65535,655.3&0:16.6
&504&1607703050&17:65535,655.3&32:148.4,1.3,946,15.69&33:182.0,2.8,946,19.24&18:65535,655.3&0:16.4
&504&1607703350&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.5,2.8,946,19.19&18:65535,655.3&0:16.3
&504&1607703650&17:65535,655.3&32:148.6,1.3,946,15.71&33:181.6,2.8,946,19.20&18:65535,655.3&0:16.1
&504&1607703950&17:65535,655.3&32:148.5,1.4,946,15.70&33:181.5,2.8,946,19.19&18:65535,655.3&0:15.9
&504&1607704250&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.5,2.8,946,19.19&18:65535,655.3&0:15.7
&504&1607704550&17:65535,655.3&32:148.4,1.3,946,15.69&33:182.0,2.8,946,19.24&18:65535,655.3&0:15.5
&504&1607704850&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.5,2.8,946,19.18&18:65535,655.3&0:15.3
&504&1607705150&17:560,0.6&32:148.5,1.3,946,15.69&33:181.6,2.8,946,19.19&18:65535,655.3&0:15.2
&504&1607705450&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.7,2.7,946,19.20&18:65535,655.3&0:15.0
&504&1607705750&17:0,0.0&32:148.4,1.3,946,15.69&33:181.4,2.7,946,19.18&18:65535,655.3&0:14.8
&504&1607706050&17:128,0.0&32:148.3,1.3,946,15.68&33:181.6,2.8,946,19.20&18:65535,655.3&0:14.6
&504&1607706350&17:65535,655.3&32:148.7,1.3,946,15.72&33:181.7,2.7,946,19.21&18:65535,655.3&0:14.5
&504&1607706650&17:0,0.0&32:148.6,1.3,946,15.71&33:181.6,2.7,946,19.20&18:65535,655.3&0:14.3
&504&1607706950&17:65535,655.3&32:148.2,1.3,946,15.66&33:181.6,2.7,946,19.20&18:65535,655.3&0:14.1
&504&1607707250&17:65535,655.3&32:148.3,1.3,946,15.68&33:181.9,2.8,946,19.22&18:65535,655.3&0:14.0
&504&1607707550&17:65535,655.3&32:148.6,1.3,946,15.71&33:182.0,2.8,946,19.24&18:65535,655.3&0:13.9
&504&1607707850&17:0,0.0&32:148.5,1.3,946,15.70&33:181.8,2.8,946,19.21&18:65535,655.3&0:13.8
&504&1607708150&17:65535,655.3&32:148.3,1.3,946,15.68&33:181.8,2.7,946,19.22&18:65535,655.3&0:13.7
&504&1607708450&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.8,2.8,946,19.22&18:65535,655.3&0:13.6
&504&1607708750&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.8,2.8,946,19.22&18:65535,655.3&0:13.5
&504&1607709050&17:564,0.5&32:148.6,1.3,946,15.71&33:181.7,2.8,946,19.21&18:65535,655.3&0:13.5
&504&1607709350&17:65535,655.3&32:148.4,1.3,946,15.68&33:181.7,2.7,946,19.20&18:65535,655.3&0:13.3
&504&1607709650&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.8,2.7,946,19.21&18:65535,655.3&0:13.3
&504&1607709950&17:65535,655.3&32:148.4,1.3,946,15.69&33:181.5,2.7,946,19.19&18:65535,655.3&0:13.2
&504&1607710250&17:0,0.0&32:148.5,1.3,946,15.70&33:181.6,2.7,946,19.19&18:65535,655.3&0:13.1
&504&1607710550&17:65535,655.3&32:148.4,1.3,946,15.68&33:181.6,2.7,946,19.19&18:65535,655.3&0:13.0
&504&1607710850&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.6,2.7,946,19.20&18:65535,655.3&0:13.0
&504&1607711150&17:65535,655.3&32:148.4,1.3,946,15.69&33:181.5,2.7,946,19.19&18:65535,655.3&0:12.9
&504&1607711450&17:65535,655.3&32:148.4,1.3,946,15.69&33:181.8,2.7,946,19.21&18:65535,655.3&0:12.9
&504&1607711750&17:65535,655.3&32:148.7,1.2,946,15.72&33:181.8,2.7,946,19.22&18:65535,655.3&0:12.8
&504&1607712050&17:65535,655.3&32:148.4,1.3,945,15.70&33:181.7,2.7,946,19.20&18:65535,655.3&0:12.8
&504&1607712350&17:65535,655.3&32:149.0,1.3,946,15.75&33:181.6,2.7,946,19.19&18:65535,655.3&0:12.8
&504&1607712650&17:65535,655.3&32:148.5,1.3,946,15.69&33:181.5,2.7,946,19.18&18:65535,655.3&0:12.8
&504&1607712950&17:65535,655.3&32:148.3,1.3,946,15.67&33:181.6,2.7,946,19.20&18:65535,655.3&0:12.7
&504&1607713250&17:65535,655.3&32:148.5,1.3,946,15.70&33:181.5,2.7,946,19.19&18:65535,655.3&0:12.7
&504&1607713550&17:65535,655.3&32:148.6,1.3,946,15.71&33:181.7,2.7,946,19.21&18:65535,655.3&0:12.7
&504&1607713850&17:65535,655.3&32:148.6,1.3,946,15.71&33:181.7,2.7,946,19.21&18:65535,655.3&0:12.6
&504&1607714150&17:65535,655.3&32:148.3,1.3,946,15.68&33:181.6,2.7,946,19.20&18:65535,655.3&0:12.5
&504&1607714450&17:65535,655.3&32:148.5,1.3,946,15.70&33:182.0,2.7,946,19.24&18:65535,655.3&0:12.5
&504&1607714750&17:65535,655.3&32:148.7,1.3,946,15.72&33:181.7,2.7,946,19.21&18:65535,655.3&0:12.5
