:527&1610796589-1.9.0-281&17:296&32:194&33:213&18:105
&527&1610796950&17:0,0.0&32:140.7,3.5,971,14.49&33:184.5,4.6,978,18.87&18:10000,2.9&0:14.9
&527&1610797285&17:0,0.0&32:140.3,3.5,971,14.45&33:184.6,4.6,978,18.88&18:10000,2.9&0:15.6
&527&1610797585&17:65535,655.3&32:140.1,3.5,971,14.43&33:184.3,4.6,978,18.84&18:65535,655.3&0:15.1
&527&1610797885&17:0,0.0&32:140.2,3.5,971,14.43&33:184.4,4.6,978,18.86&18:65535,655.3&0:14.9
&527&1610798185&17:65535,655.3&32:140.2,3.5,971,14.44&33:184.4,4.6,978,18.86&18:65535,655.3&0:14.7
&527&1610798485&17:65535,655.3&32:140.3,3.5,971,14.45&33:184.5,4.6,978,18.87&18:65535,655.3&0:14.7
&527&1610798785&17:65535,655.3&32:140.3,3.5,971,14.45&33:184.5,4.6,979,18.84&18:65535,655.3&0:14.7
&527&1610799085&17:0,0.0&32:139.9,3.5,971,14.41&33:184.5,4.6,979,18.85&18:65535,655.3&0:14.6
&527&1610799385&17:65535,655.3&32:140.2,3.5,971,14.44&33:184.1,4.6,979,18.81&18:65535,655.3&0:14.5
&527&1610799685&17:65535,655.3&32:139.9,3.5,971,14.41&33:184.5,4.6,979,18.84&18:65535,655.3&0:14.6
&527&1610799985&17:65535,655.3&32:139.8,3.5,971,14.39&33:184.6,4.6,979,18.86&18:65535,655.3&0:14.6
&527&1610800285&17:65535,655.3&32:140.0,3.5,971,14.41&33:184.6,4.6,979,18.85&18:65535,655.3&0:14.6
&527&1610800585&17:65535,655.3&32:139.7,3.5,971,14.39&33:184.6,4.6,979,18.86&18:65535,655.3&0:14.7
&527&1610800885&17:65535,655.3&32:140.0,3.5,971,14.42&33:184.2,4.6,979,18.81&18:65535,655.3&0:14.7
&527&1610801185&17:65535,655.3&32:139.7,3.5,971,14.39&33:184.5,4.6,979,18.85&18:65535,655.3&0:14.6
&527&1610801485&17:65535,655.3&32:139.6,3.5,971,14.38&33:184.5,4.6,979,18.85&18:65535,655.3&0:14.4
&527&1610801785&17:65535,655.3&32:140.0,3.5,971,14.41&33:184.1,4.6,979,18.81&18:65535,655.3&0:14.4
&527&1610802085&17:65535,655.3&32:140.0,3.5,971,14.41&33:184.6,4.6,979,18.85&18:65535,655.3&0:14.6
&527&1610802385&17:65535,655.3&32:139.6,3.5,971,14.38&33:184.1,4.6,979,18.80&18:65535,655.3&0:14.7
&527&1610802685&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.1,4.6,979,18.81&18:65535,655.3&0:14.7
&527&1610802985&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.6,4.6,979,18.85&18:65535,655.3&0:14.6
&527&1610803285&17:65535,655.3&32:139.8,3.5,971,14.39&33:184.4,4.6,979,18.84&18:65535,655.3&0:14.5
&527&1610803585&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.5,4.6,979,18.84&18:65535,655.3&0:14.5
&527&1610803885&17:65535,655.3&32:139.7,3.5,971,14.39&33:184.1,4.6,979,18.80&18:65535,655.3&0:14.4
&527&1610804185&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.4,4.6,979,18.84&18:65535,655.3&0:14.3
&527&1610804485&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.3,4.6,979,18.82&18:65535,655.3&0:14.3
&527&1610804785&17:65535,655.3&32:139.9,3.5,971,14.40&33:184.8,4.6,979,18.87&18:65535,655.3&0:14.2
&527&1610805085&17:874,2.6&32:139.8,3.5,971,14.40&33:184.0,4.7,979,18.80&18:10000,3.0&0:14.0
&527&1610805385&17:65535,655.3&32:139.7,3.5,971,14.39&33:184.4,4.7,979,18.84&18:65535,655.3&0:13.9
&527&1610805685&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.7,4.6,979,18.87&18:65535,655.3&0:14.0
&527&1610805985&17:65535,655.3&32:139.4,3.5,971,14.36&33:184.7,4.6,979,18.87&18:65535,655.3&0:14.0
&527&1610806285&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.6,4.6,979,18.85&18:65535,655.3&0:13.9
&527&1610806585&17:65535,655.3&32:139.7,3.5,971,14.39&33:184.4,4.6,979,18.84&18:65535,655.3&0:13.8
&527&1610806885&17:65535,655.3&32:139.7,3.5,971,14.39&33:184.3,4.6,979,18.83&18:65535,655.3&0:13.7
&527&1610807185&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.4,4.6,979,18.83&18:65535,655.3&0:13.4
&527&1610807485&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.2,4.6,979,18.82&18:65535,655.3&0:13.3
&527&1610807785&17:65535,655.3&32:139.8,3.5,971,14.39&33:184.7,4.6,979,18.87&18:65535,655.3&0:13.3
&527&1610808085&17:65535,655.3&32:140.0,3.5,971,14.42&33:184.3,4.6,979,18.83&18:65535,655.3&0:13.2
&527&1610808385&17:65535,655.3&32:139.7,3.5,971,14.39&33:184.4,4.6,979,18.83&18:65535,655.3&0:13.0
&527&1610808685&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.3,4.6,979,18.83&18:65535,655.3&0:12.7
&527&1610808985&17:877,2.6&32:139.7,3.4,971,14.39&33:184.3,4.6,979,18.82&18:65535,655.3&0:12.3
&527&1610809285&17:65535,655.3&32:139.8,3.5,971,14.40&33:184.4,4.6,979,18.83&18:65535,655.3&0:11.7
&527&1610809585&17:65535,655.3&32:140.1,3.5,971,14.43&33:184.3,4.6,979,18.83&18:65535,655.3&0:11.3
&527&1610809885&17:65535,655.3&32:140.1,3.5,971,14.43&33:184.3,4.6,979,18.82&18:65535,655.3&0:11.0
&527&1610810185&17:65535,655.3&32:139.6,3.5,971,14.38&33:184.6,4.6,979,18.86&18:65535,655.3&0:10.7
&527&1610810485&17:65535,655.3&32:140.0,3.4,971,14.42&33:184.1,4.5,979,18.81&18:65535,655.3&0:10.4
&527&1610810785&17:65535,655.3&32:139.7,3.4,971,14.38&33:184.5,4.6,979,18.84&18:65535,655.3&0:10.1
&527&1610811085&17:65535,655.3&32:139.9,3.4,971,14.41&33:184.5,4.6,979,18.85&18:65535,655.3&0:9.8
&527&1610811385&17:65535,655.3&32:140.0,3.4,971,14.41&33:184.7,4.6,979,18.86&18:65535,655.3&0:9.6
&527&1610811685&17:65535,655.3&32:139.9,3.4,971,14.41&33:184.2,4.6,979,18.81&18:65535,655.3&0:9.4
&527&1610811985&17:65535,655.3&32:140.1,3.4,970,14.45&33:184.4,4.6,979,18.83&18:65535,655.3&0:9.4
&527&1610812285&17:65535,655.3&32:139.8,3.4,971,14.39&33:184.4,4.6,979,18.83&18:65535,655.3&0:9.3
&527&1610812585&17:65535,655.3&32:140.1,3.4,971,14.43&33:184.0,4.6,979,18.80&18:65535,655.3&0:9.2
&527&1610812885&17:65535,655.3&32:140.0,3.3,971,14.42&33:184.5,4.6,979,18.84&18:65535,655.3&0:9.0
&527&1610813185&17:65535,655.3&32:140.1,3.4,971,14.43&33:184.7,4.6,979,18.87&18:65535,655.3&0:8.9
&527&1610813485&17:65535,655.3&32:140.0,3.4,970,14.43&33:184.3,4.6,979,18.83&18:65535,655.3&0:8.9
&527&1610813785&17:65535,655.3&32:140.1,3.3,970,14.45&33:184.3,4.6,979,18.83&18:65535,655.3&0:8.9
&527&1610814085&17:65535,655.3&32:140.1,3.3,970,14.44&33:184.7,4.6,979,18.86&18:65535,655.3&0:8.9
&527&1610814385&17:65535,655.3&32:140.2,3.2,970,14.45&33:184.2,4.6,979,18.81&18:65535,655.3&0:8.9
&527&1610814685&17:65535,655.3&32:139.8,3.3,970,14.42&33:184.2,4.6,979,18.81&18:10000,3.0&0:8.8
&527&1610814985&17:65535,655.3&32:140.1,3.3,970,14.45&33:184.3,4.6,979,18.82&18:65535,655.3&0:8.7
