"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20210107_waterbath.CR6","30172","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-01-07 10:30:00",0,13.99,4.419,3.862054,3.872522,3.831018,3.784296,4.183343,8.260645,0.701471,1.051935,3.252893,3.862176,13.81224,102.2983,2.884491,14.02531,99.2723,1.223381,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-01-07 10:31:00",1,13.99,4.263,3.734979,3.685388,3.738306,3.604974,3.581354,6.701593,0.622522,0.9651123,2.63537,3.593927,13.81185,101.6722,2.657555,14.14382,99.89,1.143639,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-01-07 10:32:00",2,13.99,4.115,3.643182,3.648126,3.675226,3.604791,3.66015,6.171777,2.491968,0.9291626,3.501245,3.639154,13.83004,100.9472,2.344467,14.13792,99.9298,1.172981,210107,103100,4.513,21.02,34.54,22.45,101.31,13.1,2,8.01,0.49,0.39,6.11,18.28,0.34,0.038,5.76,12.94,1.2
"2021-01-07 10:33:00",3,13.98,3.983,3.66546,3.69198,3.681818,3.603265,3.765344,5.700128,1.729822,0.9110962,3.422937,3.637445,13.84355,100.8986,2.290771,14.09611,99.7774,1.224785,210107,103231,4.565,21.05,34.53,22.44,101.4,13.1,2.23,8.94,0.49,0.39,6.11,18.3,0.34,0.037,5.76,12.94,1.21
"2021-01-07 10:34:00",4,13.98,3.885,3.669153,3.679651,3.690637,3.609674,3.807367,5.879388,1.373926,1.005029,3.408166,3.647089,13.77234,100.5934,2.369148,14.06398,99.625,1.251984,210107,103231,4.565,21.05,34.53,22.44,101.4,13.1,2.23,8.94,0.49,0.39,6.11,18.3,0.34,0.037,5.76,12.94,1.21
"2021-01-07 10:35:00",5,13.96,3.815,3.677972,3.761468,3.695215,3.61889,3.869562,5.179346,1.11001,0.9687134,3.366846,3.653711,13.74832,100.4208,2.370178,14.04661,99.4962,1.249886,210107,103401,4.576,21.06,34.54,22.45,101.4,13.09,2.25,9.04,0.47,0.37,6.12,18.33,0.34,0.036,5.76,12.94,1.2
"2021-01-07 10:36:00",6,13.98,3.779,3.684412,3.789728,3.695337,3.618768,3.905145,5.15426,1.02038,1.002283,3.362695,3.655664,13.73765,100.3637,2.377785,14.03341,99.5013,1.285652,210107,103531,4.57,21.06,34.54,22.45,101.47,13.1,2.61,10.49,0.6,0.5,6.12,18.31,0.33,0.036,5.76,12.94,1.2
"2021-01-07 10:37:00",7,13.95,3.763,3.688379,3.810358,3.694818,3.613397,3.931055,4.840967,1.08288,1.043848,3.360986,3.656396,13.65641,100.1639,2.523231,13.96237,99.4058,1.434555,210107,103531,4.57,21.06,34.54,22.45,101.47,13.1,2.61,10.49,0.6,0.5,6.12,18.31,0.33,0.036,5.76,12.94,1.2
"2021-01-07 10:38:00",8,13.95,3.749,3.690485,3.846918,3.693048,3.614984,3.947504,4.984247,1.11001,1.117517,3.363977,3.656396,13.71013,100.2984,2.427795,13.93032,99.3281,1.489471,210107,103701,4.57,21.06,34.54,22.45,101.48,13.11,2.41,9.69,0.54,0.44,6.11,18.28,0.33,0.035,5.76,12.94,1.2
"2021-01-07 10:39:00",9,13.98,3.754,3.692224,3.872797,3.691736,3.613763,3.958032,4.405694,1.376703,1.17016,3.374567,3.656061,13.64839,100.0435,2.500504,13.83032,99.1748,1.695099,210107,103831,4.564,21.06,34.54,22.45,101.5,13.11,2.65,10.66,0.56,0.45,6.1,18.27,0.33,0.033,5.76,12.94,1.21
"2021-01-07 10:40:00",10,13.94,3.764,3.693262,3.893426,3.689752,3.613397,3.973535,4.455438,1.577722,1.24975,3.389184,3.655725,13.6532,100.0041,2.472946,13.73095,98.81639,1.825859,210107,103831,4.564,21.06,34.54,22.45,101.5,13.11,2.65,10.66,0.56,0.45,6.1,18.27,0.33,0.033,5.76,12.94,1.21
