"TOA5","CR3000","CR3000","10344","CR3000.Std.27.04","CPU:CR3000_6Sensors_25JUL16.CR3","47280","stats"
"TIMESTAMP","RECORD","AirTC_mean","e_hmp_mean","RH_mean","t_dew_hmp_mean","duty_cycle"
"TS","RN","C","kPa","percent","C",""
"","","Smp","Smp","Smp","Smp","Smp"
"2017-10-16 14:04:00",10089,14.75304,0.8787107,52.3857,5.115626,1
"2017-10-16 14:05:00",10090,14.4935,0.8745272,53.02132,5.048055,1
"2017-10-16 14:06:00",10091,14.54649,0.884543,53.44513,5.211655,1
"2017-10-16 14:07:00",10092,14.47969,0.8580213,52.06694,4.774753,1
"2017-10-16 14:08:00",10093,14.55609,0.8731112,52.72137,5.024703,1
"2017-10-16 14:09:00",10094,14.74934,0.8819224,52.59265,5.168846,1
"2017-10-16 14:10:00",10095,14.72896,0.9074945,54.18911,5.58037,1
"2017-10-16 14:11:00",10096,14.83107,0.8768099,52.01333,5.085471,1
"2017-10-16 14:12:00",10097,14.70436,0.8609166,51.48974,4.823034,1
"2017-10-16 14:13:00",10098,14.73428,0.8814078,52.61364,5.160615,1
"2017-10-16 14:14:00",10099,14.72617,0.8669901,51.77996,4.923794,1
"2017-10-16 14:15:00",10100,14.71625,0.8655272,51.7257,4.899572,1
"2017-10-16 14:16:00",10101,14.74341,0.8616359,51.40284,4.834943,1
"2017-10-16 14:17:00",10102,14.80004,0.8418545,50.03978,4.502577,1
"2017-10-16 14:18:00",10103,14.90163,0.8581042,50.6725,4.77612,1
"2017-10-16 14:19:00",10104,14.75445,0.8417298,50.17937,4.500348,1
"2017-10-16 14:20:00",10105,14.85869,0.8711807,51.58742,4.993,1
"2017-10-16 14:21:00",10106,14.75071,0.840509,50.11839,4.479523,1
"2017-10-16 14:22:00",10107,14.64051,0.8432558,50.64184,4.52634,1
"2017-10-16 14:23:00",10108,14.78049,0.862861,51.35285,4.855287,1
"2017-10-16 14:24:00",10109,14.86971,0.8477867,50.1664,4.602965,1
"2017-10-16 14:25:00",10110,14.78172,0.8567772,50.98679,4.753924,1
"2017-10-16 14:26:00",10111,14.86507,0.8186896,48.45919,4.104389,1
"2017-10-16 14:27:00",10112,14.77945,0.8246793,49.08397,4.208278,1
"2017-10-16 14:28:00",10113,14.74152,0.8234096,49.12855,4.186318,1
"2017-10-16 14:29:00",10114,14.75225,0.831669,49.58685,4.328657,1
"2017-10-16 14:30:00",10115,14.88624,0.8477306,50.10968,4.602021,1
"2017-10-16 14:31:00",10116,15.00254,0.8294422,48.66261,4.290429,1
"2017-10-16 14:32:00",10117,14.92018,0.8049161,47.47499,3.8629,1
"2017-10-16 14:33:00",10118,14.9594,0.8198199,48.23193,4.124037,1
"2017-10-16 14:34:00",10119,14.94308,0.8153948,48.02197,4.046913,1
"2017-10-16 14:35:00",10120,15.02351,0.8134148,47.65781,4.012296,1
"2017-10-16 14:36:00",10121,14.91206,0.8241009,48.63198,4.198291,1
"2017-10-16 14:37:00",10122,14.98081,0.8203499,48.19667,4.133272,1
"2017-10-16 14:38:00",10123,15.00764,0.8180524,47.97842,4.093223,1
"2017-10-16 14:39:00",10124,14.90456,0.8104342,47.84858,3.96008,1
"2017-10-16 14:40:00",10125,14.85041,0.8098829,47.98317,3.950372,1
"2017-10-16 14:41:00",10126,15.05876,0.8439658,49.33574,4.538356,1
"2017-10-16 14:42:00",10127,15.07977,0.8347887,48.73346,4.38217,1
"2017-10-16 14:43:00",10128,15.11017,0.8463535,49.31198,4.578785,1
"2017-10-16 14:44:00",10129,15.13646,0.8154421,47.43053,4.047742,1
"2017-10-16 14:45:00",10130,14.99435,0.8212078,48.20484,4.148114,1
"2017-10-16 14:46:00",10131,14.96557,0.8702484,51.17806,4.97752,1
"2017-10-16 14:47:00",10132,15.07966,0.8328503,48.62057,4.348964,1
"2017-10-16 14:48:00",10133,15.02437,0.8168563,47.85676,4.072409,1
"2017-10-16 14:49:00",10134,15.04176,0.8081478,47.29361,3.919842,1
"2017-10-16 14:50:00",10135,14.91353,0.7978329,47.07743,3.737289,1
"2017-10-16 14:51:00",10136,14.93341,0.7984149,47.05116,3.747561,1
"2017-10-16 14:52:00",10137,14.90268,0.8029582,47.41277,3.82822,1
"2017-10-16 14:53:00",10138,14.89475,0.8048416,47.54844,3.861575,1
"2017-10-16 14:54:00",10139,14.8351,0.8168056,48.44115,4.071557,1
"2017-10-16 14:55:00",10140,14.84065,0.8129287,48.19407,4.003837,1
"2017-10-16 14:56:00",10141,14.84234,0.8147473,48.29637,4.035573,1
"2017-10-16 14:57:00",10142,14.8722,0.8099244,47.91809,3.951049,1
"2017-10-16 14:58:00",10143,14.7241,0.7935123,47.39771,3.660074,1
"2017-10-16 14:59:00",10144,14.73655,0.7985536,47.66086,3.750112,1
"2017-10-16 15:00:00",10145,14.88992,0.8089228,47.80402,3.933393,1
"2017-10-16 15:01:00",10146,14.99465,0.7994154,46.92469,3.765377,1
"2017-10-16 15:02:00",10147,14.87474,0.798238,47.21927,3.744503,1
"2017-10-16 15:03:00",10148,15.02948,0.8144035,47.69742,4.029598,1
"2017-10-16 15:04:00",10149,14.95653,0.7981227,46.96401,3.74239,1
"2017-10-16 15:05:00",10150,14.91305,0.7942956,46.87015,3.674186,1
"2017-10-16 15:06:00",10151,14.89595,0.7963755,47.04469,3.711319,1
"2017-10-16 15:07:00",10152,14.84563,0.7907577,46.86448,3.610775,1
