"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_21MAY18.CR3","18979","stats"
"TIMESTAMP","RECORD","AirTC_mean","e_hmp_mean","RH_mean","t_dew_hmp_mean","duty_cycle"
"TS","RN","C","kPa","percent","C",""
"","","Smp","Smp","Smp","Smp","Smp"
"2018-08-13 14:12:00",121020,38.02052,4.144442,62.4576,29.6017,1
"2018-08-13 14:13:00",121021,37.80519,4.187635,63.85098,29.78244,1
"2018-08-13 14:14:00",121022,37.92151,4.202419,63.6696,29.84248,1
"2018-08-13 14:15:00",121023,37.7277,4.195961,64.23725,29.81429,1
"2018-08-13 14:16:00",121024,37.34459,4.196314,65.59932,29.81753,1
"2018-08-13 14:17:00",121025,37.19643,4.015316,63.27338,29.05215,1
"2018-08-13 14:18:00",121026,37.17183,3.94098,62.19327,28.73179,1
"2018-08-13 14:19:00",121027,36.94887,3.97513,63.49396,28.87937,1
"2018-08-13 14:20:00",121028,37.24025,3.991342,62.7538,28.95088,1
"2018-08-13 14:21:00",121029,37.22585,3.945774,62.06407,28.74662,1
"2018-08-13 14:22:00",121030,37.44019,4.070575,63.3072,29.29065,1
"2018-08-13 14:23:00",121031,37.24991,4.209308,66.1356,29.86959,1
"2018-08-13 14:24:00",121032,36.8701,3.952567,63.38564,28.77579,1
"2018-08-13 14:25:00",121033,37.19433,3.908519,61.60812,28.58998,1
"2018-08-13 14:26:00",121034,37.19127,3.864477,60.92082,28.394,1
"2018-08-13 14:27:00",121035,37.17295,3.847284,60.70971,28.31717,1
"2018-08-13 14:28:00",121036,36.97792,3.798198,60.56058,28.09249,1
"2018-08-13 14:29:00",121037,37.14191,3.899197,61.62652,28.54599,1
"2018-08-13 14:30:00",121038,37.24409,3.914873,61.54036,28.61766,1
"2018-08-13 14:31:00",121039,37.22847,3.757458,59.11421,27.9119,1
"2018-08-13 14:32:00",121040,37.24189,3.738733,58.77565,27.82599,1
"2018-08-13 14:33:00",121041,37.013,3.717679,59.16498,27.72567,1
"2018-08-13 14:34:00",121042,36.89798,3.739204,59.88889,27.82655,1
"2018-08-13 14:35:00",121043,37.17422,3.808185,60.09081,28.14233,1
"2018-08-13 14:36:00",121044,36.98726,3.811676,60.75648,28.15666,1
"2018-08-13 14:37:00",121045,37.21953,3.858222,60.73161,28.36695,1
"2018-08-13 14:38:00",121046,37.29572,4.003407,62.75779,29.00408,1
"2018-08-13 14:39:00",121047,37.03107,4.047099,64.35932,29.19073,1
"2018-08-13 14:40:00",121048,36.93158,3.813061,60.96755,28.1641,1
"2018-08-13 14:41:00",121049,37.01807,3.709018,59.02221,27.68906,1
"2018-08-13 14:42:00",121050,36.98298,3.731877,59.50245,27.79504,1
"2018-08-13 14:43:00",121051,36.79866,3.761776,60.56903,27.9272,1
"2018-08-13 14:44:00",121052,36.9705,3.643656,58.13665,27.38638,1
"2018-08-13 14:45:00",121053,37.09918,3.680009,58.30397,27.55522,1
"2018-08-13 14:46:00",121054,37.11908,3.704235,58.62023,27.66626,1
"2018-08-13 14:47:00",121055,37.25713,3.687655,57.92383,27.59034,1
"2018-08-13 14:48:00",121056,37.18772,3.635608,57.31162,27.34433,1
"2018-08-13 14:49:00",121057,37.55709,3.702102,57.21534,27.65859,1
"2018-08-13 14:50:00",121058,37.25384,3.711541,58.30935,27.70075,1
"2018-08-13 14:51:00",121059,37.3761,3.711888,57.91283,27.69774,1
"2018-08-13 14:52:00",121060,37.45885,3.706674,57.54589,27.6659,1
"2018-08-13 14:53:00",121061,37.30722,3.621353,56.7282,27.28065,1
"2018-08-13 14:54:00",121062,34.10855,2.86242,53.31588,23.2808,1
"2018-08-13 14:55:00",121063,30.50089,2.151296,49.24858,18.67853,1
"2018-08-13 14:56:00",121064,29.82693,1.978347,47.08451,17.34934,1
"2018-08-13 14:57:00",121065,29.86404,1.957182,46.48661,17.18098,1
"2018-08-13 14:58:00",121066,29.43228,1.883019,45.85304,16.57288,1
"2018-08-13 14:59:00",121067,29.15306,1.817092,44.9664,16.01355,1
"2018-08-13 15:00:00",121068,28.65272,1.823855,46.45773,16.07104,1
"2018-08-13 15:01:00",121069,28.30325,1.812745,47.12367,15.97617,1
"2018-08-13 15:02:00",121070,28.23562,1.822933,47.57493,16.06383,1
"2018-08-13 15:03:00",121071,28.31416,1.825832,47.43383,16.08885,1
"2018-08-13 15:04:00",121072,28.46619,1.869117,48.13143,16.45655,1
"2018-08-13 15:05:00",121073,28.73726,1.914881,48.53918,16.83677,1
"2018-08-13 15:06:00",121074,29.03989,1.9721,49.12287,17.30207,1
"2018-08-13 15:07:00",121075,28.82721,1.860072,46.906,16.38028,1
"2018-08-13 15:08:00",121076,28.64689,1.853852,47.2404,16.32775,1
"2018-08-13 15:09:00",121077,28.55441,1.877074,48.08912,16.52323,1
"2018-08-13 15:10:00",121078,28.39587,1.902047,49.1793,16.73111,1
"2018-08-13 15:11:00",121079,28.34577,1.914011,49.63296,16.82991,1
"2018-08-13 15:12:00",121080,28.18279,2.09461,54.83314,18.25869,1
"2018-08-13 15:13:00",121081,28.07581,2.100665,55.3353,18.30472,1
"2018-08-13 15:14:00",121082,27.71163,2.067326,55.62612,18.04999,1
"2018-08-13 15:15:00",121083,27.4287,2.037085,55.72666,17.81579,1
"2018-08-13 15:16:00",121084,27.27784,2.051909,56.6307,17.93112,1
"2018-08-13 15:17:00",121085,27.18662,2.032179,56.3866,17.77757,1
