"TOA5","CR310_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20190422.CR300","472","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2019-06-17 13:45:00",5366,12.16,30.29,29.28,0.347,21.58
"2019-06-17 14:00:00",5367,12.14,29.33,27.69,0.354,21.48
"2019-06-17 14:15:00",5368,12.18,28.41,27.05,0.358,21.4
"2019-06-17 14:30:00",5369,12.18,28,26.73,0.36,21.32
"2019-06-17 14:45:00",5370,12.18,27.93,26.64,0.358,21.24
"2019-06-17 15:00:00",5371,12.18,27.89,26.71,0.359,21.14
"2019-06-17 15:15:00",5372,12.19,27.9,26.75,0.356,21.05
"2019-06-17 15:30:00",5373,12.15,27.93,26.79,0.354,20.98
"2019-06-17 15:45:00",5374,12.17,27.93,26.79,0.353,20.95
"2019-06-17 16:00:00",5375,12.18,27.92,26.79,0.352,20.95
"2019-06-17 16:15:00",5376,12.18,27.97,26.87,0.352,20.95
"2019-06-17 16:30:00",5377,12.19,28.07,26.98,0.352,20.96
"2019-06-17 16:45:00",5378,12.17,28.13,27.12,0.352,20.96
"2019-06-17 17:00:00",5379,12.17,28.24,27.19,0.351,20.96
"2019-06-17 17:15:00",5380,12.2,28.29,27.17,0.351,20.95
"2019-06-17 17:30:00",5381,12.19,28.23,27.04,0.351,20.94
"2019-06-17 17:45:00",5382,12.15,28.09,26.91,0.351,20.92
"2019-06-17 18:00:00",5383,12.19,27.96,26.85,0.351,20.91
"2019-06-17 18:15:00",5384,12.19,27.98,26.89,0.35,20.91
"2019-06-17 18:30:00",5385,12.15,28.05,26.97,0.35,20.91
"2019-06-17 18:45:00",5386,12.18,28.12,27.03,0.351,20.89
"2019-06-17 19:00:00",5387,12.16,28.14,27.01,0.35,20.87
"2019-06-17 19:15:00",5388,12.18,28.06,26.9,0.351,20.85
"2019-06-17 19:30:00",5389,12.2,27.97,26.81,0.349,20.83
"2019-06-17 19:45:00",5390,12.19,27.87,26.75,0.35,20.81
"2019-06-17 20:00:00",5391,12.19,27.76,26.54,0.35,20.76
"2019-06-17 20:15:00",5392,12.18,27.41,26.14,0.35,20.7
"2019-06-17 20:30:00",5393,12.17,27.06,25.83,0.349,20.64
"2019-06-17 20:45:00",5394,12.17,26.9,25.74,0.349,20.6
"2019-06-17 21:00:00",5395,12.19,26.84,25.7,0.35,20.57
"2019-06-17 21:15:00",5396,12.17,26.77,25.65,0.35,20.54
"2019-06-17 21:30:00",5397,12.16,26.78,25.66,0.349,20.51
"2019-06-17 21:45:00",5398,12.15,26.7,25.59,0.349,20.47
"2019-06-17 22:00:00",5399,12.17,26.67,25.56,0.35,20.45
"2019-06-17 22:15:00",5400,12.17,26.65,25.54,0.35,20.41
"2019-06-17 22:30:00",5401,12.17,26.58,25.46,0.349,20.39
"2019-06-17 22:45:00",5402,12.17,26.57,25.46,0.349,20.36
"2019-06-17 23:00:00",5403,12.18,26.5,25.39,0.349,20.32
"2019-06-17 23:15:00",5404,12.18,26.39,25.27,0.35,20.29
"2019-06-17 23:30:00",5405,12.17,26.27,25.15,0.349,20.25
"2019-06-17 23:45:00",5406,12.16,26.15,25.01,0.35,20.21
"2019-06-18 00:00:00",5407,12.15,26.05,24.94,0.35,20.17
"2019-06-18 00:15:00",5408,12.17,25.96,24.85,0.349,20.14
"2019-06-18 00:30:00",5409,12.16,25.88,24.81,0.35,20.11
"2019-06-18 00:45:00",5410,12.16,25.93,24.94,0.349,20.1
