"TOA5","CR300Series_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20211122.CR300","61691","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2023-06-05 12:45:00",19279,11.99,25.92,25.77,-0.271,15.96
"2023-06-05 13:00:00",19280,12.1,24.59,24.19,-0.274,16.06
"2023-06-05 13:15:00",19281,12.12,24.22,23.7,-0.277,16.16
"2023-06-05 13:30:00",19282,11.93,25.56,25.28,-0.28,16.29
"2023-06-05 13:45:00",19283,11.88,26.19,26.15,-0.283,16.38
"2023-06-05 14:00:00",19284,11.86,26.75,26.69,-0.286,16.47
"2023-06-05 14:15:00",19285,12.03,25.2,24.7,-0.288,16.51
"2023-06-05 14:30:00",19286,11.83,26.81,25.73,-0.29,16.55
"2023-06-05 14:45:00",19287,11.89,27.51,26.66,-0.293,16.58
"2023-06-05 15:00:00",19288,11.97,25.87,24.67,-0.295,16.63
"2023-06-05 15:15:00",19289,12.05,24.87,23.94,-0.296,16.64
"2023-06-05 15:30:00",19290,12.11,24.49,23.77,-0.255,16.67
"2023-06-05 15:45:00",19291,12.08,24.06,23.37,-0.242,16.66
"2023-06-05 16:00:00",19292,11.98,23.75,23.04,-0.229,16.64
"2023-06-05 16:15:00",19293,12.09,23.49,22.79,-0.22,16.63
"2023-06-05 16:30:00",19294,12.06,23.22,22.54,-0.215,16.61
"2023-06-05 16:45:00",19295,12.03,23.13,22.5,-0.215,16.59
"2023-06-05 17:00:00",19296,12.05,22.83,22.2,-0.215,16.56
"2023-06-05 17:15:00",19297,12.05,22.63,21.94,-0.215,16.54
"2023-06-05 17:30:00",19298,11.97,22.35,21.62,-0.215,16.5
"2023-06-05 17:45:00",19299,12.05,22.09,21.36,-0.216,16.46
"2023-06-05 18:00:00",19300,12.04,21.9,21.15,-0.216,16.42
"2023-06-05 18:15:00",19301,12.03,21.6,20.85,-0.216,16.39
"2023-06-05 18:30:00",19302,12.04,21.37,20.64,-0.216,16.35
"2023-06-05 18:45:00",19303,11.97,21.19,20.48,-0.216,16.31
"2023-06-05 19:00:00",19304,12.03,21,20.22,-0.219,16.26
"2023-06-05 19:15:00",19305,12,20.68,19.82,-0.218,16.22
"2023-06-05 19:30:00",19306,11.96,20.31,19.38,-0.218,16.16
"2023-06-05 19:45:00",19307,11.95,19.87,18.92,-0.218,16.09
"2023-06-05 20:00:00",19308,12.05,19.46,18.47,-0.217,16.02
"2023-06-05 20:15:00",19309,12,19.14,18.11,-0.217,15.96
"2023-06-05 20:30:00",19310,11.98,18.72,17.81,-0.216,15.89
"2023-06-05 20:45:00",19311,12,18.49,17.65,-0.216,15.84
"2023-06-05 21:00:00",19312,11.99,18.29,17.42,-0.215,15.78
"2023-06-05 21:15:00",19313,11.97,18.15,17.41,-0.215,15.74
"2023-06-05 21:30:00",19314,11.94,18.04,17.21,-0.215,15.7
"2023-06-05 21:45:00",19315,12.03,17.85,16.96,-0.214,15.65
"2023-06-05 22:00:00",19316,11.94,17.75,16.91,-0.214,15.6
"2023-06-05 22:15:00",19317,12.01,17.44,16.54,-0.213,15.54
"2023-06-05 22:30:00",19318,11.99,17.18,16.27,-0.212,15.49
"2023-06-05 22:45:00",19319,11.94,16.95,16.1,-0.211,15.43
"2023-06-05 23:00:00",19320,12.03,16.84,16.09,-0.211,15.37
"2023-06-05 23:15:00",19321,12.03,16.85,16.18,-0.211,15.33
"2023-06-05 23:30:00",19322,11.97,16.85,16.17,-0.211,15.29
