"TOA5","CR310_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20190422.CR300","472","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-01-31 12:15:00",27240,12.42,6.953,6.108,0.223,3.626
"2020-01-31 12:30:00",27241,12.36,6.604,5.719,0.223,3.688
"2020-01-31 12:45:00",27242,12.54,5.896,4.964,0.223,3.719
"2020-01-31 13:00:00",27243,12.34,5.712,4.727,0.224,3.686
"2020-01-31 13:15:00",27244,12.35,5.749,4.798,0.223,3.667
"2020-01-31 13:30:00",27245,12.54,5.442,4.545,0.223,3.664
"2020-01-31 13:45:00",27246,12.54,5.403,4.453,0.223,3.666
"2020-01-31 14:00:00",27247,12.54,5.304,4.178,0.223,3.613
"2020-01-31 14:15:00",27248,12.54,5.056,3.858,0.224,3.578
"2020-01-31 14:30:00",27249,12.52,4.786,3.549,0.224,3.507
"2020-01-31 14:45:00",27250,12.55,4.481,3.257,0.225,3.498
"2020-01-31 15:00:00",27251,12.47,4.455,3.422,0.224,3.531
"2020-01-31 15:15:00",27252,12.35,4.446,3.503,0.224,3.546
"2020-01-31 15:30:00",27253,12.54,4.388,3.487,0.225,3.538
"2020-01-31 15:45:00",27254,12.54,4.489,3.56,0.225,3.572
"2020-01-31 16:00:00",27255,12.37,4.612,3.711,0.225,3.592
"2020-01-31 16:15:00",27256,12.54,4.697,3.714,0.225,3.608
"2020-01-31 16:30:00",27257,12.35,4.666,3.616,0.225,3.618
"2020-01-31 16:45:00",27258,12.46,4.594,3.571,0.225,3.603
"2020-01-31 17:00:00",27259,12.35,4.518,3.509,0.225,3.584
"2020-01-31 17:15:00",27260,12.35,4.447,3.476,0.225,3.573
"2020-01-31 17:30:00",27261,12.53,4.414,3.489,0.225,3.569
"2020-01-31 17:45:00",27262,12.35,4.383,3.474,0.225,3.541
"2020-01-31 18:00:00",27263,12.46,4.435,3.511,0.224,3.523
"2020-01-31 18:15:00",27264,12.34,4.457,3.506,0.224,3.524
"2020-01-31 18:30:00",27265,12.38,4.386,3.449,0.224,3.507
"2020-01-31 18:45:00",27266,12.54,4.46,3.557,0.224,3.5
"2020-01-31 19:00:00",27267,12.34,4.442,3.516,0.224,3.483
"2020-01-31 19:15:00",27268,12.53,4.436,3.543,0.224,3.482
"2020-01-31 19:30:00",27269,12.34,4.403,3.481,0.224,3.476
"2020-01-31 19:45:00",27270,12.53,4.171,3.213,0.223,3.452
"2020-01-31 20:00:00",27271,12.37,4.039,3.035,0.223,3.417
"2020-01-31 20:15:00",27272,12.34,3.857,2.856,0.223,3.382
"2020-01-31 20:30:00",27273,12.53,3.682,2.672,0.224,3.331
"2020-01-31 20:45:00",27274,12.34,3.52,2.483,0.224,3.284
"2020-01-31 21:00:00",27275,12.33,3.316,2.234,0.223,3.257
"2020-01-31 21:15:00",27276,12.34,3.02,1.919,0.224,3.202
"2020-01-31 21:30:00",27277,12.53,2.767,1.686,0.223,3.145
"2020-01-31 21:45:00",27278,12.54,2.6,1.577,0.224,3.097
"2020-01-31 22:00:00",27279,12.52,2.504,1.559,0.223,3.048
"2020-01-31 22:15:00",27280,12.34,2.517,1.62,0.223,3.02
"2020-01-31 22:30:00",27281,12.33,2.575,1.664,0.223,3.008
"2020-01-31 22:45:00",27282,12.52,2.541,1.533,0.223,2.952
"2020-01-31 23:00:00",27283,12.33,2.389,1.377,0.223,2.911
"2020-01-31 23:15:00",27284,12.33,2.225,1.202,0.223,2.859
