"TOA5","CR310_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20190415.CR300","62540","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2019-04-15 14:15:00",1,12.66,12.1,11.4,0.429,13.03
"2019-04-15 14:30:00",2,12.75,11.84,11.61,0.428,13.02
"2019-04-15 14:45:00",3,12.66,11.62,10.88,0.427,12.84
"2019-04-15 15:00:00",4,12.69,11.22,10.84,0.429,12.8
"2019-04-15 15:15:00",5,12.69,11.24,10.81,0.427,12.8
"2019-04-15 15:30:00",6,12.72,11.45,11.34,0.425,12.87
"2019-04-15 15:45:00",7,12.67,11.61,11.31,0.427,12.91
"2019-04-15 16:00:00",8,12.69,11.62,11.71,0.43,12.92
"2019-04-15 16:15:00",9,12.74,11.85,11.46,0.426,12.87
"2019-04-15 16:30:00",10,12.75,11.84,11.72,0.425,12.82
"2019-04-15 16:45:00",11,12.65,12.07,12.21,0.427,12.71
"2019-04-15 17:00:00",12,12.65,12.17,11.64,0.425,12.6
"2019-04-15 17:15:00",13,12.66,11.92,11.31,0.425,12.46
"2019-04-15 17:30:00",14,12.69,11.54,10.75,0.426,12.36
"2019-04-15 17:45:00",15,12.64,11.2,10.43,0.427,12.26
"2019-04-15 18:00:00",16,12.64,10.62,9.62,0.422,12.21
"2019-04-15 18:15:00",17,12.65,9.99,8.93,0.424,12.12
"2019-04-15 18:30:00",18,12.64,9.31,8.26,0.422,12.04
"2019-04-15 18:45:00",19,12.7,8.72,7.753,0.418,11.92
"2019-04-15 19:00:00",20,12.69,8.39,7.48,0.423,11.81
"2019-04-15 19:15:00",21,12.69,7.869,7.037,0.422,11.77
"2019-04-15 19:30:00",22,12.68,7.669,6.93,0.42,11.74
"2019-04-15 19:45:00",23,12.71,7.506,6.718,0.425,11.72
"2019-04-15 20:00:00",24,12.62,7.316,6.473,0.421,11.67
"2019-04-15 20:15:00",25,12.63,7.158,6.421,0.421,11.58
"2019-04-15 20:30:00",26,12.64,7.06,6.304,0.422,11.53
"2019-04-15 20:45:00",27,12.63,6.828,5.918,0.421,11.51
"2019-04-15 21:00:00",28,12.6,6.631,5.902,0.424,11.48
"2019-04-15 21:15:00",29,12.62,6.48,5.515,0.422,11.47
"2019-04-15 21:30:00",30,12.67,6.226,5.471,0.417,11.42
"2019-04-15 21:45:00",31,12.67,6.159,5.476,0.419,11.39
"2019-04-15 22:00:00",32,12.64,6.154,5.467,0.421,11.36
"2019-04-15 22:15:00",33,12.68,6.057,5.294,0.418,11.33
"2019-04-15 22:30:00",34,12.61,6.013,5.255,0.421,11.29
"2019-04-15 22:45:00",35,12.7,5.952,5.235,0.421,11.26
"2019-04-15 23:00:00",36,12.67,5.953,5.265,0.42,11.23
"2019-04-15 23:15:00",37,12.66,5.962,5.206,0.421,11.23
"2019-04-15 23:30:00",38,12.64,5.841,5.029,0.419,11.21
"2019-04-15 23:45:00",39,12.61,5.817,5.045,0.417,11.2
"2019-04-16 00:00:00",40,12.63,5.736,4.844,0.419,11.19
"2019-04-16 00:15:00",41,12.6,5.312,4.354,0.414,11.17
"2019-04-16 00:30:00",42,12.67,5.032,4.075,0.415,11.14
"2019-04-16 00:45:00",43,12.67,4.707,3.758,0.411,11.11
"2019-04-16 01:00:00",44,12.64,4.492,3.665,0.415,11.09
"2019-04-16 01:15:00",45,12.62,4.455,3.721,0.418,11.07
"2019-04-16 01:30:00",46,12.64,4.573,4.142,0.416,11.04
