"TOA5","CR310_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20190422.CR300","472","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2019-09-20 15:00:00",14487,12.2,22.84,22.69,0.202,16.86
"2019-09-20 15:15:00",14488,12.19,22.86,22.63,0.202,16.9
"2019-09-20 15:30:00",14489,12.29,22.81,22.57,0.202,16.92
"2019-09-20 15:45:00",14490,12.26,22.74,22.5,0.202,16.96
"2019-09-20 16:00:00",14491,12.21,22.59,22.35,0.202,16.99
"2019-09-20 16:15:00",14492,12.27,22.43,22.17,0.202,16.97
"2019-09-20 16:30:00",14493,12.19,22.15,21.9,0.202,16.95
"2019-09-20 16:45:00",14494,12.26,21.95,21.75,0.201,16.94
"2019-09-20 17:00:00",14495,12.24,21.86,21.68,0.202,16.93
"2019-09-20 17:15:00",14496,12.24,21.61,21.4,0.201,16.91
"2019-09-20 17:30:00",14497,12.25,21.32,21.11,0.201,16.89
"2019-09-20 17:45:00",14498,12.21,21.02,20.81,0.202,16.85
"2019-09-20 18:00:00",14499,12.18,20.72,20.51,0.201,16.82
"2019-09-20 18:15:00",14500,12.28,20.54,20.34,0.201,16.78
"2019-09-20 18:30:00",14501,12.2,20.06,19.86,0.201,16.74
"2019-09-20 18:45:00",14502,12.27,19.74,19.55,0.201,16.69
"2019-09-20 19:00:00",14503,12.25,19.44,19.27,0.201,16.64
"2019-09-20 19:15:00",14504,12.27,19.17,18.99,0.201,16.59
"2019-09-20 19:30:00",14505,12.26,18.92,18.77,0.202,16.55
"2019-09-20 19:45:00",14506,12.22,18.67,18.54,0.201,16.5
"2019-09-20 20:00:00",14507,12.25,18.46,18.34,0.201,16.46
"2019-09-20 20:15:00",14508,12.22,18.3,18.18,0.202,16.42
"2019-09-20 20:30:00",14509,12.23,18.16,18.06,0.202,16.38
"2019-09-20 20:45:00",14510,12.3,18.03,17.93,0.203,16.34
"2019-09-20 21:00:00",14511,12.27,17.89,17.79,0.203,16.3
"2019-09-20 21:15:00",14512,12.25,17.92,17.83,0.203,16.27
"2019-09-20 21:30:00",14513,12.2,17.83,17.72,0.203,16.24
"2019-09-20 21:45:00",14514,12.2,17.58,17.48,0.203,16.2
"2019-09-20 22:00:00",14515,12.19,17.47,17.38,0.203,16.17
"2019-09-20 22:15:00",14516,12.25,17.38,17.29,0.203,16.14
"2019-09-20 22:30:00",14517,12.23,17.28,17.19,0.202,16.1
"2019-09-20 22:45:00",14518,12.22,17.21,17.11,0.203,16.07
"2019-09-20 23:00:00",14519,12.29,17.12,17.03,0.203,16.05
"2019-09-20 23:15:00",14520,12.22,17.09,17.01,0.203,16.02
"2019-09-20 23:30:00",14521,12.2,17.05,16.99,0.203,16.01
"2019-09-20 23:45:00",14522,12.26,17.05,17.01,0.203,16
"2019-09-21 00:00:00",14523,12.2,17.06,16.98,0.204,15.98
"2019-09-21 00:15:00",14524,12.18,17.02,16.94,0.204,15.97
"2019-09-21 00:30:00",14525,12.21,17.03,16.95,0.204,15.96
"2019-09-21 00:45:00",14526,12.22,16.99,16.9,0.204,15.96
"2019-09-21 01:00:00",14527,12.21,16.96,16.88,0.203,15.96
"2019-09-21 01:15:00",14528,12.25,16.99,16.92,0.204,15.95
"2019-09-21 01:30:00",14529,12.18,16.95,16.87,0.205,15.94
"2019-09-21 01:45:00",14530,12.29,16.93,16.85,0.204,15.93
"2019-09-21 02:00:00",14531,12.19,16.91,16.84,0.205,15.92
