"TOA5","CR310_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20190422.CR300","472","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2019-11-21 17:15:00",20445,12.34,13.61,13.21,0.208,7.313
"2019-11-21 17:30:00",20446,12.43,14.58,13.73,0.208,7.291
"2019-11-21 17:45:00",20447,12.4,14.93,13.94,0.209,7.273
"2019-11-21 18:00:00",20448,12.46,15.09,14.04,0.208,7.259
"2019-11-21 18:15:00",20449,12.46,15.23,14.13,0.208,7.24
"2019-11-21 18:30:00",20450,12.43,15.07,13.95,0.208,7.224
"2019-11-21 18:45:00",20451,12.42,15.14,14.01,0.208,7.2
"2019-11-21 19:00:00",20452,12.48,14.87,13.75,0.208,7.175
"2019-11-21 19:15:00",20453,12.45,14.6,13.38,0.208,7.117
"2019-11-21 19:30:00",20454,12.42,14.22,13.04,0.208,7.084
"2019-11-21 19:45:00",20455,12.48,13.78,12.51,0.208,7
"2019-11-21 20:00:00",20456,12.44,13.29,12.08,0.208,6.956
"2019-11-21 20:15:00",20457,12.49,12.95,11.85,0.208,6.94
"2019-11-21 20:30:00",20458,12.45,12.86,11.78,0.209,6.905
"2019-11-21 20:45:00",20459,12.41,12.75,11.69,0.208,6.893
"2019-11-21 21:00:00",20460,12.48,12.68,11.58,0.209,6.848
"2019-11-21 21:15:00",20461,12.46,12.4,11.25,0.209,6.77
"2019-11-21 21:30:00",20462,12.42,11.96,10.78,0.209,6.702
"2019-11-21 21:45:00",20463,12.47,11.57,10.45,0.209,6.644
"2019-11-21 22:00:00",20464,12.46,11.29,10.21,0.208,6.596
"2019-11-21 22:15:00",20465,12.4,11.28,10.41,0.209,6.638
"2019-11-21 22:30:00",20466,12.46,11.57,10.64,0.209,6.652
"2019-11-21 22:45:00",20467,12.49,12.14,11.31,0.209,6.716
"2019-11-21 23:00:00",20468,12.41,12.65,11.65,0.208,6.736
"2019-11-21 23:15:00",20469,12.44,12.84,11.8,0.209,6.745
"2019-11-21 23:30:00",20470,12.48,12.87,11.8,0.209,6.74
"2019-11-21 23:45:00",20471,12.44,12.96,11.94,0.209,6.764
"2019-11-22 00:00:00",20472,12.47,13.04,12,0.208,6.771
"2019-11-22 00:15:00",20473,12.45,12.9,11.76,0.209,6.711
"2019-11-22 00:30:00",20474,12.44,12.54,11.38,0.209,6.658
"2019-11-22 00:45:00",20475,12.47,12.17,11.06,0.209,6.615
"2019-11-22 01:00:00",20476,12.41,11.93,10.88,0.208,6.594
"2019-11-22 01:15:00",20477,12.5,11.91,10.87,0.209,6.583
"2019-11-22 01:30:00",20478,12.45,11.99,11.12,0.209,6.59
"2019-11-22 01:45:00",20479,12.43,12.48,11.66,0.209,6.632
"2019-11-22 02:00:00",20480,12.43,13.17,12.32,0.209,6.649
"2019-11-22 02:15:00",20481,12.46,13.71,12.8,0.209,6.649
"2019-11-22 02:30:00",20482,12.42,14.17,13.28,0.209,6.735
"2019-11-22 02:45:00",20483,12.44,14.74,13.82,0.209,6.77
"2019-11-22 03:00:00",20484,12.45,15.22,14.17,0.209,6.766
"2019-11-22 03:15:00",20485,12.43,15.12,13.92,0.209,6.765
"2019-11-22 03:30:00",20486,12.4,14.7,13.5,0.209,6.767
"2019-11-22 03:45:00",20487,12.44,14.36,13.19,0.209,6.771
"2019-11-22 04:00:00",20488,12.44,13.93,12.79,0.209,6.747
"2019-11-22 04:15:00",20489,12.5,14.07,13.21,0.209,6.813
