"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20210409.CR3","22105","stats"
"TIMESTAMP","RECORD","AirTC_mean","e_hmp_mean","RH_mean","t_dew_hmp_mean","duty_cycle"
"TS","RN","C","kPa","percent","C",""
"","","Smp","Smp","Smp","Smp","Smp"
"2021-04-09 14:14:00",18,16.71211,1.478185,77.73927,12.82113,1
"2021-04-09 14:15:00",19,16.70625,1.478755,77.79813,12.827,1
"2021-04-09 14:16:00",20,16.6944,1.47792,77.8128,12.81838,1
"2021-04-09 14:17:00",21,16.67369,1.477841,77.91117,12.81757,1
"2021-04-09 14:18:00",22,16.69143,1.484601,78.17933,12.8873,1
"2021-04-09 14:19:00",23,16.68717,1.485277,78.23613,12.89425,1
"2021-04-09 14:20:00",24,16.70726,1.485913,78.16976,12.9008,1
"2021-04-09 14:21:00",25,16.73936,1.480767,77.74032,12.84779,1
"2021-04-09 14:22:00",26,16.75801,1.481684,77.6963,12.85724,1
"2021-04-09 14:23:00",27,16.80293,1.481189,77.44911,12.85214,1
"2021-04-09 14:24:00",28,16.7888,1.470893,76.97977,12.7456,1
"2021-04-09 14:25:00",29,16.7511,1.468863,77.05781,12.72452,1
"2021-04-09 14:26:00",30,16.70011,1.470301,77.38359,12.73946,1
"2021-04-09 14:27:00",31,16.69334,1.470422,77.42333,12.74072,1
"2021-04-09 14:28:00",32,16.68547,1.468675,77.36997,12.72257,1
"2021-04-09 14:29:00",33,16.6783,1.467968,77.3679,12.7152,1
"2021-04-09 14:30:00",34,16.67947,1.466993,77.31084,12.70508,1
"2021-04-09 14:31:00",35,16.67027,1.468568,77.43914,12.72146,1
"2021-04-09 14:32:00",36,16.65362,1.464023,77.28122,12.67416,1
"2021-04-09 14:33:00",37,16.68075,1.463616,77.12661,12.66992,1
"2021-04-09 14:34:00",38,16.66965,1.462688,77.13213,12.66024,1
"2021-04-09 14:35:00",39,16.6842,1.467652,77.32235,12.71194,1
"2021-04-09 14:36:00",40,16.70265,1.472328,77.47773,12.76048,1
"2021-04-09 14:37:00",41,16.71988,1.478979,77.74259,12.82933,1
"2021-04-09 14:38:00",42,16.72753,1.474844,77.48758,12.78656,1
"2021-04-09 14:39:00",43,16.70118,1.46775,77.244,12.71294,1
"2021-04-09 14:40:00",44,16.74143,1.469651,77.14657,12.73271,1
"2021-04-09 14:41:00",45,16.76275,1.472826,77.20859,12.76566,1
"2021-04-09 14:42:00",46,16.76958,1.472072,77.13557,12.75784,1
"2021-04-09 14:43:00",47,16.779,1.469462,76.95279,12.73075,1
"2021-04-09 14:44:00",48,16.8,1.468891,76.82031,12.72481,1
"2021-04-09 14:45:00",49,16.79719,1.469146,76.84738,12.72746,1
"2021-04-09 14:46:00",50,16.78054,1.471931,77.07454,12.75638,1
"2021-04-09 14:47:00",51,16.79666,1.475232,77.1683,12.79058,1
"2021-04-09 14:48:00",52,16.83028,1.478107,77.15384,12.82032,1
"2021-04-09 14:49:00",53,16.85067,1.483057,77.31203,12.87139,1
"2021-04-09 14:50:00",54,16.91504,1.486148,77.15732,12.90321,1
"2021-04-09 14:51:00",55,16.9602,1.486404,76.94989,12.90585,1
"2021-04-09 14:52:00",56,16.96424,1.485675,76.89245,12.89835,1
"2021-04-09 14:53:00",57,16.94772,1.483896,76.88091,12.88005,1
"2021-04-09 14:54:00",58,16.98374,1.484408,76.73195,12.88532,1
"2021-04-09 14:55:00",59,16.98643,1.478282,76.40219,12.82212,1
"2021-04-09 14:56:00",60,17.03588,1.483877,76.45126,12.87984,1
"2021-04-09 14:57:00",61,17.04796,1.4758,75.97697,12.79646,1
"2021-04-09 14:58:00",62,17.11458,1.484456,76.10067,12.88581,1
"2021-04-09 14:59:00",63,17.0997,1.485835,76.24319,12.9,1
"2021-04-09 15:00:00",64,17.06652,1.483733,76.29556,12.87836,1
"2021-04-09 15:01:00",65,17.05771,1.47545,75.91202,12.79284,1
"2021-04-09 15:02:00",66,17.0028,1.473272,76.06428,12.77028,1
"2021-04-09 15:03:00",67,16.98112,1.470036,76.00162,12.73671,1
"2021-04-09 15:04:00",68,16.99782,1.472765,76.06211,12.76502,1
"2021-04-09 15:05:00",69,17.01782,1.473325,75.99458,12.77082,1
"2021-04-09 15:06:00",70,17.02065,1.473429,75.98636,12.77191,1
"2021-04-09 15:07:00",71,17.04376,1.475047,75.95843,12.78867,1
"2021-04-09 15:08:00",72,17.03233,1.47799,76.16518,12.81911,1
"2021-04-09 15:09:00",73,17.05121,1.478717,76.11151,12.82663,1
"2021-04-09 15:10:00",74,17.0746,1.480353,76.08285,12.84352,1
"2021-04-09 15:11:00",75,17.05309,1.476458,75.98616,12.80327,1
"2021-04-09 15:12:00",76,17.03817,1.471919,75.82423,12.75625,1
"2021-04-09 15:13:00",77,17.05409,1.469698,75.63345,12.7332,1
"2021-04-09 15:14:00",78,17.12824,1.467338,75.15788,12.70863,1
"2021-04-09 15:15:00",79,17.20927,1.465993,74.70486,12.69468,1
"2021-04-09 15:16:00",80,17.25128,1.471736,74.79839,12.75436,1
"2021-04-09 15:17:00",81,17.22752,1.464192,74.52692,12.67591,1
"2021-04-09 15:18:00",82,17.20269,1.461536,74.5088,12.64822,1
"2021-04-09 15:19:00",83,17.22162,1.467034,74.69949,12.70552,1
"2021-04-09 15:20:00",84,17.24671,1.472619,74.86488,12.76351,1
