"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20220505.CR6","10572","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_9"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-12-17 15:30:00",32584,13.42,11.11,5.661005,5.612207,5.629358,5.616357,5.531366,5.55697,5.596765,5.597772,5.558893,5.529718,11.32941,89.99467,5.555664,11.27299,89.49684,5.534042,221217,152902,5.616,25.39,40.32,26.21,96.61,12.15,1.18,5.61,0.35,0.42,6.36,19.05,0,0,3.7,2.607,6.34,12.34,13.22624,5.506098
"2022-12-17 15:40:00",32585,13.09,9.87,5.635126,5.595483,5.651056,5.613092,5.532861,5.553705,5.593927,5.598413,5.550806,5.527582,11.35176,90.16828,5.554016,11.25982,89.39105,5.533394,221217,153903,2.824,0.02,0.04,0.03,104.19,14.09,0.05,0.28,1.03,1.25,-0.34,-1.03,0,0,1.14,0.804,6.33,12.12,13.15263,5.505804
"2022-12-17 15:50:00",32586,13.11,9.31,5.617639,5.595087,5.644983,5.609216,5.531732,5.552118,5.587457,5.590967,5.548486,5.528192,11.30632,89.795,5.548569,11.31472,89.82728,5.533562,221217,154903,5.59,25.39,40.34,26.22,96.94,12.19,0.8,3.81,0.35,0.42,6.38,19.11,0,3.89,2.741,6.34,12.12,1.17,13.16139,5.504438
"2022-12-17 16:00:00",32587,13,9.76,5.583765,5.572046,5.624139,5.612024,5.52923,5.554224,5.584039,5.580499,5.549371,5.52926,11.3041,89.77659,5.548241,11.33146,89.95758,5.532402,221217,155903,5.571,25.36,40.33,26.21,96.78,12.18,1.23,5.88,0.42,0.5,6.4,19.18,0,3.93,2.765,6.34,12.02,1.36,13.16519,5.506582
"2022-12-17 16:10:00",32588,13.05,10.19,5.574853,5.561853,5.633722,5.627679,5.530756,5.554498,5.574548,5.57409,5.549951,5.530237,11.2939,89.67479,5.539162,11.33701,90.00289,5.533058,221217,160903,5.58,25.37,40.32,26.21,96.71,12.17,0.77,3.66,0.34,0.41,6.38,19.13,0,3.96,2.789,6.34,12,1.18,13.16615,5.507155
"2022-12-17 16:20:00",32589,12.99,10.48,5.56405,5.55816,5.62124,5.60885,5.53573,5.558191,5.57818,5.572259,5.551752,5.530115,11.31578,89.85689,5.542793,11.37851,90.33622,5.534706,221217,161903,5.557,25.36,40.34,26.22,96.49,12.15,1.36,6.49,0.4,0.48,6.38,19.11,0,3.98,2.802,6.34,11.97,1.13,13.16669,5.507155
"2022-12-17 16:30:00",32590,13,10.67,5.528924,5.552331,5.628229,5.620721,5.533227,5.55816,5.572717,5.574548,5.557764,5.536279,11.34269,90.08528,5.549232,11.40229,90.52736,5.535706,221217,162903,5.574,25.36,40.32,26.21,96.71,12.17,1.35,6.41,0.41,0.5,6.37,19.08,0,4,2.813,6.34,11.95,1.17,13.16674,5.514029
"2022-12-17 16:40:00",32591,12.97,10.79,5.547296,5.549036,5.630884,5.612756,5.530298,5.556421,5.580469,5.581872,5.564233,5.538995,11.31933,89.9007,5.549553,11.42855,90.73782,5.536522,221217,163903,5.575,25.36,40.32,26.21,96.57,12.15,1.34,6.39,0.44,0.53,6.38,19.12,0,4.01,2.822,6.34,11.93,1.17,13.16844,5.51754
