"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20210628.CR6","65065","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_9"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-07-15 08:50:00",2417,13.62,32.74,26.80944,26.59844,20.93673,15.58041,12.04754,10.33965,9.946192,9.929804,9.938318,9.967402,-0.087522,-0.780722,10.29225,-0.105355,-0.93314,9.98991,210715,94926,24.063,36.76,37.43,24.33,98.23,8.26,1.86,7.44,1.02,0.92,6.62,19.62,2.49,1.759,5.81,12.67,1.2,12.47078,9.926965
"2021-07-15 09:00:00",2418,13.59,33.15,26.867,26.6668,21.28442,15.65118,12.02804,10.39166,9.952997,9.933527,9.929163,9.950556,-0.087045,-0.77718,10.3314,-0.106214,-0.940554,9.9813,210715,95926,24.17,36.87,37.46,24.35,99.06,8.31,1.9,7.62,1.07,0.97,6.71,19.89,2.49,1.76,5.81,12.65,1.21,12.47123,9.930614
"2021-07-15 09:10:00",2419,13.55,33.32,26.95516,26.65878,21.32406,15.67437,11.96536,10.41036,9.956415,9.935358,9.934504,9.938868,-0.08681,-0.775335,10.34542,-0.106095,-0.939255,9.9702,210715,100926,24.459,37.45,37.84,24.6,97.21,8.11,1.38,5.52,0.79,0.69,6.89,20.42,2.49,1.761,5.81,12.63,1.21,12.47155,9.955681
"2021-07-15 09:20:00",2420,13.55,33.57,27.02609,26.63091,21.28695,15.60037,11.91305,10.36727,9.962763,9.93371,9.95672,9.954828,-0.087398,-0.780385,10.33421,-0.104409,-0.924597,9.98225,210715,101926,24.425,37.29,37.7,24.51,98.43,8.22,2.09,8.38,1.03,0.93,6.92,20.53,2.5,1.764,5.81,12.63,1.21,12.4711,9.99121
"2021-07-15 09:30:00",2421,13.56,33.74,27.12054,26.60623,21.38568,15.53738,11.85433,10.35284,9.956964,9.934992,9.954401,9.951929,-0.087469,-0.780644,10.31394,-0.106146,-0.939988,9.98271,210715,102926,24.715,37.65,37.86,24.61,96.87,8.05,1.53,6.1,0.75,0.65,7.07,20.97,2.5,1.769,5.81,12.64,1.2,12.4715,9.945159
"2021-07-15 09:40:00",2422,13.56,33.68,27.19802,26.63256,21.41363,15.47921,11.82754,10.35058,9.958002,9.934473,9.961756,9.948481,-0.087206,-0.778286,10.31348,-0.105358,-0.933117,9.98756,210715,103926,24.899,38.08,38.15,24.8,95.55,7.91,1.47,5.87,0.77,0.67,6.91,20.5,2.51,1.771,5.81,12.64,1.21,12.47222,9.924401
"2021-07-15 09:50:00",2423,13.55,33.81,27.23269,26.72119,21.42599,15.38064,11.75784,10.32244,9.963404,9.933313,9.962397,9.94311,-0.087411,-0.779695,10.2904,-0.106408,-0.942206,9.97833,210715,104926,24.905,38.15,38.22,24.84,93.44,7.74,1.84,7.35,0.78,0.68,6.82,20.23,2.51,1.771,5.81,12.63,1.2,12.4721,9.914978
"2021-07-15 10:00:00",2424,13.56,34.15,27.35653,26.68633,21.52703,15.43832,11.77175,10.30474,9.953852,9.934961,9.946863,9.942713,-0.087085,-0.776418,10.26981,-0.105305,-0.932613,9.98599,210715,105926,24.385,37.2,37.64,24.47,97.82,8.18,2.07,8.3,1.07,0.97,6.73,19.96,2.51,1.772,5.81,12.64,1.21,12.47349,9.963694
"2021-07-15 10:10:00",2425,13.56,34.27,27.45217,26.70422,21.58984,15.45327,11.8225,10.27395,9.94665,9.932886,9.94079,9.940485,-0.086807,-0.773878,10.26669,-0.105706,-0.936187,9.98709,210715,110926,24.599,37.46,37.75,24.54,97.95,8.15,1.47,5.88,0.88,0.78,6.89,20.42,2.51,1.773,5.81,12.62,1.2,12.47241,9.940605
"2021-07-15 10:20:00",2426,13.56,34.24,27.55386,26.62441,21.35705,15.47521,11.89776,10.29577,9.945154,9.933527,9.94433,9.953791,-0.087225,-0.77768,10.27074,-0.104878,-0.929063,9.99664,210715,111926,25.031,38.44,38.42,24.97,92.36,7.63,1.32,5.27,0.71,0.6,6.84,20.29,2.51,1.772,5.81,12.62,1.21,12.47331,9.969231
"2021-07-15 10:30:00",2427,13.55,34.25,27.68896,26.76248,21.3522,15.49212,11.90017,10.28771,9.944208,9.93017,9.942743,9.965296,-0.087354,-0.778777,10.2681,-0.106284,-0.941631,10.00179,210715,112926,24.73,37.62,37.81,24.58,97.04,8.06,2.01,8.06,1,0.9,6.84,20.27,2.5,1.768,5.81,12.62,1.2,12.47171,9.957128
"2021-07-15 10:40:00",2428,13.55,34.26,27.8081,26.67358,21.22543,15.51745,12.03027,10.34588,9.943201,9.929956,9.939112,9.962275,-0.087291,-0.778785,10.29913,-0.106571,-0.944383,10.01117,210715,113925,24.852,37.94,38.05,24.73,96.11,7.96,1.88,7.55,0.88,0.78,6.87,20.37,2.5,1.767,5.81,12.64,1.2,12.4731,9.958973
"2021-07-15 10:50:00",2429,13.58,34.37,28.07125,26.71926,21.16119,15.48055,12.09057,10.45266,9.947657,9.930475,9.955011,9.956568,-0.08642,-0.772114,10.36007,-0.104971,-0.929695,9.98787,210715,114926,24.731,37.61,37.81,24.57,98.12,8.15,2.01,8.05,0.95,0.85,6.86,20.33,2.5,1.766,5.81,12.66,1.2,12.47324,9.959589
"2021-07-15 11:00:00",2430,13.56,34.5,28.17877,26.62908,21.48977,15.53689,12.26605,10.46771,9.963312,9.927729,9.947474,9.960627,-0.08704,-0.778064,10.3825,-0.105688,-0.936312,9.99992,210715,115926,24.944,37.98,38.02,24.72,97.8,8.09,1.57,6.28,0.86,0.76,6.89,20.44,2.5,1.767,5.81,12.64,1.21,12.47385,9.96393
"2021-07-15 11:10:00",2431,13.57,34.7,28.26345,26.58621,21.47689,15.69345,12.33569,10.47247,9.956018,9.930719,9.941431,9.959375,-0.086711,-0.775019,10.3769,-0.104868,-0.928927,9.99429,210715,120926,25.166,38.46,38.34,24.92,96.3,7.93,1.46,5.82,0.75,0.65,6.96,20.64,2.5,1.767,5.81,12.65,1.2,12.47309,9.985722
"2021-07-15 11:20:00",2432,13.28,34.94,28.27026,26.60998,21.32302,15.76617,12.16335,10.52551,9.977106,9.933771,9.96969,9.987482,-0.086728,-0.77623,10.43499,-0.10581,-0.93804,10.02932,210715,121926,24.578,38.09,38.4,24.96,96.29,8.02,1.53,6.12,0.66,0.56,6.63,19.64,2.5,1.768,5.81,12.4,1.21,12.47316,9.98364
"2021-07-15 11:30:00",2433,13.48,35.32,28.37939,26.57931,21.6224,15.77517,12.12832,10.50851,9.977076,9.935846,9.968592,9.999048,-0.086688,-0.775734,10.42753,-0.104995,-0.930658,10.02229,210715,122926,24.658,37.83,38.08,24.75,99.48,8.27,1.88,7.52,0.91,0.81,6.73,19.95,2.51,1.771,5.81,12.32,1.2,12.47275,9.969991
"2021-07-15 11:40:00",2434,13.28,35.75,28.43963,26.58627,21.67098,15.70083,12.16271,10.38397,9.962214,9.935724,9.969599,9.972101,-0.086873,-0.775856,10.34293,-0.105666,-0.935961,9.99303,210715,123926,24.506,37.58,37.94,24.66,102.9,8.58,2.1,8.4,1.16,1.07,6.71,19.88,2.51,1.774,5.81,13.39,1.21,12.47376,9.952608
"2021-07-15 11:50:00",2435,15.37,36.02,28.47051,26.63256,21.67297,15.67886,12.06622,10.37246,9.953272,9.935022,9.972376,9.979822,-0.08737,-0.779805,10.31612,-0.105195,-0.932092,10.00695,210715,124926,24.368,37.17,37.62,24.45,107.77,9.01,2.11,8.46,0.98,0.88,6.86,20.33,2.51,1.774,5.81,12.33,1.2,12.47397,9.970824
"2021-07-15 12:00:00",2436,13.4,36.02,28.72372,26.69378,21.71301,15.64031,11.93527,10.34384,9.948755,9.934717,9.974543,9.980921,-0.087356,-0.779203,10.2904,-0.105165,-0.931923,10.01133,210715,125926,24.244,36.98,37.52,24.39,107.15,8.98,1.99,7.97,1.11,1.01,6.66,19.74,2.51,1.771,5.81,12.3,1.2,12.47454,9.971493
"2021-07-15 12:10:00",2437,13.35,36.09,28.76184,26.69641,21.62704,15.63134,11.8681,10.31988,9.945185,9.92959,9.975763,9.975306,-0.086969,-0.775759,10.2907,-0.104534,-0.926342,10.01149,210715,130926,24.277,36.96,37.48,24.36,108.65,9.1,1.97,7.87,1.2,1.1,6.65,19.69,2.5,1.768,5.81,12.28,1.2,12.4743,9.973918
"2021-07-15 12:20:00",2438,13.39,35.87,28.85745,26.73519,21.67388,15.52072,11.89471,10.33935,9.94607,9.932978,9.977228,9.970972,-0.087299,-0.7787,10.29055,-0.105385,-0.933356,9.98756,210715,131926,24.21,36.97,37.53,24.4,109.6,9.19,2.22,8.9,1.12,1.02,6.7,19.86,2.5,1.77,5.81,12.29,1.21,12.47393,9.970461
"2021-07-15 12:30:00",2439,14.05,35.8,29.08547,26.76187,21.73202,15.35778,11.97491,10.37914,9.953272,9.929346,9.980005,9.963007,-0.087322,-0.779685,10.33342,-0.104706,-0.927817,10.00961,210715,132926,24.107,36.81,37.45,24.35,110.22,9.26,1.84,7.38,1.05,0.95,6.59,19.54,2.5,1.769,5.81,12.28,1.2,12.47397,9.962899
"2021-07-15 12:40:00",2440,13.28,35.41,28.96197,26.67956,21.49294,15.3092,11.96676,10.39587,9.956293,9.929987,9.96023,9.961725,-0.086641,-0.773781,10.34309,-0.105927,-0.938428,9.99976,210715,133926,24.556,37.73,38.05,24.73,106.42,8.87,2.45,9.82,1.19,1.09,6.59,19.52,2.5,1.766,5.81,12.6,1.2,12.47533,9.977357
"2021-07-15 12:50:00",2441,13.23,34.3,28.9385,26.66305,21.46856,15.31005,12.02041,10.34686,9.953363,9.93017,9.95437,9.97381,-0.086774,-0.774807,10.33405,-0.106332,-0.942619,10.02728,210715,134926,24.378,37.41,37.86,24.61,104.69,8.75,2.67,10.72,1.21,1.11,6.48,19.19,2.49,1.761,5.81,12.35,1.2,12.47528,9.972
"2021-07-15 13:00:00",2442,15.18,33.13,28.91888,26.73602,21.75054,15.29782,12.13894,10.28564,9.947809,9.925806,9.966394,9.97436,-0.087515,-0.780279,10.27152,-0.105748,-0.937495,10.02932,210715,135926,24.074,36.76,37.43,24.33,108.38,9.11,2.68,10.77,1.46,1.36,6.41,18.99,2.49,1.762,5.81,12.31,1.21,12.47729,9.970226
"2021-07-15 13:10:00",2443,13.9,32.56,28.96078,26.72549,21.92694,15.33343,12.18081,10.30606,9.948206,9.93368,9.954859,9.966394,-0.087722,-0.782041,10.26684,-0.105763,-0.93719,10.00977,210715,140926,24.047,36.79,37.47,24.35,110.37,9.28,2.66,10.71,1.44,1.35,6.43,19.06,2.5,1.766,5.81,12.29,1.2,12.47667,9.958159
"2021-07-15 13:20:00",2444,13.25,32.65,29.19372,26.72973,21.82568,15.41924,12.0375,10.30932,9.945734,9.928522,9.968042,9.968531,-0.087232,-0.77768,10.26715,-0.105788,-0.937653,10.02071,210715,141926,24.188,37.01,37.59,24.44,109.67,9.2,2.3,9.23,1.32,1.22,6.65,19.7,2.5,1.766,5.81,12.58,1.2,12.47623,9.963278
"2021-07-15 13:30:00",2445,13.24,32.93,29.2438,26.78536,22.02914,15.5888,12.04205,10.30413,9.945795,9.927118,9.97677,9.975183,-0.087551,-0.780537,10.2681,-0.106006,-0.939754,10.02807,210715,142926,24.231,37.03,37.59,24.43,111.64,9.36,2.47,9.94,1.35,1.25,6.65,19.71,2.5,1.766,5.81,12.95,1.19,12.47574,9.96487
"2021-07-15 13:40:00",2446,13.32,33.41,29.34475,26.74694,22.36517,15.626,12.17043,10.31838,9.946497,9.927973,9.979883,9.981012,-0.087325,-0.778833,10.28493,-0.106186,-0.941074,10.01572,210715,143926,24.369,37.15,37.6,24.44,112.06,9.37,2.56,10.27,1.2,1.1,6.8,20.16,2.5,1.766,5.81,12.27,1.2,12.47626,9.965377
"2021-07-15 13:50:00",2447,13.24,34.18,29.45681,26.72439,22.54965,15.5808,12.23406,10.25167,9.946161,9.936121,9.975031,9.977167,-0.087275,-0.777244,10.22238,-0.106198,-0.941124,10.01337,210715,144926,24.362,37.12,37.58,24.43,111.68,9.34,2.58,10.37,1.32,1.23,6.83,20.24,2.5,1.764,5.81,12.71,1.21,12.47719,9.93354
"2021-07-15 14:00:00",2448,15.26,34.93,29.42767,26.78601,22.57623,15.55346,12.19106,10.39129,9.948969,9.926447,9.966089,9.96966,-0.087246,-0.777884,10.27183,-0.106485,-0.943568,10.00899,210715,145926,24.75,37.67,37.85,24.6,109.63,9.1,2.2,8.81,1.03,0.93,6.95,20.62,2.49,1.759,5.81,12.31,1.21,12.47721,9.947238
"2021-07-15 14:10:00",2449,13.26,35.44,29.44406,26.82385,22.18304,15.52331,12.28097,10.43652,9.954065,9.925318,9.962488,9.965998,-0.086599,-0.773514,10.34869,-0.10542,-0.934093,10.00711,210715,150926,24.783,37.68,37.84,24.6,109.3,9.07,2.09,8.36,1.01,0.91,6.94,20.58,2.49,1.757,5.81,12.51,1.2,12.47729,9.94731
"2021-07-15 14:20:00",2450,13.32,35.72,29.36163,26.84439,21.81249,15.55206,12.37448,10.43432,9.9555,9.92956,9.957209,9.966425,-0.086669,-0.774506,10.36911,-0.104373,-0.924473,9.99131,210715,151926,24.823,37.66,37.78,24.56,111.26,9.22,2.1,8.42,0.95,0.85,7.09,21.01,2.48,1.754,5.81,12.26,1.21,12.47706,9.999671
"2021-07-15 14:30:00",2451,13.31,35.6,29.40817,26.86703,21.65365,15.64498,12.26974,10.38116,9.953943,9.929377,9.951136,9.968592,-0.086745,-0.774655,10.33997,-0.105344,-0.933508,10.01102,210715,152926,24.921,37.99,38.04,24.73,111.45,9.22,1.82,7.28,0.88,0.78,7.18,21.29,2.48,1.751,5.81,12.26,1.2,12.47735,9.973266
"2021-07-15 14:40:00",2452,13.25,35.04,29.61627,26.86718,21.39901,15.74304,12.09362,10.33969,9.947321,9.9266,9.960199,9.951838,-0.086897,-0.775544,10.31394,-0.105927,-0.938157,9.98756,210715,153926,24.791,37.52,37.67,24.49,113.92,9.45,1.89,7.59,1.01,0.91,7.17,21.26,2.48,1.753,5.81,12.43,1.21,12.47771,9.940117
"2021-07-15 14:50:00",2453,13.75,34.24,29.73803,26.89208,21.26461,15.75591,11.97381,10.28204,9.940058,9.923853,9.96554,9.956049,-0.087604,-0.781163,10.27635,-0.106232,-0.940865,9.98803,210715,154926,24.851,37.66,37.77,24.55,113.55,9.41,1.6,6.39,0.75,0.64,7.03,20.85,2.48,1.752,5.81,12.28,1.2,12.47764,9.9414
"2021-07-15 15:00:00",2454,13.54,33.79,29.77053,26.88571,21.22097,15.81762,11.91601,10.18148,9.93722,9.925776,9.963587,9.954096,-0.087776,-0.78125,10.19741,-0.105258,-0.932225,9.98756,210715,155926,24.925,37.83,37.88,24.62,113.61,9.4,1.64,6.57,0.89,0.79,7.08,21,2.48,1.749,5.81,12.27,1.21,12.47805,9.956585
"2021-07-15 15:10:00",2455,13.23,33.4,29.77584,26.86645,21.29687,15.79061,11.81649,10.19976,9.938349,9.927637,9.9396,9.953608,-0.087964,-0.782444,10.17165,-0.105373,-0.933583,10.0029,210715,160926,24.838,37.65,37.77,24.55,113.37,9.4,2.21,8.85,1.05,0.95,7,20.75,2.47,1.748,5.81,12.53,1.2,12.47803,9.941743
"2021-07-15 15:20:00",2456,15.3,33.05,29.81387,26.8543,21.41351,15.85134,11.72259,10.16372,9.940424,9.926813,9.935846,9.96438,-0.08701,-0.773895,10.16838,-0.105502,-0.934886,10.01025,210715,161926,24.492,37.28,37.65,24.47,116.09,9.68,2.49,9.99,1.29,1.19,6.89,20.44,2.48,1.75,5.81,12.31,1.21,12.47816,9.975692
"2021-07-15 15:30:00",2457,13.24,33.03,29.92428,26.87896,21.56249,15.87408,11.69845,10.15435,9.935236,9.92779,9.93255,9.982355,-0.088043,-0.782736,10.14917,-0.105785,-0.937609,10.01978,210715,162926,24.488,37.27,37.64,24.47,117.06,9.77,2.38,9.54,1.44,1.34,6.83,20.23,2.48,1.75,5.81,14.22,1.2,12.47915,9.978208
"2021-07-15 15:40:00",2458,13.36,33.49,29.95202,26.88061,21.59216,15.9522,11.72036,10.178,9.934412,9.922419,9.928522,9.991083,-0.087946,-0.781835,10.14699,-0.10597,-0.939561,10.034,210715,163926,24.565,37.28,37.6,24.44,119.37,9.94,2.22,8.9,1.37,1.27,6.83,20.25,2.48,1.751,5.81,12.27,1.21,12.47944,9.966697
"2021-07-15 15:50:00",2459,13.23,33.99,30.09039,26.8898,21.76776,15.96301,11.85208,10.23422,9.935328,9.922632,9.917597,9.989069,-0.087496,-0.778327,10.17384,-0.106289,-0.941885,10.01102,210715,164926,24.502,37.24,37.59,24.44,119.63,9.98,2.23,8.96,1.29,1.19,6.88,20.4,2.48,1.751,5.81,12.68,1.2,12.47903,9.970913
"2021-07-15 16:00:00",2460,13.28,34.47,30.14187,26.87185,21.91863,15.9302,12.06097,10.32006,9.940851,9.924036,9.915369,9.967554,-0.086994,-0.77517,10.24593,-0.105565,-0.935043,9.99179,210715,165926,24.618,37.29,37.56,24.42,119.74,9.96,2.27,9.11,1.31,1.21,6.98,20.69,2.48,1.751,5.81,12.26,1.21,12.47875,9.947546
"2021-07-15 16:10:00",2461,13.47,34.79,30.13326,26.85165,22.09374,15.80642,12.21539,10.35262,9.945887,9.926477,9.906244,9.9638,-0.086585,-0.772758,10.31425,-0.105937,-0.938339,9.99194,210715,170926,25.026,38.18,38.16,24.81,115.71,9.56,2.15,8.61,0.85,0.75,7.1,21.06,2.48,1.753,5.81,12.39,1.2,12.47845,9.939466
"2021-07-15 16:20:00",2462,13.24,34.66,30.01745,27.03814,22.17599,15.40429,12.16607,10.38857,9.953363,9.931452,9.917719,9.956507,-0.087073,-0.777559,10.33842,-0.105451,-0.934018,9.99115,210715,171926,25.059,37.94,37.9,24.63,115.85,9.56,1.82,7.28,0.91,0.81,7.13,21.16,2.48,1.753,5.81,13.35,1.2,12.47798,9.965214
"2021-07-15 16:30:00",2463,13.29,34.59,30.14221,26.81552,22.19131,15.49511,12.31402,10.38421,9.954035,9.931421,9.968897,9.973169,-0.08727,-0.778966,10.3194,-0.104972,-0.929772,9.99084,210715,172926,24.95,37.76,37.8,24.57,116.17,9.61,2.24,8.97,1.04,0.94,7.17,21.28,2.48,1.75,5.81,12.43,1.2,12.47921,9.986338
"2021-07-15 16:40:00",2464,13.23,34.3,30.19445,26.72946,22.02053,15.58477,12.33645,10.35214,9.953608,9.929682,9.977411,9.980433,-0.086771,-0.774412,10.31348,-0.105935,-0.938713,10.00977,210715,173926,25,37.9,37.9,24.64,114.25,9.44,3.8,15.28,1.24,1.14,7.26,21.55,2.48,1.749,5.81,12.79,1.2,12.4798,9.977954
"2021-07-15 16:50:00",2465,14.65,34.06,30.23116,26.68664,22.17828,15.56829,12.27581,10.34448,9.950739,9.930964,9.975916,9.971003,-0.086674,-0.773716,10.32298,-0.105296,-0.933059,10.00991,210715,174926,25.043,37.98,37.95,24.67,113.51,9.37,2.19,8.78,1.02,0.92,7.27,21.56,2.48,1.749,5.81,12.29,1.2,12.48078,9.949661
"2021-07-15 17:00:00",2466,13.23,34.09,30.33557,26.68279,21.98333,15.634,12.15966,10.3002,9.950251,9.930353,9.953211,9.961786,-0.086848,-0.774563,10.28416,-0.105451,-0.934468,10.01149,210715,175926,25.013,37.89,37.88,24.62,114.47,9.46,2.08,8.33,1.07,0.97,7.21,21.4,2.47,1.748,5.81,12.62,1.21,12.48024,9.97571
"2021-07-15 17:10:00",2467,13.32,34.3,30.35656,26.621,21.79363,15.77371,12.04516,10.20706,9.945124,9.92837,9.961481,9.973841,-0.087318,-0.777134,10.19554,-0.104647,-0.927822,10.03339,210715,180926,25.051,37.97,37.94,24.66,114.47,9.45,1.88,7.51,1.01,0.91,7.11,21.08,2.47,1.745,5.81,12.26,1.2,12.47993,9.99824
"2021-07-15 17:20:00",2468,13.24,34.52,30.44656,26.60671,21.82162,15.88848,11.94503,10.1412,9.942133,9.926172,9.943689,9.973261,-0.088371,-0.785298,10.13011,-0.105672,-0.936395,10.01024,210715,181926,25.095,38.13,38.06,24.74,113.63,9.37,1.83,7.32,0.9,0.8,7.17,21.26,2.47,1.743,5.81,12.25,1.21,12.48069,9.96156
"2021-07-15 17:30:00",2469,14.52,34.65,30.37502,26.71835,21.41439,15.9649,11.75582,10.13461,9.934992,9.924372,9.904078,9.96261,-0.087633,-0.778641,10.12465,-0.10513,-0.931663,10.01337,210715,182926,24.962,37.81,37.83,24.59,115.96,9.59,2.72,10.94,1.08,0.98,7.17,21.28,2.46,1.74,5.81,12.29,1.2,12.47882,9.985414
"2021-07-15 17:40:00",2470,13.24,34.7,30.41247,26.76278,21.27523,16.05764,11.68499,10.12985,9.93313,9.923426,9.94137,9.958796,-0.087753,-0.779697,10.12433,-0.105862,-0.937768,9.99602,210715,183926,24.917,37.75,37.81,24.57,117.47,9.72,2.43,9.74,1.06,0.96,7.16,21.24,2.46,1.738,5.81,12.24,1.2,12.47995,9.979131
"2021-07-15 17:50:00",2471,13.24,34.7,30.43777,26.74362,21.27777,16.09252,11.81558,10.10836,9.93368,9.922571,9.948023,9.959772,-0.087705,-0.779337,10.12762,-0.105152,-0.93157,10.00053,210715,184926,25.043,38,37.97,24.68,115.37,9.53,1.95,7.81,1.11,1.01,7.23,21.45,2.46,1.74,5.81,13.88,1.2,12.48027,9.973538
"2021-07-15 18:00:00",2472,13.25,34.63,30.41296,26.72427,21.23568,15.94802,11.87319,10.14169,9.931299,9.921961,9.955042,9.986048,-0.087625,-0.778645,10.12871,-0.105171,-0.931982,10.01133,210715,185926,25.229,38.35,38.19,24.82,112.95,9.29,1.95,7.83,0.82,0.71,7.16,21.23,2.46,1.74,5.81,13.02,1.21,12.48032,10.0005
"2021-07-15 18:10:00",2473,13.35,34.4,30.3269,26.72347,21.40804,15.8706,11.75866,10.18194,9.933924,9.923761,9.961451,9.991663,-0.087212,-0.775375,10.15073,-0.105887,-0.938965,10.04042,210715,190927,25.425,38.67,38.36,24.93,110.43,9.05,1.99,7.99,0.81,0.7,7.24,21.49,2.46,1.738,5.81,12.24,1.19,12.48011,9.99882
"2021-07-15 18:20:00",2474,13.27,33.99,30.24941,26.64916,21.55294,15.85458,11.98651,10.251,9.933741,9.920343,9.962915,10.00109,-0.087717,-0.780659,10.19398,-0.104992,-0.930915,10.03526,210715,191927,25.471,38.83,38.48,25.01,108.01,8.85,1.84,7.36,0.69,0.58,7.18,21.3,2.46,1.737,5.81,12.32,1.21,12.48023,10.0067
"2021-07-15 18:30:00",2475,13.4,33.31,30.16876,26.70904,21.83688,15.80319,12.08389,10.36303,9.948999,9.92486,9.953577,10.00042,-0.086785,-0.774016,10.28493,-0.104127,-0.923248,10.03542,210715,192927,25.404,38.68,38.38,24.95,109.08,8.95,2.11,8.45,0.71,0.61,7.19,21.33,2.46,1.735,5.81,12.24,1.21,12.48041,9.987279
"2021-07-15 18:40:00",2476,13.18,32.63,30.10647,26.74542,21.86459,15.67321,12.11306,10.50317,9.979548,9.926844,9.95376,9.997065,-0.086274,-0.771466,10.39622,-0.10532,-0.933814,10.03448,210715,193927,25.419,38.69,38.39,24.95,108.48,8.9,2.25,9.01,0.85,0.75,7.17,21.28,2.45,1.732,5.81,12.19,1.21,12.48063,9.992424
"2021-07-15 18:50:00",2477,13.19,31.98,30.00228,26.76745,21.76251,15.6863,12.12817,10.5227,9.981531,9.925257,9.98089,9.995722,-0.087069,-0.77919,10.43018,-0.105362,-0.934235,10.03682,210715,194927,25.459,38.78,38.45,24.99,107.21,8.78,2.72,10.91,0.75,0.64,7.12,21.12,2.45,1.732,5.81,12.22,1.2,12.48093,10.00347
"2021-07-15 19:00:00",2478,13.17,31.37,29.95971,26.7326,21.8099,15.77612,12.17752,10.5389,9.966364,9.926966,9.984369,9.990564,-0.086135,-0.771264,10.45384,-0.105121,-0.931991,10.03198,210715,195927,25.507,39.09,38.72,25.17,102.78,8.41,2.49,10.01,0.71,0.6,7,20.75,2.45,1.733,5.81,12.19,1.2,12.48199,10.00092
"2021-07-15 19:10:00",2479,13.12,30.78,29.88622,26.67828,21.84966,15.80511,12.19662,10.48998,9.962549,9.928095,9.964136,9.978327,-0.086656,-0.775494,10.43002,-0.105663,-0.936557,10.02135,210715,200927,25.342,38.62,38.37,24.94,107.14,8.8,2.98,11.98,0.78,0.68,7.1,21.06,2.46,1.735,5.81,12.15,1.2,12.48152,9.97685
"2021-07-15 19:20:00",2480,13.13,30.25,29.75595,26.65835,21.74896,15.86633,12.12997,10.46914,9.954401,9.93014,9.969995,9.976709,-0.087046,-0.778569,10.40727,-0.104783,-0.928961,10.03041,210715,201927,25.395,38.86,38.57,25.07,105.06,8.62,2.17,8.72,0.69,0.59,7.02,20.83,2.46,1.736,5.81,12.15,1.2,12.48109,10.00744
"2021-07-15 19:30:00",2481,13.09,29.79,29.65945,26.69705,21.5722,15.90579,12.135,10.38467,9.948145,9.928431,9.980371,9.978327,-0.087035,-0.777648,10.36211,-0.105563,-0.935851,10.02947,210715,202927,25.386,38.74,38.46,25,104.22,8.55,2.38,9.57,0.86,0.76,6.99,20.73,2.46,1.736,5.81,12.13,1.2,12.48175,10.00572
"2021-07-15 19:40:00",2482,13.09,29.38,29.42803,26.71447,21.45483,15.88983,12.08288,10.33209,9.946131,9.928736,9.976618,9.981775,-0.086816,-0.774818,10.31409,-0.105498,-0.935416,10.03573,210715,203927,25.378,38.73,38.45,24.99,104.03,8.54,2.61,10.47,0.81,0.71,7.05,20.91,2.46,1.735,5.81,12.12,1.2,12.48107,9.961994
"2021-07-15 19:50:00",2483,13.08,29,29.36044,26.7073,21.52944,15.86981,12.01733,10.28384,9.945154,9.928614,9.949335,9.968012,-0.08734,-0.778684,10.26981,-0.10503,-0.930939,10.02071,210715,204927,25.455,39.14,38.8,25.22,101.6,8.33,1.75,7,0.67,0.57,6.97,20.68,2.45,1.734,5.81,12.12,1.2,12.4818,9.928175
"2021-07-15 20:00:00",2484,13.09,28.65,29.25167,26.70376,21.48287,15.86593,11.90557,10.23486,9.945673,9.925562,9.925196,9.975519,-0.087488,-0.779098,10.22003,-0.104632,-0.927694,10.03354,210715,205927,25.433,38.92,38.6,25.09,101.6,8.33,2.32,9.31,0.84,0.74,7.07,20.98,2.45,1.734,5.81,12.12,1.21,12.48162,9.999436
"2021-07-15 20:10:00",2485,13.07,28.31,29.27368,26.73931,21.46719,15.87283,11.85638,10.21563,9.941095,9.927027,9.945215,9.979486,-0.087463,-0.778837,10.21801,-0.104031,-0.921927,10.01352,210715,210927,25.26,38.53,38.34,24.92,106.5,8.76,2.21,8.87,1,0.9,7.13,21.14,2.45,1.734,5.81,12.12,1.2,12.48244,9.982426
