"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20231003.CR6","42591","fcre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_9"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-11-14 13:10:00",6028,13.12,18.89,12.0726,11.84658,11.83981,11.79959,11.48187,11.36801,11.38394,11.38842,11.37255,11.34948,10.77943,98.62396,11.38389,10.65242,97.38471,11.34932,231114,141030,11.85,33.74,45.06,29.29,112.79,12.2,9.37,37.87,1.31,1.32,4.74,14.56,2.68,3.9,2.752,6.16,12.47,1.2,13.01469,11.33958
"2023-11-14 13:20:00",6029,12.97,18.9,12.07324,11.88366,11.85577,11.77633,11.35461,11.36682,11.38906,11.39105,11.37591,11.35504,10.80461,98.85253,11.38296,10.65244,97.41557,11.36305,231114,142030,11.869,33.75,45.04,29.28,112.98,12.21,9.92,40.1,1.27,1.29,4.74,14.56,2.53,3.9,2.752,6.16,11.99,1.2,13.01293,11.34434
"2023-11-14 13:30:00",6030,13.4,19.21,12.0921,11.85317,11.85424,11.79363,11.37304,11.367,11.38491,11.38839,11.37341,11.35385,10.81325,98.92499,11.38019,10.66902,97.56134,11.36044,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",13.01167,11.34533
"2023-11-14 13:40:00",6031,12.27,19.5,12.15515,11.91097,11.86932,11.80081,11.45333,11.36578,11.38134,11.3861,11.3724,11.35259,10.73632,98.22317,11.38097,10.69076,97.76018,11.36044,231114,144030,11.875,33.75,45.04,29.27,113.51,12.27,9.81,39.65,1.22,1.23,4.74,14.55,2.82,3.9,2.749,6.16,11.23,1.2,13.01221,11.34336
"2023-11-14 13:50:00",6032,12.26,19.77,12.17135,11.92776,11.8858,11.8193,11.53344,11.36984,11.38186,11.38436,11.36984,11.35299,10.76893,98.51863,11.37973,10.57459,96.70181,11.36228,231114,145030,11.887,33.78,45.06,29.29,112.03,12.1,10.11,40.87,1.22,1.24,4.75,14.59,2.71,3.9,2.751,6.16,11.23,1.2,13.01377,11.34245
"2023-11-14 14:00:00",6033,13.58,20.01,12.04339,11.89361,11.89044,11.80023,11.59023,11.3677,11.38507,11.38619,11.36935,11.35125,10.79032,98.71502,11.38003,10.57824,96.72467,11.35751,231114,150030,11.894,33.76,45.03,29.27,113.86,12.3,9.57,38.72,1.21,1.22,4.74,14.57,2.99,3.9,2.752,6.16,12.62,1.2,13.01562,11.34208
"2023-11-14 14:10:00",6034,12.23,20.12,12.04177,11.89041,11.8359,11.77123,11.65637,11.39617,11.38778,11.38693,11.37017,11.35198,10.72947,98.1691,11.38483,10.60863,97.00669,11.35935,231114,151030,11.827,33.71,45.04,29.28,113.68,12.3,11.35,45.9,1.37,1.39,4.76,14.64,2.59,3.91,2.754,6.16,11.19,1.2,13.01812,11.3427
"2023-11-14 14:20:00",6035,12.22,20.14,12.0668,11.90444,11.84664,11.74914,11.66335,11.42724,11.3915,11.38552,11.37005,11.35357,10.73821,98.26786,11.39314,10.63521,97.25833,11.36321,231114,152030,11.859,33.75,45.06,29.29,113.26,12.24,10.64,43.03,1.35,1.37,4.76,14.62,2.64,3.91,2.754,6.16,11.18,1.2,13.01702,11.34444
