"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20220505.CR6","10572","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_9"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-10-27 12:40:00",25223,13.71,19.57,14.01663,13.86013,13.38607,13.06918,12.77548,12.4801,12.24044,12.23052,12.21072,12.19088,7.410664,69.49566,12.46702,7.575091,70.67359,12.23965,221027,133923,13.8,34.33,43.68,28.39,95.82,9.92,2.22,9.74,0.3,0.25,5.34,16.83,3.29,3.46,2.441,5.82,12.76,1.21,13.24576,12.17823
"2022-10-27 12:50:00",25224,13.91,18.63,14.039,13.90777,13.40524,13.06799,12.80569,12.48168,12.25558,12.24566,12.22015,12.19036,7.311416,68.52693,12.44241,7.583655,70.75449,12.24026,221027,134923,13.828,34.35,43.67,28.39,95.96,9.93,2.47,10.87,0.36,0.32,5.35,16.86,3.36,3.46,2.437,5.82,12.88,1.21,13.26713,12.17641
"2022-10-27 13:00:00",25225,14.49,19.35,14.0545,13.93615,13.42996,13.04098,12.78967,12.47982,12.2492,12.2297,12.21145,12.18206,7.372409,69.07544,12.42757,7.62015,71.08112,12.23169,221027,135923,13.886,34.39,43.66,28.38,96.36,9.95,2.73,12.03,0.37,0.34,5.32,16.77,3.46,3.45,2.435,5.82,12.55,1.2,13.26747,12.16765
"2022-10-27 13:10:00",25226,13.95,20.08,14.07891,13.95568,13.69247,13.0577,12.72885,12.42742,12.23458,12.23239,12.20919,12.18838,7.382248,69.12253,12.39867,7.64185,71.29544,12.23904,221027,140923,13.888,34.38,43.64,28.36,96.28,9.95,2.49,10.97,0.29,0.24,5.32,16.75,3.33,3.45,2.434,5.82,12.73,1.2,13.26662,12.1694
"2022-10-27 13:20:00",25227,13.74,20.71,14.12911,13.97146,13.72235,13.06375,12.70819,12.35128,12.23605,12.2312,12.21023,12.18591,7.325609,68.57395,12.3869,7.641953,71.28901,12.23444,221027,141923,13.917,34.42,43.66,28.38,96.81,9.99,2.25,9.86,0.34,0.3,5.3,16.7,3.46,3.45,2.433,5.82,13.85,1.2,13.26771,12.17093
"2022-10-27 13:30:00",25228,13.67,21.22,14.14184,14.01049,13.70852,13.07592,12.69335,12.32168,12.23715,12.23611,12.21078,12.1845,7.286716,68.19073,12.3745,7.604318,70.93493,12.2326,221027,142923,13.877,34.37,43.64,28.37,96.66,9.99,2.42,10.62,0.31,0.27,5.32,16.75,3.33,3.45,2.431,5.82,12.62,1.21,13.26831,12.16782
"2022-10-27 13:40:00",25229,13.21,21.59,14.19088,14.03613,13.72134,13.0462,12.70107,12.27096,12.23681,12.23333,12.21038,12.18743,7.295753,68.20507,12.32891,7.574609,70.65456,12.23062,221027,143923,13.931,34.41,43.64,28.37,96.88,10,2.38,10.44,0.3,0.25,5.31,16.74,3.28,3.45,2.431,5.82,14.33,1.21,13.26525,12.16798
"2022-10-27 13:50:00",25230,13.55,22.01,14.30029,14.03448,13.6827,13.00533,12.68084,12.24841,12.23413,12.23281,12.21054,12.18502,7.342902,68.57819,12.28528,7.562172,70.54086,12.23199,221027,144923,13.967,34.45,43.65,28.37,97.15,10.02,2.43,10.7,0.32,0.28,5.3,16.7,3.31,3.44,2.428,5.82,12.84,1.21,13.26843,12.16737
