"TOA5","CR6_FCRcatwalk","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20220502.CR6","22349","Catwalk"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_surface","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","doobs_5","dosat_5","dotemp_5","doobs_9","dosat_9","dotemp_9","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_9"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-02 13:30:00",0,13.63,29,24.1592,25.69619,38.77593,23.99841,27.65359,29.44012,26.18536,29.14651,30.62976,23.93228,8.427382,106.0643,27.15707,9.33156,110.0705,23.62003,220502,142859,27.87,0.02,0.02,0.01,103.16,8.09,0.06,0.1,0.12,0.04,-0.33,-1.01,3.35,-1.12,-0.789,5.81,12.7,1.21,0.1081901,26.66908
"2022-05-02 13:40:00",1,13.63,29.65,24.92254,25.7687,41.04848,34.77541,26.72338,37.16412,26.79043,28.73351,28.34741,27.19573,8.418008,107.0081,27.71655,9.25988,110.4673,24.22421,220502,143900,26.655,0.02,0.02,0.01,102.47,8.22,0.07,0.13,0.14,0.06,-0.29,-0.91,3.56,-1.13,-0.796,5.81,12.68,1.21,0.112208,27.65693
"2022-05-02 13:50:00",2,13.59,29.94,27.08224,26.11856,41.7391,38.61413,26.84921,38.51861,26.25006,28.14492,27.74117,29.14742,8.245236,106.0936,28.40409,9.19211,111.3749,25.06271,220502,144900,25.72,0.02,0.02,0.01,101.82,8.3,0.05,0.05,0.14,0.06,-0.3,-0.91,3.61,-1.09,-0.773,5.81,12.63,1.2,0.1113575,27.75919
"2022-05-02 14:00:00",3,13.66,29.91,28.81606,26.41113,31.92016,38.55096,27.09915,39.02294,28.52917,27.0129,27.57174,30.06835,8.87292,116.0199,29.32235,8.967129,109.8034,25.63919,220502,145900,25.359,0.02,0.02,0.01,101.98,8.37,0.04,0.03,0.11,0.03,-0.28,-0.88,3.61,-1.03,-0.728,5.8,12.16,1.2,0.1110897,27.03729
"2022-05-02 14:10:00",4,14.74,30.26,17.47631,17.03814,16.37216,15.77239,12.26638,11.04223,10.65505,9.846766,10.20986,10.22106,6.484886,63.43276,14.36723,1.39788,13.02305,12.17607,220502,150901,15.776,31.59,38.35,24.93,110.31,10.94,3.68,16.27,0.16,0.08,5.28,15.82,1.91,1.51,1.063,5.8,12.21,1.2,13.15457,8.978185
"2022-05-02 14:20:00",5,13.2,30.65,17.2055,16.24456,15.8276,14.67404,11.30447,9.980127,9.298944,9.151667,9.001612,9.17428,4.869656,44.05493,10.89627,0.638275,5.650545,9.96957,220502,151901,15.397,31.48,38.55,25.06,109.66,10.96,2.44,10.72,0.23,0.17,5.47,16.37,2.2,2.06,1.454,5.81,13.85,1.21,13.15606,8.332712
"2022-05-02 14:30:00",6,13.31,30.37,17.14013,15.96719,15.58499,14.61434,10.90292,9.618341,9.005396,8.760981,8.54571,8.375757,4.609014,40.57242,9.7299,0.130411,1.124241,8.854317,220502,152901,15.398,31.48,38.54,25.05,109.9,10.99,2.38,10.45,0.18,0.11,5.49,16.43,2.07,2.2,1.551,5.81,12.52,1.2,13.15446,8.266605
"2022-05-02 14:40:00",7,13.42,30.72,17.12112,15.91732,15.55111,14.32598,10.67321,9.356745,8.772821,8.573145,8.457422,8.335199,4.720514,41.18931,9.359,0.270127,2.311405,8.545472,220502,153901,15.458,31.51,38.53,25.05,110.11,10.99,2.5,11.01,0.21,0.15,5.48,16.42,2.09,2.26,1.592,5.81,12.84,1.2,13.15738,8.249005
