:967&1603646986-1.9.0-281&17:296&32:194&33:213&18:105
&967&1603647345&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:145.2,24.9,952,15.25&18:65535,655.3&0:37.4
&967&1603647685&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,24.9,953,15.21&18:65535,655.3&0:37.5
&967&1603647985&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.2,24.9,953,15.23&18:65535,655.3&0:36.4
&967&1603648285&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,24.9,953,15.21&18:65535,655.3&0:36.1
&967&1603648585&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.2,24.9,953,15.24&18:65535,655.3&0:35.7
&967&1603648885&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,24.9,953,15.21&18:65535,655.3&0:35.4
&967&1603649185&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.0,24.9,953,15.22&18:65535,655.3&0:35.1
&967&1603649485&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.1,24.9,953,15.22&18:65535,655.3&0:35.0
&967&1603649785&17:0,0.0&32:-1.0,-1.0,-1,-1.00&33:145.1,24.9,953,15.23&18:65535,655.3&0:34.7
&967&1603650085&17:0,0.0&32:-1.0,-1.0,-1,-1.00&33:145.1,24.9,953,15.23&18:65535,655.3&0:34.5
&967&1603650385&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.8,25.0,953,15.20&18:65535,655.3&0:34.4
&967&1603650685&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.8,24.9,953,15.20&18:65535,655.3&0:34.3
&967&1603650985&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.8,25.0,953,15.19&18:65535,655.3&0:34.2
&967&1603651285&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,24.9,953,15.20&18:65535,655.3&0:34.1
&967&1603651585&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.0,24.9,953,15.21&18:65535,655.3&0:33.9
&967&1603651885&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:145.1,24.9,953,15.23&18:65535,655.3&0:33.7
&967&1603652185&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:145.0,24.9,953,15.21&18:65535,655.3&0:33.6
&967&1603652485&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.2,24.9,953,15.24&18:65535,655.3&0:33.5
&967&1603652785&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.8,24.9,953,15.19&18:65535,655.3&0:33.4
&967&1603653085&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.8,24.9,953,15.20&18:65535,655.3&0:33.4
&967&1603653385&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,24.9,953,15.21&18:65535,655.3&0:33.4
&967&1603653685&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.8,25.0,953,15.19&18:65535,655.3&0:33.2
&967&1603653985&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,25.1,954,15.19&18:65535,655.3&0:33.3
&967&1603654285&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,25.2,954,15.19&18:65535,655.3&0:33.0
&967&1603654585&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.8,25.3,954,15.18&18:65535,655.3&0:32.9
&967&1603654885&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.7,25.3,955,15.16&18:65535,655.3&0:32.9
&967&1603655185&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.8,25.4,955,15.17&18:65535,655.3&0:33.0
&967&1603655485&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:144.6,25.3,955,15.14&18:65535,655.3&0:32.9
&967&1603655785&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,25.4,955,15.17&18:65535,655.3&0:32.8
&967&1603656085&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.0,25.3,955,15.18&18:65535,655.3&0:32.7
&967&1603656385&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:145.1,25.3,955,15.19&18:65535,655.3&0:32.6
&967&1603656685&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.9,25.3,955,15.17&18:65535,655.3&0:32.7
&967&1603656985&17:0,0.0&32:-1.0,-1.0,-1,-1.00&33:144.9,25.4,955,15.17&18:65535,655.3&0:32.7
&967&1603657285&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.9,25.4,955,15.18&18:65535,655.3&0:32.6
&967&1603657585&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.9,25.3,955,15.18&18:65535,655.3&0:32.6
&967&1603657885&17:0,2.5&32:-1.0,-1.0,-1,-1.00&33:145.0,25.4,955,15.18&18:65535,655.3&0:32.7
&967&1603658185&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:145.0,25.3,955,15.19&18:65535,655.3&0:32.4
&967&1603658485&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.8,25.2,954,15.18&18:65535,655.3&0:32.3
&967&1603658785&17:0,0.0&32:-1.0,-1.0,-1,-1.00&33:144.8,25.2,954,15.18&18:65535,655.3&0:32.3
&967&1603659085&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.8,25.0,954,15.17&18:65535,655.3&0:32.3
&967&1603659385&17:0,0.0&32:-1.0,-1.0,-1,-1.00&33:145.0,25.0,953,15.22&18:65535,655.3&0:32.1
&967&1603659685&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.7,25.0,953,15.19&18:65535,655.3&0:32.1
&967&1603659985&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:145.0,25.0,953,15.22&18:65535,655.3&0:32.0
&967&1603660285&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:144.8,25.0,953,15.19&18:65535,655.3&0:31.9
&967&1603660585&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.7,25.1,953,15.19&18:65535,655.3&0:31.8
&967&1603660885&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.8,25.1,953,15.19&18:65535,655.3&0:31.8
&967&1603661185&17:128,2.5&32:-1.0,-1.0,-1,-1.00&33:144.7,25.0,953,15.18&18:65535,655.3&0:31.7
&967&1603661485&17:65535,655.3&32:-1.0,-1.0,-1,-1.00&33:145.0,25.0,953,15.21&18:65535,655.3&0:31.7
