:495&1606908736-1.9.0-281&17:296&32:194&33:213&18:105
&495&1606908920&17:534,0.8&32:145.5,1.6,939,15.50&33:178.1,2.9,936,19.02&18:10000,1.2&0:17.6
&495&1606909255&17:0,0.0&32:145.7,1.6,939,15.52&33:178.3,2.9,936,19.05&18:10000,1.2&0:17.3
&495&1606909565&17:65535,655.3&32:145.5,1.6,939,15.50&33:178.3,2.9,936,19.05&18:65535,655.3&0:17.2
&495&1606909865&17:65535,655.3&32:145.6,1.6,939,15.51&33:177.8,2.9,936,18.99&18:65535,655.3&0:16.6
&495&1606910165&17:65535,655.3&32:145.6,1.6,939,15.51&33:177.8,2.9,936,18.99&18:65535,655.3&0:16.4
&495&1606910465&17:65535,655.3&32:145.6,1.5,939,15.51&33:178.0,2.8,936,19.02&18:65535,655.3&0:16.4
&495&1606910765&17:65535,655.3&32:145.8,1.6,939,15.53&33:178.1,2.8,936,19.03&18:65535,655.3&0:16.5
&495&1606911065&17:65535,655.3&32:145.5,1.5,939,15.49&33:177.7,2.9,936,18.99&18:65535,655.3&0:16.5
&495&1606911365&17:0,0.0&32:145.5,1.6,939,15.49&33:178.2,2.9,936,19.04&18:65535,655.3&0:16.6
&495&1606911665&17:65535,655.3&32:145.6,1.6,939,15.51&33:178.2,2.9,936,19.04&18:65535,655.3&0:16.7
&495&1606911965&17:65535,655.3&32:145.6,1.5,939,15.51&33:178.2,2.9,936,19.04&18:65535,655.3&0:17.2
&495&1606912265&17:65535,655.3&32:145.7,1.6,940,15.50&33:178.0,2.9,936,19.01&18:65535,655.3&0:17.6
&495&1606912565&17:0,0.0&32:145.8,1.7,940,15.51&33:178.0,2.9,936,19.02&18:65535,655.3&0:18.2
&495&1606912865&17:0,0.0&32:145.5,1.7,940,15.48&33:178.2,3.0,936,19.04&18:65535,655.3&0:18.8
&495&1606913165&17:65535,655.3&32:145.5,1.7,940,15.48&33:178.2,3.0,937,19.02&18:65535,655.3&0:19.5
&495&1606913465&17:65535,655.3&32:145.5,1.7,940,15.48&33:178.2,3.0,937,19.02&18:65535,655.3&0:20.0
&495&1606913765&17:0,0.0&32:145.5,1.7,940,15.48&33:178.4,3.0,937,19.04&18:65535,655.3&0:20.7
&495&1606914065&17:0,0.0&32:145.7,1.7,940,15.50&33:178.4,3.0,937,19.04&18:65535,655.3&0:21.3
&495&1606914365&17:65535,655.3&32:145.5,1.8,940,15.48&33:178.4,3.0,937,19.04&18:65535,655.3&0:21.1
&495&1606914665&17:0,0.0&32:145.7,1.8,940,15.50&33:178.2,3.0,937,19.01&18:65535,655.3&0:21.2
&495&1606914965&17:0,0.0&32:145.6,1.7,940,15.49&33:178.6,3.0,937,19.06&18:65535,655.3&0:20.8
&495&1606915265&17:65535,655.3&32:145.3,1.7,940,15.46&33:178.0,3.0,937,18.99&18:65535,655.3&0:20.2
&495&1606915565&17:0,0.0&32:145.3,1.7,940,15.46&33:-1.0,-1.0,-1,-1.00&18:65535,655.3&0:19.6
&495&1606915865&17:65535,655.3&32:145.7,1.8,940,15.50&33:-1.0,-1.0,-1,-1.00&18:65535,655.3&0:19.0
&495&1606916165&17:65535,655.3&32:145.7,1.7,940,15.51&33:0.0,0.0,0,0.00&18:65535,655.3&0:18.6
&495&1606916465&17:65535,655.3&32:145.7,1.8,940,15.50&33:-1.0,-1.0,-1,-1.00&18:65535,655.3&0:18.5
