:435&1601824058-1.9.0-281&17:296&32:194&33:213&18:105
&435&1601824245&17:1748,11.2&32:179.7,12.0,971,18.50&33:121.6,12.1,880,13.82&18:10000,10.6&0:25.7
&435&1601824575&17:1736,11.2&32:179.6,12.0,971,18.50&33:121.2,12.1,880,13.77&18:10000,10.6&0:28.5
&435&1601824884&17:0,0.0&32:178.7,12.0,971,18.40&33:121.3,12.1,880,13.78&18:10000,10.6&0:28.1
&435&1601825184&17:1746,11.0&32:179.2,11.9,970,18.47&33:120.9,12.2,880,13.74&18:0,0.0&0:27.1
&435&1601825484&17:128,0.0&32:178.6,11.8,970,18.41&33:121.3,12.2,880,13.78&18:65535,655.3&0:26.9
&435&1601825784&17:0,0.0&32:178.9,11.7,970,18.44&33:120.9,12.3,880,13.74&18:65535,655.3&0:26.6
&435&1601826084&17:0,0.0&32:178.9,11.7,970,18.44&33:121.0,12.3,880,13.75&18:65535,655.3&0:26.2
&435&1601826384&17:0,0.0&32:179.0,11.7,969,18.48&33:120.9,12.4,881,13.73&18:65535,655.3&0:25.8
&435&1601826684&17:128,0.0&32:179.9,11.7,969,18.56&33:121.7,12.4,881,13.81&18:0,0.0&0:25.6
&435&1601826984&17:128,0.0&32:179.3,11.7,969,18.50&33:121.0,12.4,881,13.74&18:10000,10.8&0:25.5
&435&1601827284&17:128,0.0&32:178.7,11.7,969,18.44&33:120.5,12.4,881,13.68&18:65535,655.3&0:25.3
&435&1601827584&17:0,0.0&32:179.4,11.7,969,18.51&33:121.4,12.3,881,13.78&18:65535,655.3&0:25.0
&435&1601827884&17:0,0.0&32:178.8,11.6,969,18.45&33:121.3,12.4,880,13.78&18:65535,655.3&0:25.0
&435&1601828184&17:0,0.0&32:179.1,11.6,969,18.48&33:121.5,12.4,881,13.79&18:65535,655.3&0:24.8
&435&1601828484&17:0,0.0&32:179.4,11.6,969,18.52&33:121.5,12.4,880,13.81&18:65535,655.3&0:24.7
&435&1601828784&17:0,0.0&32:179.6,11.6,969,18.54&33:121.2,12.4,880,13.77&18:65535,655.3&0:24.5
&435&1601829084&17:0,0.0&32:179.6,11.5,969,18.54&33:121.5,12.4,881,13.80&18:10000,10.8&0:24.4
&435&1601829384&17:0,0.0&32:179.3,11.5,968,18.53&33:121.2,12.4,880,13.77&18:65535,655.3&0:24.3
&435&1601829684&17:128,0.0&32:179.6,11.5,968,18.55&33:121.3,12.4,880,13.78&18:65535,655.3&0:24.1
&435&1601829984&17:128,0.0&32:179.5,11.5,968,18.54&33:121.1,12.3,880,13.76&18:65535,655.3&0:24.1
&435&1601830284&17:0,0.0&32:179.0,11.5,968,18.49&33:121.1,12.4,881,13.75&18:65535,655.3&0:24.1
&435&1601830584&17:65535,655.3&32:179.7,11.4,968,18.57&33:121.4,12.4,881,13.77&18:65535,655.3&0:24.0
&435&1601830884&17:0,0.0&32:179.4,11.5,968,18.53&33:121.5,12.4,881,13.79&18:65535,655.3&0:23.8
&435&1601831184&17:128,0.0&32:179.0,11.5,968,18.48&33:121.3,12.4,881,13.77&18:65535,655.3&0:23.7
&435&1601831484&17:0,0.0&32:179.0,11.5,968,18.49&33:121.6,12.4,881,13.81&18:65535,655.3&0:23.5
&435&1601831784&17:0,0.0&32:179.1,11.4,968,18.50&33:121.2,12.4,881,13.76&18:65535,655.3&0:23.4
&435&1601832084&17:0,0.0&32:179.3,11.5,968,18.52&33:121.1,12.4,881,13.74&18:65535,655.3&0:23.3
&435&1601832384&17:0,0.0&32:179.4,11.5,968,18.54&33:121.2,12.4,881,13.76&18:65535,655.3&0:23.3
&435&1601832684&17:65535,655.3&32:179.7,11.4,968,18.56&33:121.1,12.4,881,13.74&18:65535,655.3&0:23.2
&435&1601832984&17:65535,655.3&32:179.2,11.5,968,18.51&33:121.3,12.4,881,13.77&18:65535,655.3&0:23.0
&435&1601833284&17:0,0.0&32:179.0,11.5,968,18.48&33:120.9,12.4,881,13.72&18:65535,655.3&0:22.8
&435&1601833584&17:0,0.0&32:179.8,11.5,968,18.57&33:121.5,12.4,881,13.79&18:65535,655.3&0:22.7
&435&1601833884&17:0,0.0&32:179.1,11.5,969,18.49&33:121.3,12.4,881,13.77&18:65535,655.3&0:22.6
&435&1601834184&17:0,0.0&32:179.1,11.6,969,18.49&33:121.0,12.4,881,13.73&18:65535,655.3&0:22.3
&435&1601834484&17:65535,655.3&32:179.5,11.6,969,18.52&33:121.1,12.4,881,13.74&18:65535,655.3&0:22.3
&435&1601834784&17:0,0.0&32:179.6,11.6,969,18.53&33:121.2,12.4,881,13.76&18:65535,655.3&0:22.3
&435&1601835084&17:0,0.0&32:179.7,11.7,969,18.55&33:121.3,12.4,881,13.77&18:65535,655.3&0:22.1
&435&1601835384&17:0,0.0&32:179.8,11.7,969,18.56&33:121.4,12.4,881,13.78&18:65535,655.3&0:21.9
&435&1601835684&17:0,0.0&32:180.0,11.7,969,18.58&33:121.2,12.4,881,13.76&18:65535,655.3&0:21.9
&435&1601835984&17:65535,655.3&32:179.6,11.8,969,18.53&33:121.4,12.5,881,13.77&18:65535,655.3&0:21.9
&435&1601836284&17:0,0.0&32:179.6,11.8,969,18.54&33:121.1,12.5,881,13.75&18:65535,655.3&0:21.7
&435&1601836584&17:0,0.0&32:179.2,11.8,970,18.47&33:121.7,12.5,881,13.85&18:65535,655.3&0:21.7
&435&1601836884&17:0,0.0&32:179.5,11.8,969,18.52&33:121.7,12.5,881,13.81&18:65535,655.3&0:21.5
