"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20210409.CR3","22105","ccre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","EXO_Date_1","EXO_Time_1","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure_1","EXO_depth_1","EXO_battery_1","EXO_cablepower_1","EXO_wiper_1","EXO_Date_9","EXO_Time_9","EXO_wtr_9","Cond_9","SpCond_9","TDS_9","dosat_9","doobs_9","fDOM_RFU_9","fDOM_QSU_9","EXO_pressure_9","EXO_depth_9","EXO_battery_9","EXO_cablepower_9","EXO_wiper_9","Lvl_psi","Lvl_Temp_C"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-04-09 14:20:00",2,12.97,19.06,13.15954,12.18707,11.93203,11.5993,10.83782,10.47558,9.787439,8.941492,8.339502,8.251245,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,151746,8.516,35.25,51.45,33.44,87.37,10.22,5.4,16.42,11.9,8.368,3.12,12.12,1.19,17.70783,8.35736
"2021-04-09 14:30:00",3,12.98,19.26,13.24179,12.19616,11.91296,11.67468,10.5957,10.43215,9.586878,8.949884,8.338404,8.254633,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,152746,8.57,35.29,51.44,33.43,87.42,10.21,5.4,16.43,11.9,8.369,3.12,12.12,1.19,17.71113,8.358484
"2021-04-09 14:40:00",4,12.98,19.69,13.14791,12.22936,11.9808,11.3338,10.59686,10.45141,9.659449,8.967188,8.336023,8.245691,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,153746,8.767,35.42,51.34,33.37,88.17,10.25,5.36,16.29,11.89,8.362,3.12,12.12,1.19,17.70894,8.351674
"2021-04-09 14:50:00",5,12.97,20.03,13.22253,12.27877,12.03094,11.49432,10.66143,10.4981,9.738092,8.989161,8.333063,8.248743,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,154745,8.668,35.34,51.37,33.39,87.62,10.21,5.4,16.41,11.89,8.36,3.12,12.12,1.2,17.70405,8.348369
"2021-04-09 15:00:00",6,12.97,20.32,13.22698,12.4298,11.99322,11.6014,10.65814,10.4689,9.759882,8.918879,8.32699,8.246058,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,155745,8.782,35.42,51.32,33.36,88.19,10.25,5.37,16.34,11.9,8.365,3.12,12.12,1.19,17.71327,8.34468
"2021-04-09 15:10:00",7,12.96,20.6,13.13439,12.71691,12.09142,11.55517,10.57815,9.966639,9.731379,8.961115,8.319635,8.247766,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,160745,8.798,35.44,51.32,33.36,88.27,10.25,5.35,16.26,11.88,8.357,3.12,12.12,1.2,17.70442,8.34832
"2021-04-09 15:20:00",8,12.96,20.87,12.42874,12.14169,11.98977,11.84692,10.99935,10.44381,9.269464,8.74264,8.331476,8.254847,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,161745,8.538,35.24,51.4,33.41,87.78,10.26,5.42,16.46,12.79,8.997,3.12,12.12,1.19,17.70212,8.348236
"2021-04-09 15:30:00",9,12.96,21.08,12.66311,12.63796,12.56433,11.9454,10.63564,10.04504,9.556513,8.991114,8.374384,8.244257,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,162745,8.394,35.17,51.5,33.48,87.17,10.22,5.42,16.49,12.8,9,3.12,12.12,1.19,17.71355,8.352982
"2021-04-09 15:40:00",10,12.95,21.25,13.1621,13.07073,12.71554,10.95849,10.7987,10.18542,9.756708,8.625422,8.323206,8.227655,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210409,163745,8.472,35.23,51.49,33.47,87.32,10.22,5.41,16.43,12.79,8.992,3.12,12.12,1.19,17.71059,8.349242
