"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20220405.CR3","30054","ccre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","EXO_Date_1","EXO_Time_1","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure_1","EXO_depth_1","EXO_battery_1","EXO_cablepower_1","EXO_wiper_1","EXO_Date_9","EXO_Time_9","EXO_wtr_9","Cond_9","SpCond_9","TDS_9","dosat_9","doobs_9","fDOM_RFU_9","fDOM_QSU_9","EXO_pressure_9","EXO_depth_9","EXO_battery_9","EXO_cablepower_9","EXO_wiper_9","Lvl_psi","Lvl_Temp_C"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-09-12 11:10:00",17716,12.76,32.01,23.32794,25.8482,25.64807,25.5245,25.46075,25.3468,24.89443,23.95297,20.15548,13.07714,12.64663,12.36651,12.40368,220912,110619,25.856,84.66,83.29,54.14,100.74,8.19,0.52,1.44,-0.45,-1.03,2.52,7.58,2.49,1.76,4.22,11.92,1.19,220912,120621,16.053,80.75,97.39,63.31,20.76,2.05,6.59,19.99,11.65,8.201,3.09,11.94,1.21,26.29974,12.07231
"2022-09-12 11:20:00",17717,12.8,31.32,24.07025,25.93737,25.69631,25.59707,25.50988,25.42697,25.00442,23.8247,19.98123,13.00146,12.56545,12.23773,12.24691,220912,111619,25.843,84.6,83.26,54.12,100.59,8.18,0.45,1.17,-0.48,-1.06,2.54,7.65,2.49,1.759,4.22,11.93,1.2,220912,121621,25.348,0.74,0.73,0.48,94.16,7.73,0.17,0.73,-0.26,-0.184,3.09,12,1.22,26.302,12.06464
"2022-09-12 11:30:00",17718,12.86,31.24,24.53198,25.88888,25.72579,25.61746,25.52874,25.43566,25.02316,23.79565,19.90866,12.98876,12.54598,12.20327,12.15264,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",26.30254,12.06416
"2022-09-12 11:40:00",17719,12.86,31.42,25.8439,25.91686,25.72344,25.62567,25.54385,25.32672,25.03601,23.7171,19.94586,12.94995,12.53311,12.18676,12.10873,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",26.30368,12.0551
"2022-09-12 11:50:00",17720,12.86,31.84,26.32467,26.05557,25.78356,25.61382,25.54678,25.41134,25.04299,23.86642,19.95223,12.96188,12.53729,12.18176,12.08956,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",26.30724,12.06215
"2022-09-12 12:00:00",17721,12.84,32.05,26.60684,26.04272,25.75378,25.60717,25.54644,25.26711,25.04766,23.8356,19.9782,12.89315,12.53381,12.17721,12.0856,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",220912,125922,15.675,80.52,97.97,63.68,25.63,2.55,6.82,20.67,11.9,8.378,3.08,12.01,1.22,26.30604,12.06015
"2022-09-12 12:10:00",17722,12.84,31.84,26.80026,26.02917,25.7806,25.62463,25.5487,25.24441,25.04873,23.87606,19.68078,12.85562,12.53872,12.1734,12.08193,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",220912,130922,15.38,80.18,98.23,63.85,22.79,2.28,6.67,20.22,11.9,8.377,3.08,12,1.22,26.30491,12.06726
"2022-09-12 12:20:00",17723,12.84,31,26.38003,26.06283,25.75875,25.6224,25.53518,25.25903,25.11202,23.96612,19.51971,12.86392,12.53497,12.17584,12.07086,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",220912,131922,15.283,80.26,98.55,64.06,22.89,2.29,6.73,20.4,11.91,8.381,3.08,11.97,1.22,26.30752,12.067
"2022-09-12 12:30:00",17724,12.85,30.51,26.44915,25.54916,25.56417,25.52139,25.48525,25.24816,25.0418,24.05194,19.74664,12.87237,12.53689,12.17742,12.07406,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",220912,132922,15.212,79.86,98.22,63.84,21.21,2.13,6.68,20.24,11.9,8.378,3.08,12.02,1.22,26.30411,12.06754
