"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20230313.CR3","5042","ccre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","EXO_Date_1","EXO_Time_1","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure_1","EXO_depth_1","EXO_battery_1","EXO_cablepower_1","EXO_wiper_1","EXO_Date_9","EXO_Time_9","EXO_wtr_9","Cond_9","SpCond_9","TDS_9","dosat_9","doobs_9","fDOM_RFU_9","fDOM_QSU_9","EXO_pressure_9","EXO_depth_9","EXO_battery_9","EXO_cablepower_9","EXO_wiper_9","Lvl_psi","Lvl_Temp_C"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-03-26 21:40:00",1916,13.08,16.37,11.1863,11.16479,11.19488,10.27426,9.80636,9.378809,9.266535,9.229578,9.207605,9.01211,8.580011,8.315485,8.205133,230326,224025,11.386,62.29,84.18,54.72,110.03,12.02,1.09,2.77,1.55,0.41,3.95,11.75,2.42,1.705,4.05,12.2,1.19,230326,224123,9.208,58.93,84.38,54.85,104.48,12.01,4.42,13.7,12.35,8.688,2.84,12.17,1.22,27.01862,8.21673
"2023-03-26 21:50:00",1917,13.1,16.17,11.17599,11.20187,11.18978,10.02841,9.713831,9.350275,9.257776,9.237604,9.217279,8.790979,8.48852,8.319696,8.217676,230326,225026,11.36,62.21,84.12,54.68,110.04,12.03,0.95,2.32,1.55,0.4,3.96,11.78,2.42,1.706,4.06,12.21,1.19,230326,225124,9.224,58.96,84.38,54.85,104.62,12.03,4.42,13.71,12.35,8.687,2.84,12.17,1.22,27.02345,8.22108
"2023-03-26 22:00:00",1918,13.1,15.94,11.20196,11.21621,10.86798,9.908838,9.659266,9.34643,9.264215,9.242548,9.237024,8.642054,8.465235,8.319788,8.200647,230326,230025,11.295,62.14,84.17,54.71,109.81,12.03,1.03,2.57,1.57,0.42,3.97,11.81,2.42,1.706,4.05,12.21,1.19,230326,230124,9.229,58.96,84.37,54.84,104.71,12.04,4.41,13.69,12.35,8.686,2.84,12.17,1.21,27.02131,8.216696
"2023-03-26 22:10:00",1919,13.1,15.73,11.1723,11.19448,10.39645,9.858881,9.661158,9.288355,9.25918,9.244135,9.214716,8.621881,8.458399,8.32287,8.196955,230326,231025,11.355,62.23,84.17,54.71,109.8,12.01,1.1,2.8,1.59,0.45,3.96,11.77,2.42,1.706,4.05,12.22,1.2,230326,231123,9.231,58.96,84.37,54.84,104.83,12.05,4.43,13.75,12.35,8.682,2.84,12.22,1.22,27.01888,8.21523
"2023-03-26 22:20:00",1920,13.11,15.58,11.17343,11.17785,10.3497,9.864496,9.685114,9.286219,9.269922,9.261164,9.235895,8.629908,8.456049,8.323572,8.195887,230326,232026,11.357,62.23,84.17,54.71,109.56,11.98,0.95,2.34,1.56,0.41,3.95,11.75,2.42,1.706,4.06,12.23,1.19,230326,232124,9.24,58.98,84.37,54.84,105.01,12.07,4.42,13.71,12.35,8.686,2.84,12.25,1.22,27.02208,8.211347
"2023-03-26 22:30:00",1921,13.07,15.42,11.12863,11.12631,10.12634,9.848444,9.635645,9.306269,9.269831,9.26211,9.22558,8.613794,8.461786,8.321466,8.198023,230326,233025,11.337,62.23,84.2,54.73,109.28,11.96,1.08,2.75,1.56,0.42,3.98,11.82,2.42,1.705,4.06,12.23,1.19,230326,233122,9.245,58.99,84.39,54.85,105.02,12.07,4.41,13.69,12.35,8.687,2.84,12.26,1.22,27.02248,8.206083
"2023-03-26 22:40:00",1922,13.07,15.21,11.13104,11.12023,10.29409,9.804499,9.557123,9.352381,9.274622,9.256739,9.234888,8.634699,8.48678,8.328485,8.198267,230326,234024,11.31,62.17,84.18,54.72,109.56,11.99,1.04,2.6,1.59,0.45,3.95,11.76,2.42,1.706,4.06,12.21,1.19,230326,234123,9.249,58.99,84.37,54.84,105.08,12.07,4.42,13.71,12.35,8.687,2.84,12.26,1.22,27.01977,8.205733
"2023-03-26 22:50:00",1923,13.07,15.02,11.11141,11.11489,10.64828,9.854609,9.606958,9.351648,9.287622,9.254877,9.244318,8.638117,8.492914,8.331659,8.197962,230326,235026,11.284,62.14,84.19,54.72,109.46,11.99,1.04,2.63,1.57,0.43,3.98,11.85,2.42,1.706,4.05,12.21,1.19,230326,235124,9.26,59.01,84.38,54.85,105.1,12.07,4.41,13.67,12.35,8.686,2.84,12.26,1.22,27.02096,8.206532
"2023-03-26 23:00:00",1924,13.08,14.84,11.11025,11.12457,10.76602,9.891718,9.667658,9.443689,9.293634,9.266748,9.247675,8.630579,8.423792,8.326685,8.19787,230327,25,11.284,62.14,84.19,54.73,109.7,12.02,1.06,2.66,1.58,0.44,3.96,11.79,2.42,1.706,4.06,12.18,1.21,230327,123,9.265,59.02,84.38,54.85,105.19,12.08,4.41,13.69,12.35,8.688,2.84,12.26,1.22,27.02104,8.206583
