"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20210409.CR3","22105","ccre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","EXO_Date_1","EXO_Time_1","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure_1","EXO_depth_1","EXO_battery_1","EXO_cablepower_1","EXO_wiper_1","EXO_Date_9","EXO_Time_9","EXO_wtr_9","Cond_9","SpCond_9","TDS_9","dosat_9","doobs_9","fDOM_RFU_9","fDOM_QSU_9","EXO_pressure_9","EXO_depth_9","EXO_battery_9","EXO_cablepower_9","EXO_wiper_9","Lvl_psi","Lvl_Temp_C"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-04-19 16:00:00",1452,12.96,20.36,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,165747,15.801,0,0,0,93.28,9.25,-0.29,-0.67,-0.1,-0.072,3.12,12.12,1.2,0.0052334,19.83004
"2021-04-19 16:10:00",1453,12.96,20.38,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,170747,8.921,35.61,51.4,33.41,88.58,10.26,5.55,16.86,13,9.143,3.12,12.12,1.2,"NAN","NAN"
"2021-04-19 16:20:00",1454,12.97,20.15,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,171747,8.925,35.66,51.46,33.45,87.98,10.19,5.54,16.83,12.86,9.04,3.13,12.12,1.2,"NAN","NAN"
"2021-04-19 16:30:00",1455,12.97,20.01,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,172747,8.987,35.71,51.45,33.44,87.15,10.08,5.54,16.83,12.86,9.041,3.12,12.12,1.2,"NAN","NAN"
"2021-04-19 16:40:00",1456,12.98,20.06,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,173747,9.137,35.79,51.35,33.38,90.47,10.42,5.48,16.66,12.87,9.05,3.12,12.12,1.2,"NAN","NAN"
"2021-04-19 16:50:00",1457,12.97,20.52,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,174747,9.281,35.9,51.3,33.35,91.62,10.52,5.49,16.69,12.87,9.049,3.12,12.12,1.2,"NAN","NAN"
"2021-04-19 17:00:00",1458,12.97,20.93,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,175747,9.128,35.8,51.38,33.4,89.69,10.34,5.52,16.76,12.87,9.051,3.12,12.12,1.2,"NAN","NAN"
"2021-04-19 17:10:00",1459,12.96,21.22,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,180747,8.918,35.61,51.4,33.41,89.4,10.35,5.52,16.79,12.87,9.049,3.13,12.12,1.2,"NAN","NAN"
"2021-04-19 17:20:00",1460,12.95,21.55,14.95922,13.19793,13.99597,13.53564,14.39791,12.91357,13.10665,13.27099,12.13009,11.35909,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",210419,181747,8.989,35.71,51.44,33.44,87.7,10.14,5.54,16.85,12.87,9.05,3.12,12.12,1.19,"NAN","NAN"
